Frame,C009,C013,C005,C004,C012,C003,C023,C002,C001,C016,C000,C007,C011,C010,C006
27.850086,0.3908674,-0.09835536,0.5352726,0.7245252,0.57079,-1.294516,-0.1346606,0.05195473,0.6302193,-0.0452202,-0.05121827,-0.9739122,0.5234218,0.582794,1.892231
27.916713,0.4479943,-1.210787,0.3054057,0.02276582,-0.3718431,0.008613085,-0.04475284,0.03211472,0.300678,0.4337025,0.0548244,-0.697549,0.004249521,0.5409185,1.465655
27.98334,-0.3406593,-0.1885147,0.3808092,-0.2552693,0.8368255,-0.8393866,0.2005135,0.422847,0.2226734,0.595247,0.550391,-0.5599647,0.3135115,0.9737517,1.316024
28.049967,0.6603279,-0.1976849,0.4680552,-0.6558093,0.3874078,-1.367288,0.7219168,0.2647946,-0.4514717,0.3940905,0.311875,-0.5698874,1.165522,0.6287091,0.4519932
28.116594,-0.1435534,0.9424893,0.5318397,0.4489682,0.1076354,-0.7745556,0.09068699,-0.2273383,0.3560017,0.7708467,-0.08415554,-0.7234876,0.07427466,0.04650658,0.6981495
28.183221,0.3627121,-0.4535531,0.3924032,0.8112577,-0.01822743,-0.3359551,-0.02999822,-0.08014812,0.3733022,0.091155,0.1027303,0.2547993,0.1072237,-0.1568096,1.100876
28.249848,1.028556,0.6190135,0.295004,0.7693158,0.09221171,-0.8432232,-0.04454811,-0.3546602,-0.07744012,0.2679074,-0.01610227,-0.2296705,-0.1767507,0.8712801,1.152483
28.316475,0.465483,0.9462051,0.6498551,-0.4162864,-0.03337485,-0.0600583,0.4674246,0.0862281,0.2115392,0.3799771,0.3123312,-0.3838823,-0.2078207,1.012214,0.3957085
28.383102,-0.2990835,-0.3795377,0.686509,0.7523437,-0.008798813,0.3641992,-0.102509,-0.05535297,0.3711152,-0.2676165,-0.1200693,-0.4583144,0.1566675,0.9874418,0.822033
28.449729,-0.2337807,-0.5538283,0.1438791,-0.2115958,-0.4711773,-0.01815202,0.2199771,0.7078034,0.004737842,0.005126734,0.2286945,-0.09345706,-0.4574204,0.5533443,0.3498916
28.516356,0.3664168,-0.2205351,-0.01042659,0.09743239,-0.4846932,-0.7822841,0.1372094,-0.00353735,0.275399,0.4747033,-0.3107319,-0.8569601,1.221683,0.2027971,0.2319454
28.582983,0.3493245,-0.7929527,0.2960163,0.004676563,-0.232853,-0.687318,-0.2607298,-0.09712629,0.03162026,0.1761684,0.04080261,-0.3830406,-0.0800751,0.5177239,1.251947
28.64961,-0.4036063,-0.3497975,-0.07990943,0.06947454,0.3624611,-0.5481238,-0.3530668,0.04143598,0.5995432,-0.249819,-0.4078751,0.07290718,-0.6351631,-0.5977956,0.9555681
28.716237,-0.4915926,-1.280427,0.3543873,-0.326766,-0.4771899,-0.9550443,0.4946851,0.3581878,0.3362142,0.5609565,-0.03909621,0.3664421,0.5137985,1.555137,0.6914423
28.782864,1.27034,-0.7573615,0.3935774,-0.8402572,-0.5417617,-0.3181467,0.2325857,-0.09938434,-0.5127935,0.3019742,0.338613,0.03862574,-0.3610953,0.4504991,1.007892
28.849491,0.2456432,-0.9034472,0.04784803,-0.05489459,-1.30743,-0.4744461,-0.234282,-0.4154665,0.807049,0.3795246,-0.4054933,0.4632266,0.9254688,1.418231,0.370211
28.916118,0.2109682,-0.2305383,0.0571556,-0.321144,-0.2819271,0.8378537,0.1439124,-0.3691259,0.7865933,0.3772668,0.04150186,0.7140486,0.1837001,0.6105531,0.4657985
28.982745,-0.0486566,-0.8054816,-0.05661106,-0.4785312,0.3787967,-0.9141665,-0.2880062,-0.1789498,0.04737181,-0.4677485,-0.2197367,0.7008551,-0.5420234,0.8433794,0.08900504
29.049372,0.3533447,-0.2985636,0.1509815,0.5545071,0.3741584,0.9220809,-0.9795765,-0.111159,-0.2706843,-0.2890632,-0.2593182,0.6491532,-0.9712061,-0.04683252,0.1844126
29.115999,0.685926,-0.4091765,0.1306631,-0.6091309,-0.5808577,0.1886852,-0.5473809,-0.3661658,0.1078683,0.5056384,0.06905776,0.4831939,-0.9036503,0.2817375,0.1803274
29.182626,0.693182,-0.1773882,0.3596824,-0.5284817,0.2328449,0.4407378,0.2832275,-0.103787,0.1609444,0.0380463,-0.1956924,0.2789163,-0.2530885,0.7636679,-0.1587866
29.249253,1.550519,-1.345915,-0.06982584,-0.3407792,0.03108342,-0.9466875,0.3340639,0.07111352,-0.1146908,0.09927266,0.01681351,0.2820479,0.6151484,1.199331,0.02373279
29.31588,-0.2855551,0.4238868,0.1613489,0.3658189,-0.2484533,0.2396035,-0.3231,-0.08493164,0.6445508,-0.1375223,-0.2873128,0.4340268,0.5943347,0.06237297,0.6216778
29.382507,-0.05017397,0.8074482,-0.2409395,-0.339313,-0.1027933,-0.3665102,-0.3188033,-0.06153024,0.6127867,0.4822399,0.002713688,0.1691997,-0.02371792,0.4777474,0.1598272
29.449134,0.07181731,0.1661652,-0.1769132,0.3148704,-0.2039204,-0.8787261,-0.2053087,0.3928554,0.9155105,0.3654139,-0.274276,0.1459486,-0.9849735,0.6971804,0.06875549
29.515761,0.09921297,-0.9525814,0.4617781,-0.2738525,-0.3756675,-0.4839842,-0.5376022,-0.1198919,0.1462521,0.0649946,-0.1191532,0.4003877,-0.4618769,1.04424,0.2985594
29.582388,-0.0979002,-0.2108867,0.2432847,-0.402784,0.08693793,-0.5790372,-0.4716723,0.6910321,-0.2220884,-0.03866279,0.03555581,0.4360615,-1.208627,0.629223,0.3515382
29.649015,-1.822578,-0.7801113,0.3804181,0.05376787,-0.9342346,-1.242405,-0.175599,0.257974,0.6859753,0.5737201,0.1592022,0.3150442,0.04701633,1.013152,0.6043174
29.715642,-0.3818244,-1.204169,0.4536517,-0.3177286,-0.631587,0.5570453,0.489375,-0.7566819,0.5828822,0.4009385,0.4080002,-0.009093825,0.3922952,0.8831186,0.4309748
29.782269,0.08778008,0.3140086,-0.4537283,0.6525877,0.07683559,-0.4110981,0.3146132,-0.8610051,0.3475859,0.5647565,-0.06335396,-0.006068484,-0.2512972,0.8191673,0.1328924
29.848896,-0.5059131,-0.8013548,0.3465328,-0.07098687,-0.3855853,-0.4358296,0.1198466,-0.12628,-0.008178755,-0.1546216,-0.003328695,0.2828058,-0.2405326,0.6092293,0.5041971
29.915523,-0.07294235,-0.3624986,0.8782031,-0.9871019,-0.1860493,0.09971831,0.3953107,-0.1607682,0.1221194,0.1260479,1.023259,0.04872577,-0.6718841,0.3402238,0.2429489
29.98215,0.1332526,0.2594532,0.4353344,-0.1058153,-0.109876,-1.292173,0.4898864,0.271437,0.1369909,0.4823216,1.677086,0.292924,0.3399684,0.8986441,0.5503519
30.048777,-0.4036258,-0.1305912,0.9511272,0.1146561,0.328458,0.2335524,-0.1479102,0.4071625,-0.4182304,0.1802808,1.27053,0.2499399,-1.767032,0.6145677,0.5930044
30.115404,0.8259,0.6561584,0.3981141,-0.03677312,-0.7784131,-0.4550665,0.1446446,-0.05617188,0.3625796,-0.3814082,0.8059454,0.0631824,0.01729302,-0.2819108,0.5944158
30.182031,0.4194726,0.3011298,0.4018791,-0.5172685,-0.7391195,-0.3046806,-0.4961499,0.8074812,0.2521699,-0.4122709,0.852029,0.1500194,-0.9247795,0.3050689,1.046268
30.248658,0.1242885,1.685451,0.1355831,0.6504793,-0.7920834,-1.321934,-0.2212187,-0.4336042,-0.3487114,-0.1393422,0.139586,0.03303898,-0.1314748,-0.2853728,0.6966451
30.315285,-0.4771666,1.387159,0.5839319,-0.02101697,-0.01089556,-0.7239806,-0.4078143,0.008210477,-0.05137683,0.1776608,0.5373295,0.01020338,-0.2183004,-0.5949759,-0.07162195
30.381912,-0.4725096,-0.5699683,0.1738605,-0.08672193,-0.8312702,-0.6052277,-0.5331562,-0.07706269,-0.1416732,0.3685644,0.423007,0.2798889,0.117012,-0.06193999,0.4515122
30.448539,-0.08652132,0.3558322,0.965083,-1.503647,-1.030223,0.8462691,0.7438654,-0.1715948,0.1298773,-0.1001616,1.28172,-0.1417448,-0.3018645,0.208001,0.9632712
30.515166,-0.3425817,-0.284354,0.3864157,0.02933419,-1.308152,-0.478431,-0.2717932,0.3402519,-0.2036464,-0.3751715,0.5968632,0.1147172,1.249091,0.3347135,0.7429115
30.581793,-0.5524171,-0.07669199,0.3855817,0.38392,0.05825484,-0.4745061,-0.4497571,-0.07250576,-0.5273989,-0.5450958,0.06512327,-0.0406502,-0.7942156,-0.2570558,0.3482499
30.64842,2.295146,-0.4276927,0.6573818,-0.8795866,0.219726,-0.2875906,-0.2260715,-0.520306,-1.096079,-0.1012427,0.3531277,0.05435618,-0.3884444,-0.3168216,-0.05550146
30.715047,-0.3770064,0.4854392,0.6497263,-0.4892714,-0.1840695,-0.03431671,-0.2757723,-0.1463447,0.1456195,0.09179652,0.3650157,-0.613697,-0.2209179,0.08240175,0.4382091
30.781674,-0.05819084,-0.5011853,0.2314043,-0.5159144,-0.3769056,-0.4756122,-0.4738553,0.2863049,0.04570266,-0.1777026,0.1505196,-0.2619675,0.6472966,-0.1262223,0.7657903
30.848301,-0.3660555,-0.5224971,0.3003794,-0.4087332,-0.1627024,-1.372101,-0.112844,0.2673716,0.105728,-0.3905933,0.04240879,-0.06064863,0.246817,0.1674447,0.1635713
30.914928,0.8171093,-0.8318542,0.2429427,0.4383492,0.2620545,-0.1831954,-0.3081079,-0.3286722,0.06959706,-0.06591515,0.157139,-0.4323898,-0.4170244,0.3157537,0.2814284
30.981555,0.2124815,0.05655536,0.4998174,-0.5359604,-0.07900117,-0.1748807,-0.3650629,-0.6580696,-0.06122502,-0.1485575,0.1704844,-0.8119476,-0.8006052,-0.5887958,-0.04160758
31.048182,-0.8077855,-0.002456463,0.9769543,0.8150574,-1.331284,-1.143935,-0.05208859,-0.3613225,0.1444012,-0.6106563,0.2524718,-0.352216,0.7131167,0.5281751,0.2158749
31.114809,-0.07695953,-0.4504451,0.1806001,0.1326417,-0.3031534,-0.7967366,-0.1328381,-1.091224,0.6082868,-0.5887315,-0.01722409,-0.3468619,0.9574209,-0.5614892,-1.118815
31.181436,1.149013,-0.1711522,-0.1111256,-0.3393367,-0.5513699,-1.169786,0.6016423,-0.07856717,0.3993412,-0.4368915,0.1608322,-0.6635481,1.440937,0.5020417,-0.1266725
31.248063,-0.126893,-0.4978948,0.1909288,-0.3682654,-0.02405678,-0.6857744,-0.08855157,0.4324783,-0.546506,0.1135874,0.4426303,-0.8467438,-0.4950648,0.2805038,-0.08572785
31.31469,0.1415045,-0.4441512,0.220588,0.4860504,-0.3644544,-0.7196002,-0.3327188,-0.2183052,0.2022703,-0.747168,-0.04237971,-0.3131317,-0.3396358,0.3633393,0.3274515
31.381317,-0.9833043,0.4369513,0.13734,0.3558098,-0.1040215,-0.9677342,-0.01183212,-0.2003099,0.2845762,-0.3600042,-0.2937289,-0.8432367,0.9476041,0.2262283,0.1570659
31.447944,1.988297,-0.4787323,0.372417,-0.3329689,0.3301354,-0.6342382,0.2048805,0.1224069,-0.6183206,-0.1663214,0.6577196,0.02636854,-0.5667026,0.4362671,0.4620003
31.514571,-0.01227998,0.3448264,0.5003045,-0.1619745,-0.1784182,-0.9634051,0.1048162,-0.205692,-0.135175,-0.02890306,0.1367697,-0.5466402,0.7423224,0.7778743,0.3135176
31.581198,0.9011832,-0.2440087,0.09292585,-0.4505223,-0.03986302,-0.03308984,0.2128183,0.2721955,0.0445082,-0.5145852,-0.1250166,-0.7569304,-0.3984761,0.8174295,0.2194903
31.647825,0.2097586,-0.5895773,0.6946871,0.6541469,1.077377,-1.482318,-0.342772,-0.9634923,-0.3179236,0.01284758,0.1725667,-0.9421474,-0.76003,0.4666222,-0.4732742
31.714452,-0.3945171,0.009299616,0.3696979,-0.1289315,0.4098457,-0.4711434,0.006620948,-0.01226737,-0.758381,-0.03851742,0.2506729,-0.4948653,-0.7792882,0.7605357,-0.02792006
31.781079,0.5956459,0.3579289,0.3080407,-0.3129724,0.3144377,0.369459,0.2968163,0.2111119,0.046747,-0.1446599,0.274756,-0.5264013,-0.1579257,0.610226,0.4429848
31.847706,0.1937518,-0.2926311,-0.2043551,-0.6020399,-0.3457676,-0.8161766,0.2388372,0.3505387,0.1184034,-0.2958847,-0.0009765537,0.1414397,0.1193719,0.4309214,-0.1421795
31.914333,0.04793363,-0.2442918,0.1039941,0.343002,0.1016901,-0.5013878,-0.3590922,0.2715874,0.2639423,0.5199682,-0.06518584,-0.1054898,-0.5381423,0.8828567,-0.1965728
31.98096,-0.1751435,-0.008389326,0.311245,-0.001577987,-0.2040334,-1.083212,0.6250722,0.1127479,0.06643385,0.9494104,0.1085779,-0.477109,-0.09667949,0.746832,-0.4401543
32.047587,-0.4793507,-0.6385598,0.1270271,0.5070401,0.1618827,-0.5115998,-0.09272929,-0.8107561,-0.4032941,0.1003553,0.1336452,-0.2289186,-0.5175149,0.2019725,-0.3399331
32.114214,0.2518429,-0.02535943,0.4541795,0.3313961,-0.09701016,-0.2168716,-0.4551679,-0.3741462,-0.135116,0.1139405,0.05292109,0.5315912,-0.1149164,-0.251588,0.4910532
32.180841,0.5136844,0.5011026,0.2610791,0.1013737,0.4071795,-1.130061,0.09452419,0.05013991,-0.1100798,0.2638199,0.2367415,-0.1424076,0.1177747,0.08491547,-0.6275526
32.247468,-0.7191215,-1.031048,0.09524195,-0.06142765,-0.794902,-1.535145,-0.2921179,0.1745865,0.1225312,0.2848324,-0.2944306,-0.2658072,-0.5200918,-0.1891009,0.7576271
32.314095,-0.1432407,-0.05986006,0.472154,-0.1715534,-0.4631846,-0.6796305,0.09192244,-0.4637581,0.2780482,0.6084406,0.08354425,0.3772213,0.6500574,0.5430471,-0.1514936
32.380722,-0.6506377,0.5052612,0.3965822,0.3567232,-0.780562,-0.1467903,0.1702349,-0.1041353,0.2845882,0.2276227,-0.09603624,-0.7173294,-0.8136019,0.3342477,-0.2769671
32.447349,-0.2069172,-0.4326288,0.9915422,0.1000556,-0.9697014,-0.07997701,-0.05816814,-0.6662461,0.0008954241,-0.2372361,-0.3526839,-0.6903768,0.6734797,-0.03596283,0.008088573
32.513976,0.3961442,-0.3957914,0.1608827,0.1728661,0.3179148,-0.3580137,-0.166673,-0.5071017,-0.02518589,-0.5172709,0.04135865,-0.2889636,0.5119819,-0.009191032,-0.1026891
32.580603,-0.09729394,-0.2331634,0.6883848,-0.2389269,0.3855091,-0.7481183,-0.4584466,-0.4990375,0.2820155,0.3596412,0.0720472,-0.5409028,-0.4732521,-0.3289919,0.3901475
32.64723,0.4868672,0.3158654,-0.203513,0.4012942,-0.647603,-0.6565362,0.2648014,-0.08999205,0.149334,-0.09791075,-0.05959471,0.1174216,0.4313371,0.4433339,0.3501893
32.713857,0.6210696,1.267941,0.6555068,0.02868141,-0.4037061,-1.118139,0.2267958,-0.06501345,0.3942452,-0.4107888,-0.0599374,-0.4686251,0.2682639,0.02838505,0.0135201
32.780484,0.02351393,0.4819141,0.5000848,-0.133261,-0.1714768,-1.291831,0.08917814,0.1791432,-0.288066,0.1459017,-0.1106571,-0.2765734,-0.6812271,-0.2091593,0.4155585
32.847111,-0.7065257,0.4470395,0.5998952,0.1992608,-0.0978588,-0.4811413,-0.3283906,0.1234117,0.1087344,0.159165,0.1093289,0.03454181,-0.505087,-0.4414277,0.03339758
32.913738,0.3305555,-0.4821413,-0.003215662,0.2610261,-0.6563021,-0.8823009,0.0658171,-0.2377982,-0.1174033,-0.4020328,0.2726723,-0.4279051,0.8079248,0.3410478,0.1978526
32.980365,-0.2665021,-0.1715364,0.3298286,0.002183131,-0.1416469,-0.6139553,0.2759198,-0.7412914,-0.1218667,0.2799856,0.2036519,0.1316924,0.2256873,0.005315102,0.3696968
33.046992,0.1885092,-1.271141,-0.03084993,-0.02239018,-0.5641153,-0.2430954,-0.4132003,0.1441638,-0.3737337,0.3902037,-0.09139796,-0.1917519,0.1458091,-0.1796412,0.3454177
33.113619,1.032509,-1.068057,0.8064643,-0.6050234,0.02543174,-0.07958321,-0.5242394,-0.07646663,-0.1689117,-0.2262494,0.6168611,0.1637954,0.958985,-0.6022138,0.3837366
33.180246,-0.475128,-0.9236599,0.3909944,0.09522086,-0.4468596,0.6694556,-0.3425179,-1.116881,-0.6348073,-0.1578489,-0.0917595,0.1183688,-0.8669314,-0.0312987,-0.1050103
33.246873,0.2815403,-0.388763,-0.0512581,-0.2725156,-0.1729088,-0.07280434,0.1152476,-0.8416145,-0.3758699,-0.2631745,0.169184,-0.2598405,-0.6976559,-0.5460965,0.05201745
33.3135,-0.0710902,-0.6309351,0.1933482,0.07555699,-0.2107266,-0.3177235,-0.1087098,-0.4863209,0.2538219,0.08914441,-0.01352543,-0.1350936,-0.02258811,0.2009857,-0.4210352
33.380127,-0.006804165,-0.314403,0.3161489,0.02731075,-0.04092125,-1.478005,-0.5586768,-0.3126576,-0.5033827,0.2392083,0.146071,-0.1973579,0.467932,-0.2031665,0.3908564
33.446754,-0.1135623,0.4445144,0.2952336,-0.285511,-0.242662,-0.8022515,0.2896047,0.4478499,-0.4405964,0.08662401,0.2527565,-0.4484761,0.106292,0.7387435,-0.5009905
33.513381,-0.1405736,-0.3534011,0.248291,0.3501201,0.293772,-1.286896,-0.03804244,-0.7875794,0.02643678,0.53034,0.2231796,0.1445267,-0.1080533,0.4178158,-0.2964445
33.580008,0.7732928,-0.08127046,0.1292564,-0.6699873,-0.2951199,-1.495767,0.2040723,0.6691786,0.2622855,0.3752479,0.2079194,-0.1890607,0.6417392,-0.1118635,-0.3107049
33.646635,0.5526632,-0.3568028,0.1069417,0.5489519,0.0953153,-0.3823339,0.06130643,0.2994369,0.09236219,0.304773,-0.02304147,-0.07186337,-0.3695137,0.08474704,-0.418336
33.713262,0.7135995,0.4838443,0.5789545,-0.06259337,-0.3826848,-1.199469,-0.2315929,-0.497872,0.1862616,0.429428,0.3834119,-0.3769433,0.1479042,0.6921982,0.8580191
33.779889,0.03464644,0.5744441,0.2011428,0.2278575,-0.1111187,-0.04835532,0.4863762,-0.04030589,-0.023427,0.4159195,-0.0598908,-0.2499444,-0.1296061,0.2414303,-0.5746762
33.846516,-0.4338802,0.03639902,0.164053,0.002942935,1.063828,-1.125369,-0.4616008,-0.6179175,-0.2573105,0.1343906,0.1586917,0.9391006,-0.9096963,0.003146662,-0.1725131
33.913143,0.209051,-0.8269985,0.2486461,-0.3759674,-0.7328448,-0.4131351,0.7976383,0.1385095,-0.2880665,0.822634,0.09816684,0.4977683,-0.1435742,0.274472,-0.1440451
33.97977,0.528625,-1.52094,0.3544706,0.064633,-0.2068508,-0.4158791,-0.1715012,0.1893625,0.1348043,0.4697339,0.09536856,0.629057,0.7252212,0.3419803,0.3718263
34.046397,0.2606762,-0.3616024,-0.05355836,-0.1194529,0.02346241,0.2263833,-0.1325802,0.8101211,-0.192968,0.08729745,0.3231871,0.4728598,0.1050676,0.2112183,0.2991208
34.113024,-0.2801348,-0.2991425,0.414835,0.4190458,-0.30649,0.1730203,-0.6135038,-0.02387242,-0.1527429,-0.4301715,-0.2272555,0.1613035,-0.4164869,0.01360666,-0.1131202
34.179651,0.3085834,-1.008583,0.1554831,-0.2099495,0.03308231,-0.7619676,0.068334,0.3100941,-0.2425793,0.4408135,0.3182901,-0.2648994,0.0643994,0.07141695,-0.0792794
34.246278,0.02456653,-0.681866,0.1504606,-0.1305548,-0.20087,-1.345994,-0.2508692,-0.1960665,0.4522525,-0.2421455,-0.1633172,0.3751715,-0.4427913,-0.2141104,0.03228221
34.312905,-0.03588035,-1.464576,-0.2873496,0.7286414,-0.097814,-0.5299915,-0.868926,-0.2725157,0.130901,-0.3931284,-0.05887005,0.01466755,-0.4060598,-0.1837534,0.1910621
34.379532,-0.1477061,-1.136149,0.08883907,0.1886329,-0.9799722,-0.2969606,-0.7273833,0.3586498,0.1885203,0.3208048,-0.1665781,0.4133132,-0.8033377,0.2862245,0.1858584
34.446159,0.02405384,-0.6418802,0.1111873,-0.1128643,-0.2103576,-0.6594553,0.0215204,0.2873096,-0.109695,-0.2204019,0.2665345,0.1920635,-0.1339546,0.6244172,-0.185493
34.512786,-1.394168,0.6635525,-0.1048384,-0.7220978,-0.1443439,-0.9141156,-0.07225557,0.5281911,-0.1118701,-0.1405535,-0.01803288,0.1890988,-0.1156229,0.2535771,-0.02396682
34.579413,-0.1563946,-0.4390074,0.3832998,0.3950106,-0.6459092,-0.5464004,-0.4053075,-0.6081911,0.3665499,0.5262294,-0.5436416,0.07411034,-0.4943312,0.05982871,0.4700744
34.64604,0.2642446,-0.8430236,0.06813923,-0.260911,0.2037535,-0.4254546,-0.2722139,-0.6891735,0.2893862,-0.07991711,-0.2007122,0.2941401,0.218741,-0.3215485,-0.2298073
34.712667,-0.005801387,-1.526815,0.2317596,-0.2196783,-0.01973428,-0.3239554,-0.6673204,-0.6679682,-0.4310473,0.2626371,-0.1457462,0.1481451,-0.8678443,0.5310944,-0.04397534
34.779294,-0.6316097,-0.5604289,-0.1391768,-0.1226785,-0.9134343,-1.64,0.2153168,-0.7861558,-0.1183432,-1.058465,-0.4715914,-0.344524,-0.3308539,0.1235935,-0.9189353
34.845921,0.02966083,-0.01576981,-0.01220417,0.2432948,-0.302849,-0.769115,-0.2931293,-0.419791,0.1676988,0.3833237,-0.03425514,0.02609353,-0.2906973,0.03715161,0.1180208
34.912548,-0.1141622,-0.6280581,0.03148267,0.1260417,-0.5518243,-1.027093,-0.01267698,-0.7840646,-0.29246,0.4993858,-0.3377569,-0.4457128,0.5335325,-0.7713553,-0.8096138
34.979175,-0.3562309,0.41826,0.03644227,-0.6022792,0.1040795,0.1840805,0.02272194,-0.431258,-0.02687909,0.1475412,0.2559489,0.02386773,0.4667704,0.4096278,-0.7231663
35.045802,0.2872298,-0.6097066,0.08938386,-0.1675485,-0.1887603,-1.205056,-0.8821812,0.3993469,-0.2662767,-0.6086435,-0.2833321,-0.2912314,-0.01717551,-0.1086221,-0.4129498
35.112429,0.8716452,0.5365791,0.1694247,-0.1247695,-0.152456,-0.5677518,0.05959299,-0.3588544,-0.07485998,0.06028731,-0.1356131,0.5520129,0.3649293,0.362126,0.0420824
35.179056,0.7589492,0.01198186,0.09764636,0.7239126,0.1225584,-0.3368925,-0.1937803,0.4874894,0.07549994,0.199097,-0.3730952,3.665957,-0.06206334,-0.01671969,-0.009208881
35.245683,0.7658582,-1.106676,-0.02467006,0.2226108,-0.06004255,-0.8237078,0.1146113,0.09898595,0.1492537,0.6976066,-0.2011275,3.725201,1.238616,0.399716,0.5420809
35.31231,0.4716786,-0.6213558,-0.09472245,-0.2369922,-0.01948641,-0.04710954,-0.110167,-0.07989287,0.1950816,0.74359,0.1861866,4.400702,1.053033,0.6987705,0.3040368
35.378937,-0.06694189,-0.126347,0.4249017,-0.7359705,-0.5635661,-0.0001005374,-0.5085587,0.03380763,-0.3252234,0.2615094,-0.03602624,4.745483,-0.8048649,0.7557427,-0.2274953
35.445564,-0.2984158,-1.315692,-0.2302161,-0.6044542,-0.6853955,-0.05364494,0.1767621,-0.05044475,-0.1352508,0.6091554,-0.1720044,3.739978,-0.09803542,0.3711685,-0.4454125
35.512191,1.035223,-0.7095711,-0.07770059,-0.1147104,0.7605009,0.215298,0.4295976,0.1366439,-0.3194787,0.5450233,-0.3250661,3.698338,-0.2776615,0.8889383,-0.4138042
35.578818,0.0930038,-0.3679751,0.6263053,-0.2592832,-0.0340626,0.02762999,-0.2661387,-0.6103981,0.3612916,0.5268797,0.1535938,2.941826,-0.0469578,0.6560636,-0.007883812
35.645445,0.9861713,0.6422945,0.2001825,0.5672334,0.3728702,-0.3243173,0.3321621,-0.04699067,-0.1361212,0.926457,0.2085305,2.093278,-0.4516667,0.6088547,0.07073437
35.712072,-0.7476541,0.4805114,1.432592,-0.9915706,0.3814698,0.8337214,1.018849,-0.9888334,0.3997299,0.9019889,0.1942963,2.403552,0.5461971,0.7474555,-0.6098414
35.778699,-0.6185596,-0.3022982,0.1971891,-0.1683789,-1.080546,-0.5644265,0.4173625,0.203528,0.3461721,0.5709474,-0.1910521,2.306675,1.463842,0.5696067,-0.1177809
35.845326,1.216579,-0.3069946,0.1458202,-0.3184409,-0.5503991,-0.5101253,0.06697416,-0.3060898,0.2646543,0.6380219,0.3408664,2.348416,0.01335439,0.855514,0.2413678
35.911953,1.293474,0.08218428,0.3693536,-0.05923717,-0.24351,-0.1411314,0.2157623,0.1427458,-0.3209759,0.1879961,0.06567959,1.838631,-0.06156324,0.6156118,0.1498076
35.97858,0.724706,-0.4130381,0.5014877,-0.4908915,-0.1341336,-0.03670227,0.08946291,-0.02748155,0.1220275,0.1924203,0.07543451,1.598805,0.09284749,0.5009661,0.7993947
36.045207,0.5230014,-0.06228366,0.3041199,-0.9654486,-0.3772867,-0.6355187,-0.1091681,-0.0729642,-0.05622003,0.3569523,-0.0004947085,1.582946,-0.2655008,0.4410908,-0.07348102
36.111834,-0.2450232,-0.7961421,0.2384464,-0.155604,0.1587096,-1.008145,0.03244328,0.1814491,-0.204514,0.6768713,-0.0978139,1.365376,0.06326642,0.04119674,0.0525484
36.178461,-0.1604837,-0.439733,0.4766593,-0.6279203,-0.01620544,-0.01029516,-0.1868171,-0.03283408,-0.003666469,0.3570278,0.1750041,1.153565,0.3405777,0.3242238,0.2873623
36.245088,-0.6059541,-0.3159847,0.8998619,-0.4951394,0.422685,-0.786563,-0.55084,-0.2044082,0.3850351,0.4765835,0.3792226,1.316295,-1.235319,-0.296313,-0.1254281
36.311715,-0.2811689,-0.2647994,-0.3103807,-0.03260107,-0.2476335,-1.18871,-0.1115689,-0.6147047,0.5974206,0.04538384,-0.2107834,1.78296,-0.003909324,0.6844469,-0.08958191
36.378342,0.8331118,-0.5541411,-0.05955165,0.09545319,-0.8471463,-0.2937325,-0.1747153,-0.03735538,0.1678315,-0.1787214,-0.3125902,1.365021,-0.5445954,0.3632319,0.03234946
36.444969,-0.2751273,-0.8169684,0.4743473,-1.226439,-0.07482538,-0.3580383,0.1104855,0.2309231,0.08115265,0.3821233,0.3732223,1.288493,-0.5424831,0.2662696,-0.1860713
36.511596,1.020669,-1.18408,0.1464798,-0.6578687,0.2506921,-0.6528151,-0.4114611,-0.2997592,-0.2112304,0.7497008,0.04019409,1.31737,0.6648782,0.05421387,0.06905368
36.578223,0.1368565,0.4138401,-0.0921172,-1.310031,-0.1130997,-0.8724937,0.5199094,-0.2272911,0.04047239,0.7774255,0.2145518,1.582283,0.01505704,0.3195755,-0.3528992
36.64485,-0.55619,-1.405979,0.3910033,-0.5452661,-0.7943807,-1.474588,0.2846566,-0.779324,0.2319694,0.4120458,0.06650816,1.47273,0.3380325,0.5032081,-0.2252763
36.711477,0.3339056,-0.4413261,0.3648374,-0.2163543,0.05535524,-0.00978411,0.7628493,-0.7307796,-0.008634916,-0.06097416,0.3274673,1.65529,-0.1970323,0.634688,-0.08715328
36.778104,0.3179427,-0.001709731,-0.04702801,0.08195954,-0.743234,-0.752936,0.473579,-0.2383364,0.4794256,0.6927838,0.07731353,1.841678,0.988361,0.3301125,-0.2651788
36.844731,0.07896683,-0.2036517,0.2124553,-0.1808117,0.09968614,-0.1999316,0.0266224,-0.4997137,-0.06031545,0.6704691,0.1181466,1.437083,0.7772232,0.4959615,0.4705462
36.911358,0.01141171,-0.3960065,0.114788,-0.6893703,-0.4773394,-1.150621,0.9415796,-0.09596992,0.263169,1.063681,-0.1292644,1.480957,-0.2254298,0.5013728,-0.7135565
36.977985,-0.1857017,-1.467064,0.2685958,-1.515901,0.6630438,-1.22923,-0.256691,0.621259,-0.4768507,0.2869187,0.2727323,2.041663,-1.514218,0.6814678,-0.6793124
37.044612,1.356727,-0.3404354,0.402538,-0.50142,-0.6529101,-0.6698524,0.3031662,0.05386734,0.2133349,0.3671212,-0.3478848,1.757748,1.445214,0.7579207,0.2111879
