Frame,C009,C013,C005,C004,C012,C003,C023,C002,C001,C016,C000,C007,C011,C010,C006,mouse1,mouse2,contact
2.5984530000000063,0.3545491,0.3019851,-0.1286306,0.392042,0.8329368,0.8023269,-0.5482975,-0.08503227,0.08520661,0.2582203,0.6598097,0.0663906,1.530888,4.305528,-0.1132389,s,a,nc
2.6650800000000174,0.3131408,0.03313195,-0.4101909,-0.1488071,0.1050599,0.967491,-0.001252484,-0.06469987,-0.0613705,0.1298956,0.155631,-0.3969656,0.6252989,3.655756,-0.002938885,s,a,nc
2.731707,-1.591063,-0.3967683,-0.2869595,0.3445844,-0.2584421,-1.146836,-0.6396446,0.9462175,0.2638537,-0.5445199,0.1960545,-0.6391689,2.293751,4.426062,-0.3792634,s,a,nc
2.798334000000011,-0.1117082,0.7077593,-0.05005562,-0.334051,-2.001613,0.6403776,0.773462,-0.08159145,0.3480102,-0.7710819,0.46733,-0.2946627,2.144511,4.996155,0.298247,s,a,nc
2.8649610000000223,-1.273006,0.9539692,-0.06802058,3.201085,-2.107504,0.0957168,-1.550251,1.135727,1.050357,0.4607593,0.5952979,-0.4882509,0.6356946,4.827899,0.8604601,s,a,nc
2.931588000000005,-0.005420805,-0.7954853,-0.03309556,0.0188943,-0.7152056,1.07488,-0.2242323,0.7517893,-0.2161626,-0.3571944,0.4036375,-0.6578053,0.8519371,3.645783,0.4237167,s,a,nc
2.998215000000016,-0.3529016,-0.1397503,-0.4633726,-0.2324562,-0.4583451,-0.2978885,0.08374503,0.2604977,0.4454067,0.5150067,-0.1958343,-0.4252081,0.7773257,3.152558,-0.2636403,s,s,nc
3.0648419999999987,-1.243903,0.6004303,0.1322407,0.1551858,0.7602684,1.124032,-0.006869081,0.6213359,0.4366788,0.340983,0.2845361,-0.8456249,-0.05853761,3.769951,-0.3357153,s,s,nc
3.13146900000001,1.280497,-0.4911032,-0.4536095,-0.2648898,-0.2126338,-0.5595912,-0.2727772,0.4481616,0.1654877,-0.6168693,-0.06183289,0.07177208,1.192363,3.766503,0.2204252,s,s,nc
3.198096000000021,0.2426557,0.1912173,-0.3183012,-0.9451098,0.636624,-0.3314358,0.2617484,-0.1886676,-0.1146134,0.232923,-0.2641534,-0.3450715,0.7697367,2.962048,-0.6498777,s,s,nc
3.2647230000000036,1.225244,2.471389,-0.1738924,-0.6191524,0.03174938,-1.206931,0.5104195,-0.3203765,0.01436666,0.5207921,-0.4358204,-0.5332497,1.868004,3.726349,-0.3493813,s,s,nc
3.3313500000000147,1.352081,0.6521294,-0.6462544,0.7142864,-0.6814351,0.1606621,0.2838899,0.8665456,0.01564325,0.314338,0.09003709,-0.5059224,1.742041,3.33228,-0.4186828,s,s,nc
3.3979769999999974,-0.5766759,-0.6585037,-0.4589672,-0.08760515,-1.540341,-0.1318651,0.4937415,0.3823934,0.5770782,-0.05884468,-0.3287797,-0.4398377,1.161518,2.910931,-0.6304377,s,a,nc
3.4646040000000085,-0.9613935,0.6274464,-0.7867684,-0.2113716,-1.502448,0.4437989,0.5292925,0.1541531,0.4921025,1.462109,-0.1398578,-0.2386755,2.196561,4.741579,-0.8765502,s,a,nc
3.5312310000000195,0.4234874,-2.055303,-0.7674015,0.9637694,-0.2017572,-0.6375243,0.5235215,1.073812,0.06715309,-0.143132,-0.2707907,-0.163902,3.076697,4.717333,-1.035399,s,a,nc
3.597858000000002,0.0869465,1.472325,-1.035045,1.030969,-1.100893,0.90362,-0.2882954,0.09645933,-0.007333679,0.3057691,-0.8010945,-0.7624073,0.9122267,2.426774,0.4094085,s,a,nc
3.6644850000000133,0.7378456,-0.4023052,-1.085522,0.4597814,-1.269381,-1.11894,-0.07814227,-0.7824119,0.5258711,0.3870863,-0.4239538,-0.02661693,3.586131,3.489711,-0.1344698,s,a,nc
3.731111999999996,-0.2405796,-1.859336,-1.231425,-0.9631807,-0.006829898,-0.07003516,-0.1204089,0.4363687,0.4455323,-0.4005238,-0.008347834,-0.4053549,-1.469422,3.948498,-0.9534346,s,a,nc
3.797739000000007,-0.6259291,-1.960088,-0.7624199,0.822682,-0.9456633,0.5226914,-0.732144,-0.9696054,-0.05043228,-0.510519,-0.3859811,0.00498175,-1.031726,5.326405,-0.9132767,s,a,nc
3.864366000000018,-0.2408461,0.1861116,-0.5566642,0.01410608,-0.03580422,0.1649119,0.6661296,-0.6214412,-0.130279,0.8066171,-0.2075304,-0.6070814,-0.2431573,4.525144,-0.9950026,s,a,nc
3.930993000000001,-0.1814813,-0.4982756,-0.7361629,-0.9491178,0.198574,-0.01627466,1.24767,-0.2573587,-0.3178225,0.5443515,0.0247509,-0.6380848,0.4575039,3.223184,-0.6775625,s,a,nc
3.997620000000012,-1.725884,-0.6383681,-1.004708,0.2215733,-0.2237304,-0.2581099,1.28414,-2.182433,-0.48447,0.2641585,-0.4058037,-0.1118535,0.3833107,5.027328,-0.06924644,s,a,nc
4.064247000000023,0.1243229,-0.9104274,-0.6901695,-0.2399457,-1.02998,0.6165883,-0.6770562,0.8885087,-0.06785978,0.006842527,-0.1967254,-0.5709347,1.154142,3.353971,0.02392107,s,a,nc
4.130874000000006,-0.633639,0.8023753,-1.082956,-0.5497335,-0.326401,-0.8624659,0.636484,0.801806,-0.1221179,-0.2711103,-0.6914929,-0.4512976,1.066666,4.152279,-0.8815262,s,a,nc
4.197501000000017,-0.8397537,0.7401338,-1.118002,0.3150044,-0.3042746,-0.7258677,0.5563791,0.8247534,0.1464923,0.3336821,-0.8734936,-0.6553553,1.96779,4.42731,-0.3734101,s,a,nc
4.2641279999999995,0.1678036,2.579216,-1.246225,-1.523257,-1.536047,0.336868,2.02654,-0.006796862,0.2906702,1.127988,-0.7336452,-0.2631365,1.500013,3.671787,-0.8129095,s,a,nc
4.330755000000011,-1.893291,3.644658,-0.5864938,-1.166578,-1.422685,-0.243388,1.280238,0.5001463,0.9311149,1.683145,-0.3302297,-0.7064399,0.5042095,2.709364,0.9328063,a,a,nc
4.397382000000022,-0.3121306,0.2111572,1.423421,0.8474107,-0.1448611,-0.1140217,-1.737985,-1.315658,0.1167518,0.5129834,-0.362407,-0.4039868,0.5227009,2.841764,1.355505,a,a,nc
4.464009000000004,-1.999268,0.4865439,3.285691,-2.636248,-0.4902841,-2.8281,0.277548,-0.5802904,0.729654,1.193995,-0.1826331,-0.6073064,2.975994,-0.4747264,0.6517355,a,a,nc
4.530636000000015,0.6946081,0.746559,4.269585,-1.0336,1.379032,-0.6251627,-0.7267165,-1.27783,0.160058,0.6554994,-0.1306157,-0.7223922,1.881111,1.226434,0.1776186,a,a,nc
4.597262999999998,0.3461098,-0.3141786,4.757231,-1.141388,3.3608,-0.1018205,-0.9697139,-0.3268406,0.1329632,0.300441,-0.1546773,-0.193539,-1.066312,0.6896476,-0.2143581,a,a,nc
4.663890000000009,-0.3469326,-1.811603,6.699031,-1.375826,4.036908,-0.6654582,-1.462747,-3.23742,-0.4292459,-0.2957575,-0.2337858,0.1565226,1.419392,0.7950616,-0.2949197,a,a,nc
4.73051700000002,-0.7188238,-0.6592968,7.06968,-2.491191,4.507501,-0.4915046,-1.292001,-1.144606,-0.3829931,0.02263767,-0.03813039,-0.2031977,-2.010505,0.8458145,-0.03172047,a,a,nc
4.797144000000003,2.598522,0.72579,6.875117,-2.461425,3.293793,-0.2029754,-0.03492897,-0.3514665,0.7241182,0.2383326,0.2437058,-0.2862802,0.9309771,1.832901,0.5841696,a,a,nc
4.863771000000014,2.249022,-0.03886856,6.700463,-2.383729,3.615501,-0.7679466,-0.4556805,-1.893648,-0.5463874,0.3839406,0.3009576,-0.1986792,-1.095268,0.908427,0.1469142,,,
4.930397999999997,1.489689,0.1678475,6.684735,-2.411383,3.024608,-1.053322,-0.5717251,-1.632427,0.196052,0.3721226,0.3264879,-0.7194675,0.908848,0.9908934,0.693294,s,s,c
4.997025000000008,2.663222,-0.06578944,6.854667,-2.407533,2.633682,0.4624825,-0.3491099,-1.354123,-0.5386985,0.3080416,0.2799952,0.1104151,-2.487391,2.133773,0.405821,s,s,c
5.063652000000019,2.378873,-0.7300109,7.403978,-1.920239,2.481352,0.3212201,-0.5472058,-2.287759,-0.2296582,-0.03933463,0.3318048,-0.008812489,0.979696,1.631811,0.7337714,s,s,c
5.130279000000002,2.102845,-0.2542371,7.793636,-1.922267,3.313657,-0.8415813,-0.8364714,-1.25882,-0.52452,0.249903,0.7808392,-0.02450833,-1.407645,1.372879,0.3744205,s,s,c
5.196906000000013,2.898241,-0.1376526,7.962235,-1.898064,0.6099687,-0.9531199,-0.7620801,-2.371433,0.5750855,0.1731431,0.3837067,-0.6035789,-0.689437,1.156059,0.4328547,s,s,c
5.263532999999995,0.7695296,1.243671,7.402233,-1.194008,2.494078,-0.9145939,0.07931578,-0.5098642,-0.3816321,0.8110531,0.03690258,0.1501909,-2.761288,1.154643,-0.2246061,s,s,c
5.3301600000000064,1.735068,0.3039172,7.577673,-2.705036,0.9703302,-1.127271,0.2891662,-2.060621,0.6545159,0.432979,0.2952215,-0.4661798,-1.25611,0.4384429,0.5176155,s,s,c
5.3967870000000175,2.076911,1.64987,7.591958,-3.153719,0.2381666,0.1359247,0.9553257,-1.750928,0.2948052,1.556283,-0.001562595,-0.08465649,-0.4762838,0.8737459,0.7531005,s,s,c
5.463414,1.965697,-1.202361,7.032524,-2.45651,0.3187424,-0.7905857,-0.6877279,-2.014803,0.08294836,0.07074109,0.08338534,-0.4918074,-0.9023218,0.1211281,0.742819,s,s,c
5.530041000000011,1.091608,0.03405657,6.022463,-1.380516,0.09836722,-1.198811,-0.5261697,-0.641073,0.1822739,-0.05506148,-0.3577993,-0.3489071,-0.8559724,0.6644717,0.5055606,s,s,c
5.596668000000022,1.536768,1.585995,5.401968,-0.7987779,0.428707,0.4565984,-1.127811,-1.533156,0.1193892,0.334386,-0.2639183,-0.6627935,-0.4297495,0.9432162,0.3347299,s,s,c
5.663295000000005,1.162163,-0.4672818,4.791949,-1.689479,1.002896,-0.575234,-0.6362446,-0.7704362,0.06705734,-0.055802,-0.1195444,-0.5064373,-0.9739271,0.3194032,0.3275178,s,s,c
5.729922000000016,4.262233,2.449624,4.928588,-0.7772584,-0.7610073,0.9273675,0.5108869,-1.67651,0.01606317,0.8591876,-0.9224857,0.1900774,2.150931,-0.6502395,1.047403,s,s,c
5.796548999999999,1.582874,0.3124331,4.262465,-1.223321,0.2457182,-1.306052,0.1400325,-0.7081261,-0.1937124,0.7285413,-0.8823634,-0.6250852,-0.577626,0.272145,0.07815099,s,s,c
5.86317600000001,1.995001,-0.1968447,4.943587,-1.932849,-0.9904224,-0.3659954,0.432939,-2.428631,0.02572964,0.7565641,-0.3406663,-0.1168115,0.4282662,0.3398263,0.316361,s,s,c
5.929803000000021,5.477526,1.064903,4.595249,-2.091585,1.149367,-0.5971817,-0.006667285,-1.644242,-0.4879752,0.5463145,-0.02003133,-0.3162517,0.1031433,-1.229693,0.4089085,s,s,c
5.996430000000004,0.3417236,0.4211927,4.743937,-0.6288865,-0.5035471,0.949432,-0.6911489,-1.544989,0.1918349,0.4124027,-0.5712373,-0.3443316,-1.182456,0.9246713,0.4350395,s,s,c
6.063057000000015,2.239196,-1.105157,4.246068,-1.155611,1.142231,-1.91916,-0.2914985,-1.554924,0.1379354,0.2506978,-0.6350544,-0.4207741,-0.1330709,0.006451084,-0.1112837,s,s,c
6.1296839999999975,1.503931,-0.1002041,4.314108,-0.670343,-0.1457333,-0.2037461,-0.6700822,-1.207543,0.1870163,-0.2858574,-0.440742,-0.4158439,-0.9260305,0.7560384,0.5189351,s,s,c
6.196311000000009,1.440307,-1.526153,4.159112,-0.805026,0.1236445,-1.901505,-0.5747231,-1.23512,0.3349227,0.5088094,-0.144415,0.1032397,-0.9909058,1.464004,0.8059847,s,s,c
6.26293800000002,-1.810953,-5.321804,5.06953,-1.936358,-1.89266,0.4653645,-1.174022,-2.43802,0.538054,0.5391582,-0.4401144,0.02376549,-2.352697,4.369584,0.3719169,s,s,c
6.329565000000002,1.354001,0.2534882,3.895173,-0.4829366,-0.4661646,-1.142259,-0.8889439,-1.338824,-0.02451374,-0.4286771,-0.4373389,-0.02608056,-0.09641554,1.185529,-0.1076814,s,s,c
6.396192000000013,0.1901299,-2.694182,4.322497,-0.7257363,-2.086545,1.202298,-0.2852191,-0.5942478,-0.09893533,0.7473556,0.05758017,0.231548,-0.8215625,2.605157,1.749827,s,s,c
6.462818999999996,1.717046,-1.034413,3.339678,-0.9984362,-0.7375148,-2.222478,-0.2465089,-0.632967,-0.9720717,-0.143591,-0.6169418,-0.1430173,1.527411,1.435296,0.2676973,s,s,c
6.529446000000007,2.153085,-0.6944012,2.671753,-0.9885024,-0.9767436,-1.058596,-0.9584461,-0.7047685,-0.4390321,-0.4092936,-0.6918091,-0.235827,-0.08723933,1.694654,0.2841479,s,s,c
6.596073000000018,2.044413,0.5420555,3.470543,-0.4625873,-1.953108,-2.115064,-0.132959,-0.3046753,0.08692192,0.2723203,-0.348812,0.01026521,-0.6113873,2.17974,-0.01363931,s,s,c
6.662700000000001,0.9293517,0.3833506,3.642207,0.0991078,-1.02232,1.441988,-0.08132255,-1.728163,-0.584309,-0.2811285,-0.3354146,0.0328104,0.07478528,1.714602,0.4342632,s,s,c
6.729327000000012,-0.03997725,-0.5231596,4.218208,0.2487006,-2.488204,0.1432506,-1.543026,-2.147649,-0.493311,-0.4747387,-0.5406142,-0.3931261,0.5706882,1.199306,0.8272758,s,s,c
6.795953999999995,2.049537,0.1224822,4.101119,-0.6775146,-0.7008019,-1.126206,-0.2495047,-1.22509,-0.8009294,-0.6625705,-0.4300333,0.261163,0.2723404,1.667863,0.2642086,s,s,c
6.862581000000006,3.079149,0.6522564,4.313361,-0.6972771,-0.07713562,2.039018,-0.9518361,-2.079563,-1.016017,0.2748733,-0.09374544,-0.2199361,-1.576488,1.677658,-0.08043274,s,s,c
6.929208000000017,8.071312,0.7289016,3.685115,-0.188001,-1.551691,2.463279,0.2770616,-1.546075,-0.6745105,0.1456076,-0.5812996,0.3661068,-1.548643,0.8059645,1.129436,s,s,c
6.995835,2.341283,-0.882081,2.651634,-0.5807076,-1.109808,0.7825491,-0.8328131,-0.4092799,-0.2563995,-1.022882,-0.1266991,-0.251987,-1.823571,1.524656,0.1338646,s,s,c
7.062462000000011,2.107968,-1.260138,2.601549,-0.4786132,-0.7309322,-0.3108239,-0.6161391,-0.872997,-0.3357671,-0.1363578,-0.6353076,-0.0323006,-2.624557,1.179436,-0.0964595,s,s,c
7.129089000000022,3.96654,1.207432,2.244698,-1.17625,-0.692847,0.01029475,0.1160496,-0.1959675,-0.4712091,0.1485394,-0.5836126,-0.8041379,-0.8177695,0.8499262,-0.2277314,s,s,c
7.195716000000004,2.84495,-1.048863,2.398774,-0.01987783,-0.3279963,-0.6764781,-0.1957547,-1.964841,0.1450104,0.4341431,-0.4546081,-0.4236206,0.7985954,1.12689,-0.2381547,s,s,c
7.2623430000000155,3.179579,-1.104774,2.647355,-0.4418032,-0.789405,-1.261997,-0.6489055,-0.2430402,-0.5089141,-0.5803437,-0.2892334,-0.1806221,-1.339687,1.557109,-0.3494046,s,s,c
7.328969999999998,2.569704,-0.3650928,2.38837,-1.401067,-0.8832262,-0.5773093,0.07643031,-0.2904896,-0.3855189,0.4221065,-0.210439,-0.1681835,-0.5684311,0.9417175,0.03639956,s,s,c
7.395597000000009,4.625692,0.9194864,2.143415,0.3383701,-0.2306648,-1.302266,-0.5686266,-2.187579,-0.4194136,-0.03315741,-0.2762348,0.06046837,1.356495,0.7852028,0.2034831,s,s,c
7.46222400000002,4.549253,-0.3618604,1.603798,0.4143839,-0.5131331,-2.299538,0.0704393,-1.174553,0.2378624,0.2698754,-0.1316657,-0.2226707,-0.5806042,0.8018358,-0.4210411,s,s,c
7.528851000000003,2.88921,-0.2209677,1.641286,-0.2015705,-0.1310612,-0.04629767,-0.08289862,-1.260797,-0.1077824,-0.02771397,-0.7335975,-0.5416642,0.3933332,0.4301419,0.07030205,s,s,c
7.595478000000014,2.47561,-0.410211,1.074135,0.1585656,0.6777362,-0.1955815,0.5155047,-1.014786,-0.5996132,0.1035183,-0.467333,-0.1770779,0.2814448,-0.08839609,-0.8233101,s,s,c
7.662104999999997,1.228106,-0.3656571,0.4810306,0.588634,-0.6339053,-0.7925247,-0.6839332,-0.8961816,-0.4382431,-0.5528567,-0.606382,-0.2566775,-0.1467791,1.002925,-0.7071087,s,s,c
7.728732000000008,2.305288,-0.7939144,0.6528968,-0.2713323,0.1374036,0.122301,0.3504019,-0.7898779,-0.5178241,-0.5440292,-0.433028,-0.3440311,-1.478904,1.148972,-1.08693,s,s,c
7.795359000000019,2.600171,0.1430681,1.509861,1.27467,-0.1640741,-0.6951351,-0.3239245,-0.6742681,-0.1585735,-0.2793862,-0.1422235,-0.02472169,1.768178,0.3279846,0.4773619,s,s,c
7.861986000000002,2.117534,-0.316194,0.5888749,-0.6528306,1.265544,-1.091449,-0.2054503,0.2623983,-0.6070207,-0.4712061,-0.4597999,-0.533228,-0.547841,0.7227809,-0.4233479,s,s,c
7.928613000000013,1.709242,0.4089301,0.07604597,-0.1426345,-0.7354167,-0.3767996,-0.08124961,0.1632187,0.2213672,-0.1698843,-0.4722583,-0.5061817,-0.2245376,1.730601,-0.4363525,s,s,c
7.9952399999999955,0.7833455,-0.08987886,0.2480342,0.02577052,0.8096967,-1.486165,0.2668073,-1.127264,-0.4648728,-0.6745825,-0.3430613,-0.04248677,0.05506841,1.095183,-0.300134,s,s,c
8.061867000000007,1.417604,0.3241501,0.3441404,-0.01680856,0.5369176,-1.55602,0.4054695,-1.033712,-0.9536244,-0.4196725,-0.5120696,-0.4818213,0.06240645,0.4679478,-0.7092134,s,s,c
8.128494000000018,1.443044,-0.2193539,0.2605213,0.8022249,-0.7570646,-0.1374101,0.03951189,-0.7930519,-0.3816362,-0.7105799,-0.5511509,-0.2494441,-0.1963717,1.063,-0.02080564,s,s,c
8.195121,1.542405,-0.2269593,0.1057803,0.3944823,0.4112208,-1.483984,-0.5132557,-0.7503862,-0.8836057,-0.7183819,-0.2511772,-0.4904949,-0.9577587,0.7364048,-0.05638309,s,s,c
8.261748000000011,-0.02341867,-0.1091374,-0.004613184,0.1738247,-0.4397205,-0.8989081,-0.06364983,-0.3643921,-0.115835,-0.3429238,-0.6188965,-0.5539384,0.3970506,0.8933117,0.1662734,s,s,c
8.328375000000023,1.341381,0.8100455,-0.444907,1.731287,0.398205,-0.5611681,0.6546513,-0.3574682,-0.3122882,-0.8330967,-0.5388335,-0.3233179,0.992098,1.342234,-0.4363323,s,s,c
8.395002000000005,1.571672,0.005440486,-0.2092248,0.753253,-0.2086659,-1.109402,0.9394943,-0.4900932,-0.1768536,-0.2255395,-0.7895514,-0.4993503,0.05639707,0.6631256,0.1270152,s,s,c
8.461629000000016,1.072549,1.046569,-0.3910528,0.3603069,0.6282235,-1.119062,0.3833474,-0.6978464,-0.3974192,-0.3291786,-0.6866631,-0.2822737,-0.3752793,0.9838244,-0.8809389,s,s,c
8.528255999999999,1.395408,-0.03507615,0.6024762,-0.874671,0.5021449,0.3465239,0.7660155,0.514625,-0.6168337,-0.1855653,0.2319969,-0.6783109,-0.06566581,1.241663,0.2242375,s,s,c
