Frame,C009,C025,C013,C005,C029,C004,C012,C008,C003,C019,C022,C018,C002,C014,C001,C017,C037,C021,C020,C036,C016,C000,C031,C007,C011,C010,C006,C030,mouse1,mouse2,contact
2.1320960000000184,0.3343582,-0.8626677,0.7572769,-0.7053336,-1.871188,0.208019,0.05494539,-0.5761148,-1.582997,-0.9382911,-0.7631453,1.215765,-0.2691709,5.09733,-0.1002918,-1.288533,-0.15457,-2.470363,-0.2071345,-0.4041094,-1.053084,-0.146982,-0.5640166,-0.01064929,-0.003680289,5.01709,0.2183761,-0.4846305,s,s,c
2.1987239999999986,-0.3316285,-0.5884891,-0.3957491,-0.5317711,-1.315326,0.3427633,0.3131389,-1.153815,-1.261566,-0.9221355,-1.437364,1.063601,0.07701724,3.750859,0.7379434,-1.066196,-0.1136899,-2.721008,-0.6917936,-0.6452479,-1.030393,0.09251911,0.2192763,-0.2809619,1.656556,5.484171,0.5756956,-0.7112421,s,s,c
2.265352000000007,-0.211146,-0.5359561,-0.08741485,-0.8474892,-0.6314262,0.6938967,-0.4907872,-0.1667892,-1.097255,-0.6370348,-0.4377332,0.4884239,0.07858139,3.179188,-0.1574308,-1.106077,-0.6393797,-2.647175,-0.1996189,-1.197746,-1.374231,-0.1147739,0.2051118,0.1434086,0.4370514,5.078444,-0.2231075,-0.4614465,s,s,c
2.3319800000000157,0.2361112,-0.4531588,0.3978848,-0.5954257,-1.258524,0.3193553,0.006973785,-0.8470461,-1.465429,-0.7944721,-0.9192944,1.06902,0.1856846,3.219002,1.069089,-1.166316,-0.7266068,-2.694818,-0.2132405,-0.4143611,-1.242253,-0.05491218,-0.2516403,-0.4372477,-0.2117728,4.764553,-0.9689885,-0.07973376,s,s,c
2.398607999999996,-0.02948583,-0.4520975,-0.2437089,-0.4199402,-1.127976,-0.2278249,-0.4125437,-0.8555155,-0.7013264,-0.9758663,-1.797851,1.051979,0.2629103,4.044471,0.09624938,-1.07982,-0.6362562,-2.310913,-0.4184635,-0.1272758,-0.947569,0.03162579,0.105871,0.4383378,-0.06046928,3.695943,-0.08260045,-1.068444,s,s,c
2.4652360000000044,0.2102676,-0.4111996,-0.3672527,-0.6150786,-0.3287412,-0.3575748,0.5357375,-1.05291,-1.092999,-0.9934893,-1.022958,1.176551,0.4961176,3.765144,0.3946173,-0.920359,-0.168395,-2.656432,-0.808769,-0.1287252,-1.033148,-0.03050565,0.243846,0.3048777,0.3322019,3.608613,-0.09915037,-0.9596677,s,s,c
2.531864000000013,-0.6204055,-0.9323086,-0.6463456,-0.9786391,-1.216328,0.1894082,0.7296463,-0.9348755,-2.009727,-0.9754071,-0.5712493,1.084685,0.2241175,3.061671,0.5440052,-1.320896,-0.5825836,-3.14509,-1.050076,0.2682369,-0.9029223,-0.04615328,-0.8064095,0.6463455,1.01138,4.009369,-0.44456,-0.258159,s,s,c
2.5984920000000216,-0.05010817,-0.6377127,-0.8508198,-0.6851844,-0.8332604,0.06605835,0.4521244,-0.7227413,-1.074439,-0.6533256,-1.08587,-0.2827033,0.3674296,2.286833,0.6997191,-1.01865,-0.3006637,-2.243384,-0.4087186,0.295756,-0.9180719,0.00351959,-0.8880484,0.2957959,0.8175676,3.312845,0.07138143,-0.8677245,s,s,c
2.6651200000000017,-0.1627615,-0.5332169,-0.6321108,-0.7495918,-0.836994,-0.4122116,-0.3655252,-0.3470227,-1.266428,-1.247242,-1.404984,0.7186736,0.4790737,2.131176,0.3020206,-0.8528486,-0.3644058,-3.219848,-0.6164663,-0.04200908,-0.7383358,-0.1848148,-0.1567072,1.01524,0.2912398,3.35366,0.05236068,-0.9103295,s,s,c
2.7317480000000103,0.2097317,-0.5696017,-0.6882427,-0.6523259,-0.8190385,0.1082622,0.2893457,-0.2979978,-1.167566,-1.231657,-1.094204,0.4858828,0.1837614,2.894302,0.6161322,-1.16528,0.1283543,-2.482577,-0.5041749,-0.1589605,-0.3728341,0.2634315,0.02724969,0.6095456,0.1713465,2.647967,0.4919347,-0.7991802,s,s,c
2.798376000000019,-0.05108764,-0.4369891,-0.7343675,-1.168316,0.295723,0.7697889,0.8060582,-0.776869,-0.6155251,-1.029897,-0.9597637,0.8159603,0.5411597,1.410917,0.07176432,-0.712958,-0.1672864,-2.596927,-1.083749,-0.2124509,-1.52018,-0.115282,-0.8802092,0.5751801,-0.6571364,3.181955,0.2320618,-0.4580084,s,s,c
2.865003999999999,0.2132519,-0.1510571,-0.2021533,-0.5403553,-1.284569,0.7282579,0.2944009,-0.4664189,-0.5518216,-0.9271311,-0.6939889,-0.05255044,0.7195924,2.602296,0.5886813,-0.6610297,-0.08912255,-2.651615,-0.8940992,-0.1391207,-0.8923599,0.06117552,-0.3860813,-0.07868923,-0.2743095,2.696582,0.3232253,-0.852072,s,s,c
2.9316320000000076,1.180038,-0.298611,-0.8410192,-1.019714,0.5372805,0.9552496,0.1477524,0.4666632,-0.3611583,-0.6515607,-0.2929302,0.4014676,-0.7139854,1.572996,-0.2996115,-0.6539361,-0.4645424,-2.553521,0.02474301,0.3106506,-0.05270415,0.02629501,0.428344,0.3446496,-0.422426,2.304417,-0.08595473,0.02378515,s,s,c
2.998260000000016,-0.1161591,-0.1775486,-1.06326,-0.8773428,-0.6191257,0.6782172,0.2977212,-0.7767117,-0.6310453,-0.6276578,-1.377,0.3197585,-0.1989471,0.7141599,0.5108704,-0.6251509,0.06845347,-2.581228,-0.7917514,0.105398,-0.003641287,-0.0318545,0.3789693,-0.1135962,-0.5862212,2.259984,0.1691381,-0.0765143,s,s,c
3.0648879999999963,0.1955457,-1.231924,-0.7175096,-0.7269621,0.7388886,0.8296285,-0.02050667,-0.9606509,-1.009983,-0.5666199,-1.233303,0.8052592,0.1577766,0.5644166,0.8452645,-0.6061244,-0.4744487,-2.919005,-0.4283418,-0.152751,0.09876939,-0.004340315,-0.4076031,-0.05784184,-0.886722,1.738913,0.228227,-0.3541761,s,s,c
3.131516000000005,0.2646777,-0.3173617,-0.7768881,-0.584343,0.7029043,0.5107645,0.3434949,-0.4049111,-0.2612608,-0.4192983,-0.586511,0.2213032,-0.3193728,0.8073219,0.7901525,-0.6787828,-0.4295047,-1.955364,-0.3117432,-0.3595135,-0.600378,0.07619178,0.6569394,0.1689,-0.5873529,1.398572,-0.1444437,-0.1131801,s,s,c
3.1981440000000134,-0.2314511,-0.689642,-0.7281154,-0.8310345,0.009625013,0.3354945,-0.5476879,0.2014047,-0.7230831,-0.5648969,-0.5335468,0.0849093,0.2986807,0.7249233,0.3088483,-0.3164176,-0.3455493,-2.183982,-0.4403958,-0.5223383,-0.5109985,-0.04886456,0.2008019,0.2424368,0.04669042,1.93614,-0.3244614,-0.3230909,s,s,c
3.264772000000022,0.3449294,-0.6920406,-0.7191172,-1.012401,-0.251893,0.04604634,0.7478347,-0.9633223,-0.604733,-0.5329354,-0.82151,0.2693923,0.008862603,0.6361739,0.8052883,-0.8427635,-0.7641284,-3.367875,-0.1462227,-0.5003494,-0.1298003,-0.07777502,-0.04862244,0.1012855,-0.5632566,1.48937,-0.350481,-0.06709182,s,s,c
3.331400000000002,0.3045321,-0.6140805,-0.2313217,-0.7956414,0.3661674,0.1771553,0.1717887,-1.017033,-0.5581549,-0.6547049,0.05753824,0.1622753,-0.22239,0.09815434,0.1227542,-0.6225492,-0.4085882,-2.323947,-0.7195006,-0.06103229,-0.5971305,-0.1742257,-0.471905,0.07798994,-0.1151294,1.613386,-0.3823896,-0.3606325,s,s,c
3.3980280000000107,0.1499665,-0.642632,0.002845062,-0.5321921,0.3347563,0.05333427,0.2738609,-0.6749664,-0.6068366,-0.359738,-0.8235804,0.4498523,0.2084735,1.167871,1.050653,-0.7059888,-0.6323009,-1.42778,-0.4701666,-0.332038,-0.3127329,-0.1155802,-0.7088394,0.150395,0.2698786,0.6674428,-0.2455899,-0.03159316,s,s,c
3.4646560000000193,-0.3192922,0.1134727,-0.8132251,-0.7025254,-0.6965649,0.4223752,-0.1059729,-0.2652273,-0.4308779,-0.4769174,-0.5852956,0.5609654,0.2102611,-0.01211271,0.9216819,-0.8042437,-0.9622682,-1.623786,-0.4707107,-0.2124469,-0.7074519,0.01174736,-0.7426944,0.4475884,-0.6199729,0.6378437,-0.8024806,-0.09477056,s,s,c
3.5312839999999994,-0.3474434,-0.4669341,-0.4081487,-0.7533964,-0.9028832,0.5270528,0.3409394,-0.581073,-0.3951606,-0.4311192,-0.8465981,0.2979964,0.4207757,0.7984113,0.7420582,-1.005371,-0.6393499,-1.866422,-0.4976886,-0.6252015,-0.4261793,-0.267472,-0.1769148,0.1389275,-0.4807754,0.4653904,-0.5870972,-0.1834424,s,s,c
3.597912000000008,0.431761,-0.4984843,-0.2314269,-1.096754,-1.307061,0.3956361,0.3316852,0.08517995,-0.6629411,-0.7506775,-0.4725955,-0.898481,0.5469511,0.9433691,0.2176315,-1.136152,-0.3781081,-1.834639,-0.7159245,-0.6049148,-0.7601334,-0.2758403,-0.9094456,0.7035367,-0.2465467,0.0921559,-0.6952829,-0.03290198,s,s,c
3.6645400000000166,0.06713627,0.01225405,-0.8934256,-1.047357,-0.5937048,0.577091,0.05324795,-0.5595886,-0.5240071,-0.3515898,-0.4550934,0.2831964,0.3695965,0.5420538,0.2650411,-0.7405896,-0.6028401,-0.9479421,-0.2581383,-0.8152389,-0.6777375,-0.3523218,-0.9999532,0.2677386,0.3301786,0.1622709,-0.3709666,-0.9808253,s,s,c
3.7311679999999967,-0.4394296,-0.02409987,-0.65995,-0.5158184,-0.04096948,0.2389596,0.007758023,-0.3390518,-0.3137223,-0.4272849,-0.7588275,-0.006808635,0.3631494,0.1566188,0.8106857,-0.6292251,-0.2268845,-1.456905,-0.3730246,-0.7751921,-0.6013529,-0.3273899,-0.1783883,-0.0803051,-0.4328093,-0.4373957,-0.2073038,-0.4890099,s,s,c
3.7977960000000053,0.2759086,-0.05259238,-0.4458645,-0.9795705,-1.021545,0.3139312,-0.09903853,-0.4849357,-0.2376073,-0.4253667,-0.7964141,0.0835142,0.4806858,0.7268994,0.07548079,-0.8585255,-0.6282094,-1.597151,0.06920714,-0.5000032,-0.54888,-0.226157,-0.871151,0.2530311,-0.1919128,-0.001838809,-0.6031675,-0.2896139,s,s,c
3.864424000000014,0.320098,-0.04771136,-0.6598135,-0.7215542,-0.8867936,0.5521625,-0.07319237,-0.4993785,-0.1557584,-0.6112524,-0.5799286,-0.2861655,0.694227,-0.1041374,0.322347,-0.7594651,-0.8332366,-1.162309,-0.6328507,-0.7620933,-0.3889298,-0.06395542,-0.8422067,-0.1835687,-0.2520786,-0.3619736,-0.4180357,-0.5968151,s,s,c
3.9310520000000224,0.4007359,-0.7485216,-0.7708054,-0.5722184,-0.09736365,0.3164129,-1.262231,0.3210172,-0.2795708,-0.3888119,0.1454543,0.3065201,0.128978,0.2605516,-0.01802821,-0.7940039,-0.2682217,-1.56877,-0.6063097,-0.3484853,0.5343025,-0.05244644,0.07689009,0.1541056,0.3497957,0.3346128,-0.3870924,0.09293779,s,s,c
3.9976800000000026,0.4078169,0.01870343,-0.539422,-0.9406865,-1.495824,0.8935171,-0.4925466,-0.3874762,-0.3989184,-0.4436647,-0.4556218,-0.585745,0.1080379,-0.3031431,0.2179958,-1.060606,-0.638065,-0.9533933,-0.2146594,0.2420373,0.3482776,-0.3936844,-0.4620949,-0.2984329,0.2516889,0.08647098,-0.6366889,0.4425455,s,s,c
4.064308000000011,0.3733794,-1.047097,-0.9110482,-1.028324,0.4732623,0.09643283,-0.762159,0.1219822,-0.2181124,-0.4271308,-0.2065863,0.1532821,-0.4421233,-0.7895789,-0.5641359,-0.5002152,-0.8341826,-1.786997,-0.4769781,-0.1125397,1.077379,-0.3126736,0.4885945,0.3080827,0.2988749,-1.064097,-0.1045338,0.1391959,s,s,c
4.13093600000002,0.3649525,-0.6411896,-0.8215175,-1.049702,-1.057334,0.1879524,0.7574958,-0.6578759,-0.614476,-0.8058218,-0.8092127,-0.4654897,0.3102539,0.112946,0.4537953,-0.7606672,-0.4623421,-2.290995,-0.7574617,-0.0654711,0.8195575,-0.19081,-0.72479,-0.1303802,-0.7992035,-1.757444,-0.8500231,0.1275544,s,s,c
4.197564,-0.2403286,0.3817,-0.9202292,-0.5420941,0.2785429,-0.006130987,0.5851107,-0.6736799,-0.5347254,-0.4775304,-0.8195251,0.03081601,0.2488192,-1.017012,-0.8457514,-0.8118622,-0.4450771,-1.095459,-0.3723436,0.0244929,0.761551,-0.4521198,-0.1037764,-0.04783576,-0.5886301,-1.739664,-0.3213424,-0.3298615,s,s,c
4.264192000000008,-0.203531,-0.4050268,-0.5806655,-0.4258907,0.1549493,0.1745373,-0.09319349,-0.7650813,-0.5322438,-0.6380734,0.04326174,-1.258575,-0.4996598,-1.187121,0.8397184,-1.072042,-0.04526613,-0.7060411,0.03061375,-0.06423571,1.643243,-0.2180351,-0.7485806,-0.8323978,-0.7668618,-2.022706,-0.3194387,0.4326744,s,s,c
4.330820000000017,0.107132,-0.6199186,-1.253216,-0.5175045,-0.2085689,-0.3467602,1.338429,-1.409986,0.4355862,-0.2553157,-1.144448,-1.034221,0.2907073,-0.9923111,0.5844792,-0.51369,-0.06439673,-2.445696,-0.364271,0.2312755,1.915102,-0.251423,-0.8833188,0.0685145,-1.477735,-2.206187,0.0263467,0.2827314,s,s,c
4.397447999999997,0.474541,-0.1608001,-0.8025286,-0.8295214,1.709688,-0.1446205,0.1390431,-0.05788916,0.3028996,-0.1270022,-0.9794137,-1.393877,-0.9783816,-0.9917669,0.3677445,0.820152,-0.2817028,-1.785441,-0.435233,-0.3502402,1.433871,-0.1579628,-0.1960471,0.05415498,-0.7235847,-2.047915,0.03183287,0.8925943,s,s,c
4.464076000000006,0.3686927,-0.3849665,0.1824326,-0.6842497,-0.2202824,-0.441529,-0.2343841,-0.9063696,0.1682056,-0.1349458,-1.022033,-0.3752813,0.5583019,-0.9886295,0.6063803,2.621096,-0.8495333,-1.620669,-0.9993063,0.259942,0.9359992,-0.2322358,0.3786758,0.2465979,-1.005322,-1.500312,-0.592765,-0.1501359,s,s,c
4.530704000000014,0.1752413,-0.7048265,-0.9631455,-0.452224,0.7413554,-0.4569618,-0.6318887,-1.292038,-0.05389124,0.05699462,-1.036032,0.05691376,0.2868531,-0.445237,-0.01788361,1.945218,-0.7612234,-1.200339,-0.8257748,0.7651476,1.653021,-0.4482898,0.06473945,0.06294587,-0.266608,-1.218922,-0.4759842,-0.2687158,s,s,c
4.597332000000023,0.2221482,-0.7047091,-1.628929,-0.3997072,-1.617277,-0.7741903,0.08699498,-0.4702857,0.08271278,0.01353258,-0.322361,-0.925553,0.1301545,-0.8007545,-0.3206999,1.73564,0.0382948,-2.088955,-0.7925525,0.5790598,2.14419,-0.3901129,-0.05754982,0.4257404,-0.4167885,-1.973739,-0.1294212,0.464727,s,s,c
4.663960000000003,0.2818252,-0.05422195,-1.123201,-0.8644407,0.2781824,0.1754782,-0.4746071,-1.192618,-0.442236,-0.04671668,-0.7241623,-0.322175,0.04728349,-0.8153375,0.2758809,1.542709,-0.5440189,-1.380312,-0.914319,-0.2221988,0.478946,-0.3474031,-0.1666776,0.2152921,-0.3208715,-1.156053,-0.6098742,-0.1828174,s,s,c
