Frame,C009,C025,C013,C005,C029,C004,C012,C008,C003,C019,C022,C018,C002,C014,C001,C017,C037,C021,C020,C036,C016,C000,C031,C007,C011,C010,C006,C030
21.054448,0.2403029,-0.3420584,0.4850897,0.06277359,-0.07167477,-0.4189844,-0.4336489,0.02929044,-0.654928,-0.08254791,0.2698764,-0.08803339,0.1511558,-0.0435001,-0.4242171,-0.683851,1.583822,-0.3437559,-0.3823547,0.08236536,-0.2238991,-0.2256317,0.6368251,-0.03054456,-0.1118636,0.7863635,0.1552188,-0.09163009
21.121076,-0.2210076,0.06978865,-0.0111482,0.03658143,-0.3011989,-0.5224712,-0.03453464,-0.10796,0.003105143,0.1259033,0.6343147,-0.2043452,-0.5205508,-0.2044112,-0.7082946,-0.3356325,1.247907,-0.1720218,-0.4491314,-0.7588866,-0.7482589,-0.4106621,0.1610205,-0.1235434,-0.6080593,-0.0200852,0.1871738,-0.07896867
21.187704,0.350998,-0.4957946,1.320595,0.4046619,-0.4386631,-0.7929166,-0.530969,0.2900831,-0.09351057,-0.2682888,-0.1541257,-0.3413657,0.2998336,0.618391,-0.7218476,-0.1760789,1.588839,-0.5325409,-0.6076429,-0.05992902,-0.4209806,-0.2761912,0.5538934,-0.4721721,0.01254052,-0.3556139,0.8032716,-0.8300133
21.254332,-0.1223129,-0.179863,-0.0175569,0.7122164,0.2705697,-0.03387168,-0.5287087,0.5996788,0.01169393,0.07725599,-0.0323334,-0.1267446,-0.07322755,-0.3364126,0.1802527,-0.3954261,1.619164,-0.122415,-0.4441071,-0.2914656,-0.4840158,-0.2862202,0.1032005,-0.8354752,-0.5394134,-0.3453124,0.1065195,1.07917
21.32096,-0.7600464,0.1223143,0.1712159,0.5348958,0.2633002,0.05258108,0.01125181,0.1308779,0.0375442,0.07376245,0.1203996,-0.6284736,-0.4152115,-0.1534787,0.516576,-0.190742,2.180732,-0.1868166,-0.5715581,-0.313059,-0.5959204,-0.2348996,0.1080543,-0.7624997,0.9641804,0.4662196,0.373361,0.7993623
21.387588,0.03741209,-0.675733,0.01526482,0.6058516,-0.03936043,-0.05150172,-0.6776553,1.119483,0.09703938,0.261307,0.2717558,0.1378464,0.02564295,-0.7915403,-0.6730387,-0.3692776,1.945377,-0.1445295,-0.6306857,-0.633263,-0.2266286,-0.3792362,0.2226993,-0.1363238,1.026681,0.350897,0.84964,0.3744733
21.454216,0.1296416,-0.2543665,0.1453493,0.2684395,-0.6348785,0.008861355,-0.2264526,0.3518575,-0.426551,-0.1630399,0.005256839,-0.2755521,0.1188938,0.1788414,-0.1567989,-0.3421834,1.435794,0.06776289,-1.238241,-0.2853293,-0.3797431,-0.2827215,0.2509586,-0.6142695,0.7177019,0.2942967,-0.1790792,0.4958263
21.520844,-0.3923157,-0.2809648,0.07913163,0.5249387,-0.3467988,-0.6633089,0.5418403,-0.37955,0.2531576,-0.06017645,-0.2406333,-0.295541,0.4851611,-0.2795587,0.6219338,-0.2914223,1.719105,-0.005069808,-1.003742,-0.2003429,-0.3180154,-0.2367786,0.009315924,-0.5018412,0.2644233,0.2873453,0.5879095,-0.2436951
21.587472,-0.6522744,-0.516316,0.3526856,0.6141772,-0.3803546,-0.06992482,-0.1509489,-0.439449,-0.3339499,-0.2804326,0.424604,0.1993293,0.2312832,-1.279633,-0.1819676,-0.162929,1.424616,0.03269526,-1.001601,-0.5378678,-0.5258523,-0.4397048,0.01981526,-0.4816558,-0.5580038,-0.1498519,0.2823891,-0.4153895
21.6541,-0.3098176,-0.2964882,0.02899262,0.6417286,-0.1218272,-0.4220443,-0.09406492,0.3828065,-0.3562414,0.1221576,0.4189161,0.2280505,-0.3059496,-0.4194238,-0.3284518,0.046343,1.254329,0.3871855,-0.1404583,-0.3311048,-0.1633542,-0.4368044,-0.00414158,-1.273407,0.02705843,-0.1235953,0.510825,-0.02606332
21.720728,-0.08310887,-0.05113034,-0.106399,0.1347309,-0.2419771,-0.6233468,-0.558,-0.4613059,0.3670297,-0.002767483,-0.2350096,0.143125,0.2446645,0.04335422,-0.8256658,0.3911385,0.74028,-0.1902614,-0.2816046,-0.06662259,-0.3309533,-0.5080604,-0.120745,-0.8231478,-0.2771046,0.2987721,0.3272884,-0.2222441
21.787356,0.08727114,-0.186174,0.2796542,0.3048844,-0.4086286,-0.05229893,-0.8615212,-0.5610113,0.2749062,-0.08260461,0.8660848,-0.06369667,0.4825211,-0.8311502,-0.7260035,-0.3599519,0.8116175,-0.5955825,-0.4503859,-0.04138639,-0.4533494,-0.3896967,-0.6691121,-0.8978727,0.7203879,0.1265181,-0.03904686,0.2047301
21.853984,0.5500445,-0.349392,0.519796,0.2403756,0.6989098,-0.7494458,-0.514055,-0.5520326,-0.183354,-0.2233325,0.1931581,0.5845072,0.2086361,-0.03684495,-0.4489244,0.1519556,1.321013,0.01260735,-1.15804,-0.09106714,-0.3752947,-0.4974522,0.06298295,-1.68987,0.2080067,0.4858104,-0.1469485,-0.2629856
21.920612,0.05190499,0.398773,-1.028965,0.6359292,-1.011294,-0.1508254,0.3689264,0.5889779,-0.2950908,0.1871243,0.3298265,-0.3856063,0.08734545,-0.1851659,0.3674355,-0.03816295,0.8591228,-0.175186,-0.09877481,-0.4720145,-0.3009645,-0.5529432,0.2301504,-1.093959,-0.3431832,-0.2700868,0.3173821,-0.4808376
21.98724,0.0941068,-0.005224264,0.0001224567,0.2055925,-0.4808679,-0.2160861,-0.02519461,-0.5790412,-0.2437633,-0.1140942,0.9361418,0.2273337,0.4518878,-0.915374,-0.1281528,-0.1965283,0.8725989,-1.367846,-0.6046879,-0.1371968,-0.3288617,-0.5096977,0.2100529,-0.7829945,-0.8013599,-0.2811632,0.4331123,-0.18704
22.053868,0.8459793,-0.4423733,-0.2514175,0.9091342,0.7651925,-0.2571818,0.365305,-0.5903335,-0.3284104,-0.2257237,-0.9366346,-0.4171268,0.1201288,0.03321917,0.647866,-0.1034307,0.9137649,-0.7645491,-0.4284653,0.01214642,-0.05856124,-0.4950357,-0.7639753,-0.7486147,0.2019697,-0.3238035,0.1497898,-0.3392017
22.120496,0.7682655,-0.5463148,0.8181267,0.7705176,-1.337156,0.004989973,-0.7352294,-0.6329741,-0.4098836,-0.5504529,-0.9046928,0.6994919,0.5489882,-0.6954858,-1.257182,-0.3424906,0.5593429,-1.021263,-0.8156224,-0.785411,-0.40368,-0.4051551,0.8616392,-1.087696,-0.06308214,0.2576789,-0.1350815,-0.9183136
22.187124,0.5396068,-0.1846663,-0.08564496,0.6612195,0.7788925,-0.4060066,-0.1199346,0.2374833,0.6355448,-0.3717455,0.5479035,-0.2617348,0.3678561,-1.22292,-0.5301078,0.3148794,0.3391531,0.09748069,-0.3895661,-0.117639,-0.8162831,-0.513481,-0.7493136,-1.503931,-0.5481101,-0.4184976,0.09674123,-0.469716
22.253752,-0.3909773,-0.203978,0.7869812,0.6202105,-0.4284855,-0.09531411,-0.9512833,0.7467964,-0.08093863,-0.4249949,0.4336326,-0.3473979,0.5663015,0.9471975,-1.063368,-0.1066923,0.345513,-0.2921851,-0.8992648,-0.04839452,-0.1989949,-0.6259188,0.2476124,-1.588126,-0.8003654,0.1876789,-0.1711433,-0.5888053
22.32038,0.9175235,-0.4915161,-0.5696225,0.8920941,0.06924362,-0.3474953,0.7198327,1.032045,0.3177349,-0.3068831,1.103167,0.4053316,0.179098,-1.434884,-0.4659134,0.3527116,-0.3285676,-0.5419412,0.5206223,-0.6605322,-0.102698,-0.6291372,0.1762379,-1.507348,-1.126673,0.2064696,0.1074164,-0.2024325
22.387008,-0.1421213,-0.942345,0.1564816,1.352471,1.4374,0.1484285,-0.5122415,0.9186389,-1.093464,-0.1160096,-0.6879821,-0.4500968,0.4853232,-0.3425027,-0.6330358,0.03178384,0.5237057,-0.1696254,-1.042217,-0.6279033,-0.6508965,-0.6326134,-1.011045,-1.435989,-1.142185,-0.2879365,0.1117742,-0.4483212
22.453636,-0.356638,-0.6376229,0.7560755,1.690676,0.1748826,-0.2354351,0.1237682,0.4123994,0.06626188,-0.2815062,-0.8920351,0.8963805,1.513984,0.4082698,0.8134468,0.9850834,0.5433854,-1.18366,0.2644498,-0.4367428,-0.9969919,-0.3265827,1.089645,-1.446196,0.4679483,0.6186554,-0.5378518,-1.318675
22.520264,-0.421905,0.4263379,-0.6997353,1.011502,-0.7772574,-0.6734252,-0.3667714,0.1247117,0.04220122,0.1030852,-1.01573,-0.2544119,0.7624092,0.1490528,-1.321716,0.1686602,0.4407207,-1.096387,-1.270264,-0.966872,-0.8195752,-0.8191223,0.8992969,-1.129292,-0.09701799,-0.8713697,0.2065386,-0.3073606
22.586892,0.1423292,1.144647,-0.3300334,1.197713,0.7307754,0.5122051,-0.3927127,0.9390149,1.019537,-0.272275,-1.123871,-1.007238,0.2404699,0.8434896,-0.6039991,0.2082136,-0.1891891,-0.8010706,0.2361834,0.004413713,-0.6451433,-0.5622172,0.8365684,-1.923641,-0.05490623,-0.8180041,-0.005729028,-0.5090756
22.65352,-0.7401578,0.5423371,0.09830629,0.8775808,-0.2150012,-0.9576542,0.1944735,0.3797503,-0.6663228,-0.4008953,-0.1174178,0.555284,0.8822247,-0.09525443,0.2925021,-0.1377921,0.4874242,-2.013815,0.06013651,-0.1586586,-0.2002781,-0.6650438,0.5124919,-2.005056,-0.9834716,-0.5558659,0.02859404,-0.5980672
22.720148,0.4539405,0.2049259,-0.9393461,0.7450883,0.7510499,-0.05018133,0.8215542,0.664449,0.8558909,0.1053693,0.1590124,0.1271394,-0.3858058,-0.3753794,0.2974796,-0.01103761,-0.09461842,0.01918055,0.3924437,-0.8916085,-0.350082,-0.6480616,0.131514,-1.85828,-0.2611476,-0.1571074,0.6189653,0.1006294
22.786776,0.253475,1.099004,-0.4394055,0.5606752,1.382115,-0.1377472,0.07733895,0.08228922,-1.604285,-0.08480669,-0.6271893,0.07287937,-0.172439,1.700782,-0.7999776,-0.3964658,0.4387987,-1.239779,-0.5550495,-0.2448128,0.007244541,-0.7871002,-0.08647905,-1.76283,0.2948987,-0.4095954,-0.4012519,-1.364291
22.853404,-0.05572139,1.717233,-0.5166068,1.092855,0.01257174,0.4976963,0.8410192,-0.8979657,1.021232,-0.1942414,-0.4781625,0.346781,-0.07847951,-0.2715642,-0.8278005,-0.2789083,0.242699,-0.3202656,-1.389354,-0.4974617,-1.158031,-0.8511231,0.691074,-0.2152931,-0.9746695,-0.4846854,0.334852,-1.500914
22.920032,0.3622763,-0.5426748,0.1368807,1.024474,-1.903146,-0.7418461,-0.5171713,0.7260535,-1.119624,0.02922008,-0.234609,-0.4505709,0.7424945,0.7550675,0.2159584,-0.05407224,0.6354511,-0.8470673,-0.6636647,0.03365657,-0.3780732,-0.3594584,-1.924817,-0.2166145,-0.1117036,-0.565003,0.1009901,-1.262612
22.98666,0.2924474,0.5130731,0.553469,1.348064,-0.1376802,-0.4376854,0.9671071,0.09428547,-0.211088,-0.3170207,0.2989149,-0.4555179,0.778434,0.2451497,-0.4437431,-0.1633004,0.6055192,-0.5805295,-0.440634,-0.3732314,0.05577305,-0.2865399,0.5390328,-1.585311,-0.3686544,-0.4001873,0.3045995,-1.974997
23.053288,0.3370775,0.852233,0.2480708,1.094074,0.4005911,-0.316167,-0.4593854,-0.05954368,-0.647848,-0.3035161,0.8751724,-0.5310943,-0.4099479,0.3578768,0.9338005,-0.01209524,0.4118249,-1.442106,-0.6805748,-0.01895335,-0.1356295,-0.3679651,0.4415954,-1.717337,0.1871197,0.2862431,-0.08806317,-1.134082
23.119916,0.1848824,-0.05004504,-0.1996471,1.09744,-0.1309741,0.1129493,0.4587643,-0.1771296,0.09813141,-0.1104002,-1.842941,0.01690802,0.3664464,-0.1631907,0.03886847,0.1775658,0.2450512,-1.142154,-0.7134882,0.0291093,-0.2761237,-0.6294809,-0.05170687,-1.199509,-0.7331703,0.2988513,0.02630685,-0.8544801
23.186544,-0.2739446,-0.2937903,0.7353829,1.058938,-0.4043826,-0.04882572,0.3264136,-0.773115,0.08655488,-0.2566529,0.4966311,0.04862989,0.6632921,-0.3420483,-0.3218465,-0.04574398,0.6281668,-1.119347,-1.196829,-0.1438536,-0.1279561,-0.6357926,0.04530695,-1.46926,-0.6186036,-0.008823687,0.2488589,-1.572709
23.253172,0.1340111,0.2444171,0.41809,0.5243982,-1.131903,-0.04010315,-0.2831193,0.02036275,0.3385836,-0.2781761,-0.5600868,-0.03457134,0.5525681,-0.7097123,-0.9664248,-0.07925153,0.2306912,-1.047082,-0.6447839,0.7155921,-0.2726687,-0.4306295,-0.09296624,-0.4444152,-1.096156,0.01627637,-0.2386133,-1.470129
23.3198,-0.2775154,-0.2235747,0.2346197,0.3347015,-1.393077,-0.2455542,-0.8267228,-0.4309703,0.05960159,-0.03783822,-0.5676601,-0.8543534,-0.4022136,0.8669249,-0.05984067,-0.2742976,0.2231228,-1.302753,0.8920025,1.041604,0.0639679,-0.7658293,-0.5834637,-1.114854,-0.942201,0.1922236,-0.05060081,-0.06187144
23.386428,0.5003223,0.2685276,0.2146836,0.5120254,-0.4620798,-0.08438185,-0.3477795,-0.7931206,0.04112694,-0.4969301,0.07808286,-0.3458922,0.432629,-0.19378,-1.528521,-0.3985384,0.2169001,-0.4117548,-1.204822,-0.1081094,-0.6108818,-0.7362934,-0.4481522,-0.7417489,-1.573344,-0.04597905,-0.3895715,-1.474657
23.453056,0.5023907,0.4612649,-0.05309791,0.3181966,-0.1660383,-0.6143249,-0.8538957,-0.7192916,-0.02079074,-0.2724422,-0.0517233,-0.06674351,0.424609,0.1469363,-0.5753055,-0.1373281,-0.4175869,-1.397532,-0.9251684,0.5064245,-0.6893001,-0.7774018,-0.3274139,-0.7199042,-0.7489884,-0.1340501,0.009248427,-1.640885
23.519684,0.7209294,-0.5202518,0.332569,-0.2016882,-1.068165,0.1990012,-0.932663,-0.9198261,-0.0472432,-0.1975239,-0.2206583,-0.1915355,0.5750287,-0.5575583,-0.8633615,-0.360675,0.09476099,-0.8358991,-0.49925,0.123305,0.07163277,-0.8329099,-1.008333,-0.7861966,-0.5879093,-0.09395196,-0.5562358,-0.9251053
23.586312,0.2527863,1.587377,-0.04101823,-0.2462513,1.74246,0.1387491,-0.1933176,-0.01138454,0.08020619,-0.4199849,-0.3081478,-0.8979346,0.2216136,-0.982813,-0.1697904,-0.01562871,-0.7626951,-0.7987971,-0.6797855,-0.2646644,-1.142049,-0.8431835,-0.7352475,-1.529095,-0.5552168,0.2885175,-0.03867457,-1.607997
23.65294,-0.2041163,0.8834047,0.3675279,-0.13327,0.7997611,-0.0400506,0.5517878,-0.7137945,0.1220324,-0.2470067,-0.8536165,0.1965493,-0.3997431,0.7376486,-0.8286645,-0.3720682,-0.6840737,-1.122761,0.2962244,-0.2530859,-0.06339978,-0.6129395,-0.1379788,-0.6716585,-0.882659,0.2045162,-0.5023442,-1.088286
23.719568,-0.1277348,0.861653,0.1263409,0.2845149,1.44033,-0.3314658,0.3415926,-1.170034,0.5634415,-0.549095,-1.046018,0.1380973,0.05082064,1.486508,-0.2189426,-0.1816659,-0.1076994,0.2604796,0.1575655,-0.5406119,0.08167744,-0.8855658,0.3592478,-0.4588545,0.122427,-0.7135769,-0.06523076,-1.847001
23.786196,-0.3248582,1.471968,0.2688726,0.3561822,0.08789263,0.268347,-1.132655,-0.9023457,0.3211554,-0.2111978,0.3190546,-0.5474833,0.4040456,-1.841315,-0.4556352,0.05086414,0.5513864,-0.330917,-0.2055331,-0.6640922,-0.5929791,-0.5846255,0.1870993,-0.5574018,-0.4155864,0.3374191,0.006604757,-1.856595
23.852824,-0.1859874,1.400052,0.03861171,0.4273796,0.1234694,0.336709,-0.4305034,-0.5937743,1.003397,-0.05796324,0.4589393,-0.510763,0.4903753,0.5203816,-1.545491,0.0335366,-0.3949099,-0.4437805,0.5513057,-0.5471506,-0.1044943,-0.6510405,-0.3618849,-0.6801811,-1.684823,0.03176216,-0.1188878,-1.830118
23.919452,0.5302467,0.257709,0.2789046,0.4681481,2.014497,-0.334126,-0.6371382,-0.6512105,0.6852762,-0.3031394,0.2291135,-0.9699067,0.4579303,0.02538158,0.003743572,0.2842742,-0.3975951,-0.2008246,0.7705286,-0.229325,0.06024017,-0.6718507,-0.3653018,-0.6159731,-0.6803387,-0.1937291,-0.02821185,-1.294623
23.98608,0.005564305,0.2384136,0.06083329,0.3083799,0.6987739,0.1074712,-0.7784485,-1.567304,-0.2901371,0.02005134,-0.3986835,0.348209,0.4890538,0.2612286,-0.5969983,-0.0756262,0.02756762,-0.358955,-0.3526046,-0.524846,-0.5092741,-0.6642163,-0.04512773,-1.497424,-0.1501488,-0.0518898,-0.03416218,-1.751295
24.052708,-0.05491175,0.7636288,-0.1257288,0.3446066,0.0837357,-0.6286624,-1.380075,-0.2575014,0.9267938,-0.4137327,-0.4499091,-1.04127,0.7636382,-1.039574,-0.3291731,1.410916,0.6122367,-0.1078426,-1.33969,-0.5439383,-0.510128,-0.7267221,-0.8933952,-0.7300808,0.7602597,0.02942937,-0.09421558,-1.839518
24.119336,0.4221559,-0.08489248,1.3247,0.5883867,-0.3066034,-0.6725011,-0.3552368,-0.6884953,0.05014138,-0.1940826,0.2261612,-0.1361674,0.9335167,-0.301878,-0.4957927,0.3960405,-0.2211327,0.5036554,-0.3578953,-0.2229395,-0.254621,-0.7939656,-1.212291,-0.2231584,-0.9759187,-0.2855293,0.4369766,-1.42155
24.185964,0.4344007,0.3638178,0.4390052,0.5748211,0.3274692,-0.2957648,-1.016026,-0.08993246,-0.4970532,0.0001094115,0.2938262,0.339107,1.322541,-1.07948,-0.5147496,0.5650604,-0.2096349,-0.4165248,0.08734283,-0.4732112,-1.103867,-0.7875691,-0.7944702,-0.7583918,0.4546164,-0.2531097,-0.4095035,-1.846595
24.252592,0.6217463,1.360782,-0.08754759,-0.1740548,0.5065501,-0.6641315,-0.5906893,-0.2015273,-0.4360773,-0.03482564,0.1645279,-0.9110557,0.6649051,0.1744587,-1.272896,0.6226776,-0.3823646,-0.4900613,-0.8786104,-0.4105801,-0.248927,-0.6548799,-0.6169429,-0.9469268,-0.2237909,0.1917883,0.09614927,-1.549473
24.31922,0.2037427,-0.2076908,1.484151,-0.08914903,-0.9766663,-0.532585,-1.055506,-0.5953097,0.7700177,0.01941292,-0.08541955,-0.6027376,0.7303813,0.1229429,-0.115739,0.4878957,-0.05756382,0.1174986,0.38065,-0.8740577,-0.6642247,-0.7271301,-0.6985583,-1.071604,1.359942,0.4591685,0.002463469,-1.410389
24.385848,0.312248,0.3986891,0.04793277,-0.0537691,0.01835782,-0.5453137,-0.5022942,-1.633998,-0.1160592,-0.4730418,-1.02358,-1.488228,0.8566255,0.2041767,-0.2872358,0.6293001,-0.5963399,-0.7965264,0.8305556,0.2905999,-0.5587075,-0.7054166,-1.277428,-0.9547445,0.693948,0.07344645,-0.3763227,-1.753698
24.452476,0.2514489,0.6196535,0.1274834,-0.1065264,-0.04964625,0.01438932,0.245429,-0.3107323,-0.2536827,0.02619362,0.1351186,-0.616559,0.3195117,-0.8859898,-1.069355,0.7000329,-0.5413256,-0.3584116,0.1654502,0.1246044,-0.79195,-0.6532544,-1.38907,-0.5935689,0.9774916,0.2354157,-0.2626545,-1.737759
24.519104,0.3235222,-0.08762766,0.7993177,0.04961921,1.119547,0.6569716,-0.08589257,-1.096169,0.2164381,-0.09930325,-0.6756761,-0.4117799,0.6913787,0.3465584,-1.260276,1.47946,-0.2396636,-0.5025007,-0.9685006,0.2755772,-1.066645,-0.7134823,-1.309311,-0.2939565,0.9366092,-0.2450508,-0.8770359,-2.289598
24.585732,0.8220574,0.7227002,0.6202184,-0.7087885,-0.6573665,-0.8898708,-0.2989299,-0.6230746,0.1048914,-0.2302719,-0.2489026,-1.132901,0.7143373,-0.08957943,-0.6989779,1.13124,-0.4002698,-2.168471,-0.8397932,0.3347009,-0.8009744,-0.922896,-0.2369923,-0.9921729,0.6707888,0.9289652,-1.449906,-2.310644
24.65236,-1.001476,-0.267909,1.617463,-0.1493956,-2.454721,-0.3243229,-1.460025,-1.200934,-0.5231247,-0.3738588,0.1360868,-0.2884402,1.568869,1.177672,-1.966324,1.091372,-1.170865,-0.7395613,0.1367374,0.7407413,-0.5336648,-1.019552,-1.429814,-0.8401895,0.2542736,0.4938268,-0.8082957,-3.317823
24.718988,0.3071477,0.785744,0.3121856,0.3214995,-0.1807196,0.03677671,-0.2059617,-1.277279,0.2026544,0.02466254,-0.5004148,-0.2956384,1.17513,0.6777457,-0.6494375,0.9570176,-0.9899422,-0.7104843,0.1846854,0.6961608,-0.3798358,-0.8274056,-0.7367415,-0.8582775,0.269667,-0.1530624,-0.672703,-2.004159
24.785616,0.2927475,0.7785703,-0.3373723,-0.02607681,1.604926,-0.009981841,-0.04205155,-1.773203,-0.01996985,0.1075446,-0.1701127,0.0431928,0.390283,-0.06806391,-1.279575,1.117903,-0.5312806,-0.7490842,-0.2075807,0.152393,-1.060248,-0.8172619,-0.6074396,-1.047141,1.081883,-0.2846449,-0.6497391,-1.039429
24.852244,-0.5296206,0.3282149,-0.5359044,-0.1952765,0.1799209,-0.2109156,0.06155379,-1.254235,0.6064221,0.04291715,-0.3223627,1.170774,0.5803981,-0.8911206,-1.090619,1.117851,-0.9779503,-0.9886364,-0.6771325,0.3587871,-0.9711122,-0.7177391,-0.02196222,-1.656189,0.389467,0.707305,-1.047333,-0.3262052
24.918872,-0.8470539,-0.2164995,0.4656664,-0.01549264,0.4107829,-0.2292243,-0.4134156,-1.255507,1.034946,0.08152591,0.005523439,-0.08142449,0.4196782,0.3876215,-0.3665989,1.322473,-0.2758453,-1.035861,-0.1628916,0.9873844,-0.7559415,-0.7365516,0.1410293,-1.193931,0.09669404,0.387822,-0.0240623,0.180814
24.9855,-0.5382326,-0.352279,-0.5385702,-0.2608841,0.4711051,0.09617823,-0.3593194,-0.4037543,0.139036,0.2179334,-0.4964545,-0.0316136,0.3707818,-0.1158304,-0.7861437,0.5831556,-0.3298417,-0.8812869,-0.1845672,0.385836,-0.2267946,-0.7180116,-0.2109679,-1.481643,-0.351945,0.1152336,-0.2846858,0.5314825
25.052128,-0.6129885,0.2366421,-0.3463647,0.1613326,-0.8346035,0.1113206,-0.6275483,-0.9168093,0.5947862,0.5966531,-1.35165,0.4741115,-0.04052241,0.679432,-0.7780553,0.378609,-0.5514816,-0.711982,-0.6412976,0.6803873,-0.1894095,-0.5888616,-0.8133663,-0.954634,-0.254535,-0.2171608,-0.4793665,-0.05355577
25.118756,-0.2926162,0.3567547,0.2321282,0.2388322,0.5935629,-0.03682079,-0.2302284,-0.2528136,0.2452365,0.3000032,-0.2789181,-0.06794237,0.1775425,-0.4379696,-0.6379234,0.8928829,-0.09541604,-0.9896491,-0.5586507,-0.01952002,-0.6061585,-0.735083,0.2744753,-0.5790097,-0.3904424,-0.4297615,-0.4509332,-0.5085276
25.185384,-0.4806093,0.6068559,-0.2538744,0.1783514,-0.4553329,-0.2003566,0.6000607,-1.398701,0.3676766,0.727085,-0.3378666,-0.4273455,0.2755858,0.1569742,-0.262598,0.07904314,-0.1841382,-0.7895035,0.2534828,0.4147384,-0.4934325,-0.639787,-0.4496395,-0.8151295,-0.5048454,-0.1800732,-0.7066985,0.6291831
25.252012,-1.193491,-0.5857046,0.7443368,0.251158,0.476419,0.2574666,-1.198704,-0.6528709,0.6778596,0.5084232,-0.3170335,-0.4471201,0.01962495,-0.01745515,-0.1565295,0.196695,-0.1451667,-0.5007964,-0.3066797,0.6282895,-0.120443,-0.5138469,-0.3717778,-1.219422,-0.8004739,0.03744501,-0.6225331,1.274192
25.31864,-0.4523748,-0.1299099,-0.2026089,-0.01255259,-1.167004,0.05736829,0.2821772,-0.351892,0.3949855,-0.1088591,0.3150825,-0.4735706,0.4200556,-0.5227045,-0.5006211,0.3524255,-1.066537,-0.4652256,0.3271148,0.661027,-0.4190017,-0.6406149,-0.3304785,-1.598038,-0.3270627,-0.1778503,-0.7628658,1.42967
25.385268,-0.8283917,-0.4979456,0.6835961,0.1982642,-0.5750495,0.1541723,0.02793207,-0.8267218,0.1926771,-0.2848794,1.228755,-0.101452,0.1243865,-0.7386762,-0.01598647,0.3658049,-0.2566902,-0.5179024,0.2958582,0.255683,-0.4465231,-0.5077744,0.03696831,-1.989681,-0.2860867,0.4074244,-0.3062901,2.022377
25.451896,-0.2599747,-0.2505741,0.5021426,-0.1952401,-0.3565574,-0.4717124,-0.1846765,-1.443396,0.04886439,-0.3422738,-0.8124038,0.2762985,-0.481297,-0.6243722,0.1985089,0.120263,-0.07802022,-1.043551,0.2973377,0.1893127,-0.4830715,-0.5532646,0.2114729,-1.323783,-0.02326152,-0.4678526,-0.5331115,1.211884
25.518524,-0.4329698,0.08229778,-0.2918302,-0.3391044,-0.3527444,-0.4292081,0.09476787,-1.168208,-0.8780156,-0.09207437,-0.2357132,-0.2143563,-0.09733705,0.01259925,0.06373192,0.06929296,-0.3935018,-0.7052615,-0.5655594,0.074844,-0.6725191,-0.6673576,-0.7060225,-1.398167,-0.7375362,-0.5422904,-0.8349746,1.461042
25.585152,-0.623975,-0.3398328,0.1116883,-0.4025529,0.3631189,-0.01694151,-0.002251555,-0.2422417,-0.3485219,-0.4375798,-0.3271023,-0.347669,-0.2987758,-0.02660682,-0.2340639,0.03971146,-0.6980392,-0.3746473,-0.8124776,0.1533241,-0.6564498,-0.6910647,-0.2609418,-1.865472,-0.4835,0.276571,-0.1815164,1.794223
25.65178,-0.5710065,-0.5614647,0.6745527,-0.5325762,-1.088671,-0.3820644,-0.986504,-1.457616,-0.2481876,-0.5590946,0.4250246,-0.1120286,0.06819701,-0.1133915,-0.2254763,-0.08281454,-0.8593299,-1.358599,-0.09467663,0.223031,-0.539181,-0.5421792,-0.6243178,-2.229689,-0.779173,0.0982215,-0.9383292,1.39131
25.718408,-1.00228,-0.5247985,0.522714,-0.299791,-0.6405113,-0.7894003,-0.9558634,-0.6194943,0.08670972,-0.416445,0.06508841,-0.5237378,-0.0307727,-0.4067999,0.03218349,-0.2623999,-0.7330754,-0.1832073,-0.5588959,-0.1834588,-0.3221898,-0.66527,-0.2408632,-1.845881,-1.319029,0.3605995,0.1491942,1.191268
25.785036,-0.1307171,-0.2037492,0.6814385,-0.157426,-0.1232805,-0.3818802,0.299141,-1.422312,-0.5013135,-0.5923234,-0.8096334,-0.1596601,0.413746,-0.09344196,0.4257519,-0.4096235,-1.021384,-0.122691,-0.1728693,-0.03279963,-0.336675,-0.7339804,-0.1385303,-1.431118,-1.171169,-0.1866105,-0.3985029,0.8500955
25.851664,-0.4385517,-0.2276019,0.1024262,-0.865973,-0.2983668,-0.5533361,-0.1108075,-2.035901,-0.3395073,-0.568611,-0.3996046,-0.3812573,0.04117025,0.02325657,-0.1991456,-0.2445156,-0.8357131,-0.3646851,-0.1098429,0.3904718,-0.8934966,-0.8138379,-0.6924607,-1.578943,0.2021813,0.4697886,-0.0878397,1.266757
25.918292,-1.318669,-0.1703904,0.2273592,0.0936833,0.1888683,-0.8294762,-0.9395136,-1.133364,-0.3769507,-0.6296223,-0.8297167,-0.1920656,0.09578224,-0.3203097,0.08425503,-0.2067544,-0.8575481,-0.6284988,-0.9564191,0.6840634,-0.4533172,-0.7408804,-0.5866658,-0.9322255,-1.060473,-0.2341677,-0.4573936,0.1000422
25.98492,-0.2891205,-0.1466703,0.8999387,-0.3140626,-0.6983715,0.006134992,0.4048108,-1.633808,-0.3456364,-0.438812,-0.223216,-1.020473,-0.0170433,-0.04060296,0.03631752,-0.5234515,-0.3215757,-0.6242385,-0.5760725,0.444239,-0.4065104,-0.565754,-1.005339,-0.6326674,-1.113,-0.3749328,-0.1880572,0.382788
