Name,Status,ColorR,ColorG,ColorB,CentroidX,CentroidY,NumComponents,Size,ActiveSegment0
C061,undecided,255,255,255,543,354,41,27.5862,1
C062,undecided,255,255,255,623,206,8,51.6624,1
C063,undecided,255,255,255,1196,463,62,43.1741,1
C064,undecided,255,255,255,747,201,29,69.3542,1
C065,undecided,255,255,255,1138,95,3,62.2977,1
C066,undecided,255,255,255,1052,235,29,38.4708,1
C067,undecided,255,255,255,616,186,11,32.249,1
C068,undecided,255,255,255,723,257,13,36.0694,1
C069,undecided,255,255,255,598,11,8,61.9839,1
C070,undecided,255,255,255,463,72,19,44.3847,1
C071,undecided,255,255,255,333,429,316,3.16228,1
C072,undecided,255,255,255,504,57,48,31.1127,1
C073,undecided,255,255,255,685,8,318,4.47214,1
C074,undecided,255,255,255,608,296,253,5.09902,1
C075,undecided,255,255,255,686,278,191,25.2982,1
C076,undecided,255,255,255,748,223,8,55,1
C077,undecided,255,255,255,486,267,284,3.60555,1
C078,undecided,255,255,255,278,436,284,3.16228,1
C079,undecided,255,255,255,636,94,297,4.47214,1
C080,undecided,255,255,255,515,201,369,4.47214,1
C081,undecided,255,255,255,423,192,248,10.4403,1
C082,undecided,255,255,255,612,420,236,8.48528,1
C083,undecided,255,255,255,1192,132,1,50.5964,1
C084,undecided,255,255,255,364,108,32,35.7351,1
C085,undecided,255,255,255,346,526,268,2.82843,1
C086,undecided,255,255,255,423,202,279,4.24264,1
C087,undecided,255,255,255,451,156,286,4.12311,1
C088,undecided,255,255,255,623,159,314,4.12311,1
C089,undecided,255,255,255,698,360,16,54.9181,1
C090,undecided,255,255,255,539,327,302,4.12311,1
C091,undecided,255,255,255,528,364,241,3.60555,1
C092,undecided,255,255,255,459,176,287,4,1
C093,undecided,255,255,255,696,464,346,2.23607,1
C094,undecided,255,255,255,329,134,335,3.60555,1
C095,undecided,255,255,255,324,577,276,2.23607,1
C096,undecided,255,255,255,404,130,1,73.7835,1
C097,undecided,255,255,255,362,285,275,4.47214,1
C098,undecided,255,255,255,715,62,308,4.12311,1
C099,undecided,255,255,255,786,211,308,3.16228,1
C100,undecided,255,255,255,346,257,215,12.1655,1
C101,undecided,255,255,255,1132,96,229,5.09902,1
C102,undecided,255,255,255,573,282,258,4.47214,1
C103,undecided,255,255,255,453,250,8,57.8705,1
C104,undecided,255,255,255,274,241,196,11.4018,1
C105,undecided,255,255,255,635,220,312,4.47214,1
C106,undecided,255,255,255,554,213,294,7.2111,1
C107,undecided,255,255,255,436,314,276,5.65685,1
C108,undecided,255,255,255,418,382,284,3.16228,1
C109,undecided,255,255,255,545,167,342,7.61577,1
C110,undecided,255,255,255,612,303,288,4.47214,1
C111,undecided,255,255,255,767,263,263,13.4164,1
C112,undecided,255,255,255,141,491,299,2.82843,1
C113,undecided,255,255,255,703,82,318,7.2111,1
C114,undecided,255,255,255,327,11,4,32.573,1
C115,undecided,255,255,255,432,213,289,6.08276,1
C116,undecided,255,255,255,321,13,46,33.1361,1
C117,undecided,255,255,255,414,263,254,5.38516,1
C118,undecided,255,255,255,511,268,26,50.5668,1
C119,undecided,255,255,255,383,62,295,4.12311,1
C120,undecided,255,255,255,265,307,328,4.47214,1
C121,undecided,255,255,255,793,380,32,36.8782,1
C122,undecided,255,255,255,314,20,287,6.08276,1
C123,undecided,255,255,255,434,28,97,43.8406,1
C124,undecided,255,255,255,287,372,302,10.2956,1
C125,undecided,255,255,255,694,352,294,7.07107,1
C126,undecided,255,255,255,569,172,328,2.82843,1
C127,undecided,255,255,255,268,424,253,3.60555,1
C128,undecided,255,255,255,386,320,285,9.21954,1
C129,undecided,255,255,255,658,154,273,3.60555,1
C130,undecided,255,255,255,283,316,298,4.12311,1
C131,undecided,255,255,255,463,313,290,4,1
C132,undecided,255,255,255,713,314,302,4.24264,1
C133,undecided,255,255,255,285,413,294,4.47214,1
C134,undecided,255,255,255,439,262,272,5,1
C135,undecided,255,255,255,497,279,317,6.32456,1
C136,undecided,255,255,255,469,178,364,4,1
C137,undecided,255,255,255,1133,103,3,70.0928,1
C138,undecided,255,255,255,688,7,256,6.40312,1
C139,undecided,255,255,255,515,346,342,3.60555,1
C140,undecided,255,255,255,1121,102,2,47.676,1
C141,undecided,255,255,255,1115,186,5,73.171,1
