Frame,C009,C013,C005,C004,C012,C008,C015,C003,C019,C018,C002,C014,C001,C017,C000,C007,C011,C010,C006,mouse1,mouse2,contact
0.0,-0.008215955,0.2907137,0.6913193,-0.6497737,-0.03020092,-0.3161127,-0.9609823,0.7186409,-2.434119,0.6026781,-0.95626,1.634088,0.2894722,-1.279356,-0.04093575,0.4091173,2.751399,0.3226483,-1.823512,,,
0.0666270000000111,0.0567075,0.4314635,0.1942943,-0.4635513,-0.2105135,0.4026496,-1.536327,0.4901304,-0.6264868,-0.5557984,-0.7767693,3.028674,0.4766143,-1.508015,-0.3776815,-0.01715149,2.089074,0.2218752,-0.6528691,,,
0.1332540000000222,-1.028801,0.8392906,-0.5437599,0.02938808,-0.1219044,0.4976413,-0.0103061,0.03427684,-2.456045,-0.03831871,-0.1178642,1.755501,0.8523307,-1.285165,-0.4083691,0.4663399,2.601594,0.9553998,-0.6130337,,,
0.19988100000000486,-0.3993365,0.6816673,0.2237059,-0.1240669,-0.1063771,-0.1363299,-1.158528,0.1804633,-1.333883,-0.5011351,0.07270348,2.136096,0.6988979,-1.21605,-0.1418141,0.428548,1.469677,0.6147,-0.762862,,,
0.26650800000001595,0.4400612,0.9216991,0.05008801,-0.8676029,-0.1695774,-0.2801621,-0.6918543,0.1596714,-1.573052,-0.3831186,-0.6070095,3.813844,0.8354672,-1.33137,-0.4580954,0.320908,0.9969724,0.3995343,-0.3282572,,,
0.3331349999999986,-1.631124,0.9510158,-0.07239486,-0.0520863,-0.1313469,0.3725347,-1.033532,0.3470905,-2.575919,0.6332028,-0.1171404,1.15397,-0.1505138,-1.358409,-0.4861504,0.3476834,0.8322696,0.4425678,-0.1853523,,,
0.3997620000000097,0.3653793,1.19654,0.5068035,0.01782809,-0.3072272,0.2805809,-0.6373386,0.2171575,-0.8309522,0.3041599,0.5070496,2.733,0.5151046,-1.434859,0.04404585,0.2372649,1.275624,0.5909396,-0.4410203,,,
0.4663890000000208,-0.1962539,1.342,-0.5570588,-0.1540742,-0.6153134,0.8773648,-1.562302,1.684119,-1.932125,0.3140021,-0.2236219,1.536195,0.9849727,-1.276435,0.1173604,-0.2119647,-0.1122192,1.318021,-0.484457,,,
0.5330160000000035,-0.7625051,0.7833559,-0.4534382,-0.3610744,-0.5066385,-0.4657138,0.3205324,1.963691,-3.125483,0.4338479,-0.7271696,0.1997149,1.193582,-1.283824,-0.09237821,0.3565986,0.3386232,0.3885908,-0.7065674,,,
0.5996430000000146,-0.4551802,0.6507455,-0.627277,-0.5365386,-0.3785807,-0.8266366,-1.963969,1.44596,-1.849148,-0.465005,-0.9592299,1.783785,1.54786,-1.610676,-0.5844356,0.3587006,0.6074939,0.4231571,-0.4344486,,,
0.6662699999999973,-0.8397511,2.242039,-0.4691794,-0.3110515,-0.5270605,1.233387,-0.9524253,1.303246,-2.569151,0.4584482,-0.5120808,1.471466,1.289977,-1.564902,-0.3719887,0.2947285,0.9796709,-0.3511387,-0.9310935,,,
0.7328970000000083,-0.2791514,2.378951,-2.293563,0.9136792,-0.735397,-1.559073,-2.010554,1.214521,-2.157413,0.7670594,-0.4694712,0.2438312,0.06475695,-1.641936,-0.6318766,0.01095107,0.2050544,1.080678,-0.5826443,,,
0.7995240000000194,-0.1641015,0.561327,-0.988869,-0.2870254,-0.5868175,-0.5764422,-1.545298,1.306565,-1.959753,0.7507796,-0.5525569,-0.4826314,-0.1667002,-1.519007,-0.03181385,-0.4243086,-0.8499917,0.7854609,-0.8597586,,,
0.8661510000000021,-0.7628039,0.7981759,-0.345205,-0.2241595,-0.1507789,-2.351308,-0.4469725,0.9319952,-0.748745,0.7370216,0.6083817,0.6527034,0.4029479,-1.88049,-0.05517578,0.9609293,0.139525,0.8934359,-0.1512664,,,
0.9327780000000132,0.1920709,1.209149,-0.3660112,-0.8129785,-0.494564,0.5807389,-1.190243,0.7198064,-1.020882,0.65296,0.3380162,0.4438631,1.10461,-1.259281,-0.06497574,-0.1016287,0.2479167,0.5774038,-0.3285833,,,
0.9994049999999959,-0.984925,1.08048,-0.5844969,-0.09264727,-0.2700514,-0.6663012,-1.451115,1.468887,-0.9996346,1.363739,-0.6190925,0.0678107,0.6493744,-1.202219,-0.2338156,-0.7653413,-0.1365558,0.3999427,-0.01983729,,,
1.066032000000007,-1.262815,1.134369,-1.385156,-0.06905293,-0.365008,0.329668,-0.3991225,1.224001,-1.132879,0.975309,-0.4447463,-0.3633915,-0.1098344,-1.34632,-0.08872549,0.3011239,0.1142794,0.5546739,-0.01775598,,,
1.132659000000018,-0.3906166,1.452311,-0.8519926,-0.05836775,0.08005696,-0.9892468,0.2312802,0.8307699,-1.55968,0.6646834,0.03652019,-0.1867858,0.4885105,-1.206891,0.2439297,-0.2173017,-0.07216936,0.5421643,0.4569408,,,
1.1992860000000007,0.01257038,0.3325264,0.07455631,-0.2663666,-0.1181222,-0.5123629,-1.037858,0.9577194,-1.486976,2.80669,-0.3464381,-1.12705,-0.8540183,-1.549742,-0.1481694,-0.3545287,-0.06192011,0.9174505,-0.5993817,,,
1.2659130000000118,-1.496373,0.2208801,-0.7505721,-0.5220037,0.1413333,-0.4980896,-0.9133627,0.3390781,-1.550139,3.351466,0.3811783,-0.849237,-0.6498891,-1.493163,-0.03170871,0.3372031,-1.001277,-0.5520483,0.05239834,,,
1.332540000000023,-0.8084938,0.2912655,-1.059037,0.7418593,0.4947135,-1.927343,0.1923266,0.8665243,-0.5963414,3.94467,-0.7319605,-1.467302,-0.1454031,-1.3495,-0.06988855,-0.2149085,-0.1034553,-0.01827296,-0.05772725,,,
1.3991670000000056,-1.188905,0.221061,0.7962924,-1.164324,0.1691482,-0.5970744,-1.233594,1.29591,-1.523401,3.931306,0.3962865,-0.3729576,-0.4243638,-1.213977,-0.2099817,0.7007135,-0.08789477,-0.7860069,-0.6317502,,,
1.4657940000000167,-1.583374,-1.057435,-1.056486,1.374701,-0.2022399,3.859206,-0.528196,1.031721,-3.363163,4.792233,0.9026893,-1.047907,-0.727233,-1.235268,-0.2962037,1.169724,0.7268814,0.4414696,-0.7266949,,,
1.5324209999999994,0.5248852,-0.5009787,-0.7989501,0.01841526,-0.06272463,-0.2456386,-0.9296328,0.6243254,-0.8232589,4.696719,-0.3384644,2.090225,0.6409925,-1.003194,0.3783037,-0.05938806,0.4527782,-0.5742848,-0.8150858,,,
1.5990480000000105,-2.000644,-0.4445888,-1.263507,0.4420982,-0.2514491,0.5720501,-0.9060611,0.7729967,-1.022439,4.274127,-0.7946422,0.7818729,1.111906,-1.091614,0.1827131,-0.1183313,0.5967766,-0.4294512,0.1776033,,,
1.6656750000000216,-1.715599,-0.6561291,-1.256589,-0.8327893,-0.185251,1.935994,-1.122417,1.736558,-2.334795,3.715849,-0.284589,0.2618459,-0.641794,-1.422029,0.1366117,0.07985348,-0.8257914,0.09011927,0.1084126,,,
1.7323020000000042,-1.002777,-1.112056,-0.7554067,-0.06606947,-0.4547298,-0.5634954,0.1522619,0.8885322,-1.321065,3.531887,-0.6172239,2.276683,0.3325572,-1.190986,0.07691211,0.5902268,0.366148,0.267766,-0.2764302,,,
1.7989290000000153,-0.799167,-0.8192698,0.08416804,-0.5197809,-0.288545,1.225582,-0.189653,0.3344816,-1.241396,2.779949,-0.7129169,0.6698938,-0.3341442,-1.283096,0.4196296,0.03633625,-0.2868938,0.169826,-0.6714065,,,
1.865555999999998,0.3232534,-0.8185878,0.2016325,-0.3858849,-0.3417942,0.1189272,-0.07083905,0.6644628,-1.54043,2.96578,-0.09296803,0.765954,0.5656995,-1.484456,-0.2535816,-0.1591226,-0.5231767,0.7364627,0.05455975,,,
1.932183000000009,-1.662074,-0.2137127,-0.6059852,0.4170558,-0.4594007,1.42911,-1.518476,-0.09230724,-1.702368,2.955277,-1.086856,0.06639836,1.073152,-1.212529,-0.02261678,0.308295,0.8506798,0.01728416,-0.6459049,,,
1.9988100000000202,-0.7999841,-0.6542811,0.6724665,-1.305987,-0.2476017,0.3909748,-1.713013,0.496001,-1.219856,2.68378,0.418198,-0.02581375,0.004532407,-1.537379,0.03262528,0.6156955,0.2410994,0.2113352,-0.9940448,,,
2.065437000000003,-0.1325187,0.720711,0.4063807,-1.710123,-0.1457698,0.4252871,-0.6557692,0.7998024,-1.23981,2.441811,-0.6289992,0.4463594,0.8351398,-1.390375,-0.05500587,-0.3253372,-0.2889784,-0.6766416,-0.3732095,,,
2.132064000000014,-0.5031394,0.3419318,-0.3501168,-0.8724923,-0.3037857,0.639679,-0.7238428,0.3419511,-1.298108,2.518063,-0.07863258,0.5612302,0.5639464,-1.442929,-0.0762872,0.5524254,1.307521,-0.444259,-0.4433137,,,
2.1986909999999966,0.3655053,0.7506735,-0.2851559,-0.424667,-0.2197354,0.9085172,-2.333932,0.4659899,-0.4768419,1.802395,-1.014406,-0.9388006,0.6354244,-1.462551,-0.2377205,0.3247264,-1.742582,0.2080139,0.1802085,,,
2.2653180000000077,-0.6779191,-0.1612232,-0.1290461,-0.06919532,-0.2570804,-2.166923,0.1893849,-0.03862006,-0.1607459,1.674948,-0.4777054,0.09811895,-0.03345338,-1.383858,0.03105525,-0.004895101,0.8629141,-0.481068,-0.2416167,,,
2.331945000000019,-0.2120824,0.6874992,0.08143152,-0.1302068,-0.4625819,-0.7175075,-1.692205,0.001469687,-2.025562,1.234209,-0.5555112,-0.558642,1.234657,-1.428104,0.08731904,0.09483451,0.2517548,-0.4870215,-1.153801,,,
2.3985720000000015,1.03792,0.1290406,-0.5810473,0.1636252,0.09328555,2.532811,-1.738003,0.275847,-1.684899,1.411057,0.05163549,-1.812019,0.8090021,-0.9059892,-0.1384996,-0.1352501,1.01212,-1.231323,-0.4238525,,,
2.4651990000000126,-0.3754795,0.2520961,0.2674611,0.3618585,-0.1562553,0.5444252,-0.1334539,-0.2804919,-1.327874,1.674175,-0.6451542,-0.09759358,0.9572731,-1.135721,-0.3840016,1.10247,0.1792448,-0.5817416,-0.04367939,,,
2.5318259999999952,-0.9454793,0.183025,0.03263566,0.06638903,-0.03082914,-1.312207,0.2015124,-0.1096708,-0.1163097,1.869876,0.2970591,-0.9069283,-0.03986257,-1.20665,0.042134,0.01252637,1.012018,-0.451699,-1.377489,,,
2.5984530000000063,-0.5472308,0.02602436,-1.05051,1.271096,-0.02694724,0.4180817,-0.1849055,0.337667,-1.125258,2.845594,-0.6167378,1.001831,0.6348689,-1.342485,-0.01715414,0.4907973,0.7225664,0.7255838,-0.2594009,,,
2.6650800000000174,-0.5222623,0.3395383,-0.191323,0.7709364,-0.1004892,0.133887,-0.01490604,0.05492062,-0.285133,3.983212,0.01572141,1.831516,1.216247,-1.048691,0.2728803,0.5735292,0.6996875,-0.4334485,-0.5200827,,,
2.731707,-0.5095496,0.5940766,0.1676944,0.4024092,-0.08544251,-1.021666,0.171571,0.08819885,-1.161881,3.990904,0.02246666,2.059052,0.9240553,-1.408165,-0.1337771,0.3885988,0.9892583,0.4546478,-0.665574,,,
2.798334000000011,-0.3663644,0.4072976,-0.9749433,1.370329,-0.07528725,0.1527856,0.6363813,-0.05456323,-1.381165,3.972335,-0.1817208,3.183767,0.8009939,-1.048815,0.06123262,0.6102307,0.9579114,-0.1854607,-0.6311024,,,
2.8649610000000223,-0.5403388,-1.035193,-0.3870971,1.352006,-0.04421151,0.09199878,-0.3525996,-0.01259944,0.5789607,3.450269,-1.169605,3.414558,-0.08017923,-0.971602,0.1652355,0.1716493,0.1386588,0.1829793,-0.8398793,,,
2.931588000000005,-0.03311057,-0.6104931,0.2374274,-0.4342194,-0.05035719,0.508026,-0.6782628,0.3006827,0.1176633,2.971011,-0.1879337,4.210152,0.1549048,-1.114927,0.300337,-0.4179781,-0.4400824,-0.3908369,-0.8075539,,,
2.998215000000016,-0.8386962,-0.8641992,0.7428051,-0.1260976,-0.1902985,0.228003,-0.1126106,-0.1046594,0.1604296,3.24808,-0.2576976,3.453444,0.2383622,-1.249064,-0.01786552,0.6959147,0.3483774,-0.745105,-0.7884527,,,
3.0648419999999987,-0.6724826,-0.1550649,-0.5009527,0.9627249,0.1204287,-0.1271643,-0.3268827,-0.3963726,0.2401051,2.415124,-0.09229057,4.104052,0.9992335,-1.016254,-0.103815,0.2576549,0.6405572,-1.192899,-0.6804214,,,
3.13146900000001,-0.7430928,-0.756406,0.3875804,0.1724558,-0.1726042,-0.7000965,-0.4008236,-0.3352175,-0.3115557,2.080041,-0.4505151,3.416863,0.04435414,-1.241494,0.04197276,-0.2848373,-0.511441,-0.2927853,-1.212581,,,
3.198096000000021,0.04964739,-0.9410764,-0.2102781,0.7662938,0.4414414,0.7550932,-0.9630147,-0.9090449,-0.1017209,2.101251,0.01917376,3.297619,0.1542489,-1.153795,-0.08875472,0.3297997,0.5849945,-0.9115192,-1.011696,,,
3.2647230000000036,-0.4924586,1.244362,-1.743656,1.941982,0.174595,0.4250272,-0.3294173,-1.062087,-1.249746,1.911755,-0.5589566,3.015471,-0.7418212,-1.276569,-0.1942141,0.2303062,-0.2178119,0.4020743,0.3228186,,,
3.3313500000000147,0.5876887,-0.9219745,-1.941337,1.213802,0.1105319,1.156699,-1.035474,-1.294097,-0.6375167,1.04861,-0.6362614,3.110353,0.7878312,-0.9643124,-0.1592294,0.6011024,-0.7720065,-0.1259918,-0.08361297,,,
3.3979769999999974,-0.278428,-0.7496184,-0.2091089,1.1588,-0.0659345,-1.133483,-1.5954,-1.317174,-0.6594285,1.128177,-0.7021159,2.517411,0.4130296,-1.283791,-0.1414907,0.4869916,-0.7587866,-0.5626897,0.03159474,,,
3.4646040000000085,-0.3093509,0.0267412,-1.350887,1.214232,-0.06976786,0.8030311,-1.189331,-1.128967,-1.211975,0.4674475,-1.013095,2.706118,-0.2238187,-1.440745,-0.4045984,-0.9593161,-1.322452,-0.5710434,0.4233722,,,
3.5312310000000195,0.6723493,-1.195415,-0.8047169,1.642058,0.1527966,-0.8003438,-0.5331312,-1.379281,-0.005908169,-0.09063477,-0.07897794,1.699065,0.2918981,-1.337455,0.1307435,-0.3834394,-0.3358377,-0.9757995,-0.8534246,,,
