Frame,C009,C013,C005,C004,C012,C008,C015,C003,C019,C018,C002,C014,C001,C017,C000,C007,C011,C010,C006,mouse1,mouse2,contact
3.597858000000002,-0.6281243,-0.2586616,-0.7316666,1.25175,-0.1001279,-0.9256739,0.2000443,-1.27147,0.06625666,0.2138778,-0.2253617,1.255678,-0.0428494,-1.350351,-0.5584695,-0.7163494,-0.9272709,-0.4310679,0.4752079,,,
3.6644850000000133,0.4475403,-0.3685035,-0.3375248,0.388601,0.08080208,-0.6458618,-0.1183541,-1.065371,-0.06304113,-0.06659869,-1.398751,0.8937765,0.3942932,-1.307623,0.1725858,-0.1842388,-0.9700585,0.3052236,-0.03738283,,,
3.731111999999996,-0.2652183,-0.9959241,-0.5869556,1.202775,-0.3069685,-0.1759672,-0.4707116,-1.295232,-0.383783,-0.02476336,-1.430143,2.107419,0.143388,-1.374486,-0.2085301,0.301804,-0.2238315,-0.5067563,-1.098062,,,
3.797739000000007,-0.2518819,-0.03462534,-0.1538491,1.47091,0.1004259,-0.1285445,-1.242626,-1.30123,0.2292746,-0.6131116,-0.7981877,0.984548,0.708975,-1.298143,-0.2390157,-0.4295561,-0.8067292,-0.3136794,-0.787249,,,
3.864366000000018,-0.7456091,0.005711398,0.1355993,0.597556,0.02225856,-0.4110025,-0.06595407,-0.9014538,-0.007162548,0.07317181,-0.0787124,0.6575035,-0.2241279,-1.074606,0.006378425,0.2050637,-0.6329916,0.07410266,-0.2930438,,,
3.930993000000001,-0.5229811,-0.9632378,-0.4307702,1.014344,0.2584285,0.3743281,-0.8006341,-1.219958,0.04253488,0.3772866,-0.1564324,1.19057,-0.3504807,-1.114581,-0.1224445,0.3248203,-1.016167,-0.008810695,-0.9235355,,,
3.997620000000012,-0.2234428,0.3676537,0.5315847,0.3337759,0.2293206,0.260044,0.382422,-0.8601534,0.2985936,0.09002371,-0.2432532,0.6861367,0.191475,-1.346897,-0.1793124,0.2591609,-0.2648112,-1.080076,-0.3105092,,,
4.064247000000023,-0.3376233,-0.8192497,0.06214167,-0.1632561,-0.1473584,0.4518064,-1.418437,-0.5765496,-1.217524,0.3130438,-0.4116249,0.2311397,-0.04824337,-0.9170864,-0.05682633,-0.07257448,0.2243215,-0.1268165,-0.5317827,,,
4.130874000000006,0.3982826,0.3945678,0.2800183,0.1900817,-0.300908,-1.062827,-0.5421399,-0.7431217,0.2627136,0.04510589,-1.195002,1.011319,-0.3591712,-0.8041899,-0.230007,0.3953216,-0.2815962,-0.4122786,-0.4869589,,,
4.197501000000017,-0.3675459,-0.2953836,0.2425008,-0.05141777,-0.1584195,0.03999662,-1.042666,-0.4534719,-1.039353,0.4126711,-0.650099,0.2899866,0.1360001,-1.318121,-0.2001902,-0.2841356,-0.5232702,-0.03107914,-0.5686699,,,
4.2641279999999995,0.07482606,-0.3878053,0.5242028,-0.6964161,-0.3644163,-0.2071721,-1.797199,-0.3187822,0.08829618,-0.1011462,-1.024022,0.375657,-0.1708419,-1.531734,-0.03103507,0.2770815,-0.2771093,-0.4327338,-0.1198221,,,
4.330755000000011,-0.942344,-0.6565866,0.01511347,0.08161449,0.1386338,1.005403,-1.391014,-0.4517286,-1.317814,0.6933494,-0.4874737,0.3871274,0.2187783,-1.154822,0.1621352,-0.117213,-0.6887102,-0.1623814,-0.9921148,,,
4.397382000000022,-0.472491,-0.820778,-0.5753977,0.7494285,-0.426678,-0.5271716,0.4079111,-0.4567399,0.8988981,-0.2893764,-0.862285,1.560745,0.410899,-1.220822,0.1302811,-0.4330763,-0.834247,-0.4106381,0.05804297,,,
4.464009000000004,0.2236062,0.1843109,0.1902027,-0.2041807,-0.395746,0.1960192,-0.7500044,-0.6101921,-0.01249916,0.6563683,-0.5443366,-0.01244318,-0.6210401,-1.27178,0.155451,0.3316122,-0.1613126,-0.2545185,-0.6231283,,,
4.530636000000015,-0.3546326,-0.4714622,0.02327964,0.06675507,-0.2585559,0.2517409,-0.6565065,-0.431901,-0.2031051,2.135671,-0.9411867,0.8742726,-0.3850121,-1.48439,0.1455187,-0.05550959,-0.4637583,-0.05905337,-1.128039,,,
4.597262999999998,-0.9620734,-0.1002278,0.06510269,-0.5581293,-0.2931412,-0.1088345,-1.039893,-0.4455443,-0.7469974,3.149318,-0.4517781,-0.1180903,-0.4007632,-1.121509,-0.03046498,0.7276386,-0.3728058,0.4211107,0.06089157,,,
4.663890000000009,-0.08655402,-1.068517,-1.116011,0.48954,-0.1886161,-0.02273089,-0.4378145,-0.8455577,-0.1374008,3.054401,-0.2417045,0.1731674,-0.3440931,-1.45822,-0.115321,-0.4270301,-0.2124852,-0.7753124,-0.8248815,,,
4.73051700000002,0.248966,-0.1700287,-0.7373956,-0.3416071,-0.3027809,-0.3172154,0.220166,-1.043162,0.2780396,2.569404,-0.7703202,0.1145253,-0.2801412,-1.356644,0.3637528,0.5382096,-0.3889296,0.006973309,-0.3061719,,,
4.797144000000003,-0.3079546,0.02079394,-0.5662737,0.8123843,-0.04787099,0.2975681,-1.020817,-0.6547155,0.01929345,2.55847,-0.9361915,0.6067386,-0.04619327,-1.195189,-0.2889849,-0.119897,-0.7951844,0.3364776,-0.08944008,,,
4.863771000000014,0.3595002,-0.3476624,0.14822,0.236082,-0.07441788,0.03432235,0.4085958,-0.1306805,-0.8295299,3.532979,0.006361116,0.1616299,-0.175471,-1.216559,-0.1103836,0.538052,-0.1800341,-1.039758,-0.3845939,,,
4.930397999999997,0.06276856,-0.69542,-0.7873533,0.3446432,-0.02647011,-0.6979805,-0.8791935,-0.5165908,-0.4223683,4.945958,-0.1726416,0.5918451,-0.4932068,-1.038416,0.07894223,0.3625407,-1.379694,0.2029367,-0.8961611,,,
4.997025000000008,-0.08333503,0.0878258,-0.4878196,0.4516892,-0.3788409,0.3535097,-0.4375302,-0.5531836,-0.06511227,4.585926,-0.2237848,0.4963506,0.7804852,-1.539021,0.2963437,0.1987727,-0.7665892,-0.6831561,-0.8326897,,,
5.063652000000019,-0.1049584,-1.265491,-0.606739,0.08078739,-0.3494105,0.02155015,-0.5727586,-0.4597857,-0.2813517,4.759084,0.9613659,0.6271706,-0.7774701,-1.19793,-0.1837136,0.4768426,-0.6379936,-0.579045,-0.3031958,,,
5.130279000000002,-0.8610836,0.1732984,-0.5699064,0.4290124,-0.2902889,1.121925,-0.672506,-0.5276479,-1.534457,3.830822,-0.1819283,-0.8883857,-0.1725241,-1.160302,-0.0777905,0.1530488,-0.3591527,-0.2492253,0.1351855,,,
5.196906000000013,-0.07339282,-0.626038,-1.02751,0.65249,-0.4857754,0.1773541,-0.6989462,-0.4101961,-0.9078721,3.957903,-0.4254605,-0.664887,-0.1765993,-1.37507,-0.1367618,0.2452521,-0.3688007,-0.3779906,-0.4305741,,,
5.263532999999995,0.03621391,-0.8743725,-0.4813047,-0.1938679,-0.5583389,-0.1353451,-0.133759,-0.4082872,-0.181841,3.500652,-0.06369201,-0.6316436,-0.2034465,-1.545377,0.02247132,0.3733192,-0.3031623,-0.4813375,-0.4009141,,,
5.3301600000000064,-0.4562367,0.5189125,0.4664061,-0.4884762,-0.2080756,-0.3319881,0.2301607,-0.1555338,-0.9742479,2.917211,-0.0715314,-0.8046616,-0.8613343,-1.448353,-0.02752692,-0.3572,-0.2541875,-0.2781848,-0.406333,,,
5.3967870000000175,0.7560394,-0.04778581,0.1673083,-0.4545388,-0.1690397,-0.5758079,-1.296164,-0.1463533,-0.7088512,3.075637,-0.5618618,0.5482348,0.5143338,-1.439638,0.1075528,-0.1270692,0.2103025,-0.02338557,-0.3953829,,,
5.463414,0.1703394,0.4377466,-0.7743311,0.6677377,-0.4545857,1.453603,-0.6313276,-0.2094682,-1.789355,2.441049,-1.235893,0.2136768,1.071456,-1.288316,-0.05298447,0.54784,-0.4810798,-0.4073924,-0.5678302,,,
5.530041000000011,1.136019,0.2870896,-0.8137413,-0.05576768,-0.5694994,-0.2902485,-0.6575658,-0.4554022,-0.09883779,1.979596,-0.3131144,0.2607836,-0.1943131,-1.140092,-0.1333798,-0.7849564,-1.036561,-0.9192587,-0.8044924,,,
5.596668000000022,-0.9869999,-0.09345471,-0.8366778,0.2775724,-0.2669304,0.1186197,-0.6739436,-0.0195206,-0.1118565,1.988552,-0.365241,-0.1525674,0.4503056,-1.29464,-0.08281788,-0.128654,-0.2987352,-1.116187,0.2890055,,,
5.663295000000005,-0.5307199,-0.4746794,-0.1819665,0.6722267,-0.3640241,0.0496216,-0.3490114,0.1046535,-0.8650931,1.533163,-0.5577085,-0.9173152,0.1991631,-1.506003,0.02666073,0.7145609,-0.5002978,-0.2295704,-0.5196553,,,
5.729922000000016,0.09149398,-0.2987667,0.6899858,0.3573833,0.1009434,0.3584492,0.3518427,-0.227806,-0.2236808,2.229289,-0.5634155,0.05386381,0.4442881,-1.443912,0.3125575,0.2400803,-0.7143044,-0.2911397,-0.6764122,,,
5.796548999999999,0.4160617,0.1208563,0.02279318,0.5770844,-0.3339294,-0.2737792,-0.06068174,-0.8653822,-0.602707,1.644004,-0.1583732,0.627762,0.1034221,-1.270489,-0.02573817,-0.4793595,-0.7245353,-0.4597448,-0.05543388,,,
5.86317600000001,-0.3561366,0.3271478,-0.05793507,0.6211874,-0.04509089,0.8065938,-0.04031384,-0.08057681,-0.3107279,0.9181969,-0.9838771,-0.006440688,-0.299146,-1.526591,0.2015743,-0.1122899,-0.1626148,-0.8889319,-0.7138138,,,
5.929803000000021,-0.5453655,-0.3234646,0.2712246,0.5398324,-0.2140504,0.1545153,-0.7660843,-0.550094,-0.7497666,0.8042263,-0.7042372,0.2608626,0.06645144,-1.371748,-0.3578329,-0.1795356,-1.238232,-0.4835589,-0.3739305,,,
5.996430000000004,0.4677009,-0.3369173,-0.8150621,0.2150692,-0.1127436,0.5528413,-0.1429555,-0.3120423,-0.1262162,1.445261,-0.8741547,0.9684033,-0.3679792,-1.351998,0.1257767,-0.1066266,-1.033656,-0.3785653,-0.592975,,,
6.063057000000015,0.8534479,-0.05691961,-0.323656,0.1266668,-0.1937591,0.3833078,-0.6695913,-0.8904498,0.3129943,1.577534,-0.7294387,1.12777,0.02926963,-1.380906,0.2272498,0.5719241,-0.8899759,-0.8413957,-0.3058772,,,
6.1296839999999975,-0.0989377,-0.3163762,0.07585275,-0.343962,-0.5083982,0.9515374,-0.6922364,-1.614306,2.485936,0.9993833,-1.194245,2.7825,0.9448228,-1.631912,0.2407671,-0.06698221,-0.7052701,-0.6812204,0.08630595,,,
6.196311000000009,0.05232877,-0.3408146,-0.7801932,-0.1007937,0.01656465,1.03831,0.1757203,-0.5721551,-0.4859183,2.266681,-1.25098,1.818396,-0.4837022,-1.197246,-0.1245825,0.2422567,-0.8988096,-0.2731616,-0.2952512,,,
6.26293800000002,-1.057032,-1.547448,0.303237,0.02829623,-0.1442713,0.5608626,-0.6399581,-0.2386022,-0.2627878,1.470413,-0.5597354,0.8315454,0.003266113,-1.299697,-0.1860496,0.2412473,-0.04746661,-0.9148628,-0.3377331,,,
6.329565000000002,-0.3071046,-0.4596106,-0.003087717,0.2074267,-0.6569747,-0.8667032,-0.6466116,-0.7526339,0.3481864,2.199369,-0.1403909,1.454944,0.2894279,-1.492552,0.1407454,-0.3549935,-0.5486065,-0.4147419,0.2862611,,,
6.396192000000013,-0.7823704,0.4664239,0.9834005,-0.2331274,-0.2311361,-0.4732665,-1.855998,-0.9603423,-0.6386261,1.786468,-0.5651975,1.328312,-0.2117309,-1.076881,-0.09095804,-0.1138563,-0.3570714,0.1235001,-0.6909969,,,
6.462818999999996,-1.461745,-0.2976115,0.5629466,0.4367178,-0.4532271,0.1184189,-0.2069611,-0.4817146,-0.2918133,1.845009,0.1740162,1.078343,-0.4066497,-1.478895,-0.158127,-0.4023844,-1.380602,-0.177897,0.259223,,,
6.529446000000007,-1.24363,0.1503518,0.3265288,0.404149,-0.2736629,-1.455567,-0.1623961,-0.5800045,-0.1040043,2.027977,-1.327797,0.8175957,0.01367493,-1.155121,0.1504036,-0.3413115,-0.621969,-0.8104526,-0.272659,,,
6.596073000000018,-0.8389533,-0.3586735,0.1861222,0.0490476,0.00897045,-0.297674,-0.1904611,-0.5177368,-0.2634355,1.360558,-0.2525292,1.191948,-0.413764,-1.250876,0.4346983,0.245757,-0.4936836,-0.5810691,-0.9100817,,,
6.662700000000001,-0.07951269,-0.9686904,0.7836356,0.2674884,-0.1896232,-0.3689722,-1.106062,-0.7312658,-0.4625171,1.417733,-0.1554734,0.4188491,0.02703954,-1.240397,0.0614978,0.166369,-0.1080457,0.5776771,-0.9446975,,,
6.729327000000012,-0.4570976,-0.08295305,0.04927816,0.4882593,-0.4555922,-1.168495,0.1667373,-0.2786491,0.399069,1.414684,-0.6044613,1.197528,-0.5516065,-1.159112,0.1448784,-0.3368903,-0.1277452,-0.4307096,-0.7342682,,,
6.795953999999995,0.3068295,0.2083082,1.186581,-0.142553,-0.158682,-0.5461445,-0.3078096,-0.5586404,0.5089751,0.8194858,-0.39669,0.9657534,-0.1318391,-1.30438,-0.01951062,0.1357681,0.1747652,-0.271159,-0.2005255,,,
6.862581000000006,-0.3397593,-0.3936634,-0.09876943,0.6867402,-0.2995382,0.03539788,0.534583,-0.6127027,-0.3677388,0.8774565,-0.3005886,0.4979751,-0.1377144,-1.192626,-0.1940398,0.01989792,0.2671099,-0.8566742,-0.5835236,,,
6.929208000000017,-0.3970795,0.1420288,-0.1101412,-0.7880898,-0.424612,0.3799437,-0.6028732,0.0646337,-1.095772,0.468551,0.4703751,-0.09004314,-0.056373,-1.197012,-0.1829041,0.3852258,0.1180898,0.2664339,0.2483133,,,
