Frame,C009,C013,C005,C004,C012,C008,C015,C003,C019,C018,C002,C014,C001,C017,C000,C007,C011,C010,C006
18.055917,0.08018789,-0.03606801,-0.1486001,0.4835501,-0.2655829,-0.02970318,-1.247768,0.08598898,-0.6331889,-0.1795513,0.7774423,-0.238804,1.061458,1.52463,0.1516262,1.198327,-0.6405994,0.05889881,-1.069835
18.122544,-0.8447439,0.03099316,-0.03843918,-1.195076,-0.2876712,0.1676959,-1.076121,0.250621,0.6901159,0.08991197,0.2466968,-1.030824,-1.001847,2.481976,0.3824634,0.9084288,-0.06297428,-1.080754,-0.1941595
18.189171,0.6796511,1.111991,-0.1177117,-0.03536924,-0.03907513,0.4378375,-1.645749,-0.2536441,-0.3620912,0.04626985,0.8727634,-0.5026697,-1.06218,2.287495,-0.2098604,0.2398026,-1.154477,-0.1368321,-1.409566
18.255798,0.6816694,-0.2247895,-0.3324455,-1.048147,-0.3497503,1.318492,-1.456246,-0.0929717,0.2729587,-0.08987729,-0.574743,0.6808869,0.3674898,2.426061,-0.09851947,0.5541386,-0.09859429,-0.6711579,-0.9458521
18.322425,0.06442305,0.04364834,0.5458729,0.1286367,-0.2649626,0.2992124,1.908652,-0.04678214,-0.7198361,-0.2155968,-0.9837521,0.1053311,-1.003095,2.212845,0.5113346,-0.185392,-0.5485198,-0.7085987,-1.345191
18.389052,0.8631456,1.340753,1.093587,-0.6227044,-0.4191286,-1.03604,-0.4381697,-0.3083186,-0.5101839,-0.1621472,0.05380742,0.3707866,0.06809452,2.169167,0.03581556,0.3798728,-0.3739135,-0.5445981,-1.821882
18.455679,0.6520289,-0.4363927,1.576442,-0.05033857,-0.6010411,0.3411062,-1.370366,-0.9216893,0.8509141,-0.03301052,-1.109979,-0.9804193,-1.626608,2.385339,0.2966953,-0.02652293,-0.05126031,-0.5053519,-2.583782
18.522306,1.076585,1.150673,0.3127345,1.228497,-0.5907021,-1.024211,2.485114,-1.183761,1.148277,0.8101563,0.4328561,-0.2747777,-1.069103,1.962393,0.06159369,-0.6511775,0.2737446,-0.1331325,-2.671455
18.588933,-0.8054124,0.06419709,-0.06856676,-0.4061404,-0.4419844,-0.5247154,-0.2669055,-0.914405,0.06892081,1.141661,-0.4138175,1.101997,0.3664911,1.692827,-0.05029786,0.7358213,0.3451048,-0.6649151,-1.632476
18.65556,-0.5488643,0.5331644,0.3728622,0.9847569,-0.1238295,-1.525407,0.5114206,-0.9232577,0.8396884,0.2880301,0.7006771,-1.577672,-1.259453,1.612426,0.0345326,-0.4842145,-0.3221673,-0.2465423,-0.91571
18.722187,0.438031,0.9869847,0.7035201,-1.746221,-0.4752409,-0.3153428,0.2159114,-0.6977441,0.9393192,0.9696553,0.2548781,0.2049646,-0.8510141,0.936734,0.05411513,0.6355268,1.038176,-0.2344355,-1.097241
18.788814,-0.2836043,2.245543,0.8220575,0.6190743,-0.1954252,1.529467,-1.888691,-0.8540891,-0.3384359,1.235195,0.1159948,1.799623,2.610694,0.971775,-0.04831274,0.2404337,-0.370031,-0.224025,-1.016223
18.855441,1.701197,1.052834,0.7172352,-1.414618,-0.7859187,0.9612471,-1.263913,-0.6383132,-0.08291892,-0.3557144,-1.082236,-0.2956527,1.368033,0.09589574,-0.1183421,0.06956127,1.541405,-0.8990156,-1.3504
18.922068,0.6454675,-0.7881899,-0.5967386,-0.3801418,-0.5289443,0.6811386,0.9176864,-0.2877063,0.3742908,0.2280575,-0.2527583,0.8876588,-0.1824654,0.5529483,0.1650495,0.5484757,0.8082992,-0.7289306,-1.052058
18.988695,0.05345514,-1.037278,1.318986,-1.355498,-0.370845,-0.29462,0.5997286,-0.6703326,1.039958,0.08659423,-0.7531366,1.465464,0.72819,1.287831,-0.06665181,1.566735,0.5741757,-0.6138219,-1.149489
19.055322,0.5063379,0.3621464,0.03353494,0.2437782,0.05027304,0.1356018,-0.5446627,-0.2658086,-0.03454425,0.2109714,-1.132814,0.3867316,0.7657248,1.380376,0.2547804,-0.3170156,-1.027947,-0.6118544,-1.12184
19.121949,0.2024841,0.07767151,1.955145,0.1479749,-0.1942235,-0.5044987,-0.08681789,-0.6396042,-0.08180159,-0.01250492,-1.568184,0.6761541,0.2009059,1.559832,0.3186882,-0.0121408,0.1650973,-0.2972219,-1.334469
19.188576,0.9363201,1.768579,0.4488714,0.417182,-0.6150351,0.7088661,-0.133809,-0.3237063,-0.8695731,0.1835171,-0.07399071,0.3412126,1.296975,1.308137,0.2227688,-0.2307373,0.2468325,-0.3151655,-1.151828
19.255203,0.4144384,0.3507468,0.2538662,0.01797894,-0.3302142,0.959097,1.026461,0.169957,-0.196768,0.1914351,0.6522103,1.162493,-0.2588111,1.469576,0.2169598,0.2655666,0.8034778,-0.4833015,-0.9578979
19.32183,-0.2000627,0.2860999,0.3399784,0.6035336,-0.1817412,-0.8076881,0.4713611,-0.4615692,-0.01406558,-0.4380859,-0.4105942,-0.2728008,1.897905,1.02461,0.1463313,0.2568233,0.23189,-0.6300448,-1.766021
19.388457,1.030768,-0.5719198,0.3005459,0.4120236,-0.3848689,-1.005612,1.038376,0.1833576,0.3832138,-0.07425254,-0.2903611,1.013872,1.195561,1.22043,-0.1670638,0.478456,0.01897099,0.04038871,-0.7264965
19.455084,1.172275,1.123704,0.2493043,0.8320874,-0.0661633,0.4207315,-0.8678695,-0.0741393,-0.9736422,0.1636195,-0.5598754,0.003284629,0.807863,1.02095,0.3574424,0.957549,0.5875696,0.5240357,-1.294979
19.521711,0.8225499,-0.1556648,0.2820322,0.1079376,-0.41317,-1.991978,0.3344966,0.1609775,-0.5800115,0.1600609,0.8000546,0.5703408,-0.03284328,1.260915,0.7051969,0.5988942,-0.5680877,0.4496678,-2.012313
19.588338,-0.5075627,-0.1118878,0.7131825,-1.040118,-0.3237792,-0.05652358,0.5890167,0.1085126,-0.2762382,-0.1436028,0.4325283,-0.6411564,-0.7581218,1.635521,-0.06305293,0.4750998,1.346072,0.4132063,-1.122453
19.654965,-1.094597,1.319734,0.9543949,1.248897,-0.4241345,-1.050658,2.046787,-0.4665204,0.3766707,0.2023845,0.1153211,1.108873,-1.240944,1.236498,-0.1488558,1.068058,1.874457,-0.7650963,-1.978969
19.721592,-1.280618,-0.9729971,0.9661478,-1.467731,-0.2506685,1.049536,-1.639247,-0.02760045,0.01186153,-0.6165658,0.1038623,0.5504319,1.070683,1.472664,-0.09953217,-0.4015019,1.179575,-0.1472869,-1.167055
19.788219,0.1483858,-0.39796,0.6573275,-1.174476,-0.5851364,0.03376042,-1.016075,-0.1931682,0.2109347,-0.2733064,1.345117,0.5171492,0.1413759,1.245836,0.1288581,0.009816926,1.786625,-0.4626805,-1.716579
19.854846,-1.29205,1.934777,1.614697,0.7736073,-0.7529458,1.584249,-0.57062,-0.8353617,1.505526,-0.1438294,-1.173352,0.857381,-0.608911,0.8587617,-0.06592166,1.178501,2.146304,-0.1453901,-1.033064
19.921473,-0.4865794,0.195918,-0.6323349,-0.1092689,-0.918057,-0.5096871,-0.4497921,-0.4774706,0.3070244,-0.1176446,-0.9825192,1.410269,1.032875,1.10687,-0.03083217,0.1165001,1.144362,-0.1199549,-1.18265
19.9881,-1.033255,0.5252273,-0.2948871,-0.3131926,-0.5930203,1.468832,1.318457,0.1202801,-1.487275,0.0737833,0.2581622,0.08598636,-0.2260965,1.367085,-0.01556014,0.4474472,0.901244,-0.8372129,-1.052972
20.054727,-1.220171,0.6575031,-0.5767999,0.2668087,-0.6602729,2.2151,-1.936724,-0.4810318,-1.855905,0.1680871,0.4855433,1.145406,0.3206916,0.6002938,-0.03209698,0.7285008,0.9715598,0.01899864,-0.6617021
20.121354,0.06905969,-0.1027318,-0.1667591,0.5594502,-0.8844088,0.4921367,0.757207,-1.087447,-0.6484941,-0.4973574,-1.121236,0.9991662,0.3993672,0.8966422,0.2520489,0.5811813,2.305583,-1.137111,-1.276268
20.187981,0.5839032,-0.6043399,0.4703371,-0.06253095,-0.2717365,-0.8316223,-0.5917966,-0.6255181,0.3538527,-0.05108892,0.007815523,0.8504242,0.2958641,0.7890062,0.20595,0.5911601,1.878582,-0.1456954,-0.6757262
20.254608,0.4428592,0.6711527,-0.3222981,0.4791889,-0.3604992,1.04258,-0.2697564,-0.1752841,0.2151253,0.3771148,-0.231308,1.074228,0.163208,1.26065,0.5318574,0.06220879,-0.6476099,0.3468845,-1.305204
20.321235,0.6341006,0.7135555,1.079107,-0.841175,-0.4513886,-0.5012977,-0.1791771,0.1623466,0.7196402,-0.2307211,0.9324448,-0.221747,-0.1962911,2.371747,0.3017279,-0.9974223,-0.5835263,-0.2852247,0.01185026
20.387862,-0.9073579,-0.2980382,-0.0573875,-1.478173,-0.1967433,-0.5791994,-0.4339755,0.513139,-0.2185068,0.4705062,-0.01488772,-0.8964917,-0.3946889,3.289405,0.1606425,-0.03541986,-0.57293,-0.3575202,-1.24115
20.454489,0.06129228,0.04276767,0.3043263,-0.4230262,-0.601428,-0.3710395,-0.1238476,0.3540666,-0.2377949,0.4593269,1.481012,0.2234439,0.3265597,4.360415,0.3383439,0.3629932,-0.3849896,0.1344468,-0.5400889
20.521116,1.067762,-0.9440674,0.04028647,-0.6943419,-0.09729766,2.211682,-0.6806459,-0.02486026,0.7163656,-0.06432876,0.9074735,0.280277,0.07964725,5.034136,0.02441207,0.6095105,0.06097339,0.04504905,-1.317428
20.587743,2.898611,0.3709333,-1.416771,0.5286602,-0.08236416,-0.4080938,0.6442573,-0.4451009,-0.2128211,0.4534219,0.8704469,0.649581,0.6814022,5.35373,-0.2395785,-0.6699583,1.426377,-0.5965495,-0.7669662
20.65437,0.4189538,0.2199783,-0.767872,-0.1400828,0.1180995,-0.3609654,0.2659259,-0.3948014,-0.06709194,-0.2864974,0.5094976,1.126821,-0.4889684,4.749164,0.1952322,0.06690663,-0.0620855,0.1741962,-0.9466595
20.720997,-0.05766973,0.9680604,-0.02146791,0.5914537,-0.2045288,0.367481,-0.5289483,0.02676311,0.02547332,0.7348605,0.3077093,-0.104346,0.1575101,4.307831,0.004703007,0.200258,-0.2647771,0.2033274,-1.430795
20.787624,0.7505089,-0.9409434,-0.06328471,-0.5947178,-0.3604478,-0.4365956,0.7562018,0.2608986,0.777655,0.626513,1.185897,1.37114,-0.6965846,4.616387,0.2198745,0.07054375,-0.09675179,-0.234848,-0.5696605
20.854251,0.3175924,0.5942567,-0.6040702,-0.7187097,0.1495289,0.39261,0.6218858,0.2802586,-1.688723,0.4234249,-2.211844,0.3335474,0.6913306,3.925856,-0.2279288,-0.4238554,-0.5781803,0.03534494,-0.7139853
20.920878,-1.201428,0.006209115,0.2152943,-0.373578,-0.3582186,1.125456,-1.335265,0.5745535,-0.6573863,-0.256666,0.8636076,-0.1188465,0.4623355,3.454797,0.2834484,-0.444194,-0.4688603,0.1361627,-1.33528
20.987505,0.1443212,-0.2375403,0.4681216,0.8799702,-0.3880584,-0.4836094,1.4756,-0.1682484,0.1273236,0.2282331,-0.06621771,2.026435,-0.7829568,2.669154,0.3593907,-0.8786385,-0.7790492,-0.2714027,-1.619326
21.054132,-0.3498785,-0.6428226,-0.1808886,0.3065634,-0.2574386,-0.2284732,0.2161192,-0.3697508,-0.04611512,0.4666359,0.786122,0.9060432,1.067359,2.428888,0.04753214,-0.2488899,-0.3306471,0.3699034,-1.020965
21.120759,-0.9867011,-0.02910683,-1.087792,-0.4386657,0.03318894,0.7594811,0.8308465,0.2882023,-1.221739,0.0575332,0.7940185,0.3480411,-0.2971559,2.312741,-0.2485828,-0.1809443,-0.5212495,-0.6689513,-1.457773
21.187386,-1.945898,-1.345871,-1.906787,1.376739,-0.7401781,-1.890043,0.0693133,-0.6327937,0.4730142,1.107893,-0.6646875,1.174589,1.301161,2.640818,0.451384,1.033951,0.2648918,-0.1980342,-0.4851427
21.254013,-0.952824,-1.644471,0.1885777,0.1544991,-0.4485317,0.4302721,-0.9978732,-0.1278256,0.3673224,0.08206978,-0.213352,1.125297,0.4736278,3.138653,-0.3164964,1.588608,-0.1263403,-1.176947,-1.459535
21.32064,0.4636393,0.06322666,-0.9632558,0.4134063,-0.1589748,1.190267,-0.4671288,-0.04354609,-0.5729224,0.3697473,0.5985489,0.1235843,-0.5437945,3.851973,0.07729174,0.2524244,-1.069984,-0.4424932,-1.351796
21.387267,-0.002345114,-1.029314,-0.8442592,0.4557135,-0.3270045,0.1150618,-0.04277739,0.0508869,-0.3311792,-0.186777,-0.5729896,-0.4063136,-0.1427586,5.230328,-0.04443662,-0.1015167,-0.2887031,-0.234624,-0.5981592
21.453894,0.21934,0.5131351,-0.5540255,0.6785539,-0.2590956,0.147578,-0.08271403,-0.2806696,0.4654543,-0.1420747,-0.7601813,0.9308546,-1.002781,6.156852,-0.2585911,0.3283746,-0.8007035,0.4347931,-0.6514685
21.520521,-0.5000537,-0.3049499,-1.015061,0.5415869,-0.005141571,-1.706825,-0.24182,-0.08129407,0.2694139,0.4617672,-0.5045353,0.8692234,-0.4171148,6.230409,0.1994022,-0.5403146,-1.058764,0.3212718,-0.9231617
21.587148,-0.8533548,-0.6064876,-0.4921978,0.1087835,-0.2714768,0.9439796,-1.524608,0.6770006,-0.9083188,0.9051499,-0.607235,-0.7470466,0.7841923,6.023927,0.1257554,-0.1012769,-0.8160288,-0.3838322,-0.6849848
21.653775,-0.0294316,-0.5662364,-0.6087652,-0.1380079,0.1890527,-0.7896374,-0.6617523,0.6176733,-0.8671364,0.7341059,-0.6844763,0.2066248,0.4767416,6.173551,0.04080655,-0.4521834,-0.5739544,-0.3111271,-0.9803181
21.720402,1.194127,-0.0666136,-0.9187202,0.1397119,-0.0324363,-0.4059488,-0.720318,0.4202635,-0.5368054,0.6316414,-0.7731957,1.068604,0.6574113,6.047792,0.234946,0.4290977,0.2169663,0.5016237,-1.64868
21.787029,1.095544,0.5715251,-0.5231512,0.2297172,0.2918526,-0.8703622,0.6131221,0.08271274,0.9434289,-0.1902512,0.2470474,1.513033,-0.6075894,5.467488,0.06908026,-0.127535,0.491262,0.4089188,-0.6524552
21.853656,-0.9982171,0.5110291,-0.1129395,-0.4027998,0.1859802,-1.18901,0.2942188,-0.04280519,-0.04888146,0.2285231,0.5736914,-0.7103685,0.322932,4.978957,0.1559293,0.7849851,0.09671454,-0.01050815,-0.5308188
21.920283,-1.008838,-0.266909,-0.9431723,0.6485003,-0.07673208,-0.5345016,0.3844905,-0.223971,-0.5236812,-0.1039375,-0.6176568,0.4287794,-0.8221763,4.417362,0.2602185,0.4240884,0.5406259,-0.0007376122,-1.75058
21.98691,-1.784369,-1.557871,-0.4209872,-0.4541365,-0.07017437,0.498127,-0.9024541,0.02739347,-0.2980408,-0.1946298,-0.6872179,0.6016593,1.011768,4.393473,0.2340256,0.9197327,0.3495623,0.1952692,-0.56543
22.053537,0.4271186,-0.6900011,0.1913258,-0.3252042,0.2281795,-1.262097,-1.354146,0.5403466,0.3144151,1.016145,0.4665292,0.7045435,-0.04671438,5.100011,0.1359695,-0.3514379,-1.04303,0.4984973,-1.177734
22.120164,0.3270563,-1.643673,-0.6248124,-0.06637909,-0.3532988,-0.5644665,-0.1003883,0.3544841,0.4809189,0.06853399,-0.1838017,-1.821384,0.7236261,4.881552,-0.237317,0.3864085,0.7401372,-0.2440743,-0.3175876
22.186791,0.6638522,-0.6000326,0.1116032,0.1322746,0.05233457,-0.6468629,-0.5553167,0.2873971,-0.1114765,0.5362892,-0.4408144,0.3930578,0.1982397,4.658977,0.2101288,-0.5584197,0.261208,-0.328808,-1.586096
22.253418,0.9377749,-0.3620747,0.1905222,0.6752917,0.1694019,1.678455,-0.3898908,-0.1327443,-0.1117397,0.3613665,-0.8712539,1.060349,-0.3272119,4.330224,-0.1622631,0.01959829,0.5915992,0.2756226,-1.041204
22.320045,0.2694946,-1.110142,-1.007883,1.017134,-0.2015308,1.354686,-0.09897596,0.1780856,0.5492152,0.5230742,2.628058,2.14129,0.5867344,3.429748,0.2519423,0.03183897,0.6033024,0.3762236,-0.9671448
22.386672,-0.05454504,0.6704847,0.5786602,0.4191324,-0.4082904,-0.04435575,-0.2647197,-0.3396088,-1.149394,0.226618,-0.4865995,0.947475,1.337755,3.253863,0.1299665,-0.4152572,2.273737,-0.8556669,-1.621925
22.453299,-0.1280964,1.437894,-1.447987,-0.3678092,-0.1687488,-2.039319,0.2547502,0.2416565,-2.713708,0.2457313,2.647433,0.8392443,-0.7045554,3.164073,-0.005619853,-0.0723112,0.9659317,0.09752209,-1.280146
22.519926,-1.273216,1.054265,0.3995831,-0.3393326,-0.367192,0.9595533,-1.040854,-0.05842784,0.5818803,0.1537488,-0.5405896,1.103598,0.378102,2.502507,-0.1384326,-0.3830769,0.0279736,-0.1892307,-0.4126003
22.586553,1.356128,-2.552365,-0.1572416,0.1640401,-0.6739661,-0.6389905,-0.05481688,0.5609497,-0.9102759,1.035502,1.361588,-0.3189041,0.2898002,2.799832,0.04678948,0.4487329,-0.4810131,0.6609473,-1.768297
22.65318,-1.132326,0.1405645,-0.6471101,0.906105,-0.2301862,1.953778,-1.427402,-0.3668701,-0.4030733,0.5463252,-0.9317849,0.2834798,1.240467,2.415287,0.1601552,-0.4190762,0.1089763,0.4784582,-1.324769
22.719807,0.08840251,0.1584782,-0.9331952,2.178929,-0.3918888,3.156015,-1.073487,-0.5555786,-1.171641,1.014425,-0.5887246,0.2833755,0.8413141,2.487838,0.2525167,-0.6561031,0.4844429,0.1424185,-1.15707
22.786434,-1.760561,1.325951,-0.6561435,0.861375,-0.3197687,1.085705,-0.02273307,0.1702675,0.1779967,0.7234682,-0.7879458,0.563888,-0.2809289,1.858152,0.2214871,0.0709705,1.249285,-0.09659088,-0.9213867
22.853061,0.7590204,0.6216763,-0.7513656,0.4211366,-0.1834616,-0.83599,-0.1734229,-0.310295,-0.7051556,0.01132163,0.2626047,0.940991,-0.1692096,1.903721,-0.07537332,-0.8464176,1.669742,-0.1209042,-0.512163
22.919688,-1.392434,-1.270504,-0.79528,-0.2857846,0.07870751,0.5187629,-0.693242,0.6055683,1.1719,0.7900651,0.7961937,-0.922489,-0.01350295,2.052162,-0.4804415,-1.600173,-0.8391573,0.3555202,0.2565592
22.986315,-0.2848483,0.3730454,0.594127,-0.5209585,-0.2169445,0.949709,-0.09286532,-0.02360933,-0.2337563,0.1577635,-0.5378012,0.2498296,0.08418623,1.437534,0.386914,0.2430674,-0.3879728,0.7544154,-0.04091262
23.052942,-1.329138,0.5528242,0.03804239,0.2429363,-0.330874,0.6144102,-0.8709832,-0.4150502,-0.35377,-0.08385481,-0.2575793,-0.5745654,0.7886758,1.677132,-0.3570043,0.6690447,0.2861309,-0.2477223,-0.2434156
23.119569,-0.5886775,-1.019598,0.4132702,-0.6383222,0.05211447,0.3388931,-0.8664949,-0.1900897,-0.8251106,0.1313587,0.2529646,-1.037012,0.1474792,1.579234,0.1514227,-0.1575273,0.2371398,-0.4304215,-0.3981328
23.186196,0.2193401,-1.604015,0.05661042,-0.9654673,0.2101975,-0.9070697,-0.08157732,0.8366188,-0.4224456,0.2738559,0.4290053,-0.6182038,0.4409534,2.636793,0.242049,-0.1316979,-1.0612,-0.2470354,-1.618849
23.252823,-1.498895,-0.4753676,0.1328004,-0.2169013,0.9468438,-0.3913701,1.217522,-0.2891842,-0.4371119,0.08934039,0.2729391,-0.2068939,-0.3733384,2.181728,-0.489235,-0.733023,-0.3051799,0.2063305,0.1460815
23.31945,0.5680987,-1.250636,-0.1799511,0.006874598,-0.02824348,-1.426321,1.757878,0.4770966,0.3469259,0.526257,-0.7346665,-0.9130499,-0.3905421,2.368111,0.507872,0.07430952,-0.3329462,0.4475673,-1.247494
23.386077,-1.129386,-0.5466194,-0.8535292,0.8815356,0.3842874,0.5579321,-0.3660926,-0.3563481,-1.323127,0.5002064,-0.2360522,-0.281999,-0.09690092,2.484627,-0.1163046,-0.6004288,-0.8141738,-0.8551535,-0.9971473
23.452704,0.3506503,-0.5742207,0.1732768,0.6196218,-0.271871,-0.2634117,-0.2148459,-0.2379573,0.3414759,-0.04685656,-0.8466607,0.2640622,0.2175984,2.196753,-0.02966546,0.4895546,-0.7117582,-0.962072,-0.9151101
23.519331,0.3847692,-1.767531,0.03977264,-0.4242474,-0.09765194,-0.5291123,-0.5171269,-0.01522041,-0.1301308,0.5522067,-1.358464,-0.6469945,0.9249993,3.186697,0.05366964,0.3310902,-0.414895,0.1759769,-0.7788489
23.585958,-0.2488034,-0.6440805,0.1112307,0.9865553,0.1886185,0.1096425,-0.2727326,0.1720003,-0.2705077,-0.03792747,-0.1757265,-0.9509701,-1.573973,2.88311,0.03253807,-0.06928468,-0.3306943,-0.1170896,-1.148161
23.652585,0.4315339,-0.0401782,0.7204988,-0.9169511,0.06916218,-1.60888,-2.038928,0.09333616,1.069437,-0.8096036,-1.433451,1.063304,0.6332808,2.522834,0.1270088,-0.1767784,-0.9909764,-0.6858581,-1.0832
23.719212,-1.829166,-1.963759,0.2966438,-2.691092,0.09453482,0.901565,0.0479522,0.1737422,1.225012,-0.3549998,-1.918382,-2.115813,1.604093,1.907183,-0.6612919,-0.6637371,0.3459649,-0.3565381,1.031115
23.785839,-1.311219,-2.086366,1.766894,-2.130674,0.1523951,-1.433266,-0.7212957,-0.1458219,0.7901373,0.2835701,-0.3678417,-0.1454421,0.3388437,2.766093,0.389908,-1.111604,1.03593,0.5134168,-0.8533513
23.852466,0.004693993,-0.331624,-1.079163,-0.6016976,0.2500262,-0.4474066,-0.1051572,-0.08502594,0.1367097,0.1778702,0.78421,1.313493,0.108864,3.128354,-0.1253073,-0.3352587,0.5008798,-0.417681,-0.829063
23.919093,-0.9181201,0.01470607,1.14543,-0.01633653,-0.08300983,0.5783402,-1.143145,-0.4591041,-1.220923,-0.3258961,-0.7265707,1.910957,0.5008934,2.848211,0.05076398,-0.7507069,0.0144042,0.4741613,-0.9755611
23.98572,-2.446676,-0.1712253,0.7543996,0.4025482,-0.1297789,-2.173837,-0.1052684,-0.8553336,0.3001568,-0.4566315,-1.050698,0.2493836,0.5628139,2.578321,-0.458536,-0.8555661,1.006336,-0.5318752,-1.377494
24.052347,1.345359,-0.9282578,-0.5156575,0.4591645,0.009196685,-1.944941,1.021712,0.05113652,0.5331772,-0.5749352,-0.5459573,0.827983,-0.1190474,2.343542,0.008320245,-1.000237,1.201988,-0.3200145,-0.9223439
24.118974,1.384491,-1.04086,-0.09381082,-0.4303574,0.1919095,0.8216353,0.863564,-0.1827241,-0.3399183,1.009835,-0.9757665,-0.6866232,1.210572,2.051635,0.2643463,0.1230763,2.379309,-0.8770108,-0.7834358
24.185601,-4.126633,-0.6040629,1.43095,-0.6907837,-0.2322207,1.794493,1.429195,-0.3676451,-0.7632205,-0.4342652,0.488975,0.3310899,-1.434877,1.853581,0.2051602,0.1903946,-0.2770637,-0.821851,-0.2277574
24.252228,-1.416309,1.933543,-0.5815651,0.9393024,-0.2275538,0.4920447,0.75937,-1.071526,-0.863939,-0.7330942,0.07473302,1.966897,-0.183112,1.414603,-0.8927189,-0.5510032,-0.02268538,-0.782611,0.2170167
24.318855,-1.489267,0.8496979,0.04101209,0.5858375,-0.7835891,1.853266,0.5725949,-0.2095581,-0.4627393,0.1343223,-1.176309,0.9955133,-0.3806507,0.4557143,-0.40998,1.182999,0.7648751,-0.2177393,-0.3270656
24.385482,1.225468,-0.1938517,-0.05742739,1.347724,-0.2260016,-0.6163829,1.346086,-0.1944246,1.846729,0.1120892,-1.707446,-0.2365902,-0.4885645,0.4005387,0.1323219,-0.2188965,0.6823537,-0.3484349,-0.3407705
24.452109,0.4084704,-0.6788102,0.22911,-0.3096021,-0.2793677,0.7799045,0.7685665,0.06897206,1.422353,-0.6073094,-0.4048499,0.1626017,-0.3255342,0.5252756,-0.466576,0.2470593,0.7536071,0.07088932,-0.05769034
24.518736,-0.7739951,0.9504154,0.6680958,0.8447567,-0.2469651,-1.413794,-0.5863195,-0.3359823,1.10712,0.1473266,-2.746368,-0.2151615,0.2409495,0.2948925,-0.07104449,-0.8716707,-0.008076893,0.246631,-0.5282668
24.585363,-1.957209,-1.879287,0.00651529,0.4919308,-0.4170495,0.4012879,-0.6677328,0.3065988,1.121563,0.04563942,0.331425,1.359161,-0.8128804,0.7137857,-0.1356806,0.1976226,-0.4616168,-0.9659939,2.014634
24.65199,-0.8404312,0.547864,-0.6251353,-0.5790026,-0.1726921,-0.7557565,0.7203032,0.2608729,0.009542068,-0.1846328,-0.2467869,-0.1271419,0.289486,0.8169082,-0.6291965,-0.3429911,-0.6130558,0.0390122,2.313966
24.718617,-0.9177843,-0.9166851,-0.7078708,-0.3775917,-0.05204893,-0.4076676,-0.1873766,0.2566409,0.8152339,-0.2614986,-1.034049,2.277027,0.1538178,1.08789,-0.5287363,-0.3776675,0.4467357,0.007721453,3.402099
24.785244,0.5073561,-1.309392,-1.596971,0.7276531,0.08460693,0.2477179,-0.232083,-0.7921778,0.9362318,0.2442224,-0.3115179,6.273334,0.540408,2.161403,-0.5820931,0.8034329,1.909591,0.1013914,3.394744
24.851871,-1.870742,-0.4952422,-1.617502,0.8752594,-0.08870885,1.530973,0.5831712,-0.4414494,0.3300174,-0.355862,-0.8731465,6.141896,1.944041,2.238196,-0.1139382,0.465226,1.179736,-1.576794,2.719831
24.918498,-0.4151159,-0.7006229,0.2661951,-1.56385,1.515847,0.9780893,-1.588126,0.27461,0.9564106,-0.298703,-0.8504212,4.112458,1.619193,2.919592,-0.103337,-1.318505,0.4852988,-0.5685111,2.803857
24.985125,-1.369298,0.06540915,0.2625351,-0.223387,1.30775,0.4078926,-0.9955751,0.04490783,1.069501,-0.06791002,1.018075,3.480138,2.412279,2.92289,-0.5293571,-1.537975,0.2648931,-1.666339,2.928236
25.051752,-1.650765,-1.670223,0.8586003,-0.9132953,1.337569,1.115951,-1.165647,-0.003584265,0.5999683,-0.07655973,-1.818529,2.69708,0.1685768,3.027982,-0.5599148,0.01129098,0.9847597,0.02850301,2.892776
25.118379,1.044569,-1.13213,-0.02893213,-0.6991438,1.746241,0.544881,0.05646662,0.1965564,-0.6835759,-0.4362245,-0.2233749,2.027945,0.629189,2.658219,-0.2604068,0.9801372,-0.3535713,-0.1600273,2.356825
25.185006,0.2750318,0.01669656,0.9988714,-0.8350409,3.125675,0.1178784,-0.1863017,0.1259001,0.5208226,0.2394666,-0.287235,1.430096,0.8420969,2.821941,-0.03189294,-1.635764,0.3839919,-0.343315,2.203827
25.251633,0.5033215,-0.2611856,0.2338706,-0.5425432,2.952487,0.6600965,0.4685879,0.230151,1.472869,0.01291503,0.0308883,2.666439,1.284674,2.550931,-0.06418759,-0.4981484,-0.4914333,-0.04026742,2.322257
25.31826,-1.27705,0.08690099,-0.6199078,0.118259,2.636616,0.215817,0.3584496,0.09618724,1.656432,-0.7494686,-1.453987,1.742328,0.3199018,2.127727,-0.04360023,-0.4857047,1.289918,-1.183696,2.064052
25.384887,0.6462109,-0.1657551,-0.422244,-1.074041,2.449485,-0.2359862,-1.09551,0.08043534,0.4791252,-0.3571815,0.1365563,2.226387,1.227942,2.181241,-0.1856106,-0.06044972,-2.050171,-1.257911,1.96874
25.451514,0.1732038,-0.291823,0.1565028,-0.6920777,1.445507,-0.8628209,-0.1211479,-0.1395183,0.3339325,-0.7186832,-1.470932,1.409486,-0.3469575,1.854326,0.0115627,-0.1202404,0.264577,-0.2473076,1.374447
25.518141,-0.1276428,-0.1058412,0.4711862,-0.4741887,1.237509,0.2625059,0.7695668,-0.2643018,0.8306481,-0.1125024,0.09442857,1.049347,0.8214901,1.855789,0.0306444,-0.326448,0.07769415,-0.2670764,1.697407
