Frame,C009,C013,C005,C004,C012,C008,C015,C003,C019,C018,C002,C014,C001,C017,C000,C007,C011,C010,C006
1.599048,-0.497943,0.8616964,1.244074,-0.9956428,-0.08310891,0.2679038,-0.3995641,-0.005168233,-0.2754038,-0.02478392,0.8370577,-1.18025,-1.297344,3.148208,0.3119126,0.08278647,-1.973901,-0.1746583,-1.108785
1.665675,1.626885,2.203806,1.266119,0.9792898,-0.1100466,0.09877262,-2.097098,-0.5269618,-0.6217089,-0.8385733,0.3795364,-1.336059,0.3741047,4.425948,0.6090956,0.2926373,-0.1075519,-0.8522583,-1.935407
1.732302,-2.521771,-1.028917,3.378834,-1.183037,-0.07448792,0.7146492,-5.270025,-0.9385687,1.776719,-0.7040158,2.341494,0.02779337,-0.7231303,5.859809,-0.2684805,-0.8604455,1.158696,-0.03077239,0.1193361
1.798929,-0.1037975,-1.238315,0.2326557,-0.1993343,0.0761481,-0.3731785,-0.5599895,-0.3242118,0.6693117,-0.4738216,1.331239,-0.8955048,-1.156391,6.239146,0.1177183,0.3184683,0.1689482,-0.7819538,-0.05457017
1.865556,-1.295611,-0.6167294,0.6209152,-0.3870121,0.1577875,0.3179422,-0.4016913,-0.2054778,-0.5433778,0.2933429,1.025853,-1.45356,-0.1234427,6.602149,0.1622775,-0.3585471,1.226632,0.1613258,-0.3724152
1.932183,0.1163008,0.2583372,0.6990983,0.01036717,0.424791,0.444093,-0.112866,-0.4451236,0.07139947,0.4433069,0.9845198,-0.5586354,-1.491979,6.49395,-0.02414065,0.8487805,-0.5080748,0.3674775,-1.933245
1.99881,1.10809,-1.604077,2.43651,0.06515641,0.4295091,-1.82128,-2.48553,-0.1444899,0.9326143,0.1311148,1.233973,-2.334206,0.6212762,5.868938,0.08343421,1.658442,1.001496,-1.691095,-1.364059
2.065437,-0.2739207,-0.5115122,0.2351317,-0.06454736,0.244702,-0.2249813,-0.4126158,-0.1664424,-0.07215969,0.2547315,0.02292134,-0.6276165,-1.354594,5.218477,-0.1441098,0.842624,1.160195,0.7976246,-0.9385483
2.132064,0.6074219,0.1808955,1.47522,-1.832148,-0.1341349,-1.528283,-0.2512971,-0.445847,1.079424,-0.04880602,0.1407203,-0.4408555,-1.214705,5.397961,0.06253296,0.09893436,-0.7037143,-0.468891,-1.074829
2.198691,-0.164624,0.1145529,1.447581,-1.2096,0.2218867,2.37695,-3.622662,-0.2766447,-0.6537734,-1.275858,-1.838926,-3.125262,1.710198,5.093897,-0.476316,-0.3607591,2.130127,-1.599995,-0.864983
2.265318,0.4250876,0.6241446,0.3651331,0.6353724,0.5497622,0.5097294,2.344367,-0.1289226,0.561931,0.4643064,-1.241521,0.1405322,-1.721122,4.679151,0.5161778,0.4593021,0.2752906,1.064321,-1.355221
2.331945,1.506158,0.5848311,-0.1111451,-0.2608303,0.1474701,1.349327,-1.291967,-0.2075413,-1.254873,-0.4647451,-0.7100584,-1.436137,1.121073,3.854096,-0.1004311,-0.27633,1.902252,-0.9418455,-1.321525
2.398572,-0.4291235,-0.2478196,0.05637112,-0.3502356,0.260501,0.06934616,-0.03355058,-0.5371206,-0.3344632,0.3785463,1.021454,-0.6111808,0.9199969,3.537093,-0.05744353,-0.2788633,1.183774,-1.221491,0.1944386
2.465199,-0.03972432,-0.3038436,2.787196,-0.2750024,0.415685,2.484331,-3.49845,-0.7835743,0.0341632,-0.01597704,-0.6516993,2.398018,-0.4073453,3.605545,0.05500543,0.4740933,-0.7212426,-0.616583,0.8973424
2.531826,-2.218019,-2.329133,-0.1882197,0.1004917,0.2555504,0.6183573,-1.733791,-0.1527893,0.8065395,0.01157308,-0.08633607,2.592776,-1.561099,4.006316,-0.28278,-0.07993738,-0.7301609,-0.06168365,2.306035
2.598453,-1.229269,0.7096264,-0.1226992,-0.7914694,0.6291755,2.048194,0.07375824,-0.1777582,-1.033981,-0.9333815,0.1764506,-1.180073,0.4858167,2.831493,-0.5789205,-0.7829498,1.843827,-0.8625012,0.9105697
2.66508,-0.5567111,-1.224496,1.077456,-1.264559,0.309446,1.802644,-0.6888944,-0.7482463,-1.427073,0.4604487,0.6226965,-0.00757301,1.553692,1.901289,-0.4779675,0.5522365,1.942052,0.007793013,0.8487738
2.731707,-0.6711572,-2.233466,0.04136719,-0.7962338,-0.09863324,-0.02948203,-0.3289667,-0.7635248,0.9421965,0.4942497,1.493671,-0.03727432,1.026558,1.970829,-0.007943379,1.374727,1.656902,-0.8371732,-0.6264454
2.798334,1.532966,-0.2141438,2.245955,-0.9131951,0.1481135,2.927074,-0.6183853,0.06941146,-1.287923,0.8123084,-0.5331609,-0.785906,1.435216,2.206631,-0.02233875,-0.3188972,1.135578,-0.5646455,-0.9269755
2.864961,-0.5181695,0.0978786,0.9173691,0.2423981,-0.2591274,2.330478,-2.318247,-1.259512,0.007556099,-0.05342747,-0.01542311,-0.5541801,1.709715,2.436801,0.03469604,-0.06874627,-0.03076157,-0.5692623,-1.067363
2.931588,-0.9402103,-1.227034,1.65577,-0.5629532,-0.004636769,-0.4900105,-4.032153,-0.4861731,-1.951783,0.01099323,-0.3275333,-0.5333745,2.502954,2.761042,0.05782462,-0.3085453,-0.9040045,-1.536499,-0.05406726
2.998215,-2.041337,-0.233454,-0.617878,0.8189963,-0.2150266,1.726351,-0.1096341,-0.3903064,-2.012418,0.4085326,-0.5417421,-3.454751,-0.2678786,2.935194,0.01369997,0.09683936,0.00555726,-0.5291315,0.07774563
3.064842,-1.597121,0.6256261,0.925422,-0.5497022,0.1275853,-0.1484256,-1.077058,-0.9740955,-0.0281958,-0.4919105,-0.5558369,-0.6923516,-0.7207899,3.45962,-0.249808,-0.02937089,-0.5275542,-0.06872383,0.2554846
3.131469,-0.4555914,-2.196277,1.267649,-0.9192976,-0.2189002,-1.275497,-0.9444994,0.1527011,0.112272,0.5150465,0.8915538,-1.58348,-2.045965,4.609873,-0.180131,-0.5320132,-1.192156,-0.8393168,-0.9095317
3.198096,0.5979641,-1.444351,-0.5612022,-0.7443767,0.6591684,-1.258195,-0.6520359,0.4874111,-0.9918984,0.4277417,-0.2185446,-1.684047,0.8679252,6.145456,-0.01217591,1.192351,0.02046978,-0.6788746,-0.9274862
3.264723,-0.8329127,-0.1748809,0.6990765,-0.924818,0.114637,-0.4313771,-1.303617,0.01178617,-0.3494947,1.185014,0.4530352,-2.821454,1.023366,5.959962,0.07945698,0.5755796,0.1214572,-0.6376165,0.7145075
3.33135,-1.404833,-1.836395,0.5929388,0.4404404,0.3334235,0.8343371,-1.687278,-0.6095179,1.805557,1.123492,-0.006116448,0.1268309,-0.2884174,6.04897,0.03979039,0.3167294,-1.1037,0.232237,0.4838705
3.397977,-0.0668594,-0.2634036,0.476844,-0.7331114,0.6189029,-1.639082,-0.2759352,-0.076516,0.5492061,0.656823,0.006590684,-0.6367735,-0.405242,6.111878,0.06833197,-0.08188363,-0.1149321,-0.8726835,-0.2586652
3.464604,-0.6354539,-0.6586803,-0.003182691,-0.4386617,0.554496,0.06041575,0.18817,-0.08681605,0.6531795,0.4671743,-1.042738,-0.3090027,-1.71108,5.231016,-0.09156789,0.766906,0.2233609,-0.1735821,0.396599
3.531231,-0.09808562,0.772298,0.854219,-0.6133736,0.4413826,-0.7180215,-0.5051585,-0.1714016,-0.5463006,0.1686299,-1.254037,-1.525945,-0.4130897,5.049837,0.0156718,0.1215287,0.1309513,-0.4220068,0.02435749
3.597858,0.181502,0.03654854,1.738133,-1.78561,0.4626314,-1.319783,-1.026705,-0.2904336,-0.3819544,0.9251186,-0.1244588,-1.354251,0.04205972,4.509076,0.2772658,0.9413991,1.848315,-0.8914781,-0.3478986
3.664485,-1.602819,-0.3664173,-0.5087314,1.105903,0.3068181,1.442234,-1.81328,0.1774625,-0.5313503,0.09436717,0.572073,-1.034475,-0.3138553,5.302586,-0.1222128,-0.5860694,0.6185658,-0.5973317,-0.7330166
3.731112,-0.253888,-0.01952926,-0.3947158,0.3786857,0.4896122,0.3080406,-0.508947,-0.5453634,0.1848778,0.4744543,-0.1070496,-1.716985,0.8712613,4.111522,0.06758503,0.2594258,2.436479,0.09017406,-0.8786766
3.797739,1.51477,-0.03696585,1.189098,-0.5567198,0.09504788,-1.987304,-0.1791761,-0.2576455,0.6350873,0.01928231,0.2570653,-0.07657637,-0.4545787,3.475909,0.08252057,0.318288,2.454472,-0.510056,-1.28127
3.864366,0.2317064,-1.454737,0.3164027,-0.7046414,0.1750776,6.392258,3.406516,0.06730133,-3.160751,1.83186,0.01387809,-1.613928,-0.3509632,3.77629,-0.06302058,1.684948,4.088756,-0.2037654,-0.5679066
3.930993,0.6838664,-0.009146824,-0.9513544,-0.4088231,0.3495148,-0.1879574,-1.081944,-0.1698503,0.3898764,0.5187761,-1.029853,0.5270036,1.496489,2.881941,-0.1733235,0.7753677,3.720779,-1.227537,0.8896254
3.99762,-2.134721,0.2307912,-0.01223848,0.9256471,-0.4506131,-0.6052185,0.0151083,-1.082923,-0.2970395,0.2530729,-0.7013565,-1.271595,-0.4392432,2.141232,-0.01382619,0.3120682,2.478362,-0.05570058,-1.121806
4.064247,-1.077316,0.7595243,-0.2767902,-0.5182849,-0.0807967,1.776709,1.010257,0.1267359,0.5814614,-0.1585322,-1.677892,-0.2757313,-0.7532434,2.767705,-0.5773111,-1.189958,2.819558,-0.9448025,0.05314174
4.130874,-1.420152,0.3329024,0.4195347,1.769818,0.03408306,0.4828369,0.394758,-1.177943,-0.04631536,0.2322017,-1.193357,0.07884347,-1.0447,2.053867,-0.08965819,1.435908,2.201743,-0.6653635,-1.274948
4.197501,0.5711167,-0.8086141,-0.8632997,1.353322,0.02095992,1.307109,-0.4072523,-0.2184774,-0.8059892,0.6468562,-0.1733471,-0.5154116,0.08233445,1.497025,0.3755322,0.5063514,4.056065,0.6042349,-1.235992
4.264128,0.8076125,2.24722,0.1595874,0.7251713,0.3743511,0.06286737,0.3500445,-0.9463828,0.4180205,-0.05629168,-1.335281,-0.9031674,0.4598419,1.46743,-0.482742,0.3954674,1.434605,-0.454999,0.2218321
4.330755,1.110486,0.0009973949,0.9921003,0.3425862,0.09189529,1.200208,-0.862972,-0.3599122,0.6146271,-0.03169812,-1.562543,-0.9836276,0.2941704,1.58898,-0.5183337,-0.6153672,0.3587716,-0.6612958,0.1026397
4.397382,0.9563668,0.4779773,0.5329708,0.3915451,0.1774123,1.051235,-0.2744654,-0.807568,-0.291931,-0.0001253998,-0.3469154,-0.1207672,-0.4834226,2.092417,0.1984552,-0.5672903,1.690814,-0.9259008,0.4566956
4.464009,-0.3482137,0.7447116,0.3466783,0.1461318,0.2157802,0.6967007,0.3173476,-0.447253,-0.236879,-0.176995,0.1564192,-0.5801018,-0.3884264,2.484187,-0.002485375,-0.4977756,-0.6237531,0.06102183,-0.2478714
4.530636,1.512111,-1.032555,1.40077,-0.5714876,0.2216951,1.574752,-0.1051899,0.0118254,0.4292834,-0.7353014,-0.9399617,-0.3176697,-0.5238268,2.762434,0.3230226,-0.7094426,0.8707598,-0.6082086,0.3925257
4.597263,-0.2082256,1.418736,0.278953,0.6952334,0.4164537,-0.1908148,0.4203639,-0.4197486,0.8026099,-0.190511,-0.6405637,-0.55759,-0.3602453,2.685059,-0.1242559,0.01950869,0.4974684,-1.323988,1.225503
4.66389,0.1958469,1.657602,0.3554183,0.7991398,0.6758384,-0.2457729,0.7634679,-0.4349228,0.3026211,-0.5080287,0.3870949,0.6064734,0.2463198,3.048784,-0.1631132,-0.4308533,0.6781987,-1.002135,0.4174377
4.730517,0.8992551,1.173653,1.19876,0.001803961,0.4061427,0.376909,-1.088058,-0.257674,-0.2609271,-0.6716484,-1.863369,0.7553424,0.8480738,2.456032,0.3602855,-0.3019368,0.9154211,-0.8308907,-0.1295248
4.797144,0.1572075,1.111136,0.3464243,-0.2511604,0.3216806,-0.7669089,-0.09699924,-0.4441439,1.849607,-1.072591,0.2071043,-1.005216,0.8462924,2.105784,-0.4397874,-0.02103003,1.168762,-0.7490673,0.1601043
4.863771,2.07587,-0.1983217,2.006131,-1.529864,-0.01733503,1.937211,-2.7378,0.05724026,1.103297,-0.7240419,-0.5071748,0.111645,-0.09255014,1.951572,0.04319498,0.07258336,0.1313861,-1.137111,-0.966027
4.930398,0.8645635,-0.3503882,0.2509609,-2.864538,-0.0699942,-1.809645,-4.969643,0.03288883,-3.326561,-0.4619936,-1.708914,-1.907248,3.951353,1.744508,-0.1250496,0.5804112,3.584346,-1.700622,-0.4079318
4.997025,1.718577,-0.6985646,1.821584,0.5019037,-0.2590584,-3.509112,-2.724493,0.2571205,1.486786,-1.094845,1.174421,0.379393,-0.6281344,2.282208,0.4771146,-0.3421932,0.2011838,-0.1557977,-1.118628
5.063652,-1.046278,1.551592,2.038214,0.002401575,-0.06732997,1.090552,0.1167592,-0.8310481,-0.2968055,-1.296629,0.9640211,0.7362721,-2.20852,1.856898,-0.2919762,0.09642883,1.91537,-0.9925201,-1.054496
5.130279,-0.08042958,1.680869,0.9571359,0.3412928,-0.4523373,2.63955,0.009133722,0.2048856,0.1371162,-0.8590704,1.547697,-0.7016996,0.7748532,1.369556,0.3798583,-0.1336852,0.3924623,1.202322,-1.703619
5.196906,0.7993839,0.1797814,-0.3587858,0.8334826,-0.01176385,1.077419,-0.3190077,0.1039633,0.7457573,0.02926736,0.3720274,-0.1738609,-1.236491,0.7329111,0.5198172,0.3256127,0.2521902,2.600253,-1.376851
5.263533,1.729531,2.58519,2.202035,0.04775989,0.06117882,5.779453,-2.864864,-0.695266,-0.6030873,-0.3514823,-1.951727,-1.162271,1.727604,0.7361782,-0.1317037,-0.5254521,-0.2637844,1.846219,-1.060444
5.33016,1.873827,0.8147361,-0.3918493,0.7703035,-0.1997344,0.7155769,0.803984,-0.5188056,0.0923717,-1.11167,0.3864933,2.438668,-1.219273,0.5110251,-0.119775,-0.1912076,0.9777404,3.685106,0.8811756
5.396787,-0.4885222,-0.4337198,0.2344008,1.50111,-0.4712165,-0.5058573,0.01567178,-0.8093138,2.410555,-0.4473354,0.6422006,0.09589004,-1.233065,-0.1608848,-0.1475521,-0.09907719,0.5859126,3.545642,-0.8330002
5.463414,-0.9983439,1.771045,3.4536,-1.327365,-0.06759414,0.5983256,-1.037207,-0.4535986,2.297826,-0.05782533,-1.897048,0.4749212,0.4840505,-0.9542577,0.03341011,-0.3115735,-0.8944916,4.467169,-0.5191808
5.530041,-0.6909111,3.062341,1.393157,-0.08617155,-0.3937241,0.6713712,-1.847316,-0.1537414,-0.09740637,-0.3332318,-1.03221,0.9040223,-0.6627188,-0.6281784,0.08246096,-0.354636,0.09285121,4.600778,-0.9746761
5.596668,1.01571,0.8995952,-0.05214078,0.5411265,0.1430665,-1.890866,0.8247609,-0.4180332,1.860316,-0.3457852,0.0987422,0.363833,-2.165106,-0.314491,0.4283678,-0.7615932,-0.5021362,4.913226,-2.314167
5.663295,-0.3611666,0.9452136,1.232282,1.689475,-0.435026,0.6217351,-1.34182,-0.5132623,-0.5713575,-0.9270096,-0.6584619,-0.3457095,0.4304306,-0.8447003,-0.0528756,0.06235973,-0.1098479,3.76348,-1.424087
5.729922,0.6327248,1.256432,2.528316,-0.1325524,0.1046774,0.7524843,-3.087939,0.03816502,1.400261,-0.5211088,-0.04229812,-0.50918,-1.272286,-0.9668392,0.08170951,-0.6374768,-1.282316,2.753213,-1.108993
5.796549,-0.5078919,0.3985326,1.46916,0.2873459,-0.03599093,-1.106511,-3.568823,-0.2213031,1.915215,-0.2732277,0.7403628,0.6001815,-0.6414931,-1.552232,-0.3815637,1.031009,-1.463155,3.342448,-1.198996
5.863176,-2.45312,1.856541,3.466124,-0.2987773,-0.1958518,3.279898,-3.037396,-0.9427493,2.154855,0.2012814,0.1798668,1.566279,-1.315864,-0.6975763,0.2141766,0.01068561,-2.637669,2.824715,-0.9217849
5.929803,-0.2539127,0.5116197,0.9432244,0.6460212,-0.3306387,0.2683177,-0.4712105,-0.1478502,1.327695,-0.5339047,-0.05940587,-0.1422667,-1.063782,-1.012685,0.01825457,0.7608021,-0.9228605,1.145004,-1.206842
5.99643,1.012675,1.314433,1.010269,0.8183501,-0.6303339,0.6600918,-0.6386194,-0.06237711,-0.4963351,0.08447881,0.5826652,0.2439126,-1.113476,-1.139254,0.08496881,-0.2990684,-0.4715807,0.7170748,-0.6384304
6.063057,0.3727093,0.1939664,0.0586309,-0.183188,0.1008299,1.022248,-3.297557,0.04194531,0.7668283,0.2009858,-0.6842234,1.858308,2.618726,-1.258599,-0.2366254,0.9787232,-1.506344,0.069568,-0.8772054
6.129684,1.574939,-0.241086,0.5620874,0.3943608,0.1320753,-0.1063799,0.02032897,-0.4081941,0.8587172,-0.008844633,0.6150971,-0.1941372,-0.9414206,-0.8489243,0.03984142,0.3174378,-0.1897367,1.88117,-1.269075
6.196311,-0.2750638,1.136881,1.615641,-0.3904136,-0.2492537,2.092635,-0.4980248,-0.1602392,1.061697,-0.4451124,-0.339103,1.639923,-2.268651,-0.8924022,0.0792709,0.3965551,-0.8313897,0.4909486,-0.616751
6.262938,0.9563434,0.2221803,0.9756219,-0.3834226,0.08509269,0.8423751,0.2887783,0.2203916,1.010113,-0.4957864,0.6797348,0.4723895,-1.320727,-1.011715,0.09416583,-0.165151,-0.785904,0.9155833,-0.5053656
6.329565,-0.5973498,0.9553711,0.9687912,0.567835,0.02241584,1.365033,-1.337711,-0.1670746,1.080738,-0.6802319,-0.4541214,0.6986684,-0.5063763,-1.083319,-0.26564,-0.8717679,-1.308688,0.5982325,-0.3193109
6.396192,-0.1182484,0.3282357,0.828245,0.5099999,0.6084822,2.437791,2.220618,0.1058734,1.10687,-1.120962,0.3282985,-0.8121231,-0.8372562,-1.393535,0.3569472,-0.5330392,0.1026555,-0.1432458,-0.1165817
6.462819,1.141274,0.9770529,2.674943,0.3111344,0.7183486,1.587552,0.04870013,-0.4500637,-0.2594087,-1.028745,0.1963318,1.318442,-0.2710223,-0.853121,-0.08426496,0.03451604,-0.230254,0.4280775,-0.9481379
6.529446,2.577468,2.502064,0.9284195,2.30143,0.4724991,-2.216866,-0.6072694,-0.5878114,0.9364274,-0.3392015,-0.1702952,0.406168,1.380509,-0.1246816,-0.02693575,0.2303129,-1.597678,-0.3863634,-1.636417
6.596073,-0.4173226,0.4336268,-0.7324712,0.2201293,1.400149,1.922273,-2.238833,-0.1899776,-1.954601,-0.4149211,-1.432904,-1.334469,2.846654,0.01139767,-0.5975413,0.1299509,-0.8705765,0.4246271,-0.5412622
6.6627,-3.624035,-0.6139094,-0.58371,-0.1864352,1.340021,-0.9019668,1.585117,-0.4377978,0.2598469,0.9116614,-0.4894617,-0.5452493,-1.417289,-0.2224349,-0.1915055,0.5601539,-0.02463674,-0.4282267,-0.943927
6.729327,1.760957,1.096467,0.6369641,0.6729898,2.157708,1.01501,-1.699021,-0.7648474,-2.602546,-0.5303347,1.567805,-0.05523464,1.451233,-0.1987739,0.0781025,-0.009804318,1.221908,-0.4132365,-2.338138
6.795954,-2.153088,0.9176811,2.439201,-1.397355,1.49637,0.5566033,-0.3603778,-0.5469053,0.3812138,-1.028924,-0.3935687,0.2258937,0.0342214,-0.5605,-0.05442799,-0.02523371,0.5265433,1.09937,-1.154563
6.862581,2.583724,0.60312,2.560151,0.7581828,1.562226,1.532524,-2.812747,-1.006265,0.2147963,-1.573742,2.267629,-0.9942867,1.112414,-0.6793457,0.1823713,-0.724394,1.583257,-0.2000422,-2.123636
6.929208,0.1122704,0.5396391,0.8114163,-0.0998828,1.515407,1.81416,1.079202,-0.1342745,1.428628,-0.3646626,0.8089224,-1.532792,-2.212645,-0.434735,0.1214641,0.7148612,1.224086,0.1187533,-0.8530991
6.995835,-0.5087511,0.289149,-0.1723477,-0.2066533,1.445944,2.43001,0.1980443,0.1418241,-0.05897108,-0.8029696,0.01579428,-0.2595905,0.271603,-0.3231122,0.173374,-1.37223,1.438846,-0.1841491,-0.7356359
7.062462,0.3714403,1.355902,-0.4612654,0.9968182,1.134071,3.742313,1.87014,0.4538674,-1.01562,-0.7910274,0.3039281,-1.115215,0.4519649,-0.4755995,-0.07032138,-0.9834926,0.2596769,-0.7199073,-1.589299
7.129089,1.767281,2.537539,-0.6927636,0.681752,1.605424,-3.72485,-2.202,0.1069461,-2.655118,0.2870149,2.091969,2.491221,-0.3041279,-0.9180719,0.2871786,-0.08752986,-0.8584511,0.6262481,-1.422125
7.195716,1.62007,2.224933,0.7562475,0.3780476,0.8902436,3.77884,-0.5535193,-0.1973841,0.8503723,-0.6278997,0.5341995,0.6471362,0.08368039,-0.9826243,0.02435949,-0.1972705,-0.1818804,0.6699108,-0.7043073
7.262343,4.086204,2.411507,1.812927,0.7973617,0.8338748,-0.4155855,-0.8423911,-0.8560934,4.318436,-0.3430997,1.870492,3.15669,-1.711397,-0.3115275,0.192,-0.3282972,0.05292533,0.4591846,-2.766242
7.32897,-0.7277398,0.1996208,0.6318411,-0.03956663,0.6021421,-4.103642,-1.064536,0.2543557,-3.264732,-1.494178,0.6880878,-0.1014856,-0.2453668,0.9779273,0.1579501,-0.01631846,-1.720392,-1.15825,-2.780694
7.395597,-0.7100342,0.04767353,0.3793361,-1.375739,0.330571,1.433634,-0.7126779,0.6941674,-0.5684574,-0.3624488,0.6044034,0.2619874,-0.9007472,1.172921,-0.1233342,-0.4275405,-0.1865707,0.4154509,0.5326018
7.462224,0.5774618,2.479629,0.9954165,-0.8529869,0.1652488,1.591711,-0.9328386,0.08733828,-0.8101492,-0.5959923,-0.4031219,-0.5702481,-0.5127845,1.486309,0.2566932,-0.4522702,-1.544856,0.3046035,-2.066419
7.528851,1.116289,-0.09343421,0.06660628,0.07341804,0.2951089,0.1596756,0.1295693,-0.3518692,-0.1626137,-0.7999575,0.8891416,-1.160695,0.3953432,1.66223,0.2274162,0.6740415,-0.5053822,0.03097151,-2.488171
