Name,Status,ColorR,ColorG,ColorB,CentroidX,CentroidY,NumComponents,Size,ActiveSegment0
C083,undecided,255,255,255,336,231,5,59.5483,1
C084,undecided,255,255,255,650,204,10,37.5766,1
C085,undecided,255,255,255,422,83,248,6.40312,1
C086,undecided,255,255,255,427,344,5,56.4624,1
C087,undecided,255,255,255,369,52,21,70,1
C088,undecided,255,255,255,676,174,9,47.4342,1
C089,undecided,255,255,255,461,526,223,16,1
C090,undecided,255,255,255,553,232,324,4.12311,1
C091,undecided,255,255,255,533,557,235,13.4164,1
C092,undecided,255,255,255,428,78,237,4.24264,1
C093,undecided,255,255,255,749,77,70,26.0768,1
C094,undecided,255,255,255,526,598,3,49.679,1
C095,undecided,255,255,255,661,676,13,52.0096,1
C096,undecided,255,255,255,797,152,19,57.2451,1
C097,undecided,255,255,255,629,23,309,6.32456,1
C098,undecided,255,255,255,354,280,296,4.47214,1
C099,undecided,255,255,255,344,265,331,5.09902,1
C100,undecided,255,255,255,574,403,351,4.24264,1
C101,undecided,255,255,255,403,332,308,5,1
C102,undecided,255,255,255,621,104,54,50.774,1
C103,undecided,255,255,255,718,105,324,6.40312,1
C104,undecided,255,255,255,690,445,114,18.2483,1
C105,undecided,255,255,255,335,478,26,50.2494,1
C106,undecided,255,255,255,511,464,22,46.5296,1
C107,undecided,255,255,255,461,387,312,5.09902,1
C108,undecided,255,255,255,654,293,260,5.38516,1
C109,undecided,255,255,255,397,490,332,5.09902,1
C110,undecided,255,255,255,573,567,35,30.4138,1
C111,undecided,255,255,255,364,376,4,57.2713,1
C112,undecided,255,255,255,701,469,274,4.47214,1
C113,undecided,255,255,255,664,17,11,37.3363,1
C114,undecided,255,255,255,725,1,223,15.1327,1
C115,undecided,255,255,255,683,203,290,5.38516,1
C116,undecided,255,255,255,607,249,24,54.7083,1
C117,undecided,255,255,255,643,229,25,50.2494,1
C118,undecided,255,255,255,517,257,23,58.4123,1
C119,undecided,255,255,255,527,54,8,38.3275,1
C120,undecided,255,255,255,393,277,26,47.634,1
C121,undecided,255,255,255,659,498,330,2.82843,1
C122,undecided,255,255,255,421,418,14,49.6488,1
C123,undecided,255,255,255,488,290,80,34.4093,1
C124,undecided,255,255,255,360,362,316,5.09902,1
C125,undecided,255,255,255,323,393,9,68.6222,1
C126,undecided,255,255,255,617,327,31,67.1863,1
C127,undecided,255,255,255,390,511,16,57.4891,1
C128,undecided,255,255,255,354,202,5,52.2015,1
C129,undecided,255,255,255,796,355,320,3.60555,1
C130,undecided,255,255,255,554,53,314,6.32456,1
C131,undecided,255,255,255,684,329,307,5.38516,1
C132,undecided,255,255,255,596,40,81,31.8277,1
C133,undecided,255,255,255,355,492,14,48.5077,1
C134,undecided,255,255,255,401,77,68,22.1359,1
C135,undecided,255,255,255,608,303,297,4.24264,1
C136,undecided,255,255,255,361,344,273,4.47214,1
C137,undecided,255,255,255,288,405,126,19.4165,1
C138,undecided,255,255,255,436,152,122,26.9258,1
C139,undecided,255,255,255,444,228,13,59.2115,1
C140,undecided,255,255,255,560,295,281,2.23607,1
C141,undecided,255,255,255,330,149,318,2.82843,1
C142,undecided,255,255,255,698,205,263,8.06226,1
C143,undecided,255,255,255,366,485,309,5.83095,1
C144,undecided,255,255,255,357,347,246,5.65685,1
C145,undecided,255,255,255,341,511,344,4.12311,1
C146,undecided,255,255,255,332,358,339,2.82843,1
C147,undecided,255,255,255,424,308,213,5.38516,1
C148,undecided,255,255,255,581,321,272,3.60555,1
C149,undecided,255,255,255,467,389,314,4,1
