Frame,C009,C013,C005,C004,C012,C032,C008,C015,C003,C023,C022,C018,C002,C014,C001,C021,C020,C041,C016,C000,C031,C027,C007,C011,C006,C026,mouse1,mouse2,contact
1.0660480000000234,0.2239145,0.9042129,-0.2047182,-0.2577859,1.966604,1.299637,-0.08635622,-1.019035,-0.8989369,-0.978433,-0.6399638,0.2501976,-0.2638976,-0.08668844,-0.1305181,-0.8902857,1.588524,-0.475923,-0.767452,-0.02881751,-1.020048,-0.233023,0.1195418,-0.03641213,-1.52036,-1.241239,,,
1.1326760000000036,0.2109295,0.6688492,-0.09974579,0.2473791,1.998409,1.452459,-0.6410776,-0.737282,-0.4075014,-0.8297567,0.450056,0.7595709,-0.5324023,-0.2427228,-0.2230817,0.2086394,2.359867,-0.3388345,-0.536314,0.006353928,-0.878421,-0.7965143,-0.1038746,-0.06384249,-1.278784,-0.7273033,,,
1.1993040000000121,-0.0636275,0.7518203,0.291411,0.08282474,2.065424,0.9538581,-0.4319503,-0.9472067,-0.7718389,-0.945246,-0.06143868,0.7467393,-0.529527,0.1152933,-0.2520892,-0.7114976,0.6525111,-0.8312953,-0.8210996,-0.08280785,-0.3434089,-0.3198447,0.2186078,-0.001487245,-1.161107,-0.5459976,,,
1.2659320000000207,-0.2206231,0.2202806,-0.06436824,-0.2376616,2.644048,1.477157,-0.4849091,-0.2004192,-0.6463813,-0.9035284,-0.1850486,0.04751978,-0.05027145,-0.3805581,-0.1775481,-0.1612334,0.7785216,-0.1651465,0.120038,-0.1778535,-0.7197216,0.04293185,0.9072981,0.1406205,-1.042694,-1.046632,,,
1.3325600000000009,-0.1258345,0.1142227,0.2244025,-0.1577308,2.688305,1.077661,0.04747941,-0.8048918,1.852402,-0.7662683,0.08828238,0.4543275,-0.1939769,-0.1883799,-0.2714385,-0.1378106,0.3486328,-0.2198452,-1.116075,-0.03824976,-0.6380873,-0.421492,0.03413401,-0.05989495,-0.7542128,-0.9253292,,,
1.3991880000000094,-0.1760508,1.349209,-0.1202941,0.07828557,2.731447,0.7959112,-0.2398189,-0.5632434,-1.077419,-0.5395641,3.630656,-0.2257617,-0.3376316,0.08287388,-0.2327277,-1.222458,0.4626451,-0.7079429,-1.01525,-0.1367751,-0.5814323,-1.071178,0.2940533,-0.270918,-0.4398498,-0.8210665,s,s,nc
1.465816000000018,0.1861382,1.323663,-0.395381,0.412891,2.660369,1.441788,-0.1204483,-0.5819981,-0.9426122,-0.2870402,3.628383,0.1595474,-1.084254,-0.09318159,-0.2710633,0.04707174,1.082923,-0.6792504,-0.7111656,-0.1941712,-0.1106877,-0.02015477,0.138377,-0.640705,-0.3795961,-0.6848991,s,s,nc
1.5324439999999981,-0.2347057,1.158763,-0.4372117,-0.6067763,2.726432,1.239478,-0.5311844,-0.5782125,-0.1465718,-0.9341569,0.3440451,0.9430043,-0.5044144,-0.3531147,-0.2231224,0.2102568,0.8312097,-0.4937551,-0.1109892,-0.2096026,-0.5223035,-0.08220352,-1.387248,0.8511941,-0.02366326,-0.5250285,s,s,nc
1.5990720000000067,0.1550464,1.349143,-0.2354363,-0.3106797,2.410218,1.176518,0.02869967,-0.8721321,-0.4231116,-0.6578211,-1.488245,0.6501384,-0.1386462,-0.1028194,-0.472588,-0.4471824,-0.4030405,-0.8130155,-0.876446,-0.08304784,-0.2082642,-0.2914254,-0.1243048,-0.2183999,-0.4741926,-0.4905866,s,s,nc
1.6657000000000153,-0.1422067,0.0275786,-0.1713282,-0.07057977,2.512725,1.401424,-0.3633659,-0.897825,-0.7501664,-1.055004,-0.4467033,0.1239613,-0.5709848,-0.2117805,-0.248425,-0.3013658,-0.08791834,-0.617682,-1.250825,-0.07092714,-0.6585441,-1.321011,-0.2613931,-0.118536,-0.5150626,-0.8976046,s,s,nc
1.7323279999999954,0.04278094,-0.3183587,-0.223137,0.6500787,2.542793,1.782143,-0.7152159,-0.690549,-0.4245085,-0.3970107,0.2499437,0.5704168,-0.05131632,-0.2320363,-0.3631176,-1.403496,-0.4036639,-0.2807699,-0.7741759,-0.1702234,-0.4527136,-0.5803055,-0.4557371,-0.2800078,0.2096787,-0.5814863,s,s,nc
1.798956000000004,-0.8056145,0.4310537,-1.226322,-0.3531199,3.091882,0.6804744,-1.237979,-1.56723,-1.92348,-0.5714204,1.008394,0.3102232,-1.399066,0.3477541,-0.2630135,1.262546,-0.02550263,-0.6283888,-0.5629897,-0.122266,0.3411483,-0.118329,-0.009874066,-1.161829,1.448824,-0.1244006,s,s,nc
1.8655840000000126,-0.5132912,0.01558649,0.2214033,0.01384912,2.155278,1.165363,-0.5560173,-0.9068351,-1.376274,0.233833,2.167399,-0.2147438,-0.7291676,-0.09724443,-0.4142585,0.2413411,0.5060315,-0.2679139,-0.9265506,-0.01749721,-0.3836345,-0.8364269,0.1428191,0.1338787,0.6613296,-0.7532218,,,
1.9322120000000211,-0.8913745,2.324682,-0.6379961,-0.05902262,2.394095,0.2150168,-0.4010766,-0.6810943,-2.150023,-0.5520083,2.221918,1.214872,-0.8969725,-0.02495234,-0.2345651,-0.1611712,0.2086018,-0.2104476,-0.3029461,-0.1578335,-0.2748408,-0.6052994,-0.7503019,0.05351458,0.7089229,-0.53691,s,a,nc
1.9988400000000013,-1.52733,-0.6390944,-0.8368556,0.1748382,1.920388,0.2406764,-0.463189,-1.188079,-0.5798864,-0.750635,2.504076,0.8136115,-1.299582,0.06834763,-0.5237629,-2.541917,-0.01330756,-0.2638941,-1.018242,0.03440692,-0.5797808,-0.3261463,-0.1443581,-1.166931,1.114721,-0.4369333,s,a,nc
2.06546800000001,-0.156626,1.433828,-0.6842317,0.06462817,1.941741,0.2109965,0.8079921,-1.335885,-1.207203,-0.7949801,1.554265,0.5211263,-0.7390651,-0.4465361,-0.474625,0.1519842,0.4373221,-0.2593712,-1.57894,-0.04701952,0.4936437,0.2278638,-1.842886,-0.7014465,1.204826,-0.4741674,s,a,nc
2.1320960000000184,-0.9444784,1.002898,0.5419567,-1.154677,2.273599,0.6527732,1.127576,-1.14473,-1.023981,-0.693145,3.178302,0.5135744,-0.07390396,-0.1742324,-0.240724,0.0474777,0.1507734,-0.5536622,-0.6861461,0.08469949,-0.6048064,-0.1853413,-0.6344706,-1.24292,0.9879603,0.2244339,s,a,nc
2.1987239999999986,-0.6947452,0.2294076,-0.1202721,0.2246297,1.791478,1.527956,1.858659,-1.858118,-0.6912624,0.1103448,3.648205,1.053949,-1.111852,0.498412,-0.2133696,-0.7565165,-0.7543667,-0.9142046,-0.4457709,0.05177084,0.01768003,0.357125,0.1403408,-1.028987,2.816472,-0.4430078,s,a,nc
2.265352000000007,-1.221562,-1.700197,-0.3731016,-0.8284671,1.573398,1.956489,1.501605,-1.146891,0.625925,0.6441656,2.318345,1.16025,0.2353775,0.2097578,-0.4091014,0.8195294,-1.051923,-0.3804879,-1.011472,0.06569374,-0.04730953,-0.08177563,-0.3458382,0.6400061,5.139364,-0.4153589,s,a,nc
2.3319800000000157,-1.004656,0.2400076,-0.6570761,-1.590688,1.775082,1.763696,1.291382,-1.27906,-1.003997,1.131335,2.429869,1.302611,-0.7027981,0.5384653,-0.1095853,0.1191952,-0.2194739,-0.7233467,-0.4485836,0.1036442,-0.268705,0.04839564,0.3667158,-1.128081,6.320643,-0.4223671,s,a,nc
2.398607999999996,-0.3183101,-0.5236009,-0.836308,-0.4612525,1.873261,1.434281,1.768557,-1.544699,-0.2555054,0.2557977,1.589465,0.243083,-0.8206787,-0.1742496,-0.214088,-0.7216486,-2.099372,-0.8702139,-0.3860748,0.06466358,0.2708262,0.2813721,-0.6019431,-0.02759563,5.482899,-0.1592055,s,a,nc
2.4652360000000044,-0.1215956,0.1026019,-0.773504,-0.7307434,1.879524,1.849637,2.116813,-0.985895,-0.6850106,0.1750823,0.0564728,0.516973,-0.5953263,0.5002466,-0.2711574,0.09877433,-0.9800081,-0.8086132,-0.4125186,-0.1577659,0.3093035,-0.5881829,-0.04587756,-0.07109179,4.682734,-0.7237138,s,a,nc
2.531864000000013,-0.51171,-0.1652838,-0.5769793,-0.3568934,2.080262,1.299982,3.871555,-0.5648277,-1.441651,0.1180068,0.7255787,0.05078948,-0.4324067,0.4054447,-0.1877253,0.02341387,-0.02582416,-0.8081683,-0.5992665,-0.06467155,0.04642822,0.2290851,0.08607318,0.3527875,3.956714,-0.7330403,s,a,nc
2.5984920000000216,-0.7206944,0.3281681,-0.7496289,-1.094585,1.783588,0.8600626,3.464965,-1.142059,-0.03571074,0.06290639,0.06018429,1.292276,-0.5692201,0.1893843,-0.05130225,-0.4572847,-0.15454,-0.9015265,0.04989607,0.1042145,0.7283018,0.2049439,-0.1610768,0.172113,3.957379,-0.01524023,s,a,nc
2.6651200000000017,-0.5286348,-1.474946,-0.5243042,-0.9796869,1.958657,1.9528,3.675217,-1.749459,-1.149619,0.8069564,-0.465394,0.4291799,-0.6113002,0.3570001,-0.2491759,0.4274307,-0.5554152,-1.036693,-0.534776,0.01094777,-0.230489,0.01814997,0.09698681,-0.1433076,4.317061,-0.4751352,s,a,nc
2.7317480000000103,0.4189522,-0.1324206,-0.7192735,-0.5264075,2.241951,1.374884,4.023193,-1.359196,-0.5246399,-0.1153954,-0.2875617,0.2396683,-1.115577,0.7789351,-0.1871491,-0.3856456,0.7062069,-0.873455,-0.09766193,-0.07960024,0.3753517,0.4710937,-0.4442146,-1.276423,4.750436,0.258909,s,a,nc
2.798376000000019,0.6853673,-1.036424,-0.7338944,-0.7002771,2.44339,1.27606,5.467287,-2.120696,-0.1780145,0.8407352,-0.5181642,0.2629734,-0.4388677,0.6179554,-0.279391,-1.024143,-1.121246,-0.8826544,-0.1839004,-0.09016729,0.0913195,-0.9023382,0.1734185,0.4394076,5.377729,0.4110576,s,a,nc
2.865003999999999,-0.2602289,-0.5269826,-0.4602474,-0.5755485,2.153022,1.687148,5.24021,-1.333421,-1.012399,0.3980627,-0.2722051,1.38248,0.1488197,0.6855641,-0.4030984,0.03657595,-0.6833816,-0.9509459,-0.001368318,-0.1067702,0.2045044,0.2065426,-0.3120851,-0.08561844,4.332531,-0.1141429,s,a,nc
2.9316320000000076,1.589844,-0.4808391,-0.4974364,-0.6906617,2.186736,1.742718,5.122181,-1.434616,-0.8880128,-0.151878,0.5751435,1.514681,-0.0217476,0.5371464,-0.4005879,-0.5573715,-0.5560616,-0.7919876,-0.04721227,0.008514345,0.4463224,-0.5379605,-0.4276329,-1.513891,4.315995,-0.1219861,s,a,nc
2.998260000000016,0.9614456,-0.6000548,0.07501925,0.1193518,2.432524,1.275781,4.387019,-1.473747,-0.7247554,0.2305629,0.09375356,1.599609,0.1173475,0.5687239,0.05425791,-0.423668,-0.788433,-0.9606712,0.01300621,0.118133,0.4106731,-0.1402611,-0.4986699,-0.248871,4.089567,0.1096931,s,s,nc
3.0648879999999963,1.295583,0.3738415,-0.7915856,-0.4777096,2.118397,0.5237847,4.30914,-1.11628,-0.7656196,0.2121766,-0.6810498,1.648628,-0.4243291,0.2588427,-0.08446892,-1.747221,-1.045353,-0.9594766,0.1235811,-0.02472732,0.2837383,0.1813022,-0.5728925,-1.114929,3.619979,0.2059886,s,s,nc
3.131516000000005,0.8184307,-1.267132,-0.5887855,0.445923,1.874361,1.406585,4.272875,-0.3899373,-0.1248475,-0.06097388,-0.4970322,1.761469,0.280297,0.3962176,0.3283456,-1.719148,-1.037132,-0.863982,-0.05694898,0.0194886,0.3921246,-0.195995,0.4297316,-2.270252,3.022797,-0.03119623,s,s,nc
3.1981440000000134,2.424242,-0.09736793,-1.22844,-0.9470828,1.848873,1.102092,4.619389,-0.430166,-0.07443717,-0.1680893,0.4015044,-1.562255,-0.4682634,1.196664,0.3154549,0.8171667,-0.8513888,-1.349531,0.1507603,0.0451161,0.8113967,-0.2305754,-0.6619918,-3.787228,1.796829,-0.2153496,s,s,nc
3.264772000000022,1.01066,0.467939,-0.973919,-0.2683912,1.702372,0.701413,4.466209,-0.4283704,-0.4075743,-0.1904267,0.625973,0.7149153,0.604551,0.3830447,-0.3003909,-0.3869274,-1.075954,-1.105875,-0.1587681,0.05953449,-0.3368827,-0.3373026,-1.020828,-0.4361951,1.783849,-0.5949093,s,s,nc
3.331400000000002,1.005284,-0.09795486,-0.138426,-0.3027203,1.314954,0.438116,3.864896,-0.1135258,-1.125813,-0.003335802,-0.4491152,0.7852787,0.1822118,-0.2937382,-0.207333,-0.6226851,-1.012314,-1.283382,-0.3190756,-0.0272848,-0.3856081,-0.5234352,0.3905203,-0.6392944,1.600829,0.2871901,s,s,nc
3.3980280000000107,0.3353483,0.05955898,0.5206112,-0.4089349,1.562807,0.8164344,2.956622,-0.1571761,-0.483504,0.311659,-0.6891878,1.137322,1.007374,0.10003,-0.09970818,-1.763103,-0.7832722,-1.278058,0.02384209,-0.2892161,-0.4284043,-0.385607,0.2823161,-0.7866335,2.09013,0.08217522,s,a,nc
3.4646560000000193,0.4867092,-0.1951757,0.1620282,-0.9720618,1.073765,0.7152724,4.359161,-1.454354,-0.7021089,-0.3447858,-0.5389419,0.3441311,-0.1610136,0.4296755,-0.005855278,-1.094077,-0.6435963,-1.616824,-0.2710093,-0.02599956,-0.1162063,-0.6851016,0.1400034,-1.168336,1.027707,0.4618873,s,a,nc
3.5312839999999994,0.4188634,1.337364,0.8658143,-1.716085,0.3560448,0.4725264,4.103088,-0.9002267,-0.199145,0.1937307,-0.7341596,2.282832,-0.09087794,-0.08420541,-0.02184962,-1.541041,0.6375682,-1.165892,-0.2284822,-0.1056513,-0.153376,0.1279323,1.000891,-0.04937165,1.741017,0.1644297,s,a,nc
3.597912000000008,-0.1058305,0.2641506,0.08302031,-0.7137309,0.7787445,1.311435,4.047421,-0.6905149,0.2981949,0.2483504,0.2163689,1.864713,0.3530311,0.2354689,0.07408202,-0.3204964,1.285062,-0.9180323,0.1184676,0.0075809,0.2876661,-0.1690004,1.387875,-1.136904,3.216332,-0.354505,s,a,nc
3.6645400000000166,0.3621027,0.697957,-0.387083,-1.034145,1.416396,1.6556,5.492305,-0.3112497,-0.8849,1.330521,-0.1100899,2.401162,0.1273122,0.6415879,0.02138513,0.05791726,1.631948,-1.287423,0.4795451,0.07813989,0.2727834,-0.2518818,-0.3741471,-0.2167461,3.859683,-0.06656128,s,a,nc
3.7311679999999967,-0.4084146,2.197866,-0.2012525,-1.184943,1.12947,2.078019,6.943052,-0.8496606,0.1947488,1.296919,0.3266257,2.706104,0.4982168,0.7506436,-0.05099575,0.2650807,1.291725,-1.090519,0.07105089,0.01949596,-0.1134843,0.4143296,0.5517948,1.042906,3.921176,-0.2939395,s,a,nc
3.7977960000000053,-0.07204876,2.401846,-0.09703692,-0.653974,1.359049,2.162198,5.464148,-1.051664,-0.3225503,0.9966573,0.80611,5.042048,0.9152858,0.8385819,0.05381205,0.1632515,0.7810602,-0.8726216,0.3566312,-0.2116418,0.2918941,-0.6988209,0.354799,-0.6247555,4.218608,-0.2028877,s,a,nc
3.864424000000014,-0.2533406,0.851539,-0.08065294,-1.125892,1.521256,1.861473,5.991136,-1.799444,-0.6129116,1.621588,-0.362993,5.95429,0.9611139,0.6183664,-0.1553439,0.2991526,0.8618783,-0.9923267,0.5492161,-0.02756031,0.5098761,0.1267175,0.4698037,-0.7879891,3.402235,0.1167382,s,a,nc
3.9310520000000224,-0.4637387,1.199831,-0.3553969,-1.072827,1.339315,1.17617,5.80921,-1.527332,0.07061337,1.030245,0.3320281,5.543578,0.4955639,0.9547997,0.09664541,-0.6340582,1.320751,-0.9962846,0.2666355,0.1335679,-0.5999893,0.4894684,0.8382418,-0.6710926,3.323956,0.3215365,s,a,nc
3.9976800000000026,-0.4834047,1.388921,0.2008427,-0.9301247,1.687855,1.346652,5.760625,-1.517641,-0.3398583,1.364596,-0.1735861,6.196336,0.6928424,0.7970586,0.2119089,0.596393,0.9358003,-1.421497,0.6402159,-0.07001237,0.2034378,0.6230386,1.033474,-0.05388013,2.951463,0.2313714,s,a,nc
4.064308000000011,-0.3389291,0.9277408,0.596468,0.08558622,1.459977,1.413861,5.377867,-0.5780615,0.61454,1.227337,-0.5100712,5.268067,0.5939889,0.5377505,0.1852898,0.1852862,0.2952423,-1.079039,0.5040141,0.1220985,0.002819934,0.2399372,0.1398325,0.2093079,2.752885,0.2982486,s,a,nc
4.13093600000002,-0.2869953,0.7424787,-0.3534066,-0.04651536,1.518653,1.245824,5.264667,-1.11448,-0.6065402,-0.104903,-0.2400181,5.439095,-0.2650254,0.7954371,0.1278327,-1.584943,0.3861547,-1.393701,0.07608385,0.2429766,-0.6025317,-0.1183991,-0.2532161,0.3842643,2.384807,-0.3307205,s,a,nc
4.197564,-0.0003073709,1.175908,0.05418123,-0.0250681,1.929464,1.171658,5.163048,-1.051847,-0.5000609,0.5028319,0.8486304,6.152122,-0.07519861,0.382505,-0.07340614,0.1124964,1.134477,-1.251704,0.1043126,0.1482747,-0.1356854,0.4487522,0.5916822,-1.012606,2.201134,-0.1409625,s,a,nc
4.264192000000008,-0.231962,-0.6266133,-0.6020442,0.3116311,2.034826,1.154007,4.559343,-0.2802132,-0.07921666,0.6607419,0.3198941,6.070297,-0.1482743,0.7162938,0.1279727,-0.3983844,0.3298855,-1.476798,-0.1138735,0.2196365,-0.2472689,-0.2614807,0.2471953,-0.04645825,1.338399,-0.124352,s,a,nc
4.330820000000017,-0.5355573,0.1207722,-0.1261641,0.5487652,1.761226,0.3743973,5.000777,0.394944,-0.2397319,0.6122986,-0.5072437,4.907437,-0.7583054,0.775908,0.09692614,-0.6793189,1.546961,-1.688477,0.3032455,0.1333801,-0.2851136,0.03409284,1.142354,-0.3565938,1.653064,0.07372735,a,a,nc
4.397447999999997,-0.5240613,0.1676777,0.3378874,-0.326751,2.184362,0.9793636,4.113379,0.2146915,-0.4230996,-0.2195368,-0.2947575,6.018333,-0.05484596,0.7501909,-0.02040938,-0.8276331,-0.7386318,-1.437785,-0.171674,0.1096427,-0.2509415,-0.3359387,0.438167,0.4320029,1.646676,0.0980585,a,a,nc
4.464076000000006,-0.2057883,0.1713782,-0.3062957,-0.5483871,1.834437,0.5713648,4.243333,0.6952015,-0.4237302,-0.006819908,0.5689865,5.930431,0.1589566,0.5947353,0.05616957,0.1328417,-0.2764102,-1.553786,0.5360922,0.06920684,-0.08267021,0.0003267253,0.5752609,0.0348153,1.722986,-0.07251072,a,a,nc
4.530704000000014,-0.8339632,-0.6442572,-0.03426534,-0.255841,1.764059,0.5519325,4.010277,1.38414,0.2427257,0.006135839,-1.265957,5.45727,-0.06094742,0.2377414,0.1731103,-0.7871407,0.4341238,-1.148596,-0.3405144,0.07603384,-0.2160161,-0.6413589,0.6434722,0.6741977,1.064433,0.9460939,a,a,nc
4.597332000000023,-0.9387718,0.5565584,0.6551256,0.1094643,1.652903,0.8071275,4.478559,2.637598,0.6177048,-0.2374171,-0.495502,6.724075,0.07783123,0.1869791,0.2328874,-0.6979374,0.9768733,-0.8237584,0.02685821,0.1628872,-0.2069829,-1.252041,0.4867927,0.7818848,0.7025767,0.343642,a,a,nc
4.663960000000003,-0.3094176,0.9051505,0.2594926,-0.4603685,1.737325,0.0309647,3.1789,2.446718,0.412634,0.04013992,0.9027113,5.045624,0.02396945,0.2511728,0.1036003,0.4660921,0.7310542,-1.043589,0.6466084,0.1293797,-0.7477114,-0.04970828,0.740356,-0.1981812,1.341261,-0.2551082,a,a,nc
4.730588000000012,-1.200225,0.3305567,-0.003523297,-0.6466076,1.540894,0.09652391,3.527964,3.590028,0.4287058,-0.1846933,-0.1175979,4.121056,0.05554279,0.5350243,-0.08689791,0.5572552,-0.03128647,-1.436449,0.6522256,0.1710574,-0.6062406,-0.4655922,0.08262284,0.3555886,0.6780361,-0.8165282,a,a,nc
4.79721600000002,-1.207132,0.3588165,-0.496238,-0.8834488,1.315901,0.2772511,3.109962,4.495537,-0.2810998,0.4708042,0.6466676,4.175,0.2342771,0.2549607,0.04222029,0.2098123,-0.05023396,-1.059573,0.1831888,0.03870931,-0.2514104,-0.3667551,0.0117459,0.06816021,0.763418,-0.8511671,a,a,nc
4.863844,-0.7231861,-0.4615785,0.08258718,-0.1115694,1.289952,-0.30646,3.19362,4.058059,0.6161371,-0.2186313,0.1108307,3.463861,-0.4160332,0.4858502,-0.01450685,-0.06723853,0.2431464,-1.009633,0.05804998,0.05006548,0.1174941,-0.2753043,0.1234399,0.1372914,0.561205,-0.4788815,,,
4.930472000000009,-0.217828,-0.2391567,-0.2209363,-0.6943488,1.417997,0.03455008,2.7357,4.299316,-0.5672266,-0.5528885,-0.4876716,3.302467,-0.7794483,0.4038896,0.04803018,0.128498,-0.61593,-1.151109,0.1045359,-0.1576258,-0.4935865,-0.1555186,-0.1767273,-0.1772599,0.7116774,-1.023445,s,s,c
4.997100000000017,-0.9182994,-0.1712167,0.05280332,-0.5684116,1.538239,-0.8649573,2.641452,4.404158,-0.353746,-0.3263986,0.1804677,3.52804,0.3311639,0.2521497,0.03706142,0.2226939,-0.2232233,-1.179168,0.4618894,-0.03136287,-0.07898707,-0.2979881,0.4310349,-0.2194892,0.8030173,-1.012634,s,s,c
5.063727999999998,-0.2733035,-0.1963254,0.02252078,-0.458604,1.329828,-0.4802906,3.025674,4.345238,-0.0985891,0.1495454,0.7229831,3.618263,0.4212121,0.05523445,-0.02359217,0.7916276,0.2516428,-1.008349,-0.2043897,0.06261888,0.1258719,-0.6334366,-1.323235,0.4734683,0.3727539,-0.4358566,s,s,c
5.130356000000006,-0.1476763,-0.4342941,-1.106538,-0.471574,1.477825,-0.4644083,3.215163,4.629893,-0.4598948,-1.113651,0.6927269,2.319633,0.3392942,0.05848575,0.09937827,0.2658967,-1.152236,-0.9925497,0.3334912,-0.2176411,-0.3660475,-0.634613,-0.6110246,-0.0130203,0.1555849,-0.4360651,s,s,c
