Frame,C009,C013,C005,C004,C012,C032,C008,C015,C003,C023,C022,C018,C002,C014,C001,C021,C020,C041,C016,C000,C031,C027,C007,C011,C006,C026
39.577032,-0.5295239,-1.17309,-0.1083437,-0.8410922,-0.04774657,-0.6753145,-0.8293752,-0.1012292,-1.497369,-0.6899534,-0.4687849,0.2432415,0.2356517,-0.8667377,-0.5530332,-0.5481077,-1.075017,-1.083104,0.8553704,-0.2033657,-0.2871027,0.2415106,-0.4147522,-0.1538517,0.6292754,-0.826397
39.64366,-0.3802317,0.2443072,-0.0728077,-1.023002,0.88592,-1.351706,-0.8878696,-0.0505224,-0.2778976,-1.027119,-0.7708288,0.2156776,-0.3704597,-0.3062398,-0.3632618,-0.172409,-1.396886,-1.53525,0.2329292,-0.5318139,-0.2003072,-0.8555174,-0.333288,-0.2503151,0.6062019,-0.985486
39.710288,-1.50149,0.6890083,0.5451553,-1.066943,2.34281,-1.102136,-0.3340513,-0.6483076,-1.951362,-0.6514634,-1.814221,0.01322879,-0.5903749,-0.5178035,-0.5589973,0.250807,-0.9521748,-1.1677,-0.1473732,-0.6277401,-0.03425341,-0.3845153,0.7151161,0.5367436,0.2145019,-0.4812551
39.776916,-0.4921925,0.1533406,-0.1862589,-0.2001854,3.314862,-1.134214,-0.08273507,0.6942155,0.1022914,-0.02883204,-0.2706332,-0.03859895,-0.4063062,-0.1524721,-0.597859,0.7614599,-1.063644,-1.578532,0.9381074,-0.2392083,-0.4369944,0.5745417,-0.8059866,0.1673475,0.3519962,-0.0976266
39.843544,-0.3836997,0.4684532,0.1501067,-1.084677,5.280545,-0.2780482,-1.251575,0.3998501,0.9450687,-0.4011,-0.8347165,0.3517992,-0.02715689,-0.6375957,-0.7032102,1.857673,-0.5757239,-1.162962,1.114843,-0.5932745,-0.3649597,-0.2998772,-0.9761491,-1.245409,-0.671376,-0.5097337
39.910172,0.575951,1.550962,-0.6192675,-1.206559,5.238563,-0.7625017,-1.109307,0.3898094,-0.6902353,-0.1390041,-1.444583,-0.7311174,-0.6915388,-0.3721121,-0.5738268,1.062669,-0.9686016,-1.48594,0.5561816,-0.3063068,0.4711711,0.1084251,-0.9546199,-0.9410886,0.1830346,0.03182891
39.9768,-0.6074265,0.1542351,0.0427843,-1.609967,5.040066,-0.9889346,-1.128649,0.9036592,-1.520743,0.8406491,-1.794049,4.477879,-0.05084303,-0.8380708,-0.5236067,0.6720472,-0.8197577,-1.219691,0.7600557,-0.2691697,-0.2368166,-0.3367684,-0.03207228,-0.3045172,0.840995,-1.051248
40.043428,-0.4464439,2.250396,-0.1586195,-0.1111737,4.311801,-0.8042185,-0.8917855,0.1383677,0.08205177,-0.4867252,-0.9909502,0.6118539,-0.4715513,-0.0907803,-0.3709252,-0.8652583,-0.4009868,-1.401715,0.2457046,-0.3012201,-1.432241,0.2914388,-1.833528,-1.738267,-0.163764,-0.4737739
40.110056,-0.186696,0.9614055,-0.5533083,-0.5510609,3.804486,-0.4429426,-0.3102577,0.546941,0.7075219,-0.6119141,-0.7652771,0.5107526,0.2966501,-0.3300799,-0.6885834,0.05789302,-0.5108882,-1.526296,0.1393917,-0.04826584,-0.4371587,0.5751505,-1.130124,0.1422582,-0.2435396,-1.639757
40.176684,-0.3626317,0.2475539,-0.7852959,-0.4347326,3.387148,-0.017168,-0.8583478,0.3907389,0.2764615,-0.34283,-1.788193,-0.1549142,-0.4926676,-0.4748941,-0.7173308,-0.2042717,-0.7184442,-1.119836,-0.4081028,-0.2891012,-0.2254737,-0.2173879,0.5907395,-0.08010449,-0.0003537425,-0.8427345
40.243312,-1.120842,-0.6769498,0.2821337,-0.6265796,3.150157,-0.1212834,-0.4204551,0.3251747,-0.164228,-0.8872879,-2.108505,0.09956411,-0.5684888,-0.7793088,-0.31865,0.06479806,-0.6338093,-1.446366,0.1652967,-0.4593172,-1.020813,-0.1805663,-0.6630987,-0.07722472,-0.4021802,-0.5644655
40.30994,-1.083943,-0.7265741,-0.183566,-0.4751099,2.376337,0.04552928,-0.3654035,-0.1024802,-0.02785399,-1.026635,-0.4703242,-0.05697052,0.489549,-0.4584877,-0.3929591,-0.4711983,-0.4859954,-1.943891,0.3985242,-0.5797718,-0.0673261,0.5146807,-0.3629097,0.2918633,-0.5383069,-0.6066297
40.376568,-0.7549629,-0.3501329,0.1614802,-0.6963938,3.303637,-0.0424987,-0.7538286,-0.2182475,0.06465256,-0.1776941,-0.8808845,0.1464165,-0.1341305,0.05367128,-0.3571964,-0.6779326,-0.6782331,-1.60698,0.297132,-0.5011236,-0.6069161,0.1018612,-0.4447388,-0.7438712,-0.6597321,0.5860426
40.443196,-0.8669764,-0.4610067,0.1917223,-0.865251,3.927261,-0.5788884,-1.058436,-0.7033447,0.1231381,-0.6218264,-0.6643256,1.177408,0.09630281,-0.2902573,-0.116729,-1.076557,-0.1321192,-1.268688,0.6963938,-0.5176655,-0.7967709,0.7758933,0.009900323,-1.079462,-0.6634505,0.7546812
40.509824,-1.050249,-0.3212611,0.2721944,-1.575724,4.651389,-0.5937754,-1.118105,-0.4006284,0.1316841,-0.8940936,-0.6404144,0.7750881,-0.234881,-0.3171044,-0.02584356,-0.1393503,-0.5640319,-1.691354,0.5997511,-0.4953822,-0.8124188,0.488271,-1.594623,0.2577212,-0.7545374,-0.2405908
40.576452,-0.5404277,0.5145448,0.2146742,-2.363886,4.947142,-0.6129084,-1.276364,0.2716729,1.124325,-1.116773,-0.09938601,0.7411866,1.184724,-0.7391354,-0.08865204,1.063653,-0.2402444,-0.820371,0.5431156,-0.6003384,0.52475,-1.202471,-0.1101425,0.2636562,-0.3740928,-0.4965768
40.64308,-1.241403,-0.729297,0.9067141,-1.423576,3.930036,-0.1810534,-0.5129867,-0.8425179,-0.1094426,-1.012962,0.3075457,1.255498,2.079408,-0.608611,0.005138265,-0.2261691,1.717952,-1.084078,0.239863,-0.3022056,0.1349415,0.200072,-0.767299,-0.475614,-0.99296,1.041553
40.709708,-0.2031887,-0.3992413,0.3822483,-1.567531,4.372874,0.470576,-1.754962,-0.09973716,-0.08289599,-1.166153,0.6144279,0.434981,4.085142,-1.37055,-0.03938871,-0.7233795,-1.242523,-0.9834585,0.7888278,-0.5110396,-0.1795344,0.1061089,0.5353514,0.2633254,-1.415515,-1.273097
40.776336,-1.007432,-0.07934107,0.09991598,-1.240578,4.379497,0.2825382,-1.096496,-0.3481627,0.1243272,-1.261949,-0.5930998,0.3921117,3.598478,-0.6418726,-0.1472673,0.2420326,-0.1073416,-1.432153,0.378997,-0.3806337,0.05218204,-0.1071214,0.245016,-0.07319765,-1.010441,-0.623915
40.842964,-0.6642075,-0.7160099,0.1517514,-1.018621,4.599774,-0.2785752,-1.298679,0.2164735,0.01405492,-1.094554,0.2921354,-0.002673276,3.92356,-0.3646419,-0.1000445,0.002741475,-0.3840513,-1.209954,0.6793177,-0.2147321,-0.653685,-0.1021433,0.05363304,-0.8119941,-1.516716,-0.7664279
40.909592,-0.371938,-0.156771,-0.5398723,-0.2324121,4.834897,-0.06277152,-0.3765953,0.6968075,-0.01687903,-0.8858148,2.447455,1.230453,4.19181,-1.174726,-0.0124422,-0.1837223,-1.503877,-1.466812,0.6682793,-0.1593945,-0.256003,-1.351797,0.3050825,0.02160994,-0.9938506,-1.893348
40.97622,0.003188412,-0.2349928,-0.1910638,-1.298779,4.775994,-0.2709019,-0.8373801,0.3524225,-0.45227,-0.8396857,-0.02131275,0.0185504,3.835436,-0.6452957,-0.03658603,0.7472904,-1.224789,-1.334945,0.1324227,-0.1078377,-0.1989103,-0.9297396,-0.5274256,0.2606355,-1.004289,-1.354303
41.042848,0.5770454,0.8960251,-0.4692067,-1.110926,4.375817,0.02872946,0.1731704,0.06985494,-0.2869814,-0.5816798,0.002847345,0.544104,3.550852,-0.5850558,-0.09676042,0.434525,-0.7093633,-1.438926,0.1003148,-0.03654991,-0.767673,-0.6794789,-0.1487837,-0.1919685,-1.704191,-1.625584
41.109476,-0.4593132,-0.3285778,-0.2013495,-1.445679,4.168344,0.384551,-0.1507846,0.2308948,-1.385208,-1.618276,0.4441664,-1.462551,1.909771,-0.8566123,-0.1137231,0.248731,0.6166973,-1.361789,-0.3698017,-0.2582946,-0.07955296,-1.61415,1.038697,-0.4106363,-1.426312,-1.274039
41.176104,0.3979348,-0.02698711,0.1402743,-1.390456,3.640669,-0.6607429,-0.04574296,-0.1481332,-1.115064,-0.3985088,1.139672,0.8321785,2.284595,-0.8003727,-0.3079072,0.5196198,1.653113,-0.9048296,-0.01608016,-0.5028883,-0.8664215,-0.877247,0.1201281,-0.4177804,-0.7160287,-1.009573
41.242732,0.09439848,-0.3907171,0.2669171,-1.357032,3.363499,-0.1411821,-0.57117,-0.2353515,-0.8220721,-0.5860631,-0.2138303,0.02082258,1.76648,-0.4868039,0.1501996,0.8916826,3.132284,-1.355024,-0.3403563,-0.07381593,-0.3860757,-1.21896,-0.02391579,-0.05126728,-1.001087,-1.129032
41.30936,-0.718618,0.4314269,0.09107594,-0.7180268,3.384792,-0.2200798,0.4231265,0.3337037,-0.8842904,-0.6688666,-0.4846227,0.1077366,1.668454,-1.099118,0.1635069,0.07927177,4.012336,-1.155403,0.08993621,0.09793987,-0.4545972,-1.270224,0.5461714,0.2190758,-1.759908,-0.9769222
41.375988,-0.2952108,-0.6934912,-0.3757739,-1.197132,2.585141,0.07324547,-0.4459384,-0.1885546,-0.288936,-0.4585726,-0.3080737,-0.4667832,0.8384866,-0.9071651,-0.001403786,0.4591216,4.488431,-1.109034,-0.376132,-0.008897246,0.05691715,-0.9485424,0.5493405,-0.2152564,-1.339051,-0.09980938
41.442616,-0.7838151,-1.561488,-0.5797997,-1.252201,2.499964,-0.4401156,-0.4445617,0.1525991,-0.4339222,-1.065848,-0.4757243,-0.5808845,1.554982,-0.3508251,0.04000578,0.3755102,4.474926,-0.7733656,-0.4070155,-0.2071816,-0.5590482,-0.4408539,0.8053905,-0.1435118,-0.9809699,-0.5727259
41.509244,-0.1960184,-0.6451857,-0.3492065,-0.2016461,2.411013,-0.688773,0.4405904,1.048792,-0.6354305,-1.083375,0.2543662,-0.5619002,1.301147,-0.3528506,0.2228463,1.510726,4.073024,-0.8691627,-0.1355774,-0.03512993,-0.2075552,-1.313544,1.032078,-0.2353119,-1.228322,-1.356138
41.575872,-0.1814218,-0.6844281,-0.3120543,-0.4404959,2.022577,0.03340573,-0.204559,0.005180548,0.5578595,-0.1940379,-0.3177707,-0.5953546,1.166892,-0.288996,-0.03792525,0.04976397,3.841564,-1.056434,-0.3089356,0.008152202,-0.6399804,-0.9733732,1.080621,0.3301676,-0.9377224,-0.8980572
41.6425,0.306237,0.9310772,-0.6444167,-1.267326,1.949315,-0.620589,-0.2003637,0.6447064,0.04741805,-0.05487696,0.2004179,-0.8189905,0.9945028,-0.6113493,0.1042009,1.293429,3.848344,-0.2983829,-0.4843391,0.2594675,-0.6979067,-0.6151523,0.4491979,-0.125426,-1.69574,-0.4052972
41.709128,-0.02380831,0.1285428,-1.044145,-0.06477299,1.289917,-1.665012,-0.1089783,0.8490575,-0.4408895,-0.816148,0.6882145,-0.7684236,1.235343,-0.5956087,0.2950715,1.41108,3.253751,-0.4186986,0.2214014,0.2538311,-0.6833396,-1.199638,0.6006573,0.1386079,-1.685834,-1.201475
41.775756,0.2164786,-1.188262,-1.242276,0.0439789,0.9884753,-0.8275586,-0.7975855,0.9745641,-0.1374322,-0.675212,-1.623612,-0.8532846,1.007377,-1.124786,0.1601262,1.492531,1.836113,-0.6319582,0.4106167,0.2954242,-0.424921,-0.2925305,1.502223,-0.9056242,-1.628042,-1.696646
41.842384,-0.6812862,0.09765191,-0.3437148,-0.02305434,1.712793,-1.240445,-0.05523858,0.4723347,1.103106,-0.07285745,0.1554871,-0.4246126,0.9703599,-0.2170872,0.2810614,0.990519,2.260811,-0.5693566,-0.2905423,0.09578405,-0.4886526,-0.9480473,1.043918,0.6831854,-1.649949,-0.1506794
41.909012,-0.09076831,-0.9653012,-0.2080334,0.51006,1.295426,-0.4529805,-0.2694226,-0.09580623,-0.005820698,0.01884459,-0.5489174,-0.3518863,0.7117739,-0.836789,0.2720753,1.027554,2.315932,-0.8848641,-0.2707825,0.05756007,-0.6224883,-0.2178387,0.6080307,0.4058194,-1.823203,-0.782145
41.97564,-0.2301807,-0.161212,-0.6192414,-0.2425335,1.535576,-1.696115,-0.3953609,0.456298,0.5377731,0.08204821,-0.3611061,-0.0009275107,1.230512,-0.1226877,0.2520305,1.501616,1.557217,-1.130579,-0.1965839,-0.05218432,-0.9643343,-0.7536285,1.110087,-0.2289088,-0.9679948,-0.1298117
42.042268,-0.177226,-0.09595735,0.2775305,0.7045202,1.434976,-0.8133577,-0.2303344,-0.1900706,1.051999,-0.6990177,-0.3183456,0.4998518,0.9366729,-0.09603012,0.08010746,0.08417316,1.429062,-0.8815939,0.005425305,-0.08970015,-1.229254,-0.5752647,0.9686761,-0.3509807,-1.406441,1.095246
42.108896,-1.570211,-0.9279191,0.3423841,-0.4037317,1.528486,-1.323768,-0.9670411,-0.2689486,0.7560126,-0.7142774,0.05876993,0.1428451,0.09101014,-0.4881472,0.2150182,0.700039,1.276677,-1.120243,-0.1337238,0.149909,-0.6712444,-1.346979,0.7175959,-0.3842481,-1.28814,2.65299
42.175524,-1.016121,-0.5342212,-0.280914,0.7905712,1.878029,-0.7232469,-0.4007544,-0.01179444,1.503845,-0.4111995,-0.3728952,0.651804,0.4060344,-0.4782161,-0.08554377,0.3477695,0.9824421,-0.9575635,-0.3561445,0.04576726,-1.515819,-0.3377163,0.2357538,-0.5574501,-1.618612,2.570351
42.242152,-0.1997028,-0.4597387,-0.3376719,0.160502,1.449592,-0.5298134,-0.8718849,-0.596557,0.5205486,-0.6041553,0.1968685,-0.1076485,0.3107823,-0.4949959,0.2329364,0.3773428,1.366771,-0.8815255,-0.244443,-0.1845071,-1.284767,-0.3639603,0.2400732,-0.2838644,-1.547524,2.378799
42.30878,-0.265159,-0.9195507,0.09003526,0.4198892,1.734399,-0.826183,-0.3025137,-0.5688431,0.9276266,-0.207638,-0.3496827,-0.2871073,0.9236054,-0.3528471,-0.04188893,0.3774578,1.009747,-1.142204,0.2943736,-0.06032893,-1.073535,-0.7556242,0.6392946,-0.1412174,-1.327948,1.520149
42.375408,0.7300588,-0.08352029,0.1552114,0.5266544,2.031912,-0.4132693,-0.6637137,0.04218985,1.116832,-0.5516018,-0.01078333,-0.5583152,0.2725169,-0.5228136,0.004097799,0.08998949,1.439104,-1.070501,0.6217965,-0.07762191,-1.027245,-0.6634744,-0.8543605,-0.7244762,-1.576089,1.664944
42.442036,-0.1467145,-0.8869109,0.2390531,0.04680109,2.670742,-0.517067,-0.4541619,-0.2781293,1.13574,-0.8465487,1.189566,-0.05125164,0.3341574,-0.6902011,0.1153706,0.4776551,1.150662,-1.140481,0.1127646,0.0195136,-1.32694,-0.106564,0.6619561,-0.2929684,-1.227059,1.31167
42.508664,0.6297424,-0.9341855,0.2004111,-0.5449431,2.714119,-0.397617,-0.1991349,-0.7657607,0.7232134,-1.720451,0.1187001,-0.9528137,0.0113365,-0.5257648,0.1363995,-0.5365607,1.196327,-1.017691,0.4210308,0.3343226,-1.542305,-0.899821,0.1085842,0.01684111,-1.983628,1.805834
42.575292,0.2403783,0.08071736,0.28276,0.4246956,3.114932,-0.73949,0.2607152,-0.4120461,0.1501805,-1.847056,-0.3339467,-0.3966576,-0.3226779,-0.3656284,0.0899833,0.6657646,1.021345,-1.129059,0.1470724,0.1568392,-1.131843,-0.7523808,0.7450746,0.3432212,-1.600293,1.115159
42.64192,0.8239926,0.2501061,-0.09607531,0.4380366,3.452683,-0.4495146,-0.5704527,-0.7323404,0.3085188,-1.348413,-0.6403227,-0.1107324,-0.3868155,-0.1834641,-0.02163141,-0.3515166,1.261108,-1.177547,0.6096664,0.07029375,-0.5509508,-0.5613809,0.4096443,0.8115733,-1.388821,1.419319
42.708548,0.252484,0.01251663,0.5115959,-0.03289391,3.835874,-0.3536507,-0.356106,0.05822947,0.1499719,-1.901847,-0.3643962,-0.9846676,-0.06225958,-0.7344734,0.09054987,-0.2490002,0.8122212,-0.5944142,0.5305801,0.07243855,-1.448036,-0.6345412,0.3116159,0.02161798,-1.600688,0.9033056
42.775176,0.3336219,-1.17269,0.5793912,0.9776646,2.915198,-0.02875986,0.4526822,-0.3347915,0.8313951,-1.517527,-0.1276667,0.0185174,-0.8348252,-0.6824131,-0.1605406,-0.4743794,0.7460054,-0.5058911,0.1991693,-0.07049774,-0.4766127,-1.119748,1.047127,-0.6768077,-1.019014,1.057368
42.841804,-0.2193432,-1.051918,0.1125445,0.2501985,2.807122,-0.7919162,1.309631,-0.5553712,1.338375,-2.004802,0.0421727,-1.112278,-0.6195403,-0.3977369,0.3346951,0.4348845,2.12309,-0.7890692,0.07314643,0.3603167,-1.447184,-0.9717822,0.7172922,0.2778962,-1.702433,1.077289
42.908432,0.7916571,-0.5788876,0.1338839,-0.6164641,2.364354,-1.061006,1.314641,-0.5687162,0.7445703,-1.478593,2.0356,-0.6833116,-0.1450656,-0.4207643,0.1458586,-0.4414137,2.169902,-0.4555674,-0.2681336,-0.04633801,-1.017039,-0.7761777,0.7800004,-0.08497938,-1.698346,0.8179377
42.97506,0.5557352,-1.268779,0.4593018,0.4571516,2.408615,-1.101908,0.3864212,-1.037498,0.4283568,-2.04643,2.066283,0.8630406,-0.4590718,-0.9436363,0.1642879,-0.4522522,4.263104,-0.8238233,-0.2313349,0.2687456,-0.7636073,-0.1254162,1.278731,0.07826567,-1.702038,0.8018002
43.041688,0.8015465,-1.716645,-0.01510437,0.4518382,2.436418,-0.5728334,-1.022457,0.3876711,1.023276,-1.469662,-3.189706,0.6728,-0.2462142,-0.537272,0.1034559,-0.2437333,3.538978,-0.4467517,0.1504816,0.1786626,-0.7205094,-0.9731404,1.425319,0.307687,-1.726502,-0.7481562
43.108316,0.6843543,-1.312691,0.2385088,-0.403494,1.712504,-0.3303188,0.04047406,-1.633901,0.145095,-1.508357,-1.141797,-0.04609235,-1.34567,-0.3060188,0.06184522,-0.3043025,3.832847,-0.5434965,-0.6589497,0.3780287,-0.7781058,-1.23459,0.5850233,-0.5917227,0.09126031,0.1195386
43.174944,0.2174372,-1.160776,0.05016125,-0.3649524,1.515788,0.4254646,-1.227726,-2.142604,1.38986,-1.215518,-0.6744218,0.1210577,-0.3643782,-0.2148272,0.3983508,-0.796353,2.712779,-0.4863741,-0.1595546,0.08439008,0.01455518,-0.9666038,0.8586806,-0.2292747,2.824199,0.02993897
43.241572,0.5707604,-0.4888122,-0.525787,-0.0679728,1.791557,0.7009138,-1.051962,-1.140731,1.025153,-1.077229,-0.1038962,-0.1713059,-0.1318917,-0.2867219,0.1045336,-0.18246,3.06652,-0.3382944,-0.07823624,0.2230912,-0.1683598,-0.2194483,1.21791,-0.1594348,2.478968,0.009973435
43.3082,-0.06909104,-1.056078,-0.4227456,-0.08830111,1.498394,0.3349462,-1.081344,-0.701213,0.3115605,-0.6870022,0.2110203,-0.2158683,-0.8405669,0.3865441,0.06056207,-0.5298119,2.859737,-0.640701,0.1063901,0.05261087,-0.5545643,-0.3058215,-0.2870485,-0.1156367,2.455584,0.2039416
43.374828,-0.3127107,0.669304,-0.286009,-0.7773095,0.7206237,-0.8745576,-0.8095073,-1.617799,1.079431,-0.9837689,1.506683,0.6318423,-0.5994704,-0.113636,-0.08417801,-0.7052118,3.122058,-0.5825383,-0.2293736,0.08340599,-0.7893699,-0.1008121,-1.729733,-1.743962,2.862829,-0.01903696
43.441456,-0.7880348,-1.286601,-0.4385445,-0.5021431,0.6933331,-0.1790964,-1.22574,-0.4390227,0.3938278,-0.5353213,0.6688648,-0.3313763,-0.1541449,-0.1853439,-0.1143357,0.3513868,2.620542,-0.5584531,0.4217068,0.1059664,-0.3508347,-1.289329,0.4138797,0.4406498,2.129863,-1.529421
43.508084,-0.8245351,-0.6771671,-0.7960166,-0.06377663,0.7040524,-0.6616756,0.003726442,-1.027271,0.6411037,-0.6031442,0.3193294,0.005537063,0.00164116,-0.009833992,-0.281633,0.3159935,1.268854,-0.7322633,-0.2829812,0.1728044,-0.7398285,-0.6692428,-0.6067216,0.8271626,2.243725,-0.9873999
43.574712,-0.2038636,-0.3742678,-0.4982591,-0.2117267,0.9626966,-0.6065865,-0.00653831,-1.003228,0.1995472,-0.1458554,-0.09259703,-0.8979838,-0.5679531,-0.4187432,-0.236349,1.160914,1.391216,-0.5461697,0.005374947,-0.02650043,-0.2487123,-1.058072,-1.124519,0.8112552,2.155049,-0.5273092
43.64134,-0.6045461,-0.5298135,-0.100202,-0.1854908,0.9686652,-0.8328828,-0.5878447,-0.8840685,0.4232924,-0.5513718,0.2050787,0.1979433,-0.5770543,0.07990898,-0.2349925,0.09377051,1.967836,-0.8386443,0.2246551,0.2302993,-1.378238,-0.4606351,-1.988721,0.03187608,1.726424,-0.267218
43.707968,-0.4930367,-0.3154631,-0.4288332,-0.03747229,0.6239842,-0.2794058,-0.2328427,-0.7478188,0.8061518,-0.5316657,-0.01923521,-0.2890658,-0.4683674,-0.01431759,-0.3633831,0.3248371,0.9541798,-0.4913514,-0.7708428,0.01690463,-0.9114967,-0.4679986,-2.378958,-0.2782392,1.449171,-0.3665452
43.774596,-1.265952,-0.3384533,0.3951343,-0.1969638,0.4855829,-0.4026636,-1.134255,-1.387906,-0.6217319,0.7971535,1.708911,0.0741524,-0.1840468,-0.3233928,-0.5602702,-1.173876,1.118863,-0.6069637,-0.02110973,-0.006118043,-0.5652861,-0.6433946,-1.761186,0.4353233,1.313591,0.6124721
43.841224,-1.091443,-0.0931087,0.08312664,-0.1445322,0.5136014,-0.2818727,-0.3151143,-0.9869778,1.326651,1.489115,0.8773851,-0.6730154,-1.293339,-0.03635016,-0.7721652,0.01240712,0.6597666,-0.6811196,-1.268849,-0.03703596,-0.7283035,0.01246025,-1.964392,1.62064,0.8076497,0.213681
43.907852,-0.114682,-1.665075,-0.4277593,0.2874756,0.2049183,-0.3893428,-0.7718147,-0.1459632,-0.9827744,1.920267,1.449425,-1.04573,-0.7809945,-0.09995651,-0.682601,-0.3652236,0.71047,-0.8397203,-0.6748233,-0.08769811,-0.5004119,0.1640832,-1.804241,1.72184,0.02654773,0.1268178
43.97448,-0.7090976,-0.8372212,-0.07126429,-0.02757825,-0.1563691,-0.5265141,-0.6373745,-0.7149168,-1.004007,2.318133,0.8997775,-0.9806843,-1.137516,0.1504695,-0.7219293,0.1332807,0.5764851,-0.9286333,-1.037682,-0.02827488,-0.59075,-0.4598534,-1.619875,0.6724175,0.4573337,0.4106859
44.041108,0.2232724,-0.5844061,-0.6404336,0.1474405,-0.2657618,-0.3706759,-0.8354834,-0.6912386,0.04652711,2.33778,-0.9312627,-1.05346,-0.7707396,0.1648343,-0.6610653,-0.7452681,-0.05262676,-1.010519,-0.6718379,-0.2555676,-0.4631692,0.08753736,-1.265453,0.8248638,0.5798065,0.6071788
44.107736,-0.2263987,-1.060991,-0.6059227,-0.2623862,-0.3195928,-0.4657653,-1.2015,-1.457174,0.9203004,1.845007,-2.01224,-0.6841845,-0.4820405,-0.2903277,-0.5532312,-0.396859,-0.1088462,-1.154599,-0.9160596,-0.04715594,-0.566537,0.1604604,-0.2032968,0.9020444,0.0001853393,-0.2704174
44.174364,-0.1067356,-0.8723992,-0.7789237,-0.03730822,-0.3707157,-0.2212978,-0.5794268,-1.197564,0.6376818,1.932936,-0.5146608,-1.013084,-0.9258083,-0.03799028,-0.3287058,-0.2936122,1.106604,-1.282291,-0.3807168,-0.2398875,-0.7899768,0.2567637,-1.091563,-0.1640319,-0.7713062,0.5009329
44.240992,0.2575311,-0.2187903,-0.4520651,-0.04026715,-0.9733927,-0.2454347,-0.7781261,-0.8314736,0.4974507,2.14968,-0.1071519,-1.092833,-0.7104047,-0.01441345,-0.4697737,-0.6160419,0.2516528,-1.180821,-0.291446,-0.1347258,-0.001221102,-0.2886517,-1.005732,0.1749279,-0.5523358,-0.08937225
44.30762,-0.5998706,-0.8554416,0.02166776,0.3120673,-0.6180744,0.0824213,-0.7715696,-0.8704837,0.7551108,2.501328,0.2672358,-1.084276,-0.6711689,-0.05669287,-0.5305246,-0.7478116,-0.1442084,-1.108518,-0.5011027,-0.1066133,-1.224796,0.884759,-0.2198134,0.4563347,-0.4463163,0.4718989
44.374248,0.2187673,-0.6000125,0.08400975,-0.04042242,-0.7046322,-0.2826065,-0.8227179,-1.883155,1.755801,2.115186,-0.06155148,-1.033317,-1.303556,0.1369734,-0.7238876,-1.182105,0.2242248,-1.433253,-0.3338177,-0.1734321,-1.100104,1.644718,-0.5715671,0.2080885,0.1541669,-0.1822196
44.440876,0.164009,-0.5749403,-0.3091385,-0.2351959,-0.8888465,0.0005655552,-1.077764,-1.105923,0.2024062,2.118248,-1.29308,-1.511111,-1.241314,-0.03523893,-0.513153,-0.58465,-0.04818223,-1.406295,-0.3649932,-0.1584648,-0.947937,1.703596,-1.148354,0.1507476,-0.05854696,0.8428306
44.507504,-0.3752032,-0.1711655,-0.1772128,0.7717778,-0.7095995,0.09722456,-0.4778282,-1.248128,1.231169,1.225404,-0.5269946,-1.293112,-0.6152623,0.6990135,-0.5234783,-0.05500832,-0.5036203,-1.398948,-0.3825978,-0.1734582,-1.061305,2.421922,-0.8660753,0.3879958,-0.07018261,0.9289244
44.574132,-0.2665093,-0.2000676,0.6552446,-0.3706379,-0.3673874,0.5323448,-1.337881,-1.142625,0.4507273,1.750722,-0.09659342,-0.270297,-0.4760353,-0.2636347,-0.2496136,0.6943713,-0.8014242,-0.1254397,0.06569871,0.03213879,-0.9871081,2.350951,-0.4677959,-0.3641999,-0.2366217,2.060071
44.64076,-0.0327214,-0.8239034,0.414685,0.1403806,-0.6001952,0.4463331,-0.3304126,-1.380051,0.7628486,1.043389,-0.9877564,-0.5190063,-1.416349,-0.1939152,-0.2712105,-0.5630651,-0.3382332,0.8022331,-0.6141105,-0.07080152,-0.8620865,1.603426,0.7710648,-0.3897873,-0.8040782,1.783257
44.707388,-0.3660549,-0.2089998,0.9688138,-0.2546476,-0.335371,0.5658992,-0.9184811,-0.4640255,0.6203287,0.4177409,-0.6886579,-1.406495,-0.9562975,-1.01948,-0.2449264,0.7404348,-0.1180163,1.995644,-1.08216,-0.3223176,-0.9789209,1.56404,-0.4793564,-0.1055655,-0.9625711,1.38518
44.774016,-0.3100597,-0.7500432,0.1521832,-0.693626,0.6317698,0.7398235,-1.37639,-0.5170586,-0.5834929,0.01796067,-0.005271757,-1.805765,-0.5234969,-0.9670492,-0.006384688,0.4138472,-0.353773,2.475857,-0.3954081,-0.1592309,-0.8789626,1.951143,0.1873522,-1.097688,-0.9783692,1.612984
44.840644,-0.1961411,0.4425994,0.725134,0.1021133,1.689029,0.6194966,-1.386466,-0.4222712,-0.04638427,-0.8571891,-0.5953125,-1.712885,-0.8607314,-0.8073719,-0.03245553,1.729061,-1.132258,2.687005,-0.4887733,-0.1654299,-0.6705467,1.792719,0.2626379,-0.6162362,-1.120391,2.06434
44.907272,0.8220562,-1.122147,-0.1313426,-0.2089936,2.028004,0.6610719,-1.094929,0.6467534,0.7682021,-0.1494762,-1.05996,-1.625988,-0.5311176,-1.229747,0.08667248,0.7114391,-0.09208594,2.925669,-0.9150897,-0.4310009,-1.318219,1.624016,-1.817986,-1.08347,-1.260687,1.586871
44.9739,0.5168135,-0.2970375,0.05832554,-0.5474079,2.124173,1.185447,-1.336664,-0.1294709,-0.7172101,-0.08656859,-0.1266389,-1.07641,-0.6696856,-1.024458,0.01133086,1.053143,0.211038,2.438624,-0.7398388,-0.119141,-1.094227,1.709813,0.1866831,-0.4522541,-1.185482,1.072109
