Name,Status,ColorR,ColorG,ColorB,CentroidX,CentroidY,NumComponents,Size,ActiveSegment0
C084,undecided,255,255,255,514,341,7,48.1041,1
C085,undecided,255,255,255,333,363,5,47.0106,1
C086,undecided,255,255,255,450,410,5,31.3847,1
C087,undecided,255,255,255,323,390,1,61.4003,1
C088,undecided,255,255,255,405,306,19,41.6173,1
C089,undecided,255,255,255,630,222,5,43.4166,1
C090,undecided,255,255,255,377,279,1,48.8774,1
C091,undecided,255,255,255,751,396,2,33.8378,1
C092,undecided,255,255,255,665,667,23,37.2156,1
C093,undecided,255,255,255,335,497,1,45.2769,1
C094,undecided,255,255,255,690,363,4,44.6542,1
C095,undecided,255,255,255,220,321,15,68.2495,1
C096,undecided,255,255,255,290,404,1,63.6003,1
C097,undecided,255,255,255,272,475,4,63.5689,1
C098,undecided,255,255,255,293,350,13,40.7185,1
C099,undecided,255,255,255,383,195,9,43.0813,1
C100,undecided,255,255,255,374,348,94,23.7065,1
C101,undecided,255,255,255,626,302,26,50,1
C102,undecided,255,255,255,692,112,227,20.2485,1
C103,undecided,255,255,255,882,63,15,59.4643,1
C104,undecided,255,255,255,495,490,25,31.9531,1
C105,undecided,255,255,255,329,515,3,51.3128,1
C106,undecided,255,255,255,492,465,9,45.6946,1
C107,undecided,255,255,255,498,260,2,70.2922,1
C108,undecided,255,255,255,473,110,42,60.8276,1
C109,undecided,255,255,255,289,266,11,62.0081,1
C110,undecided,255,255,255,772,202,17,78.7718,1
C111,undecided,255,255,255,318,234,6,69.814,1
C112,undecided,255,255,255,505,64,16,35.5106,1
C113,undecided,255,255,255,593,732,102,22.3607,1
C114,undecided,255,255,255,433,232,1,48.0104,1
C115,undecided,255,255,255,399,34,9,41.6773,1
C116,undecided,255,255,255,380,693,38,39.4588,1
C117,undecided,255,255,255,678,642,92,25.807,1
C118,undecided,255,255,255,566,305,40,49.93,1
C119,undecided,255,255,255,397,140,13,42.8019,1
C120,undecided,255,255,255,473,294,32,36.2353,1
C121,undecided,255,255,255,839,300,38,28.3196,1
C122,undecided,255,255,255,632,381,223,15.5242,1
C123,undecided,255,255,255,447,199,13,42.72,1
C124,undecided,255,255,255,738,40,25,59.0339,1
C125,undecided,255,255,255,631,19,26,46.3897,1
C126,undecided,255,255,255,545,469,85,34.7131,1
C127,undecided,255,255,255,375,243,12,46.2709,1
C128,undecided,255,255,255,561,381,50,41.0366,1
C129,undecided,255,255,255,306,157,18,55.0091,1
C130,undecided,255,255,255,408,420,14,50.3289,1
C131,undecided,255,255,255,491,56,41,70.214,1
C132,undecided,255,255,255,260,417,63,47.1699,1
C133,undecided,255,255,255,309,212,7,63.9062,1
C134,undecided,255,255,255,218,258,133,14.4222,1
C135,undecided,255,255,255,640,274,48,20.2485,1
C136,undecided,255,255,255,338,206,3,48.0833,1
C137,undecided,255,255,255,458,631,28,76.0263,1
C138,undecided,255,255,255,375,514,9,54.1479,1
C139,undecided,255,255,255,406,238,3,53.2353,1
C140,undecided,255,255,255,386,310,21,58.258,1
C141,undecided,255,255,255,570,333,196,7.28011,1
C142,undecided,255,255,255,924,223,111,34.2053,1
C143,undecided,255,255,255,989,454,198,25.6125,1
C144,undecided,255,255,255,731,249,260,7.61577,1
C145,undecided,255,255,255,221,606,9,83.4506,1
C146,undecided,255,255,255,478,377,117,24.4131,1
C147,undecided,255,255,255,845,20,8,58.5235,1
C148,undecided,255,255,255,578,243,305,5.83095,1
C149,undecided,255,255,255,400,90,272,4.12311,1
