Frame,C009,C025,C013,C005,C004,C012,C024,C008,C015,C003,C019,C023,C035,C022,C018,C002,C014,C001,C017,C036,C041,C016,C000,C031,C027,C007,C011,C046,C010,C006,C026,C030
0.66628,-0.2965869,-0.7349986,1.128386,-0.542875,0.2194832,3.612201,0.3187082,-1.327396,-0.01198073,-0.2039887,-0.3732251,-0.5426996,1.174771,-0.2669201,0.5646266,-0.5218964,-0.643497,0.7157919,-0.4548998,-0.6952144,3.627351,-0.3081523,-1.138936,3.103853,-1.672244,-0.7239088,0.2588382,0.4105456,0.6947754,0.9160691,-0.9235564,0.5813347
0.732908,0.1356034,-1.071232,0.9542638,0.3035181,-0.1745477,3.344331,0.1845862,-1.214634,1.265217,-0.05656387,-0.4636293,-1.284008,-0.2967583,-0.7978786,0.138583,0.03833102,-0.8807842,-0.2439359,-0.2927023,-0.09875585,3.42441,-0.6770514,-0.9865863,3.692232,-1.547423,-0.711179,0.1856213,0.1718004,0.7843027,1.689304,-0.2407574,1.768313
0.799536,0.2150055,-0.6727793,0.5134946,0.4047512,0.09058746,2.297304,-0.6063212,-1.096841,0.7477224,-0.4268834,-0.4605013,-0.7875269,1.047115,-0.3585939,-0.1061052,-0.7013097,0.140638,-0.250586,-0.543637,-0.3493567,2.449357,-0.3994788,-1.179315,3.177516,-0.5139052,-1.028345,0.5083581,0.8275742,-0.1306971,2.488751,-0.4392419,-0.8127879
0.866164,0.3440111,0.6040936,0.333173,-0.1985886,0.1029441,2.610788,-0.704218,-0.08239947,1.02333,-0.02752205,-0.6319314,-1.011871,1.258987,0.1329806,-0.3960569,-0.8113252,0.5492468,-0.2330577,-0.4584236,-0.5967803,1.570714,-1.629443,-1.090477,1.876382,-0.4705718,-0.5521718,-0.6490407,1.581452,0.9229375,3.685684,-0.06556842,-1.190496
0.932792,1.331919,2.097521,0.6654783,-0.1448196,0.03277222,2.560487,0.5522805,-1.18734,1.192671,-0.3856316,-1.745306,0.176997,-0.3023094,-1.046668,-0.6218127,-1.55283,-0.4437886,-0.6320078,0.4298009,0.6118816,1.680779,-1.041143,-0.8383047,3.878211,-1.174592,-0.3942257,-0.506171,2.155122,0.1230244,3.539284,0.6631211,-0.883206
0.99942,1.029421,1.890167,0.4678638,0.4761486,-0.09914692,1.247256,-0.5146099,-1.358758,0.7321342,-0.2011978,-1.357714,-0.6405187,0.306234,-0.285183,-0.3568691,-0.537456,-0.4704388,0.1703672,-0.4865929,-0.3157196,0.9580094,-0.02707177,-0.9671566,2.860529,-0.9497754,-0.6593701,-1.190704,2.194285,0.3137985,3.629913,0.6607311,-1.139247
1.066048,0.6603481,2.026523,0.06460819,0.5695624,-0.08807153,1.44238,-0.6026536,-1.351955,0.4554303,-0.3373574,-1.078002,-1.431823,0.7226341,-0.8615308,-0.5506716,-0.2192354,-0.9908646,-0.4753918,-1.039977,0.08506498,0.9519708,-1.016281,-0.4262989,2.686663,-1.060668,-1.198664,-2.087847,2.023725,0.008890931,3.340844,1.343805,-2.186832
1.132676,1.274667,1.662622,-0.6093702,-0.2866926,0.04539217,0.1149646,-0.6293283,-0.8714597,0.6954888,-0.6625902,-0.5825015,-1.986729,0.7909002,-0.7890686,-0.7055523,0.05552026,0.1034705,-0.6105525,-0.3495665,0.3134659,0.7085286,-1.041234,-0.5631713,1.753693,-1.053321,-0.8652629,-0.9175002,2.227165,-0.1788577,4.595081,0.7159182,-0.2574569
1.199304,0.8342696,1.770204,-0.1062725,0.3338284,-0.1493121,0.4868229,-0.8971466,-0.6848971,0.2896982,-0.4110782,-0.1365896,-1.274286,0.5806439,0.2489234,-0.8081447,0.1492579,-0.6328964,-0.004908838,-0.3347661,0.2380006,1.087904,0.04252134,-0.5351602,2.346406,-0.5443197,-0.6928737,-1.190602,1.622575,0.466508,4.596337,0.6086311,-0.2043581
1.265932,0.9038236,1.269626,0.409417,0.122772,0.234003,0.6550568,-0.4378834,-0.8413857,-0.5777544,-0.5693,-0.0396095,-1.16778,1.260158,0.8717399,-0.5559253,0.1829601,0.4818088,0.2434219,-0.09698376,0.4857729,1.426242,-0.6609183,-0.4873706,1.858738,-0.2349122,-0.8624259,-0.5376772,2.071618,0.02850508,3.488231,0.4078745,-0.5427042
1.33256,1.452839,1.169425,-0.4623191,0.3212926,-0.09605806,0.6986517,-0.9067882,-0.8342541,0.9498575,-0.4636196,-0.3039171,-1.766752,0.6216712,0.2226436,-0.5092178,-0.4149967,-0.2562552,-0.6188884,-0.3071057,-0.2211453,1.264006,-0.8520067,-0.3086538,2.113338,-0.2565937,-0.7987415,-0.9117315,1.722141,0.038241,3.165744,0.3698715,-0.09300158
1.399188,1.314877,0.9097171,0.01110607,0.1925782,-0.3187481,0.8693751,-0.5044634,-1.052377,0.1719799,-0.3887972,-0.7330607,-1.754163,0.5123901,-0.1810692,-0.9157524,-0.1861767,-0.08973503,-0.03269423,-0.8051057,0.5358317,1.484087,-0.8321725,-0.6463007,2.123054,-0.3714142,-0.560502,-1.156623,1.483772,0.02518718,2.765681,0.1285836,-0.1611552
1.465816,0.9968117,0.9511474,-0.01975968,-0.002572267,-0.3199169,1.154406,-0.4172403,0.01991691,0.1700665,-0.3502069,-0.5954715,-1.470373,-0.2261818,0.1928923,-0.8255138,-0.1104481,0.0675761,-0.09310314,-1.053971,0.2201548,1.343325,-1.271484,-0.7452406,1.12646,0.08478596,-0.3192311,-0.8785163,0.9016523,0.4742692,2.948751,0.1557141,-0.08573724
1.532444,0.8279737,1.06756,-0.09729914,0.4561367,0.1211216,0.3766059,-0.1917737,-0.4472859,-0.1481092,-0.7380031,-0.613597,-1.218011,0.4115588,0.04209841,-1.281058,0.2082274,-0.306394,0.3864511,-0.3951927,0.4597919,1.153756,-0.8762257,-0.7246198,1.507974,0.731238,-0.8465804,-1.055616,1.036386,0.5215414,2.251477,0.4683898,0.2188376
1.599072,0.2190472,0.7064655,-0.3439858,0.4377111,-0.7886187,0.4876888,-0.2440392,-1.390603,1.188472,-0.4445557,-0.4729702,-1.233999,0.2046259,0.1374943,-0.7569637,0.2977731,-0.3688722,-0.7429453,-1.125427,-0.16277,1.100314,-1.703604,-0.5359609,1.583245,2.356869,-1.130641,-0.790837,0.7825888,0.106007,1.947438,-0.07439373,-0.4768699
1.6657,1.064775,0.836739,0.0928311,-0.02420513,-0.3140407,-0.5939431,-0.2999691,-1.507168,-0.02757115,-0.5803339,-0.767996,-1.60155,0.9918675,0.4458059,-0.5408574,-0.6469419,-0.06902509,-0.4516499,-1.027516,-0.1086416,1.141147,-1.677608,-0.4611817,2.107613,4.109255,-0.694032,-1.00749,1.317267,0.2428457,2.321836,0.02781502,-0.9685383
1.732328,0.6625881,0.3935222,-0.9446449,-0.0346846,-0.3948901,-0.2433053,-0.1140312,-0.8178928,0.7268254,-0.3368149,-0.3433638,-1.091877,0.8924435,0.08288397,-1.537479,0.09086727,-0.7762672,0.08875713,-0.8113595,-0.3275223,1.037815,-0.3197337,-0.5690369,1.332769,3.757469,-1.030997,-0.8798299,0.6143177,0.1647274,1.749864,0.7140261,0.1964161
1.798956,0.4161184,0.3879229,0.07382315,0.8415443,-0.06390903,-0.732829,-0.1706332,-0.4268676,0.08973749,-0.8534392,-0.307266,-1.713384,1.203024,0.1292269,-0.7178389,0.437345,-0.3905303,0.1389843,-0.8446854,-0.200995,0.5390833,0.4585897,-0.448714,0.8575121,4.223822,-1.290503,-1.37645,0.8483222,0.3458788,1.712701,1.115032,-0.3262704
1.865584,0.1599787,0.5325131,-0.5884603,0.3099812,-0.2503849,-1.154636,-0.3422505,-0.6086355,0.3638862,-0.5591139,-0.631447,-1.269064,0.7933257,-0.4067601,-1.299936,-0.01446523,-0.1029183,0.08717632,-0.6344529,0.2651983,0.5870299,-0.2342511,-0.5466473,0.8966885,3.297433,-0.9936107,-0.6105731,0.8527489,0.8646312,1.6713,1.196708,-0.1494812
1.932212,-0.1346813,0.2697437,-0.1322549,0.5901939,-0.5803425,-0.4182281,-0.6384886,-0.6197503,0.3184703,-0.6322148,-0.05146988,-1.19494,1.247823,-0.1299648,-1.180415,0.7357942,0.6060876,0.4743278,-0.4219757,-0.05202465,0.6204996,0.01322721,-0.5665204,-0.06008434,4.622319,-0.7944551,-0.8657587,0.4822987,0.1559505,0.8331513,1.229528,0.2805503
1.99884,1.301671,-0.0930206,0.3233384,-1.265657,-0.1335174,-1.668372,-1.470211,-0.2592513,0.5716953,-0.5449948,-0.4593796,-0.9220248,0.6413253,-0.5047466,-0.6003618,0.2639328,0.02622656,0.2851556,-0.4794445,0.08057493,2.833786,-0.6838429,-0.5877153,1.039776,4.154452,-1.027927,-0.3909487,1.218497,0.5246609,0.9679734,1.536436,0.7891561
2.065468,-0.1425707,0.3140648,0.0719135,0.3428088,-0.3156805,-2.624284,-0.07498433,0.5937519,0.04688727,-0.7185463,-0.04946246,-1.078415,0.569779,0.355256,-0.9119868,-0.725097,0.1296954,1.109775,-1.077362,-0.2820924,2.355334,-0.2394589,-0.7404156,0.4221431,5.276716,-0.3881707,-0.5280394,1.304314,-0.06675965,1.363255,0.7515345,0.4094675
2.132096,-0.0822303,0.3821155,-0.6101837,0.7003798,-0.5367462,-2.516122,-0.3617614,0.2044899,-0.1001837,-0.8042313,-0.7216336,-0.7682239,0.1581883,-0.4014256,-1.460178,0.4919119,-0.3934765,0.5148206,-0.1343561,-0.02963536,2.848969,-1.952295,-0.7160076,0.6180618,4.505682,-1.274786,-0.8287632,2.066413,-0.2373107,1.122532,0.6849188,0.4191067
2.198724,0.02397851,0.2988069,0.4177147,0.3385819,-0.8034588,-2.820858,-0.412039,0.2579063,-0.6284827,-0.9387583,-0.4891437,-0.902234,-0.07164448,-0.8286232,-1.467291,0.4199554,-0.03622517,-0.06175445,-0.5969693,-0.1331509,2.407758,-1.120822,-0.9175009,0.923877,5.821299,-0.6625922,-1.019875,1.767217,-0.2221394,0.8737111,0.6111375,0.08380123
2.265352,-0.5285761,0.4275477,0.6122323,-0.6787766,-0.5678173,-2.728455,-0.4904193,0.2289201,0.7046422,-0.8610114,-0.08976313,-0.7234203,0.01188932,-0.4484835,-1.019832,0.2217917,0.2174723,0.005141419,-0.801838,-0.2996487,2.039978,-1.284838,-0.8088691,0.9517258,6.537406,-0.8880019,-1.306699,1.776073,-0.5099187,0.6215193,0.6028699,0.71022
2.33198,0.001944052,0.1353922,-0.6953908,-0.1437905,-0.01518725,-3.091276,-0.4465451,0.9789221,0.5567232,-1.021322,-0.1413924,-1.25395,0.8044678,-0.1230092,-1.092978,0.3110707,0.6094284,-0.5780985,-0.3955001,-0.08256418,1.510547,-2.237611,-0.6594005,0.692407,7.544302,-0.7847897,-0.921219,1.695423,-0.004847558,0.291586,0.5965146,0.1429993
2.398608,0.6789893,0.1196507,-0.7262966,-0.2595713,-0.1419927,-3.958506,0.8669479,0.7967247,-0.2060283,-1.091887,-0.3733824,-0.6833021,-1.080284,0.2616877,-1.222227,0.2381686,-0.2252624,1.029672,-0.2019663,-0.3795841,1.924153,-1.367493,-0.929774,-0.5014163,6.253684,-1.407835,-0.5632748,1.286284,0.3224857,0.7140898,0.864072,-0.3242017
2.465236,1.600689,-0.04436288,-0.03867148,-0.5867981,0.03441013,-3.056666,-0.07324609,0.1203341,0.3057619,-0.6915843,-0.3090062,-0.1619966,1.033396,-0.8305525,-1.114656,1.002031,0.1777274,0.9380059,0.2313579,-0.05441259,1.241679,-1.860396,-0.9424042,0.2485834,6.130125,-0.4253676,-0.7545727,1.372563,-0.4854869,0.1654967,0.2658857,1.124287
2.531864,0.4280099,0.03673397,-0.6351511,-0.2305877,-0.1373112,-2.823521,-1.273221,0.3807755,0.6855488,-0.5930409,-0.07403392,-1.201512,0.7324346,0.1609711,-0.9311491,0.5257273,0.998701,0.08273132,-0.2038689,0.606928,1.63455,-1.916769,-0.8729224,0.9885889,6.308611,-0.1509059,-0.3971813,1.213358,0.5806197,0.8889836,0.1056132,0.01517869
2.598492,0.8849195,-0.1988059,-0.6608394,-0.7522799,-0.08748552,-3.736418,-1.107523,0.7855892,-0.8647058,-0.7206647,-0.6746466,-0.3826725,0.776642,-0.4345215,-0.8374147,0.90552,0.9125456,-0.03996825,-0.2841229,0.7331253,0.8735941,-0.5977333,-0.7767489,0.914332,6.743472,-1.310951,-0.3211769,0.98827,0.4122061,0.9023587,2.361183,-0.3620833
2.66512,0.2337098,0.1101526,-0.1889243,-0.7281628,-0.3844005,-3.984546,-0.5520598,1.120093,-0.6533947,-1.205981,-0.3441111,-0.3350316,0.2046409,-0.9538875,-0.6728809,-0.3028889,0.7154301,0.4971434,-1.502644,-0.7161357,0.7531469,-0.205974,-1.051965,1.360628,5.591483,-0.8581792,-0.108974,0.6584163,-0.3978363,0.3793953,1.181319,0.8400707
2.731748,0.7904536,0.1721691,-0.2554798,0.2872085,-0.5931083,-3.782286,-0.7239828,0.315567,0.5522752,-1.037897,-0.3340476,-1.090613,0.4495806,-0.7809591,-0.83489,0.201994,0.3461785,-0.7486575,-1.407904,0.2645341,0.7950296,-1.066001,-0.7322976,0.5819738,6.19756,-0.7010273,-0.369542,0.614409,0.6979053,0.8405417,1.901569,1.232101
2.798376,0.5033272,-0.2103958,-0.319667,-0.3132297,0.1740818,-2.330194,-0.1882676,0.69041,-0.4949253,-0.7561127,-0.4430443,-0.432367,0.7406262,-0.2902785,-1.200587,0.4504561,0.0529223,-0.0142118,-0.03856087,0.6480106,1.76335,-1.113559,-0.8718348,0.4954664,6.594122,-1.057496,-0.5426286,0.7159472,0.319273,0.7092311,1.464285,0.6112297
2.865004,0.6937515,-0.1061618,0.3551006,-0.6863459,-0.2419462,-2.576771,-0.1131236,0.4219911,-0.06074219,-0.7818158,-0.488433,-0.3431724,0.06950755,-0.5313314,-0.5303019,0.7174417,-0.4313253,-0.05719767,-0.8521683,-0.1066938,1.161693,-1.549946,-0.9546762,0.9602892,5.091188,-1.047411,-0.1336275,0.8145217,0.3112622,-0.3334709,1.788904,-0.6355298
2.931632,0.04744462,-0.3644848,0.2388702,0.002225706,-0.4567218,-3.017479,-1.342161,0.4687717,-0.2555802,-0.7094182,0.04860346,-1.075442,0.3857814,0.4186479,-0.7689106,0.4023949,0.7811241,-0.1534546,-0.4236635,0.043267,1.473595,-1.434158,-0.7720065,0.8856491,4.914409,-0.561965,0.4727496,0.5521637,-0.03513199,0.1420894,1.384821,-0.1220031
2.99826,-0.8204587,-0.2690604,-0.6857768,0.289248,-0.575729,-3.290428,0.2544197,0.4360557,-0.5479118,-0.9564656,-0.7026398,-0.0117668,-0.06189017,0.3176812,-0.8751571,0.8405032,0.1573908,0.3017494,-0.2900758,0.06963546,1.879722,-0.29472,-0.8835024,0.2339046,3.718216,-0.6213613,-0.2912457,0.3064783,0.5095164,-0.003234725,1.513056,-0.3047771
3.064888,-0.243779,-0.3582053,-0.2237141,0.9246134,-0.382728,-3.560572,-0.7313005,0.166382,-0.8065453,-0.7677137,-0.4972836,-1.29312,0.5336699,0.7524868,-1.155046,0.3611171,0.1567203,-0.3020771,-0.2800853,0.3763985,1.91477,-1.772875,-0.7412006,0.5536448,4.265069,-0.6194603,0.1524552,0.5411379,-0.05954089,-0.5434346,1.069273,-0.2382846
3.131516,0.508285,-0.1484389,-0.3252575,-0.06404352,0.02271307,-3.219976,-0.6970406,0.2343972,-0.6515939,-0.6013113,-0.4437071,0.2963294,0.8894915,-0.1590969,-0.9759704,0.06615655,0.05729468,0.4904003,-0.9800119,0.2678739,1.200818,-0.3299384,-0.6057359,0.3842029,4.32705,-1.051368,-0.1564837,0.5040831,-1.596815,-0.8500123,1.120684,-0.3173124
3.198144,0.5271565,-0.3341158,-0.3622631,-1.277759,0.2889666,-3.762774,-0.3194612,0.6051635,-0.79289,-0.982751,-0.3622279,-1.083177,0.201114,-0.2365797,-0.9546497,-0.2353721,0.1875864,-0.7648997,-0.4535953,0.3666938,1.524678,-1.626781,-0.5968391,0.7289829,3.417296,-1.037388,0.5746606,0.09777363,0.3029911,-1.023453,1.047689,-0.3652019
3.264772,0.2912204,-0.2808905,-0.09315915,0.2283142,-0.1699653,-2.359225,-1.244678,0.3770638,0.5699518,-0.9270495,-0.1008594,-0.3401199,0.5673302,-0.3830919,-0.9400839,0.9016126,0.6466276,0.2073589,-0.702082,0.1944763,1.275836,-1.438409,-0.7829195,-0.2337588,3.32218,-0.8374033,-0.186095,0.1424859,-0.3109713,-0.5865694,0.8459471,-0.3581104
3.3314,0.6086854,-0.01639329,-0.9546402,-0.1217207,-0.0517264,-2.332374,-0.4869767,0.7180536,-0.1991061,-0.7737437,-0.528495,-0.1423627,-0.9893953,-0.5030195,-1.292235,0.5214822,0.7331379,0.1924778,-0.02210542,-0.1102717,0.6962034,-1.092725,-0.8139492,1.884624,4.34943,-0.7283359,0.3326526,0.1271384,-0.6820486,-0.2814305,0.7927999,-0.4662589
3.398028,-0.5546448,-0.07401963,-0.5025315,-0.06385075,0.6096788,-3.929275,-1.009748,1.075528,0.2238698,-0.9977568,-0.01762431,-0.8235177,0.997922,1.237858,-1.717444,-0.06040328,0.8767472,0.7405712,-0.07214625,0.3086146,0.4089957,-1.079479,-0.4209276,2.115605,4.12752,-0.7294139,0.09048732,0.2207741,0.3924785,-1.063955,1.610949,-1.103319
3.464656,0.2409288,-0.4486361,-0.1187588,0.4217367,-0.1994053,-2.587525,-0.3686725,0.2043222,-0.1383144,-0.9206215,-0.7048825,-0.1390992,0.8786172,-0.3501281,-1.121136,0.1929598,0.2902695,-0.2334691,-0.8326269,-0.296449,0.9486377,-0.234346,-0.6715753,0.1704717,3.615079,-0.7535939,0.03845759,0.3101937,-0.3898386,0.1662801,0.7621812,-0.09880915
3.531284,-0.2914042,-0.4460261,0.8780409,0.8570365,-0.6687519,-2.455435,-0.4802704,0.2419567,-0.05416405,-1.051796,-0.194919,-0.8741277,1.529268,-0.5333346,-0.9556124,0.1424186,0.2075577,0.07642846,-0.4806517,0.2664865,0.5502044,-1.306986,-0.9782341,-0.03134323,3.109187,-0.6062008,-0.1959912,1.082583,-0.2602368,-0.5180641,1.135373,0.09601785
3.597912,-0.343788,-0.1778973,0.7385233,0.03677517,0.2856492,-2.060875,-0.1173695,0.5235423,0.1809146,-1.060782,-0.6399688,-0.9269035,-0.06402069,0.3761882,-0.6338902,-0.5104644,0.4691417,0.6685951,0.01267309,0.05698388,0.6338316,-0.1267961,-0.7692727,0.6461253,2.874314,-0.4518077,-0.1667892,1.789774,-0.7186107,-0.526956,0.4908833,-1.048826
3.66454,-0.8247065,-0.2514581,-0.836964,-0.1312274,0.3656477,-3.124435,-0.2223866,0.8200689,0.6487502,-1.030037,-0.6698781,-0.9176534,-0.5273764,-0.1521025,-0.7386822,-0.139457,0.8151683,-0.3324741,-0.09494718,-0.1623192,1.367106,-0.9793774,-1.029046,0.4743723,2.939584,-0.8048526,-0.3611426,2.164201,-0.4809077,-0.4303268,0.4303422,-0.6526331
3.731168,-0.5794654,-0.8703483,-1.613186,0.03704222,0.2018998,-2.280066,0.8516476,0.2890081,2.086198,-1.025221,-0.4246754,-0.1697041,-0.3825214,-0.02555956,-0.6088281,0.2704966,-0.2365021,-0.2717924,-0.3484419,0.6729867,2.549716,-1.797177,-0.9001172,0.4020802,2.181205,-1.166097,0.6031454,2.210962,0.4166381,0.1344538,0.4538582,-0.5054978
3.797796,-0.09776295,-0.4605576,-0.4579089,0.0997038,0.1423968,-2.367709,-0.6323488,0.3516463,-0.2602409,-0.8212707,-0.2668225,-0.7461914,0.6846439,0.06798077,-0.6021101,-0.2829318,0.8850856,0.7454207,-0.3219321,0.4336868,2.604192,-1.006023,-0.8970941,-0.5456687,2.394759,-0.6582515,-0.2735925,2.130418,0.6763796,1.263434,0.4064735,-0.9433085
3.864424,-0.1244907,-0.5481317,-0.8978994,0.134498,0.08618654,-2.205346,0.1402891,0.6092737,-0.1699324,-1.172635,0.02047377,0.03201833,0.6477002,0.17699,-1.088612,0.5599869,0.1371354,-0.02017257,0.1343748,2.050839,1.719386,-1.627141,-0.920398,-0.1213515,2.256655,-0.6989566,0.3811758,1.52938,0.2474945,-0.666881,0.7563715,-0.4595244
3.931052,-0.2636414,-0.6185542,-0.09817316,0.2732708,-0.01648413,-2.007312,-0.2904741,0.5397738,-0.08276892,-0.9170023,-0.7918628,0.3971352,1.008411,-0.2750534,-0.3710801,-0.03129763,0.25149,-0.0843816,-0.1998214,1.226644,2.302166,-0.5391872,-0.726924,0.5936412,2.042574,-0.1563066,0.08821432,1.920119,-0.05087075,0.0175036,0.4086929,-0.6055426
3.99768,0.2360636,-0.3827938,-0.2041724,-0.08325171,0.1035171,-2.745726,-0.3614287,0.8625282,-0.1238908,-0.9970322,-1.023871,0.65101,1.314634,-0.4911719,-0.5556908,0.4328701,0.5589571,0.4096126,-0.5558555,1.940512,2.337912,-0.474723,-0.7144229,-0.3173241,2.573133,-0.22041,-0.2005468,1.592715,-0.4034894,-0.5917146,0.2674156,-0.1807676
4.064308,0.4156016,-0.4270634,-0.2724891,0.9414837,0.5377705,-3.12534,-1.046872,-0.08524562,-0.2985039,-1.13672,-0.8442592,-0.7768535,-0.01419824,1.392251,-0.7576377,0.4314975,0.3487121,0.2560427,0.3533577,2.241892,2.301512,0.5081933,-0.8011732,-0.6047397,3.504376,0.1219888,-0.5737753,1.360752,0.2315419,-0.4055025,-0.5305607,-1.097364
4.130936,-0.3831265,-0.283154,0.09386576,-0.5224921,0.14379,-0.8971013,-0.08413515,-0.08590914,0.05735849,-0.736393,-0.002852402,0.4024066,-0.01314544,-0.1346434,-0.7430488,-0.7140138,0.594568,0.4526271,0.06341167,2.984425,1.394652,-1.444551,-0.8255133,-0.3622805,2.794,-0.3202241,-0.3063326,1.384125,0.160165,-0.6571814,0.06987512,-0.4133368
4.197564,-0.5240517,-0.7340979,-0.4226233,0.03024277,0.5162479,-1.705941,-0.4226523,0.6704582,-0.2487319,-0.8108644,-0.002345677,-0.2988061,-0.04347354,0.6321469,-0.8955836,-0.2790178,0.7826312,0.745798,0.6648533,2.53465,1.85513,-0.9105677,-0.7308465,-0.4914267,2.509444,-0.2882234,0.07811303,1.524703,0.3942087,0.2480202,0.490165,-0.5967595
4.264192,-0.586611,-0.8596075,0.1685308,0.9477667,-0.148351,0.5752255,0.04570117,0.6800527,0.6596834,-0.6823874,-0.5639489,0.3387286,-0.4809571,-0.3260684,-0.1502421,0.5685368,-0.02975297,-0.1370366,0.6481786,2.430787,1.296006,-1.078746,-0.8354152,-0.1157326,2.546243,-1.431371,0.2953591,1.704042,0.3264605,-0.1043795,0.544855,-0.7852335
4.33082,-0.4543497,-0.06460141,0.2940761,0.04293125,0.03422366,1.829589,-1.022762,0.03679451,0.06859135,-1.031915,-0.4078316,0.03532502,0.2416992,0.2681745,-0.7030199,-0.4156961,0.6771703,0.5637535,-0.2678163,1.830996,0.633747,-1.626212,-1.021909,-0.5947423,3.962018,-1.061064,-0.2896238,2.007754,-0.2366585,-0.6674604,0.09646036,-1.303843
4.397448,-0.4327939,0.2184065,-0.4040174,-0.350089,0.199012,2.876904,-1.07493,-0.02130724,0.4821276,-0.8413855,-0.0001830569,-0.1200735,1.310049,0.3106059,0.03275844,-0.5759239,-0.8756645,0.3965484,-0.4377636,1.591784,0.7556854,-0.6861329,-0.787625,-0.05060709,4.026498,-0.4390136,-0.07140495,2.39624,-0.03519354,-1.131096,0.2342754,-0.5548134
