Frame,C009,C025,C013,C005,C004,C012,C024,C008,C015,C003,C019,C023,C035,C022,C018,C002,C014,C001,C017,C036,C041,C016,C000,C031,C027,C007,C011,C046,C010,C006,C026,C030
24.9855,-0.06694527,-1.064295,1.210363,-0.7990753,-0.2299693,1.411437,-0.8793963,1.500722,-0.9116225,1.246015,0.4514909,-0.3182049,-0.9004883,0.04122392,-0.2980053,-0.4161711,-0.03378675,0.6097482,0.03370376,-0.09344082,2.103194,-0.524836,-0.6786116,-0.3404429,-1.040466,5.164197,0.5093613,0.07295001,-0.6333059,-1.098808,0.1880611,-0.2147738
25.052128,0.171688,-1.293846,2.70132,0.05436891,0.01186295,0.2802619,-0.7587264,1.678697,-0.09870856,0.9675679,0.6420876,0.396949,0.2991963,0.4113651,-0.2350319,-0.7463545,0.829872,-1.503706,0.298495,0.2665752,2.365841,-0.1579947,-0.8443778,-0.0007199777,-2.466817,6.215125,0.7336965,0.453797,-0.9399152,-0.2576216,0.05690495,0.2418529
25.118756,-0.5739307,-1.410611,3.108299,0.2893908,-0.3910142,0.6530675,-1.177641,2.059572,0.3151068,1.520393,1.711117,0.4878212,-1.205187,0.01162398,-0.2119214,-1.263936,-0.7999535,-0.2165375,0.2706313,-0.2205782,1.421509,-0.2238865,-0.948541,0.6222302,-0.9994894,4.976093,0.03821048,0.8897212,-0.1375574,-0.07082887,-0.1824322,0.1007264
25.185384,0.1118467,-1.377765,1.897513,0.2564705,-0.4584652,1.904791,-0.8535215,2.197101,-0.06252316,1.791158,0.5509308,0.1322151,-0.6016884,-0.2377541,-0.7144825,-0.009827388,0.07665673,-0.5931923,0.4328663,0.3958529,1.608622,0.5151671,-1.095007,-1.10738,-0.7670771,4.453238,-0.1123329,0.3769056,0.1538552,0.1698319,-0.6290683,-0.2994672
25.252012,0.2257819,-1.033199,2.435689,-0.6119793,-0.1376053,1.773624,0.7549848,1.258243,-0.8306068,1.712166,-0.4434071,-0.2289148,0.1085417,-0.6365703,-0.00537439,-0.8231182,-0.2403764,-0.5446026,-0.1334983,-0.2099237,1.027638,0.9697387,-1.026861,-0.0713632,-0.1365807,3.669829,-0.09847248,0.5305779,0.05816966,-0.7453609,-0.5210149,-0.1194601
25.31864,-0.7839673,-0.9327235,1.871799,-0.1448375,-0.2761996,1.559634,1.823178,0.9076874,-0.5595905,1.516495,0.140197,0.04963955,0.4119357,-0.02704856,-0.1632156,0.09570479,-0.3023909,-0.6800495,0.4442915,-0.2358349,1.112788,0.08420205,-1.170643,-0.8942464,-0.2409169,2.809002,0.1593466,0.4765401,-0.2918294,-0.3478835,-0.4230073,-0.1995855
25.385268,0.3667758,-1.444641,1.765067,-0.4934644,-0.3028947,1.386231,2.502862,1.553048,-0.2799489,1.186259,0.1725832,-0.2106218,0.1272337,-0.12137,-0.08731499,-0.5449345,-0.2992403,-1.009435,0.2842969,-0.4663227,1.042869,-0.3673948,-0.8344364,-0.3814251,-0.5352769,2.663627,0.3980667,0.3436841,-0.05415804,0.1264281,-0.06991359,0.4558432
25.451896,-0.285683,-0.8640641,2.025786,0.1180098,-0.05064348,0.8762569,2.809905,1.595479,-0.724097,0.8986576,0.4933931,0.4331349,-0.1247846,0.2130346,-0.2622498,0.1094609,0.1891661,-0.8461125,-0.2004855,-0.3956778,1.033273,-0.3348741,-0.7822242,0.1699826,-0.4381347,2.784601,0.8872919,0.6122484,-0.02347027,-0.5489836,-0.4451891,0.1427225
25.518524,0.01716688,-1.261039,2.375849,-0.9160786,-0.1565827,0.6371655,1.631263,0.9633031,0.02582723,0.9755862,0.2373024,0.5516903,-0.7675969,-0.1217888,-0.08504929,-0.2368767,-1.088905,0.3514425,0.1684687,-0.4821058,0.3167514,-0.2999892,-0.8332585,0.3892167,-0.6235018,1.940677,0.5096557,0.5658866,-0.07628985,-0.7165574,0.4981753,-0.1039927
25.585152,-0.1858047,-1.383994,1.594474,0.1325588,-0.5834963,0.3761562,1.633771,1.727212,-0.647838,0.8166356,0.4576406,0.1599975,0.1935592,-0.3656263,0.04210942,0.02271146,0.07154258,-0.6663938,-0.0322144,-0.402692,0.5232658,0.6128467,-0.7423814,-0.393225,0.09778351,1.612296,0.2587132,0.7778587,-0.3244345,-0.4934523,1.319901,-0.03706148
25.65178,0.3131725,-1.205371,1.056112,-0.05634956,-0.789131,-0.3606333,2.069955,0.9073454,-0.2439474,0.5327714,0.187625,-0.05386146,-0.5648409,-0.2011233,0.04754439,0.1094936,-0.5673432,0.4896329,-0.09398012,0.226069,0.5156578,0.7524968,-0.8965001,-0.1160788,0.2753443,1.395482,0.03030346,0.2612368,-0.9284387,-0.627506,2.143947,0.9576434
25.718408,-0.1351313,-1.18373,0.9569734,-0.4781599,-0.08957109,-0.05686905,1.07162,1.652137,-0.9092259,0.5816517,0.3196129,0.4405029,-0.464368,-0.02444971,0.2972957,0.3532451,-0.2767532,-0.04176138,0.1879719,0.2586989,1.022216,0.8294828,-0.6982036,0.5830022,-0.2704245,1.671671,0.5565465,0.7794226,0.1584339,-0.2914963,2.482698,-0.1539707
25.785036,-0.5256342,-1.24163,1.348284,-0.8265159,-0.1488465,-0.1285049,0.5987405,0.7656087,-1.285445,0.3302911,-0.4013265,-0.1627521,-0.5447955,0.1910409,0.1922218,0.5951346,0.5398539,0.6125257,-0.4899996,-0.3093085,0.2526383,1.543957,-0.7124541,-0.03502921,-0.5766671,1.299955,0.1952813,1.053568,0.5115389,-0.6742535,2.956497,-0.9601173
25.851664,-1.444139,-1.165378,0.5264773,-1.429197,-0.5367436,-0.3967495,1.124488,1.28942,-2.261766,0.1565219,-0.1092802,-0.06154158,-1.29112,0.5424061,0.3396168,0.1734341,0.2280937,-0.7683012,0.5179076,-0.1840325,0.5135003,1.027778,-0.7641055,0.6261742,0.0733845,1.250624,0.4894686,1.450511,0.6664727,0.3129086,2.84324,-0.1996345
25.918292,-0.4625887,-1.084916,0.4961071,-0.8804009,0.0155675,-0.1415066,0.7791529,1.878073,-0.5014217,0.8754207,-0.08967794,0.6532932,-0.5152354,0.01807935,0.1636931,-0.7166446,0.3833347,-0.025542,-0.1757337,-0.1663385,0.7425176,0.738473,-0.3898506,0.5347608,-1.269827,1.561983,1.008561,1.570382,0.02958003,-0.1550805,2.352724,-0.7432128
25.98492,-0.7381119,-1.495673,0.5933172,-0.2921952,0.2748626,0.4899141,0.1955745,1.565562,-0.1639085,0.9345629,0.3847312,0.2683276,-0.6999977,-0.0509227,0.5178036,-0.1495228,0.2554316,-0.2015239,-0.2322411,0.3988361,0.006959781,0.9921892,-0.9009115,1.312218,-1.137785,1.185289,1.012045,1.758229,-0.8681414,0.3932614,1.927886,1.465595
26.051548,-0.5773559,-0.9725851,1.060493,-0.7792526,0.0306403,0.03849259,1.029338,1.272052,-0.4029017,1.051638,-0.05441064,-0.2838721,0.4319182,-0.1907433,-0.02747384,-0.365032,0.4992963,-0.01645854,-0.3961543,0.1527258,-0.1821643,-1.318237,-0.4561972,0.2902409,-1.369875,1.00627,0.434591,1.452777,-0.1070562,-0.2604316,2.1412,-1.09437
26.118176,0.4758297,-1.288202,0.690904,-2.2378,0.1309818,0.4085829,-0.2657925,1.725738,-0.6055444,1.563584,0.198365,0.4559487,-2.294042,1.186091,0.04889152,-1.538919,0.0732987,0.5823551,0.7833244,0.03449916,0.8366725,-0.3783578,-0.5759008,0.2427512,-0.2972642,0.7529765,0.4371587,1.450724,-0.3026731,0.05428214,2.170609,0.9415663
26.184804,-1.352033,-1.277612,1.097946,-1.046233,-0.08777345,-0.4813461,0.1634659,1.375733,-0.6680328,1.720751,0.2959672,0.6201733,-1.153284,-0.2140554,0.3320822,0.3958209,0.4249534,-0.07807628,-0.4581166,-0.1302356,-0.0851802,-0.5876822,-0.6966484,-0.1711996,-1.579369,0.07766863,0.6798117,1.433692,0.6097772,-0.02741843,1.62095,-0.08031811
26.251432,-1.189169,-1.286961,1.208572,-1.340341,0.04811103,0.6106617,0.3159519,1.620259,-0.5521822,1.551005,0.04307038,1.337246,-0.1122497,-1.07861,0.771188,-0.4940403,0.2204231,0.2762199,-0.3777998,-0.3318038,-0.002623348,0.5220355,-0.8090636,1.165154,-0.9052847,1.041835,0.7851036,1.449636,-1.117466,-0.4124664,1.161192,0.366667
26.31806,-0.5984627,-0.9931207,0.5479484,-0.5050408,-0.247839,0.334594,0.5923021,1.385406,0.8988951,1.201538,0.387854,0.6813582,-0.8048041,-0.3234362,0.3296003,-0.7793058,0.2843048,-0.01246719,0.012885,0.05960072,-0.1620351,-0.7657015,-0.8712476,0.4636668,-1.359716,0.7698681,0.5045806,1.266443,-0.1435811,-0.3129579,0.7495114,-0.008257831
26.384688,0.1729811,-0.9932033,0.6769065,-0.6356049,0.03468565,0.5961534,0.204787,0.9074966,0.3081364,1.983524,-0.3147766,0.392583,-0.626295,0.03966143,0.2588726,-0.1861761,0.3032371,0.4199419,-0.6966069,-0.2909206,0.9469985,-0.5262086,-0.5973693,0.465053,-0.9171633,0.6876901,0.06334876,0.6804202,0.2103076,-0.8673673,0.3571316,0.07370794
26.451316,-0.1118909,-0.816442,0.4367417,-1.457206,-0.1172269,0.5465814,0.05062467,1.620709,-0.1458256,2.204805,0.4739201,0.1757981,-0.390618,-0.1860457,-0.1426616,0.1605551,0.2674748,0.8743702,0.2054369,-0.3106675,0.5325351,-0.2143619,-0.9148026,-0.3843514,-0.6676122,0.6123558,0.2518522,0.05089468,0.3067469,-0.3341879,0.5870867,0.7398366
26.517944,0.2753799,-1.084786,0.1286148,-0.5534484,-0.06139582,0.2722212,-0.5422833,1.321945,-1.07714,1.851266,0.1757462,1.024239,-0.7450138,-1.270318,0.0699867,-0.7747622,-0.2055952,0.4545096,0.1899979,-1.371666,-0.02389202,-0.0143121,-0.5241784,0.4402945,-0.5179669,0.5505282,1.011418,0.209646,-0.3651368,-0.3177923,0.8820921,1.061883
26.584572,0.1509146,-1.108471,0.6759874,-0.8799896,0.0271384,0.009876213,0.3924897,1.755181,-1.354106,1.994828,-0.5156831,-0.976564,0.8007754,-0.4122042,0.5395924,0.9373986,-0.01310102,0.6964838,-0.5140939,-1.517641,0.820807,-0.1094229,-0.3482655,-2.133521,-0.4634855,-0.001540667,0.7461558,0.5584548,-0.5683309,-0.4380423,0.7745034,2.568847
26.6512,0.2605671,-1.069937,-0.2147762,-0.4108805,0.0461842,-0.1331972,-0.4090634,1.542503,0.2408707,2.367989,0.5515226,1.277712,-0.1422218,-0.05971305,0.05565726,-0.09299256,0.2670936,0.1732972,0.2349276,-0.968626,-0.005733266,-0.5811161,-0.4837159,0.1904029,-0.1640183,0.3475963,0.9704035,0.2866574,0.02790737,0.01565769,0.8022828,-0.3331766
26.717828,-0.8133573,-1.049584,0.4913415,-0.3240767,0.4286175,0.5081805,0.5170507,1.114803,-0.2797008,1.990236,0.1307307,0.5121215,-0.9330547,0.1444377,-0.09569591,0.5214121,1.309345,-0.2687529,0.2933329,-0.4075386,0.3772981,0.4234464,-0.6324096,0.2515615,0.1309603,0.09840187,0.732142,0.2766212,-0.2334599,-0.1236626,0.3919639,1.257875
26.784456,0.6182323,-0.832507,2.923699,-0.8706847,0.4177618,1.004976,0.4200602,1.951457,-0.01629368,2.058893,-0.188092,0.7501369,0.3947157,-0.3915173,-0.2138504,1.34481,0.0854506,1.145165,0.7449199,-0.5229651,0.1113401,-0.3517056,-0.7778184,-1.021083,-0.08267672,0.149394,0.7695606,-0.1092591,-0.6973579,-0.8527653,0.05869423,-0.1445034
26.851084,0.3420702,-0.7071383,5.731366,-1.099883,0.006681889,0.9723943,-0.2046679,1.84487,-0.7259984,2.136155,-0.5923072,0.2499119,-0.3971448,0.2626634,0.2397104,1.087637,0.5388814,0.8647947,0.2345008,0.1438504,0.1197339,-0.9868192,-0.8245934,-0.4067983,0.4928143,0.757297,0.3562396,-0.0635906,-0.2937235,-0.9389729,-0.3471144,-0.9125807
26.917712,-0.3858767,-1.07929,6.091686,0.268745,-0.6681952,1.0001,-0.6938154,0.5058129,0.5348716,2.009729,0.02411091,-0.2309235,-0.5954778,-0.005181594,0.2838763,0.1082994,0.5742213,0.09094184,1.008335,-0.4862526,1.31325,-0.6584842,-0.6403629,-0.6758923,0.1251128,0.1706636,0.09178608,0.3483115,0.4886995,-1.248851,-0.7260062,-0.009086824
26.98434,0.7247459,-0.8008761,7.601584,-1.003459,-0.4859274,1.141589,0.5363731,1.060378,-0.01897421,2.809374,0.4810507,-0.3382191,0.2186153,-0.03541968,-0.2601977,0.05473759,0.5462323,0.8251652,0.3609269,-0.3180073,1.792888,-0.8752783,-0.5850881,-0.05839011,0.2660079,-0.05269413,-0.006940386,0.2063711,0.0458171,-1.208027,-0.7980816,-1.101694
27.050968,1.377492,-0.4450656,7.787109,0.827951,-0.2378556,1.01888,2.675452,1.439388,-0.8165881,2.800675,-0.4822574,0.4316639,-1.219784,0.2788432,-0.5375106,0.9967834,0.6065281,0.5727993,0.1319937,0.08071153,3.870181,0.2901183,-0.8572139,-1.193493,0.8884952,0.1184683,0.1652481,-0.5449127,-0.1956204,-1.003265,-1.05515,-1.272844
27.117596,0.03766422,-0.5049383,6.444216,0.1659213,-0.5635259,0.7449591,2.529049,0.8845963,-0.1769755,2.440205,-0.1930405,0.2024311,-1.099929,-0.4476099,-0.3438263,0.7912022,0.1721087,0.4253201,0.1546483,0.36415,2.955523,0.8063903,-0.9228433,-0.4930469,0.1666359,0.04836094,-0.07035608,0.03224318,-0.2245999,-0.6802431,-0.5939853,0.124343
27.184224,-0.7630199,-0.5554813,6.616836,0.07450135,-0.004058177,0.6895347,2.088562,1.101512,-1.050643,2.715671,-0.07993764,0.3647199,-1.413374,0.3829366,-0.8322091,0.5421332,0.721287,0.7055953,-0.191244,0.956372,1.540254,-0.477994,-0.880406,-0.8302997,0.4128861,0.4299452,0.506777,-0.2173769,-0.02243379,-1.499514,-0.4263398,0.1136343
27.250852,-0.9623747,-0.6479639,6.50819,-1.008287,-0.1301222,-0.1558555,1.496538,1.178295,-0.1848665,2.778047,-0.8310694,0.03570615,-0.8501734,0.4811505,-0.4722359,0.5469781,0.4784918,0.2697352,-1.701491e-05,0.1787797,2.539712,-0.7339835,-0.6253214,-1.052802,0.1229986,0.4387962,0.4028026,-0.4212565,0.476359,-1.197417,-0.6507839,-0.2950525
27.31748,0.142163,-0.7312577,5.74189,-0.2115131,-0.4276785,-0.210971,1.397754,1.170677,-1.32697,3.009154,0.08260594,-0.4334983,-2.029854,-0.04340481,-0.5421597,0.487094,0.2744333,-0.02880461,-0.3737793,-0.05408634,1.100304,-0.9300759,0.6126486,-0.2483393,0.431042,1.132543,0.3684161,-0.7455087,-0.6137468,-1.026549,-0.2267663,0.6237067
27.384108,-0.2390136,-0.6763389,7.244888,-0.122838,-0.6474807,-0.3448111,1.4504,0.3744138,-0.5513544,2.808033,-1.285575,-0.6135673,-0.9181823,-0.2493044,-0.06532628,-0.3384181,0.2693372,0.277579,0.8174798,0.1429056,2.05643,0.6523565,2.287935,-1.283035,-0.4159369,0.880686,0.009846138,-0.840222,0.5890217,-1.024097,0.01553398,1.002913
27.450736,-0.7262944,-0.5697442,4.857774,-0.1911256,-0.1876804,-0.9957705,0.8905391,0.6854847,-0.3054857,2.649837,-0.5242333,-0.7424893,-0.4596097,-0.259631,0.6628112,-0.2576393,-0.1040603,0.5158738,0.03618664,-0.480236,2.256685,-0.5025597,4.228127,-0.4508863,-0.5732677,0.3716975,-0.1692681,-0.4820536,-0.6201498,-1.609928,-0.3774814,0.7173799
27.517364,-0.6754333,-0.8365759,4.239159,-0.6106769,-0.5208259,-0.9341967,0.7790318,0.833266,0.07337044,3.119258,-0.7625534,-0.7117233,-0.5382199,-0.4964509,0.9095772,-0.2070906,-0.06310147,0.06485909,0.1254299,-0.7112197,1.710801,-0.7262174,5.949353,-0.2474571,-1.117078,0.7637901,0.2543433,-0.5457963,-0.03450872,-1.139771,0.03727958,0.03413863
27.583992,-0.2286009,-0.3978887,3.356367,-0.1732964,-0.2188293,-0.7863917,0.5959866,0.3843595,0.1224698,3.030488,-0.6920786,-1.580409,-1.71675,0.5658075,0.5472189,0.2234224,-0.3956675,1.161351,0.9413119,-0.3378209,1.717701,-0.4649639,7.178971,-0.3704215,-0.7769176,0.8247085,-0.6845497,-0.7466714,0.07114274,-1.085566,-1.267769,0.1385034
27.65062,-0.9792259,-0.2040714,4.119079,-0.2349039,-0.2787619,-0.2269631,0.1069313,0.4893928,-0.8820665,3.090322,-0.3105907,-2.061771,-1.0949,0.07162447,0.7250909,-0.8774795,0.219328,0.8018327,0.3262057,0.1875937,1.525283,-0.04380388,8.315434,-0.4731872,-0.2662151,0.1491686,-0.358337,-0.5197496,0.3864746,-1.064099,-0.3801889,-0.1040592
27.717248,-0.6432586,-0.3676329,3.838275,-0.4301861,-0.07080811,-1.057059,-0.03665913,0.7161849,-0.3006122,2.984568,-0.4606172,-0.9043303,0.1840038,0.05657947,0.5485848,0.8551103,-0.3059158,0.2079406,-0.3780426,-0.3051362,0.8290685,0.8595806,8.948901,-0.03565681,-0.41001,0.5167479,-0.7418009,-0.7361038,-0.227626,-1.435953,-0.4023473,-0.9173453
27.783876,-0.05083909,-0.4525798,2.651184,-0.4236728,-0.1305045,0.3263814,0.05697313,0.3175972,-0.4868209,2.356977,0.04468604,-1.9741,-1.603871,-0.2280899,0.2874829,-0.5926909,-0.02412738,0.236015,-0.2257594,-0.5396276,1.685101,0.313996,8.913049,0.5450569,-0.8398483,0.04522754,-0.3104767,-0.6826751,0.1197902,-1.194718,-0.4635977,0.1883564
27.850504,0.1817385,-0.467867,3.169168,-0.8112756,-0.5433066,-1.017403,-0.2459219,0.2058249,0.2401735,2.488401,-0.462691,-1.154014,1.082726,-0.3875927,0.4150165,0.4041134,-0.5068799,0.2545801,-0.4950888,-0.5455974,1.26612,-0.5968897,8.454918,0.773675,-0.002884707,-0.0952682,-0.478859,-0.6904758,-0.2086041,-1.112526,-0.2576441,0.5482792
27.917132,-0.05262489,-0.4063417,2.870271,-0.7999913,0.04756251,-0.2456247,0.004888054,-0.04787708,-0.178648,2.794039,0.1125615,-0.7925873,-0.1424387,-0.5357133,0.1661523,0.1090483,-0.2762198,0.1971045,0.1929787,-0.248412,0.7413656,-0.8164498,7.519855,0.06204085,-0.5203806,-0.1549696,-0.2969171,0.06801198,0.0520196,-0.6313324,-0.8571272,0.07924288
27.98376,0.1778624,-0.3794443,3.114863,-1.335919,-0.140678,-0.6052125,0.3340513,0.1611274,-0.3524913,2.947416,-0.4551707,-0.1826476,-0.02459064,0.09424978,0.2636713,0.8908657,-0.2166092,-0.8170223,0.1190759,0.7909772,0.5476174,-0.6185734,7.339651,0.8934003,0.8827046,-0.3439904,-0.009300115,0.7634817,0.01535156,-1.449997,0.134685,-0.002216992
28.050388,-0.3178406,0.1833103,3.535929,-0.02813911,-0.4585766,-0.03304347,-0.0006602996,-0.06560486,-0.1425544,3.058217,-1.212339,-0.6467687,-0.7848357,-0.3611131,-0.01800424,-0.2188716,0.138096,-0.2629036,0.2639788,0.1480889,0.8122324,-1.355866,7.009009,0.1821609,0.1395971,-0.3796555,-0.5326282,0.921563,-0.2471405,-1.186034,0.8846489,-0.2380711
28.117016,0.08508488,1.646301,1.887218,0.09273852,-0.09247828,0.6538296,-0.170992,0.3209609,0.2145054,2.914637,-0.4854218,-0.04602512,-0.1497652,0.175614,-0.682082,1.050802,0.009210535,0.2531868,0.2188745,0.7631907,0.4407447,-0.8347694,6.176517,0.03946969,0.1961627,-0.7214307,-0.6776765,0.4740075,0.3762925,-1.080052,2.428967,-1.053726
28.183644,0.1823732,2.834703,1.731622,-0.8297979,-0.5158344,0.3622829,0.01569059,0.2087817,0.09543575,2.845091,-0.3087395,0.1922474,-0.115964,-0.7452624,-0.4404233,0.6218027,0.0200148,-0.01239622,0.2404583,0.324688,-0.1038894,-0.3472198,6.144036,0.7275174,-0.2611369,0.04639477,-0.78392,0.1378704,0.3417139,-1.168321,2.943721,-0.08591006
28.250272,0.05887668,3.43145,2.163737,0.02118115,-0.4599208,0.8808126,0.04736452,0.5626323,0.2549598,2.224348,0.6947867,-0.1076496,0.5217599,-0.7855853,-0.2847417,0.1117392,-0.2783771,0.1808556,-0.04876297,0.230377,-1.093304,-0.4448182,5.994423,-0.1367643,0.06761112,-0.06397307,-0.7944187,0.336374,-0.2832101,-1.101756,2.577017,-0.6032666
28.3169,0.1120081,3.643102,1.932085,0.1539178,-0.3522363,0.8812515,0.07009276,0.2332451,-0.006051861,2.371944,-0.01951759,-0.454699,0.7204466,-0.4455774,0.2375392,1.032921,0.3503683,-0.2914534,-0.3146615,0.7416375,0.06772514,0.09916773,5.372856,0.7278364,0.6097822,-0.3449419,-0.9490879,-0.1600513,0.01260335,-1.071446,1.911864,0.03460739
28.383528,-0.1413872,3.309964,1.470253,0.3880441,-0.2939619,0.862844,-0.08647238,0.3991274,-0.3254698,2.525012,0.2211957,0.05816494,-0.4290786,-0.2265942,-0.1517868,1.302118,-0.07448091,0.5650416,0.2524158,0.9774082,-0.4030083,-0.9323772,4.887838,-0.08526026,0.2685212,-0.9046353,-0.5548724,0.07641785,0.3717453,-1.288891,2.16629,-0.7486696
28.450156,0.4050249,3.073988,2.013133,-0.2248623,0.2268397,1.106391,-0.2580283,0.7549093,-0.4744483,3.144931,-0.2062218,0.7165778,0.07610933,-0.410454,-0.4049701,0.7028894,-0.06055117,1.557113,0.2450526,1.098269,0.1408854,0.3013712,4.487539,0.514072,0.06213156,-0.6331443,-0.6783596,-0.003805027,0.007085233,-0.5723554,1.658183,-1.748562
28.516784,0.2684028,2.851536,1.40371,-0.508718,-0.3748146,0.138641,-0.2668173,0.3695291,0.5022343,2.973891,0.5239887,-0.8009472,-0.36169,-0.4724429,0.02210994,-0.03438627,-0.6643688,1.014852,0.1092507,0.1394648,0.5735406,-0.5473427,4.305538,-0.01784461,0.1347338,-0.6213017,-1.052862,0.2158916,-0.2247645,-0.6829444,1.193126,0.3536239
28.583412,0.07255993,2.294855,0.6901863,-0.01486903,-0.1351828,0.2571902,-0.5922369,0.08566844,-0.8050939,3.607233,-0.3243442,-0.4110716,-0.1674295,0.1412632,-0.5656602,-0.1241342,-0.7125474,0.6041366,0.1132325,-0.0616964,1.703461,-0.08572255,4.148275,0.7237237,0.04594328,-0.5154268,-0.6255481,0.07768015,-0.3776051,-0.5002621,0.9329281,0.04948997
28.65004,-0.2909186,2.022065,0.8146588,-0.2215639,-0.3276543,0.6484422,-0.1244913,1.074053,0.168018,3.950441,0.1845278,-0.3100311,0.5873924,-0.07523561,-0.2216381,0.09917022,-0.2596426,0.3541673,-0.03875344,0.3883022,2.16212,-0.5697466,3.736078,0.00880479,-0.647877,-0.3504608,-0.05070016,-0.1091083,0.4176858,-0.6578329,0.7182044,-0.3592756
28.716668,0.1522161,2.632487,1.331538,0.2586324,-0.6189314,0.1717245,-0.7984184,0.320151,0.08774889,3.58515,0.3744974,-0.6451421,0.5739906,0.09879547,-0.226087,-0.08064506,-0.1336817,0.5650206,1.283286,0.557696,2.03962,-0.7958795,3.618564,-0.3444692,-0.5693091,-0.5535927,-0.5563362,0.07170339,0.7682028,-0.7823077,0.6691192,-0.01519566
28.783296,-0.5399171,2.359457,0.8281292,0.3370363,-0.2880672,0.545685,0.1948911,0.140729,-0.0227721,3.204493,0.1290528,-0.01626451,0.4207609,-0.3920727,-0.2931164,0.185688,-0.06480777,0.153014,-0.3054975,0.1809144,1.294295,-0.5170709,3.244879,-0.3222194,-0.02982426,-0.9916167,-0.3652107,0.02969602,0.631785,-1.204243,0.9172033,0.4250341
28.849924,-0.4443985,1.946684,0.6350994,-0.3661096,-0.3547383,0.3195965,0.2978664,0.6573775,0.3144899,3.391236,0.2707356,-0.4114944,0.527855,-0.8777831,-0.8299787,0.1663313,-0.4445413,0.1880772,0.7166814,0.4624203,2.349333,0.6928896,3.2212,0.3348648,0.04261871,-0.8788726,-0.2384292,-0.167133,-0.02685488,-0.8627018,0.769667,0.6075495
28.916552,-0.02871404,1.809975,0.6170891,-0.3052665,-0.09420048,-0.5795487,0.9315371,-0.09013093,1.101013,3.245265,-0.1654931,-0.4155329,0.2782269,-0.3257084,-0.05623507,-0.3440247,-0.169727,0.07052019,0.6660884,0.4328125,1.565769,-0.5194305,3.332683,0.1923003,-0.3719098,-0.2131738,-0.5636553,-0.01593695,0.2032049,1.146128,0.5627111,0.4978329
28.98318,-0.5390326,2.134962,0.357414,0.3936347,-0.5495593,0.2607738,3.602717,-0.1137571,1.090112,2.937818,-0.02455548,-0.1215164,0.294925,0.5076191,-0.4977048,0.431082,-0.06854835,0.5478771,-0.1475644,0.5137022,1.13574,-0.6030644,2.869267,-0.2442394,-1.041159,-0.9548663,-0.3873137,-0.3645104,0.2649752,3.663949,0.1216154,-0.2144904
29.049808,-1.006333,2.019859,0.1566121,0.1222063,0.6391918,0.8162662,3.82233,-0.2521456,-0.1803667,2.83023,0.3711609,0.2013392,0.08994626,0.8505423,-0.8483885,0.2181567,-0.1897994,-0.2520302,0.03966376,0.1733071,1.235225,-0.6536405,2.933156,-0.4085674,-0.4321703,-0.8433855,-0.4835275,-0.2762515,0.2039984,4.968356,0.03475458,-0.9796576
29.116436,-1.115347,1.429257,0.1989082,0.2516321,0.08704118,1.302533,4.436508,-0.1964236,0.6698274,3.973664,0.1526333,-0.2719652,0.3811553,0.6375646,-0.426452,-0.2570674,-0.5311685,-0.4113633,-0.05617389,-0.3400934,1.096718,-0.7005459,2.380199,-0.4707907,-0.2423243,-1.255944,-0.1402129,-0.1499745,0.610818,6.878362,0.4050494,-0.4912782
29.183064,-0.9585564,1.041525,0.8359799,-0.7472568,-0.5283086,1.081291,4.441486,-0.2397062,-0.7700127,3.472783,0.09920024,-0.2265458,0.1680136,-0.271881,-0.2433886,-0.2878622,0.3252187,0.3023791,-0.04329268,-0.3317864,0.4563726,-0.2971754,2.323282,0.128727,-0.9567869,-0.9843432,0.4436468,0.3280272,-0.1857272,5.634717,0.8478355,0.4221338
29.249692,-1.138109,1.017717,0.2101585,0.9891317,-0.01846478,1.028822,3.907473,0.5680143,-0.7773278,3.84139,-0.3174678,-0.1459084,0.1468055,0.1656346,-0.3740682,-0.4632772,-0.405258,0.5774166,0.07110833,0.1651043,1.183964,-0.06523968,2.204935,-0.1708064,-0.5969596,-0.4972477,0.1631249,0.6601666,0.1212895,5.443203,1.253658,-0.383607
29.31632,-0.5703668,0.80053,0.4280179,0.2158786,-0.1286564,1.519886,4.263879,0.02427081,-0.09481339,4.756397,0.06981564,-0.3893588,0.2732941,0.1092304,-0.4199716,-0.5995043,-0.3238383,-0.04751769,0.09696668,0.4217568,1.366642,-1.255773,2.108975,-0.0687879,-1.227284,-0.3785307,0.2884826,0.7407814,0.5765351,5.739933,1.169581,-0.3207981
29.382948,-0.2641787,0.5384411,-0.1183742,-0.3728113,-0.4201486,1.729349,3.049349,0.4211318,0.436109,4.552844,-0.372003,0.7343661,1.32312,-0.008369667,-0.4367111,-0.1884602,-0.6888044,-0.2548577,-0.08472329,0.1563793,0.6162505,-1.182655,2.17658,-0.4391983,-0.8300189,0.6717054,0.5806541,1.623774,0.488856,6.168147,0.854773,-0.6540841
29.449576,0.2480096,1.021404,0.2644653,0.6861331,0.1037271,2.367577,2.462609,0.5742136,0.3206457,4.035092,-0.3147673,0.6196484,0.1245932,-0.06629461,0.2382263,-0.1068312,0.3281285,0.4696462,0.1727593,-0.06162818,-0.2030013,-0.1446765,1.975537,-0.6308973,-1.158826,3.382874,0.3497373,1.664108,0.1037648,5.314213,0.5225933,0.4020363
