Frame,C009,C025,C013,C005,C004,C012,C024,C008,C015,C003,C019,C023,C035,C022,C018,C002,C014,C001,C017,C036,C041,C016,C000,C031,C027,C007,C011,C046,C010,C006,C026,C030,mouse1,mouse2,contact
0.9994200000000149,0.8182549,-0.2501138,-1.112957,-0.492891,0.4879571,0.08347426,-0.5163737,-0.6562465,-0.06781636,-0.08991393,3.349563,1.422776,0.937117,-0.5741263,-0.5799134,-0.3155828,-0.3338287,-0.269443,0.08364782,-0.6248103,0.6877747,0.3877978,2.754414,0.3723319,0.09928046,0.5927203,0.6680971,1.356979,-0.1876791,0.3784074,-0.6856055,-0.5594299,,,
1.0660480000000234,0.4536783,-0.3286927,-0.4309913,-0.3820525,-0.1556233,0.3211285,-0.1554084,0.1190278,1.727371,0.004398896,3.671789,1.651982,0.2012428,-0.1853637,0.1340365,-0.5084569,-0.5597202,-0.09116694,-0.0209105,-1.113572,0.5277096,0.4069684,2.45962,-0.1588201,0.2645988,0.6187073,0.08700439,0.9700205,-0.009850492,0.3748054,-0.6664467,0.2243751,,,
1.1326760000000036,0.0412386,-0.1422769,-1.194345,-0.02769138,-0.1469545,0.2744399,-0.3307278,-0.2679666,0.7605997,-0.1277759,3.66528,0.2708346,0.4298365,1.10883,-0.5328405,-1.008187,0.08969011,-0.6476465,-0.4394401,-0.9023626,0.7732531,-0.2804742,2.555697,0.4774447,0.28683,0.03493596,0.1957525,0.922603,0.2735877,-0.6546792,-0.7775221,-0.1173585,,,
1.1993040000000121,0.7228462,-0.306578,-0.9436215,-0.6527864,0.6525032,0.6147977,-1.115135,0.6937869,0.3401997,-0.06738569,4.684138,1.591928,0.1570724,2.008781,-0.1917426,0.558365,0.2292927,0.4010699,-0.2102913,-0.5276664,-0.7591182,0.7763708,2.780859,-0.2610117,0.4088397,-0.1502375,0.4695765,0.8384139,0.1693773,-0.5678869,0.4787219,-0.3481502,,,
1.2659320000000207,0.8695173,-0.1518762,1.088439,0.2003839,-0.3778123,-0.333909,-0.6075766,-0.2418238,-0.8545389,-0.2608703,3.100011,2.614588,-0.3262305,3.341934,-0.1282126,-0.915485,0.8954519,-0.0679423,-0.9646605,-0.5633481,0.8467996,1.156032,2.500153,0.2965241,-0.1046599,0.06627302,0.3038161,0.6898277,-0.3391162,0.69898,-0.8216346,-0.7731908,,,
1.3325600000000009,-0.1656539,-0.2469162,-1.271551,-0.2130629,0.04811084,0.343144,-0.8396744,0.391028,-1.107223,-0.3979792,3.725334,2.61259,0.1081281,2.43506,-0.07416809,-0.7087379,-0.1650596,0.8277493,-0.8588726,-1.16858,0.3457374,0.07965218,2.227838,-0.3068096,-0.420781,-0.1698591,0.5326897,0.3973762,0.08181299,0.366736,0.2433947,-0.3625515,,,
1.3991880000000094,1.107884,0.1381368,-0.4002826,0.08647604,-0.09287332,0.2411737,-0.5621189,-0.02886427,-0.2568116,-0.0857145,3.272258,3.290881,0.9540591,3.298963,-0.1416885,-0.4576195,0.03669019,0.9419632,0.1790411,-0.9781195,0.2237311,0.7245106,2.216914,-0.1007347,-0.2051972,0.4438183,0.03447109,0.12398,0.1695166,0.5674319,-0.4604841,-0.426314,,,
1.465816000000018,0.3354777,-0.2411625,-0.5208029,-0.8033612,-0.598033,0.5829903,-1.312523,0.4087551,-0.6273862,-0.002877298,2.385045,2.513858,0.09954752,3.064764,-0.05989538,0.2708156,0.5404221,-0.2040188,-0.4107759,-0.2907552,0.2816515,1.051212,1.994797,0.1681466,-0.08130632,0.6593403,0.6350754,0.6085281,-0.3756287,-0.4170814,-0.9331161,-0.5059295,,,
1.5324439999999981,0.1206233,-0.4622588,-0.8726867,-0.186325,-0.3985354,-0.3637927,0.01399693,0.6830117,-0.0007342782,-0.1593575,2.139414,1.423991,0.5224342,3.339693,-0.07538388,0.8056325,0.416354,-0.1495173,-1.080149,-0.4525288,0.6145347,-0.337714,2.936953,-0.2907191,0.08571284,0.04000741,0.09190758,1.108617,-0.9290853,0.3313568,-0.4810085,-0.643935,,,
1.5990720000000067,-0.04345306,-0.1722605,-0.4384935,-0.5307605,0.2254374,0.7143591,1.80971,-0.2843258,-0.4758231,-0.5165938,1.916424,1.134006,0.4678653,2.27143,0.03874993,-0.3079446,-0.106679,-0.03210121,-0.6005697,0.05891684,0.470519,0.8044294,5.110157,0.2682427,-0.3069441,-0.1912756,0.18801,2.364431,-0.2434521,0.01487953,-0.5103644,0.2374974,,,
1.6657000000000153,-0.3858398,-0.3435146,-0.1061674,0.1453474,-0.1146866,0.4223866,1.914073,-0.1509597,0.4036112,-0.3260387,1.666529,0.5384313,0.1083504,2.122536,0.3688599,-0.5410095,0.1146066,-0.2818028,0.04864758,-0.5069091,0.3853774,-0.4720416,7.393274,-0.4315364,-0.4903948,-0.4263172,0.3015364,2.732684,-0.9664553,-1.353415,0.204593,-0.04065607,,,
1.7323279999999954,-0.3681979,-0.03625447,0.547716,-0.2383823,-0.1059428,-0.7201197,2.939398,-0.6690416,-0.7654691,-0.7309166,1.626785,0.0569311,0.0330179,2.331315,0.7433786,-1.021611,-0.3073957,0.4942776,0.7598786,-0.9101669,0.003686387,0.7648367,9.446975,-0.3413343,-0.7514656,-0.3568589,-0.158286,2.944969,-0.5052086,-0.9506091,-0.03391887,-0.5024523,,,
1.798956000000004,-0.6074087,-0.1397218,0.1414431,-0.6690482,0.4874389,-1.765481,2.419904,-0.08187845,-0.3241024,-0.5254526,-0.2432487,0.2396876,0.7728598,2.51056,0.4337608,-0.7046556,-0.01579295,0.347156,-0.2883634,-0.7912676,0.3355891,0.2578727,10.48397,0.3488413,-0.6281922,0.1987461,0.4528412,3.003643,-0.986249,-0.4299106,0.2743745,-0.7073175,,,
1.8655840000000126,-0.9470031,-0.3994611,0.1503341,0.6286378,0.2271603,-1.132666,1.9509,-0.9676177,-0.1920237,-0.6769435,0.6043738,0.7311816,0.3577133,2.235178,0.4496355,-0.4832306,0.4924611,-0.1051582,-0.6115696,-0.68067,-0.04348843,0.7656275,11.00015,0.5037667,-0.8325437,-0.1301593,0.2571089,2.930426,-0.03194245,-0.2571716,-0.2148509,0.1400978,,,
1.9322120000000211,-0.6081825,-0.3343793,-0.29416,-0.7565095,0.6515141,-1.673382,1.435718,-0.1426687,-0.01104771,-0.8960528,0.7740027,1.144653,-0.8357872,1.900404,0.3063262,-0.6315691,-0.1538149,0.003297203,0.2111302,-0.8457721,-0.4114122,0.1908692,11.21785,-0.9936419,0.1292607,-0.005494573,0.4507793,3.008761,-0.5852145,-0.7348133,0.07824647,-0.3783114,,,
1.9988400000000013,-0.120505,-0.1514129,-0.1296087,-0.3212299,0.4889828,-0.670417,1.536264,0.0158391,0.4046384,-1.027655,0.1563943,0.9861242,0.5537547,1.413119,0.2262122,-0.5021676,0.1777367,-0.2861145,-0.06811055,-1.035934,0.1885767,0.8187453,11.01858,-0.6371647,-0.6542847,-0.399342,0.4015241,2.994088,-0.208817,-0.6531013,-0.7225392,-0.3279088,,,
2.06546800000001,0.05741034,0.2514797,0.5048173,-0.5484834,0.1588492,-0.6816857,0.6668574,-0.8351616,-0.3437902,-0.7964775,0.2328502,2.398434,1.037663,0.7511083,0.07874183,-1.045987,0.2345666,0.09089337,0.1347649,-1.030038,0.298336,-0.03679026,10.68335,0.5578731,0.2527221,-0.2750331,0.1501998,2.547522,-0.2673627,-0.5066434,-0.8453054,0.1283548,,,
2.1320960000000184,0.3337382,-0.4185477,0.3921651,0.3361282,0.03115224,-1.767812,1.275723,-0.800745,-0.1222157,-0.8842359,-0.4795603,1.758298,-0.2852339,0.5567819,0.3099832,0.07906431,0.2104822,0.1752895,-0.008057237,-1.352345,-0.1693812,-0.3700812,10.15496,-0.1076761,-0.6717516,-0.3458961,0.7201477,2.428338,-0.4257751,-0.9292466,-1.066647,-1.036844,,,
2.1987239999999986,0.1195303,-0.4987491,-1.308268,0.4954032,0.2098341,-1.212177,0.6802802,0.03581988,-1.145904,-0.7056371,0.02830053,1.527548,-0.6797779,1.010373,-0.2069834,-0.3728559,0.3489261,0.5308288,-0.07895772,-1.09478,0.07854965,0.658128,9.598554,0.01481281,-0.2112193,-0.7386775,0.3586929,2.07693,-0.7890881,-0.4688221,-0.7572467,-0.08116548,,,
2.265352000000007,-0.4034859,-0.4669062,-1.177891,0.5611435,0.6918135,-1.265031,0.8828205,0.2690102,-0.8871946,-0.9984611,0.04355306,1.616848,0.7367814,1.027829,-0.03226228,-0.4666457,0.5826035,0.4295949,0.4624645,-1.232841,-0.9575122,0.08724717,9.099645,-1.14888,-0.1531688,-0.2725239,1.002124,1.98394,-0.7373389,-0.240925,-0.6995845,0.2487262,,,
2.3319800000000157,0.06137171,-0.7713918,-0.8998098,0.5885562,-0.002931151,-1.300547,0.2955742,-0.08629254,-0.2302467,-0.9661992,-0.971321,1.403683,0.1489859,-0.153974,0.01533037,-0.0231889,-0.4597732,-0.4154218,-0.4978522,-0.9625469,-0.02969017,0.03978294,8.784711,-0.3052972,-0.2240322,-0.4903141,0.525737,1.615213,-0.8652399,-0.2498529,-0.5253573,-0.1745998,,,
2.398607999999996,-0.3359561,-0.5580266,-0.02345985,0.4266659,0.05965141,-1.158977,0.395956,-0.7568398,-0.2276129,-0.8269208,-0.7215778,0.4810466,-0.3814132,0.5807114,-0.1835608,-0.4562422,0.2056435,-0.5158786,0.1575677,-0.6252725,0.01855183,0.8703021,8.117204,-0.3270602,-0.3606193,-0.5556148,0.4205493,1.442475,-0.4112215,-0.2210453,-0.8246124,-0.2458774,,,
2.4652360000000044,-0.5157034,-0.6880858,-0.1944779,0.3399025,0.1577555,-0.8436568,0.7521651,-0.0682604,0.5904807,-0.605517,-0.3238114,1.369948,0.2702837,0.001945527,-0.09388059,-0.3987655,0.9051166,-0.4611622,-0.2966529,-0.2687354,0.105404,-0.08927141,7.827257,-0.2559634,-0.3785655,-0.1559892,0.8083716,1.51901,-0.1319563,-0.8828533,-0.06482901,0.09684828,,,
2.531864000000013,0.5771191,-0.7408712,-0.6246183,-0.01309662,0.06120883,-0.674593,0.8228473,-0.5023706,0.6401896,-0.8492001,-0.459761,1.516718,-0.527336,0.1972476,-0.04131006,0.3347775,0.606645,-0.2824475,-0.9451343,-0.9139897,-0.1204617,0.2349132,7.69056,-0.5292915,-0.5597143,-0.5543005,0.4543653,0.9707555,-0.2750487,-0.4515887,0.02259287,-0.3066291,,,
2.5984920000000216,-0.3762939,-0.547919,-1.000668,0.06916557,0.4370391,-0.2689453,1.147396,0.01118116,-0.8043799,-0.7376679,-0.8986682,2.131058,-0.6743239,-0.02622019,-0.264311,0.4865141,0.5008642,-0.8091149,-0.8891414,-0.5801398,0.01647059,0.8476495,7.049593,-0.4185028,-0.1039301,-0.5467601,1.021583,0.7588935,-0.9550005,-0.4055666,-0.1993931,-0.03348898,,,
2.6651200000000017,-0.3349577,-0.2743896,-0.6749576,-0.6094527,0.1126453,-0.6534954,0.5709906,0.5312163,0.6387947,-0.8541031,-0.7161635,1.753851,-0.2226423,-0.3824711,-0.6054543,0.4961929,0.1689742,-0.7169752,-0.8825148,-1.236994,1.256564,-0.1626536,6.785867,-0.1148793,0.1388214,-0.5269904,0.1609834,0.7928326,0.002949542,-0.5345598,-0.3997255,0.290233,,,
2.7317480000000103,0.2790051,-0.4691966,-0.4101563,0.09804049,0.1044893,-1.107859,1.314944,-0.1506117,-0.5001804,-0.6923065,-0.6265995,1.805304,-0.04780628,0.6223714,-0.3195052,0.2958541,0.2742434,0.04656803,-0.7910499,-1.262214,0.3691772,0.4149257,6.674556,-0.5333969,-0.6160105,-0.5023297,0.432121,0.8271751,-0.2280675,0.1810141,-0.5196814,-1.400222,,,
2.798376000000019,0.03090069,-0.3533323,0.2698541,-0.4086571,0.09028941,-0.6109059,1.564059,0.02948664,0.8180853,-0.8892633,-0.3932479,1.835185,0.773004,-0.07843781,-0.2532983,-0.05093613,0.2598469,-0.5776673,-0.5854545,-0.6212662,0.1356684,-0.3667522,6.311686,0.1576301,-0.4665608,-0.3409177,0.3809991,0.6368276,-0.2576126,-0.202476,-0.4877258,-0.02091717,,,
2.865003999999999,0.05791457,-0.7021335,-1.316864,0.8086808,0.09892733,-0.6594822,1.452642,-0.4739904,-0.4191761,-0.7633892,-0.0247076,0.6739062,-0.2194623,0.2022827,-0.159085,-0.4185395,0.4946705,-0.6897687,-0.7310267,-0.8646665,-0.3053499,1.360489,6.343436,-0.3247186,0.0759517,-0.1579359,0.5190697,0.4673085,-0.2704976,-0.3412359,-0.6472027,-0.9130747,,,
2.9316320000000076,-0.5164403,-0.6466415,0.1942058,0.3509547,-0.03499873,-0.6057811,1.107798,0.2706935,-0.9974623,-0.891152,-0.6429103,1.231113,0.2401504,-0.1124047,-0.3688373,-0.5811226,1.347424,-0.01576379,-0.3460507,-0.3727461,-0.2489266,-0.8983428,5.928363,-0.2267725,0.1298407,-0.3214186,0.5782428,-0.04605047,-0.2596368,-0.6157801,-0.2398652,-0.02524805,,,
2.998260000000016,-0.2038154,-0.7130693,0.5629325,0.1641928,-0.3549392,-0.7396594,1.434517,0.1222352,-1.503003,-0.6986461,-0.3300721,0.8438603,-0.9752548,0.0443027,-0.5345583,-0.2706807,0.2196418,-0.7411495,-0.9834211,-0.6174019,0.3355959,-0.1448975,5.760591,-0.09167212,-0.8400668,-0.2665243,0.9610325,0.4246953,-0.1641845,-0.3578597,-0.499428,-0.8004454,,,
3.0648879999999963,0.1632909,-1.02557,-0.543664,-0.2277791,0.1884952,-0.2787538,0.769169,-0.1280819,-0.5696052,-0.4576078,-0.6245454,0.8424718,-0.3573046,-0.04122246,-0.7625111,-0.2554569,-1.656912,-0.8169323,-0.9670048,-0.6653617,-0.3536961,0.6060254,5.548624,0.05557525,-0.04106578,-0.4846492,0.9454918,0.03012132,-0.07185756,-0.3416096,0.1206176,-0.8906031,,,
3.131516000000005,0.3965456,-0.7887667,-0.2861599,-0.312546,0.1473837,-0.1677975,1.3769,-0.5667685,-0.2191951,-0.6641085,-0.7050133,0.8573329,-1.143397,-0.3100871,-0.6687554,-0.4048361,-0.9057108,0.2084041,-0.8891674,-0.9245962,-0.198348,0.7098966,5.390091,-0.262748,-0.5375179,-0.6909896,0.3477982,0.2119532,-0.5460597,-0.968309,-0.3430763,-0.4673636,,,
3.1981440000000134,-0.1555941,-0.7142927,-0.6270525,0.06160507,-0.1209104,0.3038892,0.3015392,0.1102225,-0.04379116,-0.6353744,-0.2353345,1.15931,-1.147158,-0.05053237,-0.2016774,-0.2575133,0.7264892,-1.016634,-0.6375403,-0.6387715,0.6357071,-0.08877575,5.37358,-1.030852,-0.5081028,-0.5651975,0.6017607,0.198419,0.5599108,-0.1259406,-0.5867707,0.03763997,,,
3.264772000000022,-0.5354397,-0.9700531,-0.4015404,-0.01992248,-0.5543137,-0.5145071,0.4502588,-0.05251887,-0.757458,-0.6079824,-0.8650191,0.7421767,-0.6431226,-0.2963064,-0.6447513,-0.2832344,0.09933899,-0.3332194,-0.5711369,-0.6409935,0.3223385,-0.06387516,5.269516,0.05441926,-0.4968114,-0.1391016,0.9189408,0.1871462,0.3180105,-0.09080724,0.1077927,-0.2883685,,,
3.331400000000002,0.1527574,-0.582134,0.04129165,0.537834,-0.1324549,-0.4729623,0.5386235,-0.07899661,-0.5487986,-0.3446551,-0.4518284,1.940183,0.4379543,0.04413533,-0.2968758,-0.4762116,-0.2445454,-0.5909516,-0.5820854,-0.8568454,0.2844839,-0.579445,4.64445,0.2222647,-0.2887466,-0.3657572,0.8993739,-0.03064006,-0.4266154,-0.2039867,-0.3053996,-0.5333198,,,
3.3980280000000107,0.5890878,-0.9377695,1.73246,-0.3296159,0.3055753,-0.4830621,0.4694401,0.03524755,-1.017214,-0.2270532,-0.1600234,2.158504,-0.8410551,-0.1459049,-0.5527809,-0.1171057,0.4775817,-0.3619437,-0.9592232,-0.3814004,-0.7898651,0.1742498,4.533126,-0.8692495,0.1707246,-0.07755645,1.497208,-0.3887914,-0.6722201,-0.8576256,-0.09088816,-0.8697549,,,
3.4646560000000193,-0.1215349,-0.5886395,-0.4590496,-0.631473,-0.7290349,0.0003852802,0.6502142,0.7776459,-0.7790422,0.002663981,-1.016759,1.784855,-0.0672419,-1.61234,-0.1982594,-0.1687196,0.1407862,-0.6009402,-1.052288,-0.5970778,0.2844338,-0.6970177,4.287311,0.1819889,-0.2227697,-0.9437551,1.37552,-0.3541549,-0.1745751,-0.9760489,-0.07348505,0.2006312,,,
3.5312839999999994,0.2494449,-0.4049263,-0.9511486,-0.4070979,-0.3584504,-0.8706877,1.609137,0.2719502,-0.6696957,0.06299494,-0.8184363,1.545145,-0.3456737,-0.6965448,-0.6390446,0.9416136,-0.1376976,-0.04875499,-0.1372688,-0.06958902,0.4905623,0.03158087,4.248162,0.2175579,-0.943859,0.1983269,1.335425,-0.1882969,0.2479259,-0.7075348,0.3431343,-1.248871,,,
3.597912000000008,-0.09026117,-0.4224879,-1.437518,-0.03365611,-0.3688825,0.4806842,-0.3671271,-0.2191683,-0.6257637,0.1299895,0.3179505,1.092101,-0.439963,-1.326059,-0.6564247,-0.04116957,-0.5259367,-0.2925214,-0.9975488,-0.4536076,0.9576926,0.1763835,3.976989,0.5196947,0.3450977,-1.061015,1.681555,-0.2531805,0.7630378,-0.3355139,0.232239,-0.003646274,,,
3.6645400000000166,-0.2085225,-0.07518079,-1.044021,-0.4544606,0.741944,-0.1832451,-1.280184,-0.09710672,-0.5061314,0.2400613,1.263695,1.139689,-0.2088254,-0.6696822,-0.6829913,-0.7654266,-0.164045,-0.6767801,0.1879746,-0.4419385,0.8762665,1.505835,3.861018,0.1586216,-1.114405,-0.4230243,0.8761842,-0.4007638,-0.1835381,-0.7016893,-0.3233961,-0.05267948,,,
3.7311679999999967,0.02461381,0.1117775,-1.627937,-0.3606008,1.274204,0.4333544,0.155963,0.427005,-0.2896179,0.2438343,0.9774082,1.767491,0.2094169,-0.8704485,0.5091628,0.3102612,0.666023,-0.1359261,-0.6137859,-0.3077784,2.560574,-0.4825026,3.598442,-1.066938,-1.466332,-1.265218,1.636772,-0.4453694,0.9015419,0.4356404,0.05964164,-0.4252683,,,
3.7977960000000053,0.4946906,-0.2027005,-1.204184,-0.7994561,1.006852,-0.4875274,-0.3576144,0.2338818,-0.1312442,-0.1040426,1.801728,0.6598833,-0.6374137,-1.270798,0.07626687,-0.996527,-0.1862947,-0.8588454,-1.118262,-0.5360649,3.157383,-0.4411997,3.349517,0.4922001,-1.899314,-0.6405388,1.412795,-0.7715467,0.08944859,-0.06124671,0.4153499,0.4703587,,,
3.864424000000014,1.126736,-0.4158396,-0.7440249,-0.1202967,0.4983621,-0.6212035,-0.3423866,0.2743605,1.088852,0.09209926,1.625074,1.243598,0.0764266,-1.243943,-0.6913196,-0.5906289,-0.9421892,-0.2706375,-0.4940991,-0.2434736,3.970308,-0.1151623,3.1223,-0.4166657,-1.341287,0.567391,0.5861151,-0.3317947,0.7997669,0.3344961,-0.1744785,0.3440925,,,
3.9310520000000224,2.292905,-0.06841618,0.1070292,-0.2652226,0.937551,0.6085726,-0.1206665,0.05675395,0.4890336,0.114327,1.167399,0.4925156,0.1451858,-0.3955266,-0.3539045,-0.8476271,0.09626515,-0.2244229,-0.6922001,0.3295087,4.022011,-0.5257617,2.616671,0.3987679,-0.3549931,1.563897,0.4266728,-0.4159381,0.03320442,0.2603341,-0.4449801,-0.7798168,,,
3.9976800000000026,0.6191677,-0.2420364,-1.188999,0.4656339,0.5223258,-0.2576342,-1.058224,0.3569942,0.5861781,0.217967,1.536754,1.309139,-0.07246989,-0.9352746,-0.7647381,-0.1793199,-0.8117113,-0.7241039,-0.767906,0.7656665,4.679952,-0.2094377,2.502486,0.7631416,0.185494,1.465019,0.6029415,-0.2626194,-0.09590642,0.7218902,-0.7981389,0.4331716,,,
4.064308000000011,0.8809229,-0.9331785,-1.095967,0.6217935,0.3255022,-0.7181204,-0.5486439,0.09011509,0.5841275,0.2137538,1.142075,0.3976971,0.4485246,-0.7987906,-0.340857,-0.7039788,-0.7258207,-0.5578226,-0.7052681,0.5404586,4.867585,0.43255,2.177353,0.3956007,-0.404091,1.38583,1.027189,-0.7237592,-0.04540475,0.4643804,-0.2403239,0.5824238,,,
4.13093600000002,0.9748625,-1.161479,-1.215966,-0.7438403,0.8240746,-0.07313694,-0.2803005,0.6601984,-0.7287775,0.2098484,0.8299224,-0.1964267,0.4935144,-0.8806173,0.8343599,0.9708116,-0.1868991,-2.182991,-1.371415,-0.3393093,6.152361,-0.8369353,2.213196,0.1853412,-0.1343027,0.9557418,2.441733,-0.805585,0.2454268,0.2350289,0.9202023,-0.5079032,,,
4.197564,1.633826,-0.5904616,-0.1499257,-0.0488065,0.2076841,-0.218754,-0.2752195,-0.1630935,0.1874176,0.1833365,0.7866387,-0.3827724,-0.6094854,-1.137529,0.2430832,-1.420663,-0.2405548,-1.455291,-0.2850762,-0.11203,3.685049,0.1326239,1.862643,0.1880656,0.5689638,1.365749,1.533408,-1.022681,-1.226328,-0.07211962,-0.3562062,0.5334431,,,
