Frame,C009,C005,C004,C008,C003,C002,C001,C000,C007,C011,C010,C006,mouse1,mouse2,contact
1.9988100000000202,-0.3952129,-0.4601072,-0.07018044,-0.02214349,0.05942945,-0.9464374,0.005669491,0.2172364,-0.6870231,0.5013249,3.931252,-0.08140577,,,
2.065437000000003,-0.7109476,-0.3128708,-0.3618525,-0.5122997,-0.07844376,0.4256826,-0.5437865,0.06363118,-0.02968097,-1.427439,4.607347,0.4033006,,,
2.132064000000014,-0.1752286,-0.6827683,0.7974908,0.7601616,0.112948,-0.1817039,-0.2579233,0.6031595,-0.3751318,-0.7524343,4.757342,-0.249014,,,
2.1986909999999966,-0.7339522,-0.05543955,0.05427412,-0.1809298,-0.03409876,0.3635557,-0.3208907,-0.05174037,-0.01964185,-0.1191703,3.209584,-0.1374353,,,
2.2653180000000077,-0.3781807,-0.0920166,-0.3686463,-0.07120108,0.1167911,0.09027828,-0.2809155,0.5640832,-0.4470984,0.3129682,2.580688,-0.2580213,,,
2.331945000000019,-0.1378686,-0.4842013,-0.4851034,-0.1070913,-0.1654646,-0.339215,-0.414839,-0.5342348,-1.073996,-0.6076671,1.496786,0.2280257,,,
2.3985720000000015,-0.2207765,-0.5953598,0.1208811,0.3357615,-0.0165516,-0.3077495,-0.1107079,-0.1877767,-0.5062478,0.3973613,2.37821,-0.1288212,,,
2.4651990000000126,0.05099484,-0.7724686,-0.02306487,-0.1520773,-0.2327651,-0.5362555,-0.4926362,0.4801732,-1.663163,-0.8997373,2.057561,-0.498812,,,
2.5318259999999952,-0.8100535,-0.5511157,0.03211099,-1.22028,-0.557353,0.3864299,-0.3205056,0.1423971,0.1507922,-1.294216,2.562261,0.2661864,,,
2.5984530000000063,-1.323566,-0.8720324,-0.3642775,1.032922,-0.3370912,0.4870239,-0.5577787,-0.1606885,-0.5950057,-0.5657572,1.318823,0.7833508,,,
2.6650800000000174,-0.2227496,-0.5579094,-0.008325064,0.6185789,-0.6269524,0.5530534,-0.05058358,-1.112501,0.003420959,-0.9399883,0.6258691,0.80333,,,
2.731707,-0.9188346,-0.5743282,0.4011905,-0.3999498,-0.1693914,-0.2253244,0.2921518,0.224548,-0.6637756,-1.650385,1.270731,0.3806199,,,
2.798334000000011,0.4307171,-0.7299433,-0.05346413,-0.01565515,-0.01713447,-0.4587785,2.009445,-0.2311791,-0.5396009,-0.8743492,1.748624,0.3591126,,,
2.8649610000000223,0.5258768,-0.6397188,-0.723559,-0.08942662,-0.6493892,0.5128403,2.040187,-0.1863296,-0.2166302,-1.525006,1.112511,0.3901839,,,
2.931588000000005,0.2051495,-0.925783,0.4339201,-0.1290231,-0.1257754,0.178051,1.554374,-0.1573114,-0.5131379,-0.8116922,0.1760294,0.4489881,,,
2.998215000000016,0.4594165,-0.7201895,-0.3940689,-0.6375118,-0.518292,0.6404295,1.015235,-0.6771875,0.1662998,-0.4261374,0.158558,0.8304505,,,
3.0648419999999987,-0.3958008,-0.6528352,0.08513222,0.6069693,-0.1361379,-0.2734877,1.066853,0.4360205,-1.183372,-1.140183,1.078261,-0.006349904,,,
3.13146900000001,-0.1767894,-0.3976679,0.01838704,0.7205327,-0.3832339,-0.347666,1.202171,0.5969104,-0.3425932,-0.9758421,0.07924649,0.01025136,,,
3.198096000000021,0.6486234,-0.7529944,-0.3962598,0.1911083,-0.2568266,0.1071076,0.7767437,-0.3784422,0.2319903,-0.2535422,1.51751,-0.09411839,,,
3.2647230000000036,-0.07849034,-0.8496474,-0.7133022,-0.4990114,-0.3841951,0.3427961,0.5186014,0.3495295,0.02651018,-1.241995,0.5144337,0.1563795,,,
3.3313500000000147,-0.4282566,-0.4573748,0.2266064,0.9062681,-0.2004601,-0.5257681,0.6035917,-0.1832078,0.3700437,-0.5873078,0.5870867,-0.2731821,,,
3.3979769999999974,-0.2688006,-0.8351935,0.04935722,-0.5041667,0.1135249,0.1842322,0.3471742,-0.5244775,0.3510162,-0.4616889,0.4857255,-0.1545391,,,
3.4646040000000085,0.4123438,-0.6952495,-0.2706622,0.8618406,-0.1332435,0.2491665,0.4942308,0.6141846,0.02313404,-1.044984,-0.007280177,-0.2664318,,,
3.5312310000000195,0.3958808,-1.095638,0.1419901,0.830188,0.06678427,-0.1108962,0.5500293,-0.30494,0.2198195,0.1829403,-0.01552067,-0.2628093,,,
3.597858000000002,-0.08831763,-0.6965179,0.1255285,-0.2868207,-0.3076426,-0.3945193,0.8045915,0.3917511,0.1212848,-0.7746127,0.5067542,-0.0911997,,,
3.6644850000000133,-0.1630181,-0.7872679,0.3129304,-0.1134613,-0.1226937,-0.07116561,0.4734532,-0.2949614,-0.3752736,-0.1554878,-0.3106388,-0.504062,,,
3.731111999999996,-0.9087683,-1.25844,0.2395456,-0.4796874,-0.4050238,-0.1700953,0.5855352,-0.7344643,0.4735562,-0.3086535,-0.2600833,0.1141858,,,
3.797739000000007,-0.5755818,-0.9081693,-0.179546,-0.05496452,-0.3681375,-0.3305626,0.2546015,-0.08360047,-0.5255657,0.4833589,0.542811,-0.4805626,,,
3.864366000000018,-0.007624543,-1.094494,0.1092895,-0.2842111,-0.3892078,0.08941952,0.2815436,-0.2018095,-0.5764034,0.2197997,-0.2020911,-0.3334432,,,
3.930993000000001,0.006474512,-1.414389,-0.07560594,0.584162,-0.09357411,-0.1259355,0.5717474,0.7739534,-0.8992479,-1.631377,0.5209436,-0.1206285,,,
3.997620000000012,0.1490407,-1.16006,-0.5862584,-0.3001481,-0.07541271,0.4366062,-0.06694795,0.2210747,-0.5724112,-0.8478032,0.6290504,0.1696001,,,
4.064247000000023,-0.483725,-1.015613,0.525875,-0.7947147,-0.3051965,0.4984577,0.2781121,0.012693,-0.1214034,-0.405442,-0.009390919,0.04348866,,,
4.130874000000006,-0.02373318,-0.9078366,0.7439913,0.03110822,-0.200435,0.1013437,0.4814065,-0.125668,-0.761665,0.3295429,0.0109817,-0.2586415,,,
4.197501000000017,-0.7096197,-0.8656854,-0.3984038,-1.217295,-0.03251229,1.114961,0.825925,-0.4758096,0.04410266,-0.7885329,-0.8653129,0.09820276,,,
4.2641279999999995,-0.6457486,-0.2985628,-0.6623993,-0.5957747,-0.1020493,0.3309801,0.4898853,-0.442491,-0.2767919,0.2376304,1.348467,-0.5508419,,,
4.330755000000011,0.3762955,-0.536823,-0.3905529,0.7589933,-0.2067664,0.5607206,1.013904,-0.4458287,1.143134,-0.07752372,1.501634,-0.293167,,,
4.397382000000022,-1.297622,-0.5613626,-0.06359079,0.463953,-0.2415736,0.483157,0.02484956,-0.3907405,-0.2358625,-0.07958727,1.286944,-0.04692409,,,
4.464009000000004,-0.4988485,-0.7779191,0.7484064,-0.1262409,-0.2790162,0.1501212,-0.1138735,-0.03319233,0.2246356,-0.7661129,2.446314,-0.1729362,,,
4.530636000000015,-0.3894637,-0.9242645,0.7466536,-0.09131266,0.1039563,-0.1035579,-0.3112089,-0.8611834,0.2298586,-0.4146706,1.764795,-0.1541099,,,
4.597262999999998,-0.2570825,-0.7149614,0.1340207,0.04396894,-0.03937553,-0.3481485,0.4299703,0.2725585,-0.9523709,0.2082912,1.3251,-0.4632868,,,
4.663890000000009,-0.6845673,-0.7560121,-1.102471,0.04324431,-0.3452403,-0.0928786,0.3977897,-0.06144509,-0.7825617,-0.9163103,3.621608,-0.2424101,,,
4.73051700000002,-0.305288,-0.8942318,-0.8823571,0.7467262,-0.221352,0.06774161,0.4031762,-0.4260926,0.335031,-0.7300255,2.965708,-0.2991325,,,
4.797144000000003,-0.1738436,-0.3596272,-0.03826068,0.09705839,-0.4208266,0.8532261,0.3146592,-0.5493715,0.02104869,0.2743215,2.066647,-0.206441,,,
4.863771000000014,-1.001028,-0.3943577,0.7492,-0.3398622,-0.0397666,0.950708,-0.5271394,-0.5510038,-0.4668272,-1.04172,1.02315,-0.4329597,,,
4.930397999999997,-0.08209517,-0.3673978,0.6329156,0.2581567,-0.3880596,1.022366,0.3150243,-0.5985274,-0.4111785,-0.722924,2.446804,0.03555084,,,
4.997025000000008,-0.7359588,-0.04511522,-0.7316164,-0.9371213,-0.3250488,0.865098,-0.1364613,-0.350463,0.134356,-1.353928,2.959167,-0.2355069,,,
5.063652000000019,0.3733891,-0.02861623,-0.5973596,-0.870536,-0.5830901,0.8830369,0.1090761,-0.5012293,0.08200776,0.3323448,2.572611,-0.1094656,,,
5.130279000000002,-0.09751046,-0.6021678,-0.2130935,-0.7181293,0.373085,0.5508825,0.2289052,-0.5431442,-1.02952,0.2214319,2.739523,-0.228684,,,
5.196906000000013,0.7062147,-0.4130968,-0.329112,0.5087407,-0.1020738,-0.05422801,0.2971416,-0.1135591,-0.5145404,0.7005691,2.271635,-0.3899862,,,
5.263532999999995,0.04963906,-0.5992584,0.177221,0.007555008,0.04617796,0.3378767,-0.2119428,-0.580162,-0.8123507,2.050894,3.025425,-0.009895338,,,
5.3301600000000064,-0.6728033,-0.8513535,-0.1114115,0.7912209,-0.1944231,0.4923869,0.007771478,-0.4737801,-0.3624679,0.7820765,1.781157,-0.1536989,,,
5.3967870000000175,-0.8470812,-0.6284933,-0.4426378,0.2174942,0.3581695,0.04939233,-0.2122147,-0.4199549,-1.11777,1.93067,2.223409,-0.2571806,,,
5.463414,-0.1094514,-0.8688934,0.4277672,0.07767498,-0.3275552,0.2765149,-0.3733623,-0.6273975,-0.5974035,1.997641,1.779901,-0.01009469,,,
5.530041000000011,0.1756895,-0.6226208,-0.859198,0.5859972,-0.2543868,0.1706585,-0.1243433,-0.3295341,-1.509189,1.793655,1.809407,0.3333591,,,
5.596668000000022,0.3387878,-0.5335522,-0.6715496,-0.05341437,-0.2307446,-0.4925408,0.2744476,-0.2114115,-1.443394,1.897429,2.407023,0.2327502,,,
5.663295000000005,0.4231824,-1.392852,-0.361075,-1.308162,-0.0001451037,0.2937928,-0.3297237,-0.1722176,-0.9509417,1.918982,2.057309,-0.5216704,,,
5.729922000000016,-0.5521083,-0.730017,0.09302556,0.8710067,-0.2068811,-0.9246261,-0.1090371,-0.4953209,-0.4239182,0.2122245,3.780862,-0.4051133,,,
5.796548999999999,-0.2454359,-1.020115,-0.3467265,0.9956717,-0.3404445,-0.05179403,-0.4416234,-0.1575805,-0.4860237,1.134583,3.583458,-0.6812337,,,
5.86317600000001,-0.1030668,-0.6706825,0.06536377,0.150717,0.05106238,0.004396065,-0.6423615,-0.5893216,-0.4042541,1.533928,1.886585,-0.05376799,,,
5.929803000000021,-0.1197423,-0.4348638,-0.6046329,1.23907,-0.1153823,0.1013832,-0.3769626,0.8130719,-0.8102199,0.3980415,2.098647,-0.0247215,,,
5.996430000000004,0.4948765,-0.4374793,-0.5188649,1.291696,-0.1891363,-0.2767859,-0.3406092,-0.8492871,0.3397552,2.345274,2.917733,-0.3086038,,,
6.063057000000015,0.1078458,-0.5052567,0.2825933,0.3295662,-0.4295194,0.04441637,-0.4449391,-0.4445569,0.3789385,0.7996852,2.412867,0.08080073,,,
6.1296839999999975,0.3432768,-1.222383,-0.3368636,1.424312,-0.35991,-0.8143604,-0.6379783,-0.7206385,0.1861895,0.7133487,4.055056,-0.4451238,,,
6.196311000000009,-0.2720045,0.3020358,0.096047,0.07140772,-0.3280446,-0.1240113,-0.3372667,-1.223716,1.322151,1.518256,3.23178,-0.3891441,,,
6.26293800000002,-0.3826687,-0.8078133,-0.5108258,-0.7173675,-0.01834702,-1.097391,-0.5241444,-0.6212752,0.2250044,2.199657,3.555631,-0.2814259,,,
6.329565000000002,0.2223689,-0.9972721,-0.002189137,-0.5156829,-0.4836296,-0.7344627,-0.412784,-0.6408483,0.6290589,1.2099,2.924271,-0.06599235,,,
6.396192000000013,0.6303563,-0.8016855,0.1717499,1.881712,-0.02458119,-1.112352,-0.5718287,-1.002431,0.4433203,2.823907,2.499056,0.03711709,,,
6.462818999999996,-0.04709606,-0.4542066,-0.09225478,-0.5925258,0.00287423,-0.7850406,-0.3494363,0.6009281,-0.4597963,0.66159,2.125954,-0.5848188,,,
6.529446000000007,0.1273598,-0.971444,-0.04206361,0.9590911,-0.1036312,-1.464134,-0.3610928,-1.390087,0.3787007,1.991202,2.363486,-0.8126376,,,
6.596073000000018,-0.2913657,-0.2216688,-0.9008227,-1.57567,-0.6496866,-0.9979991,-0.332603,-0.9847007,0.4003114,2.706371,3.096915,-0.159687,,,
6.662700000000001,1.116214,-0.7729604,-0.459624,-0.3867907,-0.004861841,0.04756546,-0.4669933,-0.6108865,-0.09273712,2.270745,2.622729,-0.4509713,,,
6.729327000000012,0.2093462,-0.6081479,-0.2121824,1.545235,0.04338554,0.07512282,-0.2666212,-0.1905476,0.450348,0.09022158,3.537413,-0.6054247,,,
6.795953999999995,-0.03961106,0.05421554,-0.3234176,0.4542957,-0.1449699,-0.5222327,-0.3963446,-0.4703474,0.8853813,0.1782241,4.149614,-0.8195295,,,
6.862581000000006,0.3905164,-0.6416684,-0.2996525,-1.285803,-0.2972404,-0.6660259,-0.465864,-0.1574097,0.6620463,-0.2829292,3.89223,-0.2939777,,,
6.929208000000017,0.09684132,-0.1354696,-0.5403104,1.403668,-0.06305069,-1.340153,-0.5868241,0.1729862,0.01004268,0.1728154,5.344393,-0.2927433,,,
6.995835,1.505629,-0.4503722,-1.20724,1.453001,-0.4379554,-1.569559,-0.3221354,-1.117733,1.274282,-1.016041,5.980234,0.00295232,,,
7.062462000000011,0.5535195,0.02129189,-0.2918543,-0.9541985,-0.3724128,-0.994533,-0.3738929,-0.3809722,-0.2053467,-0.4712006,7.156292,-0.5873092,,,
7.129089000000022,0.4977002,-0.1531514,-0.5145884,-0.4381936,-0.3580495,-0.4785043,-0.3473487,1.463203,0.2560685,-0.5796785,7.203804,-0.5439208,,,
7.195716000000004,-1.232211,0.02439818,-0.7912264,-0.8460488,-0.4733754,-1.82668,0.06353767,-0.4349425,-1.631649,-0.3121288,8.698618,-0.5759258,,,
7.2623430000000155,-0.4843321,-0.3324516,-0.9707133,0.1376596,-0.4082019,-1.456443,-0.8938761,-1.061308,0.2163668,-0.528024,6.516547,-0.3236257,,,
7.328969999999998,-0.7772896,-0.4682026,-0.7634616,-1.589947,-0.197185,-1.21813,-0.3384319,1.089289,-2.205771,-0.1510976,6.636649,-0.2132709,,,
7.395597000000009,-0.2724221,-0.3118194,-0.5736111,-0.004567372,-0.2465166,-0.7917826,-0.09892157,-0.4511098,-1.463315,0.703225,7.85428,-0.6500471,,,
7.46222400000002,0.412808,-0.1156379,0.1888632,-0.09938315,-0.5893883,-0.001645253,-0.3564551,-0.1582172,-0.5917752,-0.1938408,4.555975,-0.8858061,,,
7.528851000000003,1.080531,0.3937137,-0.5701694,-0.3753891,-1.146764,-1.357418,-0.01439663,-1.555129,-3.393793,7.344045,4.097648,-0.5874666,,,
7.595478000000014,1.161369,-0.2485684,-0.9155787,0.3355156,-0.647019,-0.5620658,-0.5160086,-1.508805,-0.1729977,3.519842,4.520652,-0.1419402,,,
7.662104999999997,1.416824,-0.07384817,-0.05642099,0.1645446,-0.401812,-1.057767,-0.6251361,-1.489778,-0.9700513,5.371166,2.992352,-0.1806129,,,
7.728732000000008,0.02724409,-0.1500638,-1.552654,-1.598704,-0.514604,-1.283022,-0.4970328,-0.5988877,-1.644499,2.530973,3.917342,0.2509184,,,
7.795359000000019,0.7658768,-0.04837787,-0.5900936,0.1016404,-0.4943773,-0.508759,-0.3076551,-1.127336,0.3083945,4.677854,2.58277,0.5877268,,,
7.861986000000002,-0.04889933,-0.2574357,-0.1806585,0.342956,-0.2630078,-1.427325,-0.9377912,-0.6149448,-0.3020264,3.152124,3.031418,-0.2918716,,,
7.928613000000013,0.09318011,-0.9213988,-0.5266513,-0.6431202,-0.5690336,-0.5394856,-0.6396478,-0.4916486,-1.502125,3.384534,1.841684,-0.1439125,,,
7.9952399999999955,0.815466,-0.07685433,-1.070396,-0.1033752,-0.1735408,0.5702714,-0.2324169,-1.313957,0.1380392,2.739269,1.277865,-0.5312527,,,
8.061867000000007,0.09875064,0.4193003,-0.6976312,0.3306351,-0.7808802,-0.1064524,-0.8737694,-0.1505255,0.1613454,2.541222,1.9018,-0.04770717,,,
8.128494000000018,-0.2860159,0.2758204,0.2744172,0.1743025,-0.3509428,-0.656765,-0.7337828,-0.6962313,0.4329294,3.048094,1.23842,-0.1042833,,,
8.195121,1.02651,0.5462611,-1.375029,-1.119904,-0.3173003,-0.6631978,-0.5128897,-0.7651649,1.013816,1.984746,0.2592474,-0.166617,s,s,nc
8.261748000000011,0.03854992,-0.08374355,-0.3119656,-1.385314,-0.3182774,0.8095813,-1.015638,-1.45321,2.065547,1.37642,2.332989,-0.3176683,s,s,nc
8.328375000000023,0.3324632,-0.5017806,-0.6076057,-0.4082778,0.00628291,-0.6708302,-0.7547718,-0.05905595,0.8120074,1.616637,2.237962,-0.2582956,s,s,nc
8.395002000000005,-0.5192419,0.2497923,-0.6633626,-0.456562,-0.09525286,0.3944907,-0.5199629,-0.2700903,0.8186017,0.4051565,3.216874,-0.06693139,s,s,nc
8.461629000000016,-0.4648337,0.2821136,-0.2845125,-1.115026,-0.2406678,0.06554041,-0.6578084,0.3342132,1.345236,1.388117,3.206525,-0.4377361,s,s,nc
8.528255999999999,0.3076663,0.2496689,-1.277858,-0.1827618,-0.2550912,-0.7999872,-0.3732,-1.070843,2.165147,2.140227,3.318417,-0.5791486,s,s,nc
8.59488300000001,0.6266634,0.01614537,-0.7455797,-0.03119262,-0.05503818,0.4916828,-0.5012811,-0.4779702,1.765894,0.355217,3.694237,-0.6131845,s,s,nc
8.661510000000021,-0.2309051,-0.2527991,0.0140548,0.2446729,-0.03653993,0.007334451,-0.6119707,-0.5661899,1.484582,0.833979,2.108667,-0.7084231,s,s,nc
8.728137000000004,0.3669001,0.2311015,-0.6299312,0.1448592,-0.3332396,-0.9650888,-0.8667585,-1.037475,3.891715,-0.7308818,3.436053,-0.4399341,s,s,nc
8.794764000000015,1.262014,-0.439744,-1.006936,0.2158541,-0.5703229,-0.2439685,-0.9845617,-0.636876,2.607646,0.06461093,5.185935,-0.5838058,s,s,nc
8.861390999999998,0.1713686,-0.1024882,0.4924869,0.4313638,-0.342239,-1.255023,-1.178252,-1.614235,3.471083,-0.9498917,5.019893,-0.2271643,s,s,nc
8.928018000000009,0.9078235,-0.5517462,-0.6588132,-0.8616434,-0.1958521,-0.2243064,-0.144059,-0.4569449,2.670691,-0.7669694,5.314188,0.0986027,s,s,nc
8.99464500000002,-0.9950213,-0.2235918,-1.49634,-0.2876767,-0.5259153,-0.2263033,-0.7632572,-1.428505,3.014734,-1.282002,5.597761,0.472089,s,s,nc
9.061272000000002,-1.0947,-0.3424104,-0.8631663,-1.013718,-0.3554264,-0.7462937,-0.6862303,-0.9344558,2.459102,-0.4418532,5.24568,-0.2340008,s,s,nc
9.127899000000014,-0.3342265,-0.3559013,-0.4521664,-0.1706027,-0.3296626,-0.3898855,-0.7177388,-0.4275016,1.428944,0.2310809,6.162859,0.03120321,s,s,nc
9.194525999999996,0.492957,-0.5021956,-0.6138155,0.07364214,0.007956808,0.0218565,-0.7976879,-1.149418,2.698998,0.310175,5.132423,-0.1378474,s,s,nc
9.261153000000007,1.437217,-0.4484704,-0.2357096,0.5199859,-0.5127283,-0.1187216,-0.3561167,-1.327968,1.718516,2.300924,4.938999,0.006703205,s,s,nc
9.327780000000018,-0.08804474,-0.5198303,-0.5996381,-0.1401887,0.000640383,-0.1096256,-0.5159996,-1.690235,2.699558,2.483387,3.465817,-0.6841158,s,s,nc
9.394407000000001,0.8400066,-0.4154345,-0.5025712,-1.023678,0.02540002,0.253206,-0.4079104,-0.7571523,1.305199,-0.05118828,4.815868,-0.4906231,s,s,nc
9.461034000000012,0.478314,-0.7497754,0.5526975,0.09185097,-0.2439404,-0.01967901,-0.5595956,-0.6999204,1.047511,0.4919619,4.989666,-0.334211,s,s,nc
9.527660999999995,0.7783946,-0.7541027,-0.1122295,-0.2956723,0.0241223,0.1405277,-0.9147512,-0.4091147,1.704454,0.7878388,4.615881,-0.3976305,s,s,nc
9.594288000000006,1.55329,-0.733874,-0.2114136,-0.9060658,-0.009282132,-0.3631584,-0.2372235,-0.618929,1.653657,-0.4907868,4.476986,-0.5968009,s,s,nc
9.660915000000017,0.4941702,0.04539098,-1.049579,0.3321892,-0.1751715,0.1201477,-0.4721454,-0.9132183,1.800673,0.8342799,5.328312,-0.4927095,s,s,nc
9.727542,-0.3682036,-0.05869372,-0.6004867,-0.1281085,-0.1522156,0.4049619,-0.9101195,0.05247118,1.516295,-1.038867,4.032456,-0.1938741,s,s,nc
9.79416900000001,0.5677849,-0.2933401,0.3420578,0.4870402,-0.2657667,0.4507486,-0.70886,0.05430726,2.461955,-1.212392,4.499453,-0.2409648,s,s,nc
9.860796000000022,0.01344965,-0.05209636,-0.8850849,0.664208,-0.6176044,0.1043254,-0.2256245,-0.3844597,2.405634,0.7996194,4.468781,-0.03683054,s,s,nc
9.927423000000005,0.2666132,-0.2708279,-0.5879776,1.844533,-0.5255622,-0.02715705,-0.6740182,-1.031439,4.140026,0.3247962,3.762944,-0.1077289,s,s,nc
9.994050000000016,0.04304487,-0.3699311,-0.2237582,0.8585937,-0.4044524,-0.3112819,-0.4208367,-1.184262,4.874372,-0.4748517,3.638669,-0.00859239,s,s,nc
10.060676999999998,0.7119777,-0.3711582,-0.5979944,-0.3507288,-0.5828629,-0.9944107,-0.7251016,-0.715194,4.844837,-0.05905825,3.888539,-0.02601106,s,s,nc
10.12730400000001,0.2925561,-0.1762681,0.6974832,-0.4249057,0.2773528,0.3521748,-0.6766964,0.6858324,4.809212,-0.2654615,3.795289,-0.2317103,s,s,nc
10.19393100000002,-0.1842662,-0.7933884,-0.4673803,-0.5068236,-0.4729551,-0.3962445,-0.61965,-0.4117456,5.134233,-1.409077,4.414401,-0.5074474,s,s,nc
10.260558000000003,0.4673694,-0.4995162,-1.056703,-0.9900309,-0.01725033,0.6426015,-0.6658316,-0.1349539,4.714867,-0.9021348,4.255147,-0.4169607,s,s,nc
10.327185000000014,0.1499087,-0.5260276,-0.9908738,-0.1430623,0.1687734,-0.2464726,-0.7416571,-0.4865677,4.640802,-0.07216982,3.884396,-0.5090949,s,s,nc
10.393811999999997,0.4157299,-0.4210789,-0.523218,-0.1057887,-0.3320718,0.2756788,-0.8029654,-0.4212992,3.977823,0.147898,3.677694,0.1552761,s,s,nc
