Frame,C009,C005,C004,C008,C003,C002,C001,C000,C007,C011,C010,C006
3.33135,-1.180569,2.745868,-0.6726365,-2.567376,0.294399,-1.179456,0.04608037,0.07848193,-1.011832,-2.815647,0.4250835,0.1028885
3.397977,-2.025429,2.389318,-0.4163614,-0.2960067,-0.03548118,-0.7083249,-0.2778491,0.02218794,-1.151079,-1.492831,0.9698535,-0.06723367
3.464604,-1.038557,2.052802,0.6129507,-0.8928589,-0.2886035,0.4143465,-0.4216346,-2.011312,4.122293,-1.38456,-1.647591,0.1656318
3.531231,-1.659025,3.1655,-1.046704,-0.2203079,-0.349122,-0.2441812,-0.1366943,-0.6297464,-0.4429569,2.574835,-0.6139358,-0.2603304
3.597858,-1.763856,2.867632,0.0438469,-1.706668,-0.0673729,-0.4367098,-0.07864953,0.668454,-0.4726345,-2.227822,-0.4513521,-0.21452
3.664485,0.375467,1.660964,0.01067873,1.52519,-0.4320997,-0.03826092,-0.3207923,-0.56963,2.563223,-1.149744,-1.279299,0.4238884
3.731112,0.8859043,0.4627609,-0.05940899,3.464689,-0.2724563,-0.9932799,-0.5776866,0.6630492,-1.214846,-1.268489,0.4731313,-0.3995576
3.797739,-1.151101,1.104715,0.01722577,8.938312,-0.225036,-0.5450857,-0.03837801,0.7096468,-0.4706185,-2.082257,-0.4561662,-0.4227979
3.864366,-0.8500258,1.336908,-1.016353,11.6677,-0.5890074,-0.2485504,0.1048004,-0.02004055,0.1430121,-0.2912358,-0.03145863,-0.1506488
3.930993,-1.795969,1.60281,-1.733452,4.337815,-0.1561097,0.8962442,-0.001641458,0.01766265,-1.359007,-0.1065341,0.5917333,0.1122483
3.99762,-1.446959,1.242345,-0.9052462,6.302055,0.4219997,-1.313892,-0.1540378,-0.4457318,-1.208497,-2.662903,-0.6057055,-0.9375973
4.064247,-1.462078,3.322097,-0.9628018,3.962667,-0.3717679,0.9220501,-0.1293635,1.099306,0.5518601,0.2693628,-1.162446,0.552395
4.130874,-1.745985,2.676139,0.2583505,3.534227,-0.2488165,0.8918729,-0.3931315,0.3791175,-0.3892881,-0.4063057,-0.2921408,0.2533328
4.197501,-1.294982,2.674901,-1.287377,0.08951335,-0.0556362,-1.098775,-0.1211359,-0.5319559,-0.745122,-1.173907,-0.5652528,0.1749589
4.264128,-0.7005534,2.271579,-0.3048777,1.934329,-0.08386733,-0.08598097,-0.1854854,-0.4595417,-0.7766137,-0.3471677,0.5287706,-0.2929609
4.330755,-0.7384922,1.812647,-0.1090351,0.8948283,0.1745104,-0.393374,-0.02283825,0.1966918,0.2059696,-0.7980531,0.9404025,-0.1414261
4.397382,-0.8135778,2.459881,-0.6506562,1.251622,-0.5136986,-1.241113,-0.4193566,0.06104713,-0.440249,0.5256184,0.7422312,0.1206405
4.464009,-1.835096,2.247227,-1.206386,0.8292117,-0.1999149,-1.148599,-0.5674465,1.977865,-2.449284,-2.910732,0.9194992,-0.004780155
4.530636,-1.075325,0.9249055,-0.5129883,1.501536,0.1665647,1.096193,-0.009173362,0.7130862,-0.9573025,-0.3267096,1.368557,0.2231773
4.597263,-1.104572,0.8405895,-0.1773312,-0.5432265,0.01399203,0.3256908,-0.3033122,0.1912432,-1.298098,-0.7515429,-0.2377589,-0.1907301
4.66389,-0.135083,1.106832,-0.1805685,1.458243,0.01419541,0.7755026,-0.5283343,-0.3382254,0.2039178,-1.744032,-0.8039719,0.2329101
4.730517,-0.8999153,0.4056781,-0.7544276,1.373713,0.1250354,-0.2983942,-0.2209756,0.08160817,0.8301658,-1.984567,0.7376907,0.06398641
4.797144,-0.06064009,0.5764698,0.05633236,-1.03524,0.1195504,0.004623003,-0.542926,-0.1567152,0.3352869,-0.3148411,-1.680836,-0.1590033
4.863771,-0.3119646,0.7417319,-0.4204749,1.899689,0.09462488,-1.303187,-0.230119,-0.209308,0.4068292,-2.481486,0.4337606,-0.06080476
4.930398,0.09037011,0.5961134,-0.2690194,2.606792,-0.2098856,-0.657466,-0.3397709,-0.6789765,1.245814,-1.336125,0.1630095,0.5344154
4.997025,0.5439515,0.389353,-0.8070232,4.566189,-0.6897963,0.3153951,-0.2911574,1.150804,0.2449797,-1.946431,1.677878,0.6135476
5.063652,2.091507,0.280197,0.7205851,1.290076,0.4342876,-0.7283025,-0.2316869,-0.4796373,3.752222,-3.98589,0.999472,0.2275395
5.130279,-0.77588,1.13507,-0.8974901,-1.615113,-0.7125352,-1.243394,-0.5263627,-0.3357598,-0.417181,0.8138536,-0.9539464,0.04443929
5.196906,0.4685773,0.5858585,0.2549622,-0.4041888,-0.02777063,-0.7605264,-0.1603274,-0.5478017,1.129353,-1.247291,-0.5233814,-0.1673739
5.263533,-0.7761613,1.366637,-0.5934969,1.790706,-0.4532765,-0.4171155,-0.08742306,-0.08707635,0.1819471,-0.03354889,-0.6035907,0.1823391
5.33016,-0.9664836,1.999459,-0.09285181,2.047588,-0.0267243,0.3458742,-0.08697982,-0.3252732,2.314387,-2.724442,-0.621622,0.3307288
5.396787,1.795011,1.898103,0.06639301,-0.02767323,-0.3616608,-0.04984596,0.1870922,-0.7103723,5.469349,-1.486197,-2.091554,0.2895157
5.463414,1.721706,1.959709,-0.4414253,1.223576,-0.5137472,-1.591911,-0.03629429,-1.920026,1.228855,-0.06692594,-2.123714,0.2268818
5.530041,1.827912,0.7170015,0.09529002,3.165291,0.3971636,-1.523221,0.01070516,-1.284533,2.142655,-0.04817408,0.4844868,-0.1033214
5.596668,-0.4117073,0.9986895,0.2784331,2.145798,-0.05486375,-0.401278,-0.03435527,-0.4180082,-0.6384946,-1.133704,1.067103,0.3158351
5.663295,-0.1620277,0.1472171,-1.259986,0.3877875,-0.02905271,0.2178799,0.1181533,-0.02080322,-1.739347,2.564074,-0.5281801,0.440843
5.729922,0.003412107,-0.1502417,-0.2258869,0.4922536,0.1362341,0.05242983,-0.05302627,-0.8884646,3.131083,-1.683829,-0.5878957,0.057433
5.796549,1.848391,0.6203268,-0.6555581,0.1086176,-0.03454411,-1.469504,-0.5724794,-0.8200156,0.5921444,0.2526413,0.6163629,0.3936018
5.863176,1.303792,1.418856,-0.2440465,-0.6382743,-0.5685363,-1.332559,0.1432742,0.3910782,2.009814,-2.669323,1.171371,0.3078525
5.929803,0.4737726,0.2863086,-0.05668202,3.613823,-0.03343748,-0.7908204,0.1179857,-0.05921609,-0.3499847,-1.701878,0.586542,-0.08216991
5.99643,-0.08455701,1.136203,0.2928229,-0.07979658,-0.02017768,-0.8120603,-0.06925079,-1.263178,2.158051,-1.795225,-0.3583138,-0.264741
6.063057,-2.50588,0.972629,-0.4155551,-0.1338816,-0.2078695,0.2161356,0.419309,-0.0287989,0.3830865,-0.5672925,0.5155025,0.1510859
6.129684,-0.2436354,0.5904064,-1.365101,-1.028473,-0.4212998,-1.012542,-0.1431774,-0.6739179,0.1716718,-2.160423,0.006811505,-0.1381345
6.196311,-1.099792,1.094626,-0.2336273,-1.583174,-0.1718846,-0.7397759,-0.09376838,0.4381966,-0.8802969,-2.248173,1.330536,-0.1453694
6.262938,-0.533719,0.3768815,-1.074661,-0.7225734,-0.5424697,-0.6340848,-0.2196543,1.824238,-0.698254,-3.560532,1.142274,0.255493
6.329565,-0.1553198,0.2750441,0.2622755,-0.3554825,-0.1084193,0.4867902,-0.1743489,0.02870859,1.530129,-2.062452,1.383709,0.4659742
6.396192,0.0786963,0.4586972,0.2476768,-0.06711689,-0.1164029,-0.6429818,-0.2410828,-0.4297634,0.2819339,0.3384638,-0.7853367,-0.3689677
6.462819,-1.777479,0.3519633,-0.6863245,0.07332535,0.3521052,-0.7846128,-0.4448473,-0.1471908,-0.4529549,-0.5810786,-1.1017,-0.08063397
6.529446,-0.5792949,-0.2204058,-0.01350745,-0.004235351,-0.07726008,-0.1707873,-0.1512253,-0.1773196,0.9354823,-2.616801,-0.4498923,-0.01385209
6.596073,0.875526,0.1964251,0.1458676,-2.400273,0.1055577,0.2331591,-0.5365968,-0.5920895,1.625193,-3.429572,0.9195132,0.08005263
6.6627,1.482732,0.9157183,1.11863,-0.2073354,0.2931062,0.05076815,-0.03151047,-0.1544072,1.048612,-0.1168916,-1.286738,-0.4570016
6.729327,-0.9101744,0.06109294,0.2823522,-0.5841791,0.08821487,-0.1351919,-0.3285245,1.683113,-1.935818,0.2462626,0.6269487,0.07180965
6.795954,1.159636,-0.461978,0.08537883,-0.6289615,0.1194128,0.6036161,-0.311606,-0.9805216,0.2533394,0.57314,-0.8341475,0.007653452
6.862581,0.4939427,-0.9811459,0.5207686,1.704004,-0.06102375,-0.4860925,0.005275965,0.1717352,1.009085,-2.151182,-0.0796767,0.2550421
6.929208,0.6483842,-1.143173,-0.9419317,1.50501,0.166572,0.01887764,-0.1691502,0.5304531,-0.9038677,-0.7496842,-0.4405636,-0.4402823
6.995835,-0.5222269,-0.719411,-0.7341641,-2.083421,-0.05245736,0.1696704,0.1686492,-1.098537,0.3662569,-0.05922638,-0.7092559,0.3398635
7.062462,-0.4110878,-2.239192,0.5920312,0.2070708,-0.5046513,1.552995,-0.3084829,-0.4969925,2.520036,-2.662665,-3.56199,0.1971432
7.129089,-1.277673,-0.4938895,0.5740263,-1.50609,0.5059308,-0.654568,-0.5767189,1.979546,-1.318564,-3.361022,0.5650361,0.1079665
7.195716,0.173114,-0.3467,-0.09890656,-0.6124108,0.05050669,-1.583367,0.0293407,-0.07233853,0.4475011,-0.433331,-0.5149382,-0.2298004
7.262343,-1.360376,-0.1683938,0.8306785,1.742982,-0.07609622,1.349813,-1.0888,-1.526092,1.619789,-1.334892,-0.3376523,0.04718658
7.32897,-0.8692871,-0.04019656,0.9930847,-1.825047,0.1603449,-0.7954115,0.09793465,-0.6224262,-0.1994964,-0.5028993,-2.241055,0.25314
7.395597,0.01424466,-0.01326375,-0.6542554,3.276184,-0.08983684,-1.043699,-0.18536,-1.152909,-0.3456209,0.8927053,-0.5470062,0.06687545
7.462224,0.04201752,-0.5546437,0.1992153,-3.829756,-0.2655524,0.2453535,-0.5358894,-1.265425,0.255284,3.731878,-0.04669783,0.1052645
7.528851,-1.838025,-0.1483716,-1.02521,-1.691413,-0.07429681,0.5046437,-0.6310145,-0.4009807,0.8112234,-0.2583083,-0.737469,0.09892407
7.595478,-0.3309768,0.1310416,-0.5880276,0.3537801,-0.06569156,-0.02120604,-0.3278538,-0.6093596,-0.6363887,2.083727,0.4155342,-0.43064
7.662105,-0.6104249,0.3776082,-0.04678591,-0.2110796,-0.4096232,-0.4263948,-0.5680513,-0.6591281,-0.1886958,0.8551895,-0.07668894,0.1092334
7.728732,-1.727401,0.3171214,-0.2257336,-0.4095547,-0.002454258,0.7678355,-0.2668037,-0.3358343,-0.5888354,0.3829834,0.9300647,0.1894932
7.795359,-0.2982083,0.1570947,-0.4448256,1.159352,-0.36639,0.01864991,0.05701444,0.008386065,-0.5031384,1.087436,0.5558635,0.2384073
7.861986,-0.9201882,-0.2195131,0.03580326,-0.9213399,-0.1155128,0.7866209,-0.3570642,0.3266817,-0.8935181,-0.307809,-0.435158,0.05913425
7.928613,-1.932421,0.6245503,-0.4645366,-2.525645,-0.5478503,-1.360801,-0.4883423,0.02800664,-1.938468,0.006238354,0.5963886,0.2130369
7.99524,-0.9821876,0.3705885,0.08637597,-1.917248,0.01669869,-0.3789106,-0.4872255,0.4278705,-0.6531972,-0.9859456,-0.8655512,-0.2729724
8.061867,-2.243318,-0.5940557,-0.05194929,2.084015,-0.297751,-0.06840566,-0.2098721,-0.476167,-0.4302881,0.6770759,-0.254398,0.04047157
8.128494,-1.251468,1.34354,0.5787656,-1.731748,-0.2064574,-0.6031154,-0.09984723,0.4126905,-0.9325117,0.7440913,-0.5813361,-0.03724875
8.195121,-2.348673,1.023699,-0.3094311,0.6374829,-0.09990144,0.04001137,-0.4852401,0.1375579,-0.8738775,0.2936938,-0.2768199,0.09149128
8.261748,-3.923901,1.979945,0.6923686,-2.228542,0.3461213,0.6898847,-0.5133954,-0.5019256,-2.489544,2.557965,0.6043691,-0.01792637
8.328375,-1.518047,1.913695,-1.294671,-0.9216744,-0.161421,-1.047007,-0.3784722,-0.5104131,-1.12905,0.624857,-0.05383139,-0.0852635
8.395002,-2.897262,1.393881,0.2272332,-2.783365,-0.3512307,0.9442866,-0.3487867,0.3814883,-0.2298217,-1.892908,0.1355212,-0.01184314
8.461629,-0.07498732,1.286172,-0.5400749,-1.357697,-0.1283149,-0.3472729,0.03831892,-1.253538,0.4754117,2.617351,-1.346708,-0.5865502
8.528256,-0.6667244,2.120784,-0.7728381,2.319018,0.009540265,-1.437385,-0.2731226,-0.09056465,-0.3355463,2.993184,-0.9891897,-0.4101446
8.594883,-1.990767,3.167762,-0.2342629,0.2202599,0.06863704,-0.6068847,-0.4705037,-0.6638431,-2.672523,8.719789,-2.036626,-0.2784942
8.66151,-1.13731,3.379887,-0.8533645,-0.9224372,-0.2843434,-2.070366,0.3124117,-1.763903,-2.10895,12.27539,-0.5214089,-0.161164
8.728137,-0.428232,3.613624,-1.240965,-1.253621,-0.642069,-1.128596,-0.08810217,-2.864521,0.1890101,10.66825,-0.4560783,0.4732378
8.794764,-1.133775,3.365424,-1.350688,-0.9477608,-0.04264044,-2.763391,-0.8447299,-2.430385,-0.4292348,7.85267,-0.8389028,-0.6639599
8.861391,-1.779943,3.375415,0.5891603,-0.7003489,0.2543119,-0.152294,-0.2282065,-0.1021356,-0.7792975,4.491336,0.8804238,-0.1666667
8.928018,-2.032169,3.714284,-0.6187083,0.2933316,-0.1002608,-1.172485,-0.494123,-1.491792,-1.172848,6.819995,-0.1422699,-0.2894228
8.994645,-2.180583,3.259492,-0.6043059,-2.5474,-0.2371318,-0.7938613,-0.6861928,0.1602061,-1.710118,3.91657,-0.4515116,-0.4011729
9.061272,-1.381135,2.090233,-0.9403833,0.02545013,-0.2838822,-0.732389,-0.5062714,-0.5880594,0.1058201,2.086098,-1.042047,0.3771425
9.127899,-1.460157,1.528107,0.2150854,-0.2095177,-0.1983208,-0.7180721,-0.4328916,0.18433,-1.415848,1.167421,-0.5602265,0.02020435
9.194526,0.285311,0.6230374,-0.4230671,-0.2327015,0.1776549,0.7830942,-0.1393376,-0.7442506,-0.2340889,3.108227,-0.2812718,0.07006602
9.261153,-0.4176305,1.032062,-1.714932,-0.5900521,-0.5897843,-0.405479,-0.4392253,1.063932,-0.8445134,0.8105971,1.175082,0.4520965
9.32778,0.09902697,0.9120004,-0.228599,-0.01521461,0.0168398,-0.8983643,-0.05381626,0.4117386,-2.139038,2.50267,1.460784,0.06761914
9.394407,-1.227045,0.0897617,-0.9264989,-0.07886785,-0.3527509,-0.2625951,-0.4079023,0.3963617,-0.01111117,1.359697,0.4119978,0.1657362
9.461034,0.2344108,0.3615586,0.6209157,-0.3628867,0.1783413,-0.001417321,-0.209249,1.144039,-2.635589,1.041439,-0.2584224,-0.3306355
9.527661,0.2600977,0.004695438,0.05259854,-5.217502,-0.3644095,-0.4810164,-0.4495832,0.153555,0.7557074,-0.7808592,0.8065504,-0.3011323
9.594288,-1.997818,0.005804915,0.8380054,2.713731,-0.2050662,-0.1735919,-0.5890286,0.09599857,-1.843814,-1.453887,-0.5228304,-0.3424516
9.660915,0.5512806,-0.06798077,0.00016023,-2.843622,-0.04620427,-0.03704995,-0.7023944,-1.410055,0.4827366,3.917984,-0.3182014,-0.01597756
9.727542,0.6307872,1.316081,-0.7502151,-1.165509,-0.542516,0.8646528,1.848794,-0.8824987,0.09039747,2.012282,1.71426,0.201727
9.794169,0.1809891,-0.0734835,-0.3693385,0.2166166,-0.1546484,-0.3125554,2.764979,-0.4511552,-0.6998432,1.960359,1.274105,-0.2889275
9.860796,0.2623758,-0.1446115,-1.207233,-3.250338,-0.3421551,0.4537409,2.349015,-0.7313773,-1.391439,3.335011,1.222862,0.1172926
9.927423,0.2226648,-0.4340477,0.1219818,0.3522125,0.02084078,-0.3898525,2.370011,0.9142249,-1.709404,0.8532119,-0.8574686,-0.4059083
9.99405,0.3261554,-0.5885544,-0.6603047,1.864011,-0.6549352,-0.1383694,2.326683,0.5344357,-2.487135,0.9181522,0.3465839,-0.7395985
10.060677,-0.1478901,0.3280103,-0.3523794,0.4300483,-0.3120557,-1.079312,1.407725,1.134222,-3.085322,2.10764,2.238855,0.4249609
10.127304,2.094417,-0.2238136,-0.1825618,-0.9333999,-0.6967001,1.235898,1.431084,-0.6419792,0.6215858,0.6397428,-1.419147,-0.1466457
10.193931,1.010899,0.179991,-0.2914294,-2.190717,-0.001072825,0.8609432,1.16458,-0.02234745,-1.89819,2.934645,1.930376,-0.1418399
10.260558,2.383211,0.06311211,0.06245143,-0.5093718,-0.2178836,-0.9998405,0.9470336,1.026381,-0.4910736,-0.7004166,2.185978,0.2504388
10.327185,0.2882701,0.5689099,0.09205468,-0.7261765,-0.1429971,0.03720008,0.4743795,0.2579426,-1.56711,0.1829284,1.36714,-0.1114284
10.393812,0.6501445,0.3969546,0.8901536,1.691043,-0.2750112,-1.371998,0.9387859,-0.3515039,1.089152,-2.309678,2.706833,0.01504665
10.460439,2.186123,1.170637,0.4045343,-0.1730024,-0.1480592,-0.939051,1.065172,-0.921285,0.620961,-0.3088382,1.714847,0.3635037
10.527066,-0.15242,1.124566,-0.4924544,-3.94993,-0.1585601,0.3222566,0.8024107,1.164966,-0.7876903,-1.009179,1.509183,0.1095174
10.593693,0.00489435,1.366176,0.3305218,-0.4258923,-0.2289539,0.3551031,0.6552662,-1.016143,0.5842539,-1.124503,1.80052,0.1703777
10.66032,-0.736924,0.677406,-0.8150856,-1.581857,-0.7840455,-0.1361308,0.6356466,0.3511977,-2.881421,0.3308154,3.064905,-0.178067
10.726947,-0.2024292,1.136155,-1.06992,-1.865286,-0.3236943,-0.4553699,0.9172353,0.01484646,0.08868354,0.2860785,1.182928,0.3930087
10.793574,-0.04891833,0.5955477,-1.385012,0.1227995,-0.5339109,-0.507727,2.565723,-1.034162,-1.214502,1.067562,0.556846,-0.04222603
10.860201,0.6369371,-0.2074827,0.1085477,-0.4991221,0.01525349,-1.183611,3.012275,-0.02101482,-0.5854772,1.059716,0.9076643,-0.2071283
10.926828,-0.8234045,-0.1234861,0.3492969,0.9183538,0.1911788,0.8241722,2.526896,0.279773,0.454945,0.09326628,0.5190901,-0.2364419
10.993455,0.8709942,-0.1449553,0.2573673,-1.448781,-0.001661711,-1.300389,1.395856,0.07904967,-1.705539,0.5598117,0.9754775,0.06417991
11.060082,0.4443204,-0.4743362,1.5324,1.568038,-0.01972728,-0.2254712,1.578287,-0.4549972,0.616609,0.09066167,-0.781126,0.7301995
11.126709,-1.028532,1.943098,-1.026226,-0.939296,-0.4022951,1.138579,1.85455,0.06765773,-0.8373297,0.997252,0.7390504,-0.05218446
11.193336,-1.439458,2.658937,-1.069407,-6.562902,0.2064158,-0.2002673,1.911589,0.5351443,-0.6767683,-0.7993764,2.287523,-0.1215693
11.259963,-0.6598757,1.590846,-0.4712797,-2.360318,-0.2710037,-0.3292063,2.049029,0.144881,-0.9474056,-1.443799,1.751243,0.05525156
11.32659,0.8631487,0.5808267,0.1501313,-0.105932,0.00166218,0.8063189,1.465638,-0.5843551,1.012265,0.142029,-0.2595721,0.1170904
11.393217,-0.5437999,1.354016,-0.01693597,1.386176,-0.3773438,-0.1349919,1.871727,-0.06460548,1.216503,-1.540109,0.07243519,0.6234937
11.459844,1.129222,1.106005,-0.1417716,-0.9495559,-0.1113421,-0.4848734,1.704686,-0.5036417,0.4536399,0.279338,-1.961096,0.4637291
11.526471,-0.2704736,0.7830922,0.5091237,0.5142859,-0.07681283,0.1054036,1.314815,0.4634233,-1.602331,-0.2711192,-0.8039845,0.1317324
