Frame,C009,C005,C004,C008,C003,C002,C001,C000,C007,C011,C010,C006
42.64128,-0.1222311,-0.2211173,-0.4223308,-1.749207,0.09059,-0.2811584,-0.07691742,0.2148964,0.07527599,-0.9394523,0.8371463,-0.100536
42.707907,0.9946143,-0.9839551,-0.5325499,0.7333015,-0.2083965,-0.7635664,-0.334475,0.6443803,-0.4987208,-0.5610951,1.408465,0.2798423
42.774534,0.1616899,-0.4801998,-0.4451724,0.7630907,-0.2041485,-1.032547,-0.4594865,0.4263264,-0.2312024,-0.5969434,0.05438066,0.3671262
42.841161,-0.1203598,-0.1484468,-0.1644339,-0.9664023,0.03975244,0.1137014,-0.2345308,-0.01182063,0.07680623,0.1069794,0.2286716,0.06178277
42.907788,0.1110472,-0.293927,0.3806963,-1.557204,0.4447411,-0.5747026,-0.6171548,-0.1523331,0.2207406,0.1654635,0.1829931,-0.4037246
42.974415,-1.817647,-0.2279981,0.1251939,-0.4805017,-0.2458936,0.1956083,-0.365916,-0.09443344,-0.8025378,0.04643535,-0.3722059,0.2433687
43.041042,0.5999641,-0.2437925,0.06144727,-1.911248,0.3690351,0.6668205,-0.4748543,0.31849,0.2749995,-1.74881,-1.318828,0.7113697
43.107669,-0.0444714,-0.8717592,0.2801328,0.05326932,0.07455529,0.313613,-0.5784703,0.3133329,-0.374958,-0.4022358,0.1529454,0.5988735
43.174296,0.2874159,-0.6563954,0.0007828849,0.1834841,0.06044714,-0.07278319,-0.3979564,-0.6784082,0.1367413,-0.06372348,-0.388888,0.4174763
43.240923,-0.6571229,-1.100753,-0.2070996,-0.3846645,0.2406843,0.2846005,-0.1055978,0.5657077,-1.745717,-0.9103337,-0.2839426,0.2288098
43.30755,-0.3679062,0.03802319,-0.4154335,1.895088,-0.3305463,-0.6523221,-0.01725906,0.6238906,-0.1241949,-0.8462299,-0.2141386,0.4537475
43.374177,-0.2110681,-1.367049,1.192948,0.9420342,0.07326405,0.04609078,-0.3568468,0.206891,-0.9111282,0.2715928,0.1916473,0.406452
43.440804,-0.2731528,-1.390154,0.9081932,0.7541185,0.06713291,-0.1501837,-0.1184212,-0.1028982,-0.4960086,-0.2766426,-0.3404793,0.5129856
43.507431,0.09560318,-0.3188291,-0.7212638,1.103145,-0.2395053,-1.446052,-0.1713955,0.3976174,-2.252213,0.1540339,0.4376875,0.3533399
43.574058,-0.3069123,-0.893162,-0.5147699,-0.1466321,0.04616756,-0.6691986,-0.05776643,0.2304893,0.4264859,-2.687443,-0.6180086,-0.316441
43.640685,-0.1128766,-1.321802,-0.1226863,1.908698,-0.1932949,0.08001849,-0.4612559,-0.5643702,-1.262364,0.2865608,0.3330918,0.0926341
43.707312,-1.045023,-0.9721737,-0.06541219,2.800067,0.1873616,-1.075706,0.05702646,-0.7415501,-0.6226553,1.826962,0.1354185,-0.4630084
43.773939,0.3040904,-0.5775099,-0.1667613,-0.5314248,-0.376924,-0.2348155,-0.165056,-0.2176532,-0.3638426,1.42659,0.9649339,0.3065509
43.840566,-0.8457412,-0.574863,-0.4248588,0.5727786,-0.3336921,-1.519491,-0.06307293,-0.8898672,-0.624729,1.914958,0.2559913,0.09182327
43.907193,1.813193,-1.298178,0.5709834,2.137445,-0.2562113,0.1590842,-0.1721903,-0.7559133,-0.4436996,3.52516,-1.022715,0.1684593
43.97382,-0.3277973,-0.6878527,-0.9333087,11.71851,0.2139131,-0.9950846,-0.1018489,-0.2256323,-0.1664411,0.7550557,1.140787,0.02364199
44.040447,0.9427872,-0.7840481,-1.122188,9.809438,-0.1646676,0.03546298,-0.1642306,-0.09997944,-0.8322273,0.9531174,-0.4402959,0.4668871
44.107074,0.4583023,-1.045954,-0.7046576,9.103864,0.1098714,-0.3604762,-0.2701282,0.3584671,-1.002915,-0.04190731,0.2392432,0.3355699
44.173701,0.3209458,-0.7535546,-0.1775688,9.923456,-0.1622699,-0.4094998,-0.2762393,0.1057153,-0.2660725,-1.427141,-0.2078968,0.02922083
44.240328,-0.3025133,-0.4472766,0.07068986,8.163618,-0.09070424,-0.8117923,-0.2905919,-0.9009646,0.02424375,0.6278203,0.9516434,0.3998288
44.306955,0.08339942,-1.059416,-0.4595584,6.196159,-0.04080793,-0.6525661,-0.2273195,-0.09259355,0.09641322,0.8631892,0.8393596,0.2479444
44.373582,1.016341,-1.124855,0.1222982,6.537587,-0.3404424,-0.1795589,-0.3298153,-0.1919266,1.284822,0.06701224,2.518339,0.278174
44.440209,-0.4955195,0.1399406,-0.07703196,4.348262,-0.2017265,-1.16743,-0.2424771,0.00175822,0.4137648,0.3148312,3.609764,0.06967743
44.506836,0.841781,-0.05505509,0.4038094,3.467579,0.1466207,-0.002285781,-0.526597,0.1684225,0.8240892,0.4789136,2.989331,0.2853121
44.573463,0.06510702,-0.6711208,0.7937561,3.03005,-0.03301659,-0.8874925,-0.4899717,0.5799893,0.2707948,-0.09138203,3.275618,0.2063143
44.64009,0.7964482,-0.1715282,-0.2134862,-0.4863312,-0.2431693,-0.2024212,0.0853487,-0.04452949,0.4716261,1.619097,4.000005,0.1933922
44.706717,0.23683,-0.5075275,0.5586463,1.757658,0.3659778,0.1410293,-0.4221995,0.3216223,1.23889,0.4961723,2.122522,-0.4573597
44.773344,0.6644977,-0.370024,1.360895,2.323333,0.02839718,0.2883405,-0.09207074,0.02654724,0.2164307,-0.2622062,1.540193,-0.1929242
44.839971,-0.3280668,-0.8069566,-0.0005008225,3.03007,0.1490689,0.08765224,0.2594179,0.2651996,0.6150978,-0.769313,2.084942,0.4074151
44.906598,1.123525,-0.988144,-0.01343554,2.658277,0.02401944,-0.06055125,-0.4074544,0.5079725,0.3778502,-0.1540275,1.049073,-0.2443772
44.973225,0.5254574,-0.8305007,0.7684281,0.9099648,0.2779713,0.2887991,-0.2247651,0.3427267,-2.010993,0.5615655,2.356237,0.004291574
45.039852,1.428807,-0.6498959,-0.1514244,1.062796,0.1413945,-0.5648363,-0.38677,-0.1280078,0.1278567,0.5751318,0.8599741,-0.20515
45.106479,-0.4196379,0.07121171,-0.5845262,0.7908851,0.2543854,0.790368,-0.5529994,-0.3864986,0.9581824,1.336419,-0.03623867,-0.0510645
45.173106,-1.190588,0.1537678,-0.4181368,0.7117453,0.1329318,-0.09914762,-0.4816504,-0.4792143,1.145549,0.9703445,0.9426415,-0.4538595
45.239733,0.5222246,-0.4303929,0.5151106,2.067898,-0.2826236,0.06970315,-0.533918,0.8590242,0.1874181,0.7915823,1.385451,0.07612447
45.30636,1.027454,0.2112214,0.09975753,1.922948,-0.1508427,0.7909008,-0.1947829,-0.07205766,0.7397567,0.2944743,0.6140875,0.2189296
45.372987,0.1854795,-0.8823815,0.6271887,1.140024,0.06696647,0.700201,-0.4059834,-0.3825931,1.487603,0.6978434,0.3744502,0.1201407
45.439614,-0.1632002,-0.5962944,0.123043,1.336442,-0.3471403,0.2471286,-0.2096823,0.2743728,0.2795421,0.275708,-0.07314789,-0.008699353
45.506241,0.8220797,-0.9266526,0.5024736,0.9925611,-0.5858702,0.6037337,0.01610686,0.7404054,-0.4082466,0.8861544,0.6301742,0.4437474
45.572868,1.001536,-0.5390797,0.2870815,1.056639,-0.4458408,-0.1769006,-0.2544598,0.8898865,-0.00366436,-0.001857686,0.41847,-0.07628802
45.639495,1.250658,-0.8598183,-0.2446698,1.145933,0.1299999,-1.003987,-0.6755904,-0.2905605,-0.2505362,-0.3007727,2.872477,0.5511512
45.706122,0.4029469,-0.1815412,-0.6345157,0.7891595,-0.04032416,0.2299196,-0.3870724,1.620899,-0.6383718,-0.7026349,2.091733,-0.007793133
45.772749,0.4934662,-0.5478432,0.3778859,-0.2566711,-0.04499317,0.03363882,-0.5854908,0.1316172,-0.4798786,-0.4880412,-0.3299632,0.2786319
45.839376,0.3140287,-0.899117,0.05150158,0.4027793,-0.02010818,0.8034617,-0.3049645,-0.05252894,0.06386948,-1.496982,1.273465,0.3758146
45.906003,-1.237434,-0.1230308,0.415657,1.541157,-0.06348749,-0.8949047,-0.3257561,-0.3872377,0.8215855,-1.132619,-0.7048869,-0.03157885
45.97263,2.259905,-1.256733,0.2215326,3.653054,0.02275226,1.78018,-0.4951197,-0.421352,0.3682759,0.599843,-1.467456,-0.2177187
46.039257,1.662801,-0.7321227,-0.2767968,-0.530794,-0.4139584,-0.5060894,-0.3173093,1.1465,-0.6020776,-0.755798,1.093666,0.3493662
46.105884,0.6881765,-0.02710267,-0.8200288,0.08237002,-0.4437276,-0.3095367,-0.1720268,1.177348,-1.087259,-1.124376,1.438208,0.1269936
46.172511,-0.9519481,-0.2880276,-0.1480988,1.963079,-0.04024047,0.01817366,-0.3308198,0.8982584,-0.6648275,0.5874604,1.209766,0.2163922
46.239138,-0.4284603,-0.4959361,-0.4364917,2.087476,0.004639002,0.1396143,0.1439823,0.1613761,-0.211996,-1.364976,0.6561002,-0.4295021
46.305765,-0.330865,-0.2976398,-0.7295501,1.076787,-0.4532744,-0.7103416,-0.1712849,-0.713995,1.352209,-0.263378,-0.804024,0.107134
46.372392,-0.8727379,0.5449637,-0.1764022,0.8780831,-0.07951252,-0.3697129,0.04106415,1.091105,-1.283535,0.1607285,0.8762336,0.00685252
46.439019,1.347909,0.3040553,0.5530528,1.076707,-0.02825442,1.171601,-0.2527479,0.8087245,-0.2457657,2.054039,-1.838223,0.4107755
46.505646,-0.395267,-0.1906307,0.7562189,1.172414,-0.573358,0.4745506,-0.3729778,0.8443069,-1.099901,-0.1895705,-1.060686,0.3336378
46.572273,0.1527795,-0.1138962,0.9341112,0.7329803,-0.5201021,-0.3361911,0.07505327,0.1928583,0.3255295,-1.477544,0.04789815,0.1539625
46.6389,-0.09359331,0.7879789,0.001807171,1.304286,-0.09939843,0.2520042,-0.3407893,1.000234,-0.4218405,-1.57559,-1.729107,-0.2058907
46.705527,1.622319,0.04611467,0.3299037,0.1771736,-0.04944969,0.1682908,-0.423427,1.259496,0.1952589,-1.698382,0.151934,0.04695965
46.772154,0.2656432,-0.5214006,0.2084299,1.401914,-0.4089145,0.9408348,-0.2003855,0.02415807,0.1057274,-0.494543,0.9759747,0.4522134
46.838781,-0.7570615,-0.3414266,0.3534954,0.02481608,-0.05487433,-0.3132809,0.2137687,-0.02766638,-1.229934,0.1886844,1.826432,-0.01225545
46.905408,1.134611,-0.4309162,0.2332764,1.693286,-0.4103107,0.2018757,0.113712,-0.770984,0.8061349,0.7651281,0.4230156,-0.1107503
46.972035,-0.3917237,-0.4635556,0.6188105,0.7714477,0.2722025,0.0173514,-0.6232906,-0.4415395,-0.1343833,-0.6010167,0.7916446,-0.1054555
47.038662,1.064379,-0.6880757,0.7297505,-0.180156,-0.3090446,0.6480011,0.0888982,-1.22963,0.8047063,-0.2378673,1.190715,-0.05087078
47.105289,1.591155,-0.147966,-0.3036282,-1.676332,-0.3990721,-0.1452214,-0.2016887,0.3409141,0.490203,-1.865808,0.9104348,0.1492091
47.171916,0.4553787,-0.6523298,-0.5482785,1.39706,0.2927543,0.4564535,-0.6714035,-0.4446016,-0.3708622,0.3210365,0.06480594,0.07402935
47.238543,-0.7678812,0.2302272,0.596158,1.647694,0.05993026,0.7515098,-0.2710273,1.307565,-0.1482817,-1.345976,0.3186898,-0.6160072
47.30517,1.257233,-0.5202318,0.2853234,1.039612,-0.3857224,0.5208641,-0.4646503,1.251218,-0.5875095,-1.443962,-0.6482973,0.4085072
47.371797,0.9309729,0.1017913,-0.1477731,-0.5607327,0.5616924,0.3491443,-0.5085187,0.3419,-0.9961587,0.8449228,0.1714315,-0.007559121
47.438424,-0.4669429,0.1314432,0.617388,-2.692484,0.3798459,1.271294,-0.3644479,-0.4227534,0.2091386,0.7393256,-1.146298,0.3179685
47.505051,0.7017812,0.2084614,0.6167659,-0.6369683,0.3490822,0.4762383,0.03596986,0.7457513,-0.6402285,-0.427108,-1.183176,-0.4278791
47.571678,-0.4140634,-0.4666344,-0.0419899,1.800516,0.187756,0.2029802,-0.2487968,1.5579,-0.5763889,-1.105807,-0.8732582,-0.2622291
47.638305,-0.1729422,-0.6081064,0.3606135,-1.017048,-0.359744,0.5363505,-0.2862525,1.664089,-1.666431,-0.3868572,-1.147734,-0.3258686
47.704932,0.3201136,-0.2538994,0.8958114,0.1239192,0.0942865,0.9350578,-0.2320273,0.3482067,-0.1517989,-0.6949018,-1.055939,-0.1655636
47.771559,0.7014629,-0.8286092,0.1608147,1.055549,0.1665249,1.330184,-0.6645268,0.1881552,0.04500921,-0.7090614,-1.932498,-0.1820962
47.838186,-0.438324,-0.1980238,0.7988358,-0.7556886,-0.07524797,-0.0209481,-0.5807938,-0.4140752,0.195214,0.4739757,0.3193332,-0.09630092
47.904813,1.075055,-0.5318166,-0.2453808,1.351395,0.04274848,-0.8111368,-0.2720746,0.4463861,-0.2579488,-2.256617,0.1370907,-0.007285947
47.97144,-0.9008808,-1.083006,-0.5742722,0.5985035,-0.1794567,0.7535713,-0.3765888,-0.03830215,0.9418596,-0.02401309,-0.1979233,0.1850499
48.038067,-0.03988256,-1.04644,0.3830844,-1.886581,-0.215874,-0.8881413,-0.2667793,0.9111307,-1.334098,-0.1349488,-0.6190388,0.413514
48.104694,0.1177615,-0.9414924,0.5323703,0.8693187,0.0778187,-0.1041917,-0.04621033,0.2032082,-0.5912349,0.4816397,-0.6453661,0.3892809
48.171321,-0.8635619,-0.9794194,0.8367367,0.4531735,0.05957243,-0.200607,-0.4184517,0.5973195,-0.2965772,-0.1557348,-1.185519,0.1031305
48.237948,0.7754622,-1.126427,0.8949674,0.9378054,0.1760662,0.9268043,-0.581328,0.7522376,-0.9391872,0.1482106,-0.965256,0.3473891
48.304575,0.6063785,-1.091775,2.759893,2.321851,0.1330768,0.1726347,-0.2806157,-0.8596855,1.750929,-1.188954,-0.859264,-0.2135523
48.371202,1.079399,-1.441273,1.608672,1.894831,-0.06997558,-0.112518,-0.7812957,0.4017937,-0.016751,-0.7265422,-1.005541,0.4875593
48.437829,1.323323,-0.03025214,0.2016587,-1.573812,0.854254,0.1076456,-0.480431,0.09369971,-1.071903,1.624726,-0.577197,-0.3467151
48.504456,0.1540721,-0.5103822,0.4157712,-0.5254788,-0.3754438,1.077391,-0.1076922,-0.5965621,0.5410799,1.210551,-0.6060069,0.04740617
48.571083,0.3308892,-0.8223459,0.5900385,-0.01857496,0.06673761,0.8518841,0.1162367,-0.2551459,0.2380677,1.23414,-0.4592258,0.5062311
48.63771,0.3252008,-0.6852015,-0.00799773,-0.2697859,-0.06132068,-0.2619895,-0.04084951,0.5310035,-1.121921,-1.539355,-0.2319553,-0.009789295
48.704337,-0.09882272,-0.1310911,1.083722,-2.340756,-0.3423418,0.1788549,-0.007052596,0.5493579,0.4975531,-1.039224,0.1722325,-0.2203787
48.770964,-1.329598,-0.006199284,0.3992392,0.2556702,-0.07261411,1.296796,0.0601588,0.06976169,0.4668413,-0.2209634,-0.07985939,0.1132163
48.837591,-0.2631675,0.1488161,0.6941582,2.838699,-0.1298987,-0.4153323,-0.1903254,0.09643618,0.03916312,-0.8538634,-1.289829,-0.1786867
48.904218,0.421674,-0.4628139,-0.4334467,-0.1546611,-0.3760924,-0.6423392,-0.02116501,1.007831,-0.4997264,-0.8885242,-0.5650291,-0.2756347
48.970845,-0.4290898,-0.3777571,-0.194731,-0.205584,-0.2914428,-0.6602396,-0.2060478,0.3590167,-1.460877,0.9624888,-0.4471432,0.1841236
49.037472,0.07681897,-0.2989955,1.370811,1.425255,-0.3368292,-0.295195,-0.2061977,0.3094442,-0.7036281,-0.5740838,0.2488933,0.1273811
49.104099,0.9247517,-0.6518795,0.1806002,-0.8326464,0.01576164,0.950008,0.3004982,0.5102904,0.08823657,0.6313081,0.04480439,0.1645908
49.170726,-0.1747948,-0.3485991,-1.027219,0.4967578,-0.1228443,-0.8857323,-0.1359845,1.169143,-1.662557,0.06307975,1.129353,-0.1969734
49.237353,-0.07361253,-0.4111508,-0.488668,-0.3957071,-0.03616693,-0.05977383,-0.5705649,0.2022527,0.2735535,-0.2266313,0.6790894,0.562562
49.30398,0.393165,-0.7827812,-0.05603366,-0.2664531,-0.2075115,0.4939215,-0.1517066,-0.2278489,1.467941,-2.081174,0.08929876,0.8193023
49.370607,-0.5943714,-0.7720031,-0.2911429,1.415936,-0.4924884,0.01338968,-0.172006,-0.7658582,1.177926,-0.739686,0.1265408,0.2133167
49.437234,-0.05978112,-1.152853,0.04835442,-2.539607,0.5730915,1.235065,0.04125813,1.091487,-1.570355,-2.551904,-0.6265737,-0.2205646
49.503861,-0.5023415,-0.6031721,-0.02285835,-0.2319318,0.005317395,-0.33836,-0.3482438,-0.6491227,-0.2453117,0.8593276,0.7606052,-0.05556135
49.570488,0.5328075,-0.7402042,0.2018877,-0.6432151,0.404405,-0.1347388,0.3319873,1.512393,-1.305239,-1.069355,2.340061,0.008615481
49.637115,-0.4997042,-0.01337291,-0.01470972,-1.851678,-0.2019485,1.388396,0.4539489,0.5603603,-0.5032087,1.553976,1.831888,0.02056177
49.703742,-0.2597782,-0.1784193,-0.2007464,2.950006,-0.2998355,0.2325088,-0.01803856,0.3801474,-1.324931,-0.7727129,0.814463,-0.207915
49.770369,-0.557353,-0.1562545,-0.2893497,0.3020912,-0.5548603,0.7302704,-0.4116912,0.3006508,0.4966901,-1.845564,1.624758,0.4460549
49.836996,0.9734364,0.004567159,0.3017879,-3.165722,0.4546717,0.5305104,0.3132206,0.9047766,-1.249984,-0.2634739,0.786595,-0.3518137
49.903623,-0.814145,-0.4213324,0.2824138,-0.4355325,-0.1199564,0.5771304,-0.5086393,-0.8877349,-1.350956,0.9060656,0.5165096,0.113321
49.97025,2.154659,-1.283578,0.01235197,0.7447229,0.005135465,0.05295489,0.4315511,-1.215227,0.6140709,-0.8873569,0.97238,0.2627617
50.036877,-1.452231,0.1622485,0.2807797,-2.013401,0.07141677,-0.3973627,-0.05837968,0.5759584,-0.9564744,-1.463997,0.4057504,-0.04589776
50.103504,0.1007779,-0.806466,-0.2313523,1.212715,0.06829533,0.3509152,0.1921411,0.4288653,-0.8970156,0.09777299,0.9726741,0.215394
50.170131,0.9721147,-0.3822011,0.2185217,-0.896643,-0.244878,-0.4814004,-0.1865744,0.5287802,-0.1828152,-0.2889518,1.08951,0.1478907
50.236758,-0.9196224,0.2197224,0.7645947,0.6593281,-0.1729297,0.4642338,-0.08729269,0.2252966,-0.9527076,0.03982666,1.038703,0.06674491
50.303385,0.2527166,-1.047059,1.396144,0.003547703,0.1174486,0.2036789,-0.05433728,-0.4775215,-0.6067185,-0.5773475,-0.06204445,0.2424947
50.370012,-1.831009,0.8950509,-0.00304739,0.6547288,-0.2156066,0.4830907,0.01362941,0.8958207,-0.9270796,0.01213048,-0.3945742,0.615056
50.436639,-0.1473075,-0.1342566,0.9914137,0.6588115,-0.193522,-0.1345818,-0.1198586,0.06383505,-0.2164476,0.1854473,-1.181637,0.1271848
50.503266,,,,,,,,,,,,
50.569893,-0.9639606,-0.07956282,0.5010664,0.3027135,-0.04144336,-0.5320887,-0.3899499,-0.1686904,0.8116758,-0.8768014,-1.040747,0.02641794
50.63652,0.4032613,0.09783677,0.8234197,0.9205789,-0.05478828,-0.05297086,-0.09299149,-0.5535235,0.9828717,0.6694819,0.2919514,-0.07519908
50.703147,0.7318322,-0.3975013,-0.147983,-2.563186,-0.2783054,-1.047665,-0.3274595,0.04189944,-0.3727956,1.056935,0.1438906,0.3106646
50.769774,0.6904542,-0.6053661,-0.1544726,0.5508646,-0.1411806,-0.6222342,-0.4880239,0.4672004,-0.6373566,-1.284155,-0.01824814,0.3868866
50.836401,0.749887,-0.1558171,-0.00670324,-0.5965328,0.00971662,1.059873,0.4018214,0.313972,-0.8595033,0.2648056,-2.171202,0.3235463
50.903028,0.6982871,0.130121,0.4043544,-1.442776,0.02951362,-0.2461716,-0.3442042,0.5528855,-0.7023461,-1.018603,-0.5376524,-0.486602
50.969655,0.4457991,-0.0778774,0.05597262,0.3287003,0.03985558,-0.2966004,0.2956618,-0.3871801,0.6703339,1.276009,-0.703184,0.3229196
51.036282,0.2777419,0.2157596,-0.1262938,0.4332198,-0.0963595,-0.6156631,0.4786617,0.2151298,0.4059497,-1.225679,-0.4615894,0.1249009
51.102909,-0.3250321,0.2604023,0.1340173,0.787003,0.08668023,0.1937009,0.04118484,0.002109863,-1.468503,1.192357,-1.341491,-0.3551362
51.169536,0.56616,0.439972,0.7975865,2.792744,-0.3571192,-0.27904,0.2054224,0.312046,-1.176433,0.8234772,-0.2506831,0.1645106
51.236163,1.116637,-0.2171497,0.288963,-0.09545181,-0.4099788,0.7873152,0.04002727,0.8043827,0.5312073,-1.021438,-1.171836,0.4243442
51.30279,0.4810982,-0.3204569,0.6614733,1.027523,-0.04463355,-0.2461551,-0.09577786,-0.003332292,0.6343768,-0.1101192,-0.7291826,-0.02827127
51.369417,-0.7633573,0.02331408,0.1179539,0.9044086,-0.05738029,-0.5915672,-0.1141935,1.999702,-2.102975,-1.13683,-1.148136,0.2023178
51.436044,0.8510174,0.08246019,1.838716,-1.93722,0.1351354,-0.4898079,-0.1057215,-0.1043186,0.6712009,1.547764,-0.7251861,-0.342521
51.502671,0.167935,0.2720961,1.907946,-0.4776761,-0.1501138,-0.4326548,-0.1886971,0.5212196,-0.1141846,-1.271658,-0.1617425,0.1564398
51.569298,0.2790006,0.2511303,0.9382597,-1.726532,-0.1252381,-0.03694743,-0.113365,0.1942568,1.538529,-0.6065251,-1.71031,-0.03177871
51.635925,0.6807753,-0.3575944,0.5445442,0.296548,-0.1584316,-0.4526217,-0.2229957,0.1542237,0.3308248,-1.310336,-0.1476876,-0.1975305
51.702552,-0.9007982,-0.2400275,2.04477,0.6333954,-0.0337774,-0.5758934,0.07296041,1.618513,-1.06189,-0.5518274,0.1335615,-0.3440526
51.769179,0.1334851,0.1057756,1.281721,-0.02893325,0.351064,-0.2539123,-0.3737747,0.7206554,0.119329,-0.4645983,0.07515403,-0.3908933
51.835806,-0.5873716,-0.7308319,0.7642166,6.203523,-0.1142726,-1.156414,-0.3055237,0.657575,-0.8196513,-0.2459012,0.1684967,0.01103291
51.902433,0.002293592,-0.3426747,1.152604,6.179946,-0.2352866,-0.07535603,-0.3220009,0.2237294,0.7528343,-0.8088264,0.3322676,0.03322548
51.96906,0.3554147,-0.6234632,1.380506,5.328422,-0.4238344,-0.2340178,-0.0910666,-0.1208047,0.3289682,-0.5495322,-0.5830393,0.1450356
52.035687,1.030873,0.1082167,0.867938,7.894638,-0.3340224,-1.154734,-0.007486714,-0.490738,-0.596613,0.2100691,-1.206079,0.1192833
52.102314,0.3674926,0.2915947,0.7879698,4.353425,-0.1737995,-0.624532,-0.0312118,-0.22204,0.04255529,0.03195133,0.2049535,-0.1546795
52.168941,-0.4814842,0.1440333,0.7590687,4.46613,-0.1983763,-0.449279,-0.02143997,0.2723222,-1.031662,-0.8670187,0.2046617,-0.1375293
52.235568,0.01762505,-0.1951126,0.03305262,1.927305,0.002824844,0.4143068,-0.2640024,0.6464413,-1.273856,0.4222714,0.02609559,0.1819286
52.302195,1.083383,-0.350763,-0.2984356,4.735173,0.1915735,-1.579244,-0.08354645,-0.5348405,-0.9528465,0.3720892,1.459906,0.1705919
52.368822,1.482306,-0.2073911,0.3425938,2.157114,-0.1154376,0.1964086,0.240385,-0.03903741,0.3921561,-0.3005382,-0.2149293,-0.3206002
52.435449,0.4982427,-0.3766144,0.3458199,2.026246,0.1244603,-0.7371328,-0.1557545,-0.528491,-0.176918,0.8889341,0.08675159,-0.1879461
52.502076,0.04460642,-0.2868718,-0.1289614,2.379385,-0.8974839,-0.1036287,-0.06078813,-0.5710647,-0.01185394,0.5413138,1.580762,0.01878003
52.568703,0.6484001,-0.2637708,0.4356199,4.079113,-0.4144008,0.006333387,0.03631846,-0.5591119,0.496654,1.483807,1.883358,0.2263833
52.63533,-0.1601057,-0.4916461,1.003767,1.235993,-0.4465278,0.9584859,0.2774808,0.1824505,-0.6494495,-1.511763,0.7438667,0.3828326
52.701957,-0.520997,-0.9729358,0.6750003,3.202182,0.09465521,0.3150584,0.1708915,0.07748806,-1.058278,-1.550792,1.525922,-0.4215054
52.768584,-0.640992,-0.409676,-0.03500727,1.806816,-0.1252904,-0.01584227,-0.1309923,-0.00251802,0.06723886,0.03693931,0.8899179,0.1818589
52.835211,-0.1102195,-0.01636226,0.44568,2.089872,-0.1132457,-0.6795648,-0.1637253,0.316487,0.7837943,-0.8875737,0.9560983,-0.2194353
52.901838,0.5488452,0.1798947,0.2560764,1.717429,-0.1681555,0.5869779,-0.1420265,-0.3665166,0.7127045,0.3227631,-0.02730977,-0.09354685
52.968465,1.633546,-1.277028,0.2593227,1.552971,0.01442079,0.9260534,-0.0523438,0.1119231,-1.029635,0.5839213,0.3173879,-0.1239568
53.035092,-0.5150005,-0.8611553,0.1368215,2.005274,-0.01064002,0.2251076,-0.3140844,0.3117028,-2.528746,0.7243811,2.679968,0.1411366
53.101719,0.1930155,-0.5516074,0.476009,-0.04308575,-0.1286003,-0.6558886,0.1250565,-0.1621929,0.2668436,-0.1924182,0.69947,-0.03249174
53.168346,0.6672282,-0.600847,0.3406626,1.648268,0.008152178,0.01999931,-0.1387053,0.7404681,-1.481745,-0.7846174,0.6299607,-0.4284221
53.234973,-0.4100892,-0.3768299,0.9099819,1.612065,-0.240958,-1.022873,-0.2137375,0.7095624,0.8585061,-3.316919,-0.1372116,-0.002904132
53.3016,1.034888,-0.3420921,0.6920435,0.5679184,0.05728043,0.5795978,-0.1670891,0.5878168,-0.7472827,0.1740839,0.5412555,0.3866657
53.368227,0.7456595,0.3551881,-0.2484011,1.890972,-0.2308588,-0.02827975,-0.05388536,-0.5438307,-0.002380951,-1.465671,-0.1367638,0.5029923
53.434854,0.7318866,-0.5505409,0.03404965,0.635423,-0.3534313,1.144435,-0.3920964,0.2065662,-0.8929201,-1.043495,-0.7177147,-0.2014663
53.501481,0.8498427,-0.7338805,0.6954873,1.104714,0.08011498,-0.1406973,-0.6394496,0.3029614,-0.2159537,-1.828293,1.012684,-0.140641
53.568108,0.9953354,-0.07538415,0.4819362,0.4793175,-0.2544978,-0.4863169,-0.1009731,0.9497486,-1.444104,-0.8903029,-0.4514403,0.07824143
53.634735,0.2455321,-0.8046017,0.06854118,2.517438,-0.07874499,0.8393193,-0.2984223,-0.06323748,-1.024706,-0.8079838,0.477214,0.1734938
53.701362,0.3960471,-0.4224699,-0.3238421,0.646077,-0.1367946,-0.4180893,-0.04625951,1.12355,-0.7075185,-2.049506,0.2338194,-0.07799678
53.767989,-0.1886092,-0.1608659,0.4399177,0.08936508,-0.2102513,0.9845014,-0.1743062,-1.246568,1.238412,-1.206822,-0.7578893,0.05944577
53.834616,-0.07209283,-0.2251585,0.6147885,-0.3843399,-0.01115825,0.4154159,-0.2647424,0.8421404,-0.4258685,-1.371289,-0.3001344,-0.2239943
53.901243,0.07824092,-0.101678,0.5086384,0.8247999,0.1380155,0.516901,0.4047704,-0.1776176,-0.06473463,-0.3333578,-1.231812,0.1026885
53.96787,-0.5264916,-0.5030153,-0.5506204,2.052229,0.005894376,-0.8489084,-0.2249169,0.887244,-0.6555331,0.2985121,0.08548433,-0.09740262
54.034497,-0.04350884,-0.6879376,0.04319704,0.1920768,-0.0672426,0.749584,-0.05795943,0.0648045,0.06964222,-1.663574,0.2613452,-0.233834
54.101124,0.199309,-0.1572221,-0.01808779,0.6613962,-0.3817975,-0.2419426,-0.1937045,0.6944969,-0.7258027,-0.1396089,0.08316501,0.3103426
54.167751,2.016237,-0.472434,0.1899062,0.09030126,0.3393743,0.3085298,-0.1678725,-0.08439138,1.73473,-1.371226,-0.4791237,-0.1110851
