Name,Status,ColorR,ColorG,ColorB,CentroidX,CentroidY,NumComponents,Size,ActiveSegment0
C102,undecided,255,255,255,497,74,2,42.9535,1
C103,undecided,255,255,255,495,270,2,65.7951,1
C104,undecided,255,255,255,347,479,6,43.9318,1
C105,undecided,255,255,255,569,336,12,40.4475,1
C106,undecided,255,255,255,852,460,57,20.5913,1
C107,undecided,255,255,255,540,443,12,31.6228,1
C108,undecided,255,255,255,452,220,3,52.3259,1
C109,undecided,255,255,255,469,81,9,39.8121,1
C110,undecided,255,255,255,298,272,34,42.5441,1
C111,undecided,255,255,255,820,124,20,58.3095,1
C112,undecided,255,255,255,313,245,4,75.0733,1
C113,undecided,255,255,255,558,315,17,51.0784,1
C114,undecided,255,255,255,835,308,4,37.6962,1
C115,undecided,255,255,255,316,403,1,65.146,1
C116,undecided,255,255,255,394,326,13,44.1022,1
C117,undecided,255,255,255,744,78,2,100.24,1
C118,undecided,255,255,255,278,418,2,54.7083,1
C119,undecided,255,255,255,424,244,2,50.04,1
C120,undecided,255,255,255,477,114,96,52.2015,1
C121,undecided,255,255,255,746,409,1,33.8378,1
C122,undecided,255,255,255,309,295,9,96.3328,1
C123,undecided,255,255,255,1073,285,23,61.8466,1
C124,undecided,255,255,255,384,252,2,58.3095,1
C125,undecided,255,255,255,619,18,5,52.345,1
C126,undecided,255,255,255,598,119,17,72.45,1
C127,undecided,255,255,255,437,131,7,54.1202,1
C128,undecided,255,255,255,630,33,8,43.4166,1
C129,undecided,255,255,255,372,315,9,52.2015,1
C130,undecided,255,255,255,514,57,7,47.0744,1
C131,undecided,255,255,255,392,140,24,46.3249,1
C132,undecided,255,255,255,659,390,24,45.9674,1
C133,undecided,255,255,255,684,376,10,51.4004,1
C134,undecided,255,255,255,289,362,38,41.6293,1
C135,undecided,255,255,255,368,526,7,53,1
C136,undecided,255,255,255,333,219,2,47.4236,1
C137,undecided,255,255,255,479,58,39,45.3431,1
C138,undecided,255,255,255,401,432,5,51.4781,1
C139,undecided,255,255,255,416,99,2,44.0114,1
C140,undecided,255,255,255,492,475,14,42.4264,1
C141,undecided,255,255,255,732,438,27,29.6142,1
C142,undecided,255,255,255,454,397,12,51.0784,1
C143,undecided,255,255,255,310,497,6,49.7393,1
C144,undecided,255,255,255,258,201,56,64.4438,1
C145,undecided,255,255,255,521,604,34,54.7083,1
C146,undecided,255,255,255,577,540,229,3.60555,1
C147,undecided,255,255,255,453,460,143,16.2788,1
C148,undecided,255,255,255,378,174,237,6.08276,1
C149,undecided,255,255,255,456,638,414,2.82843,1
