Frame,C009,C013,C005,C004,C012,C024,C008,C015,C003,C019,C035,C034,C022,C018,C002,C014,C001,C017,C040,C021,C020,C041,C016,C000,C027,C007,C011,C010,C006,C026
0.66628,1.710642,-0.9640855,0.7135307,0.08469814,0.2338379,-0.3703061,-0.3770466,-0.4280505,0.3314148,-0.08565009,-0.4138873,1.318896,-1.722432,2.310261,0.7686102,-1.397322,8.554734,-0.3215417,-0.4989876,-2.289993,0.3520426,-0.05794752,1.201417,-0.661464,7.683756,0.03184986,-0.04996065,-0.1584,-1.049417,-0.8497948
0.732908,1.482456,-0.344489,-0.2936223,-0.2031473,0.2041081,0.4374655,0.1874881,-0.5137178,0.2072696,-0.6709374,-0.6793453,1.383801,-1.113681,1.10528,0.9510771,-1.088202,5.836521,-0.4552579,-0.5144779,-0.7648498,-0.1896953,-0.3411649,1.371715,-0.931774,5.93068,-0.5951601,0.124485,-0.2379458,-0.1454921,-0.3953354
0.799536,2.105308,-0.762248,1.291073,-0.0505171,0.1336501,-0.03270004,-0.9338157,-0.7398366,0.9090518,-0.9782417,-1.053146,1.9587,-0.8413827,1.405242,0.3185055,-0.6987183,4.398941,-0.05959433,-0.5289682,-1.581378,-0.5593818,-0.5903542,0.9797587,-0.9647109,5.463959,0.09879825,-0.04225175,-0.1061806,0.1305341,-0.7760562
0.866164,2.181113,0.5064834,0.349276,0.9144855,0.1091067,-0.5310566,-1.062145,-0.285834,-0.9717401,-0.4721236,-0.9626372,1.34067,-0.5530283,0.9723054,0.7576038,-1.622329,4.971589,-0.2900956,-0.4300293,-1.3433,-0.04671613,0.00980087,0.9233903,-0.9866539,5.628798,0.07308576,0.03351867,-0.1727877,-0.7182187,-0.338754
0.932792,1.40648,-0.1651753,1.320351,-0.2866867,0.1064151,-0.3419993,-0.5757836,-0.5521673,0.4115801,-0.4720261,-0.5630414,1.617995,-0.4139131,1.02045,0.7077086,-0.187244,3.721717,-0.5812012,-0.1133351,-2.653079,-0.2467589,-0.61987,0.525427,-0.7798,4.740003,-0.182452,-0.1056125,-0.2459344,0.3112092,-0.2185545
0.99942,1.671849,0.568665,-0.8001301,-0.5164483,0.1657315,0.02464314,-1.04044,-0.5248276,0.8880106,-1.011309,-0.5278185,1.068682,-0.7219717,0.530163,0.3472179,-0.6564093,5.231714,-0.1872684,-0.4455714,-1.473767,0.281622,-0.9595086,0.7497962,-0.8452805,4.747524,-0.4296318,-0.1045028,-1.086914,0.1343436,0.01530347
1.066048,1.574252,-0.09420756,0.3677956,0.7481121,0.03114947,-0.3527803,-2.020634,-0.5221817,0.9519028,0.1568551,0.2928776,1.295964,-1.027015,1.727205,0.370326,-0.5028516,3.154108,-0.001856876,-0.6037254,-1.623929,0.1075936,-0.4961346,0.6755774,-0.8660021,4.38128,0.1969357,0.1391964,-0.09158024,0.2791151,-1.28982
1.132676,1.16098,0.1038071,0.302304,0.8172734,-0.02314745,-0.9365721,-0.8309304,-0.5121749,1.784433,0.287108,-1.167142,1.013497,-0.9623753,0.876121,0.5136205,-0.993954,3.899437,-0.5453382,-0.5883453,-0.9642425,-0.6187727,-0.7878294,0.5365795,-0.9350876,4.939501,-0.4126898,0.5418157,-0.2442095,-0.1705588,-0.4275923
1.199304,-0.4766104,-0.6699823,0.465957,-0.1639268,0.1703405,-0.4525547,-1.149683,-0.3805856,0.5301213,-1.045523,-0.6321325,0.479288,-0.9857247,2.352049,0.5847145,1.534342,4.993093,-1.330905,-0.5133711,-2.654654,0.1321428,-0.8335715,0.2817703,-1.229267,5.151521,-0.4121115,-0.712036,-0.7634327,0.16586,-0.07728859
1.265932,-0.2446017,-0.05629976,0.5808575,0.3045074,0.1547602,-0.8092498,-1.510488,-0.4489883,0.4810604,-0.1743253,-0.6970995,1.031383,-0.01762158,1.678719,0.8633376,0.3128862,3.620987,-0.4793555,-0.5663121,-1.495451,-0.5255363,-0.3432416,0.6150464,-0.9144452,4.190678,0.5062606,-0.7048537,-0.4211019,1.140068,-0.3269947
1.33256,0.3753651,-0.7081001,0.1416546,-0.2636761,-0.1939128,0.164163,-1.72957,-0.306195,-0.9958432,0.2712743,-0.7873174,0.4008641,0.04755663,2.087042,0.4404663,0.6378214,2.91213,-0.6361083,-0.9214775,-1.604031,-0.4428559,-0.4539987,0.2128752,-1.268926,5.983308,-0.2795672,0.9444885,-0.73808,1.425257,-0.8235615
1.399188,2.122552,-0.9866652,0.2237538,0.8732373,-0.02532176,-0.8191446,-1.278932,-0.4516361,-0.2611895,0.5132033,-0.5467842,0.4496787,-0.2938368,1.337295,0.5546153,-0.4856496,4.090789,-0.764101,-0.8732472,-2.374873,-0.6977862,-0.9114949,0.3181898,-0.9362792,6.023438,0.7221795,-0.516956,-0.238762,0.7858169,0.1346605
1.465816,0.8563077,0.5911672,2.273015,0.4307025,-0.2557708,-0.02671556,-2.397017,-0.5503182,0.2599526,-1.117488,-0.6487835,0.8756145,-0.1274887,0.3161519,0.7235957,-0.2641465,1.584364,-0.1059601,-0.8566769,-1.736066,-0.6536118,-0.6001899,-0.1510993,-1.157935,5.28848,-0.259551,-0.2821848,-0.3889678,0.7839048,-0.6037387
1.532444,-0.5744561,-0.5153996,0.1683636,0.3505708,-0.202284,-1.108402,-0.2702372,0.1473431,-1.125486,0.1992536,-0.1305248,-0.03981144,-0.6710713,1.001974,0.7285889,0.4906088,2.867243,0.09899651,-0.5954922,-2.071969,-0.8506156,-0.1868813,-1.312567,-0.4564259,4.852959,0.3792238,-0.8763672,-0.8091955,1.149752,-1.015429
1.599072,0.3462282,-0.8255495,0.6616474,0.2821188,-0.1685981,-0.7919949,-1.289012,-0.5209966,-1.476999,-0.9928528,1.260754,1.173525,-1.014863,-0.539245,0.3369057,-0.1563184,4.26889,-0.3345907,-0.6033641,-0.3599484,-0.9584027,-1.058203,-0.315019,0.912251,3.315713,-0.04196138,-1.109986,-0.4968297,1.382816,-0.9091714
1.6657,0.3051409,1.695154,0.07224357,0.2521293,-0.2301159,-0.2644574,-0.7509825,-0.07967794,-0.6538023,0.1027288,1.866223,1.500246,-0.521537,0.369218,0.4612878,-0.4946167,2.667777,-0.2788433,-1.009613,-1.511574,-0.437719,-0.7292656,-1.042506,2.641298,3.071394,0.1046678,-0.7269666,-0.9298473,1.267891,-1.086153
1.732328,-0.4316349,0.1298702,0.0674026,0.4609208,-0.1503558,-1.647706,-0.3759842,0.02336413,-0.5035985,0.1893561,1.629281,0.9002857,0.2957171,-0.4010776,-0.5000755,1.692907,2.127503,0.3296907,-0.5304649,-1.396785,-0.939799,-0.4004732,-1.118755,4.447986,2.737878,-0.5851506,-0.9490619,-0.3463618,1.980824,-1.781802
1.798956,-0.01948593,-0.48364,1.931247,-0.1397683,-0.1444942,0.07706754,-2.51325,0.3462705,-2.21642,2.035302,1.715575,0.9969263,-0.2258574,-0.6345121,-0.860086,-0.6610147,1.883816,0.08993304,-0.2101307,-0.97836,-0.7956106,-0.3882343,-1.121068,6.267052,2.049334,0.1958155,-0.5738479,0.6616694,2.808599,-1.318207
1.865584,0.06812893,-0.3582849,0.7352101,0.676641,-0.1306934,-0.4885049,-1.472227,0.07529557,-1.234153,-0.1263368,1.74615,1.114623,-0.4729083,0.6407934,-0.2398351,1.624031,2.307204,-0.2677198,-0.6067771,-0.7371616,-1.145832,-0.3957515,-0.4139183,6.903105,2.321295,-0.8216284,-1.897108,-0.2094984,1.96769,-1.318042
1.932212,-0.6464913,0.3726225,1.987434,-0.05325525,-0.2525708,-0.5533604,-1.410261,-0.05996065,-0.9558366,-0.355055,0.6180324,0.2551688,0.6166564,0.79523,-0.3309084,-0.6481355,3.364121,-0.1537116,-0.2373083,-2.113129,-0.8141176,-0.309314,-0.476961,7.467576,2.432661,-0.8357685,-1.387741,-0.5582457,2.676053,-3.137417
1.99884,-0.7851683,-0.01288035,1.203765,-0.4208696,-0.1854473,-0.8762918,-1.479137,0.119042,-0.2627297,0.1502304,1.088823,0.4754016,0.06778731,0.8640094,-0.5149671,0.6545541,2.373018,-0.0281958,-0.1636381,-1.063216,-0.8650254,0.1893912,-0.2505614,8.346665,1.565473,-0.355701,-2.176942,0.007701209,3.253883,-1.177569
2.065468,0.06897439,8.215712e-05,0.4726189,0.1228147,-0.1987897,-0.853996,-1.124412,-0.1922444,0.08742452,0.4752331,1.159274,0.3720375,-0.1437875,0.8509766,-0.3853014,-0.2614729,2.125922,0.11767,-0.01601003,-1.693891,-1.056866,-0.1519645,0.009735011,8.321733,2.069897,-0.5883543,-1.631393,0.1816517,2.391755,-1.021573
2.132096,0.5516929,-0.1699557,1.317889,-0.8639435,-0.1234716,-0.6099033,-2.055951,0.1606206,-1.00094,0.6466547,0.8011524,0.4732153,-0.05382966,1.229057,-0.4395379,0.473918,1.733404,-0.1896168,-0.3228624,-1.224772,-0.9703525,-0.377839,0.6555595,8.155622,1.593757,-0.5705634,-1.586385,0.02509496,3.201204,-1.644225
2.198724,-0.5628404,-0.05612813,0.8779343,-0.2357171,-0.1833571,-0.5286998,-1.246818,0.3919411,-0.7531885,0.4353572,0.2384193,0.361707,-0.3665073,0.6706039,-0.6381287,0.05538452,1.042688,0.5193872,-0.6948794,-2.000406,-0.9084337,-0.08396145,0.08504788,7.285739,1.642851,-0.04247215,-1.416129,-0.3338003,2.979276,-1.121555
2.265352,0.2558164,-0.02809506,0.1846508,-1.460722,-0.1274859,0.4020387,-0.7178233,0.1285771,0.1011956,0.149757,0.2771531,-0.1582773,0.2780422,-0.007575856,-0.4582117,0.02092951,1.101934,-0.1984664,-0.49003,-1.728641,-1.257201,-0.4230118,-0.008318806,7.449578,1.641747,-0.3963547,-0.7876027,-0.226756,3.081651,-0.8844414
2.33198,0.2392047,-0.2087445,0.133673,-0.9384608,-0.2408908,-0.8100783,-0.657931,-0.188056,-0.1304941,0.1303375,0.1752468,0.1756976,-0.6264561,0.8803895,-0.1838592,1.018274,1.163941,0.1495138,-0.5610461,-1.029454,-0.6829988,0.01322014,-0.008395657,6.758229,1.715605,-0.04881779,-0.7289641,-0.1608994,2.459826,-1.296895
2.398608,-0.805272,0.1524633,1.074272,-0.6527255,-0.3129913,-1.637479,-0.2353899,0.1984859,0.5539037,-0.2906856,-0.08910722,0.1037782,-0.70736,0.587918,-0.4858203,0.2255269,0.8238189,0.1344453,-0.7640761,-1.52092,-0.7832279,-0.3327354,0.7148364,6.181553,2.341612,-0.4058314,-0.03112723,-0.5369982,1.75894,-0.8141231
2.465236,-0.9658668,-0.1481487,0.003772191,-1.35929,-0.3291979,-0.4075933,-0.8996944,0.7333961,-0.1710258,0.9790946,0.2831714,-0.3897991,-0.5652319,0.8202313,-0.4817111,0.8598209,0.988492,0.4236208,-0.2212319,-0.8680036,-1.12695,0.0104278,0.03324739,6.169047,2.072631,-0.5518337,-1.171,-0.7109278,2.716843,-1.619155
2.531864,-1.050006,-1.117982,0.4205077,-0.5579513,-0.3231611,-0.7758753,-1.107239,0.1847375,1.068473,-0.4521262,0.5457907,-0.6177253,-0.6822749,1.392256,0.05918001,0.2561546,0.5983782,0.667492,-0.4248467,-1.003434,-1.325736,-0.1411342,0.8912125,5.6387,1.539757,-0.9977658,-1.049793,-0.5106779,1.772522,-1.106768
2.598492,-0.4506623,-0.824502,0.2251849,-0.7241448,-0.2473044,-0.3679605,-0.81594,-0.04891634,0.11537,-0.2082448,1.55979,-0.2747604,-0.6072364,1.526563,0.1762135,0.4682305,1.606099,0.6344187,-0.1341995,-0.3492616,-0.8233504,-0.5172392,-0.2771192,5.592749,1.329713,0.3909459,-0.5380493,-0.3171405,1.436677,-0.9615866
2.66512,-0.1422841,-0.8684004,1.059767,-0.07505845,-0.3760921,-0.5402102,-1.032799,-0.3209803,0.2463306,-0.2939905,2.438535,-0.7721106,-0.7245349,1.540787,-0.3199846,1.004213,2.240304,0.05891349,-0.2788056,-0.8062653,-1.77817,-0.4032067,-0.6239288,4.935314,1.331175,-0.2580231,-0.5902987,-0.2565213,1.867621,-1.456551
2.731748,-1.345821,1.141808,0.1017815,-0.6557306,-0.1839192,0.2696078,-1.013321,0.4419276,0.249682,-0.08235367,3.391351,-0.34354,-0.3495073,0.8620909,-0.09070654,-0.02537607,0.8036559,1.050448,-0.3742087,-0.8562787,-0.9059596,-0.8223358,-0.1233532,4.833656,0.3942915,-0.01838421,-0.9461938,0.05654785,1.706039,-1.62619
2.798376,0.4668403,-0.6750495,-0.3947814,-0.9492137,-0.02868251,0.1741207,-0.3296431,0.2939738,0.885496,-1.145792,4.013203,-0.3277676,-0.4726411,0.744583,-0.3373094,0.3324838,0.9857415,0.4660794,-0.2554285,-0.5844647,0.2318264,-0.5007792,-0.226609,4.567317,1.654158,-1.20593,-0.8016109,-0.5492598,1.240636,-1.826792
2.865004,0.3747412,1.170081,1.270877,-0.006714955,-0.1380537,-0.5562401,-0.2002067,0.4708246,0.2493933,-0.5170923,4.366861,-0.3500715,-0.2176952,1.338065,-0.30062,1.173781,-0.3960822,1.546592,-0.2520885,-1.305077,-1.186321,-0.7438455,-0.2481309,4.450459,1.462785,-0.2458914,-1.317147,-0.2098801,0.9666699,-1.127871
2.931632,0.9162837,-0.08677104,0.133176,-0.248372,-0.1354728,-0.3886909,-1.00359,0.1177683,0.9205168,-0.5623081,3.870678,0.04560907,-0.04160112,2.526356,0.005982934,-0.5326017,0.1739407,1.116438,-0.6458076,-0.7881727,-0.748151,-0.9837168,-0.8914788,3.781249,1.797814,0.001716669,-0.6576596,-0.3176506,0.8785943,-0.8681769
2.99826,-0.2429209,-0.06660412,0.786307,-0.4315566,-0.0429565,-0.6098788,-0.2672745,-0.08284362,0.3057204,-0.4740498,3.864074,0.7481788,0.09720425,1.215222,0.04849702,0.3589952,0.05820477,0.3504144,-0.6007833,-0.1056559,-0.7394962,-1.242696,-0.4458828,3.585361,0.6968049,0.4644924,-0.6998122,-0.2868675,0.6085243,-0.8962286
3.064888,0.09460239,-0.5380583,0.1481866,0.192964,-0.1136552,-0.3554966,-0.8546776,0.2112594,1.873927,-0.09529184,3.776429,1.434682,-0.7759975,1.980358,0.3408976,0.2823235,0.02773149,0.6983572,-0.3908224,-0.9467559,-1.098437,-1.449069,0.1048137,3.597023,1.366847,0.1131232,-0.9577157,-0.04955721,0.6243678,-1.412696
3.131516,-0.8826814,0.6319872,0.1020035,-0.6544065,-0.03551518,0.1287756,0.6336263,0.3561967,0.9568648,-0.4014106,3.603107,1.954044,0.2798601,2.52492,-0.2450383,0.8180665,-0.0882602,0.7569891,-0.54065,-0.6787893,-0.7395257,-1.225801,-0.1487254,3.645474,0.5782902,-0.1826336,-1.572611,-0.3251272,0.1168328,-1.652902
3.198144,-1.196203,0.02844502,1.532521,-0.4232941,-0.2127904,0.1372218,-0.5631322,-0.2204117,1.295509,-0.7382023,2.588849,1.519386,-0.1651916,1.346044,0.2034365,0.9262105,0.3913544,0.6390598,-0.68379,-1.854374,-0.6724604,-0.3333545,-0.6700535,3.30372,2.025177,-0.1990896,-0.7801691,-0.2733413,0.8582364,-1.659409
3.264772,-0.5184642,0.01207121,0.2887605,0.6580167,-0.1641175,-0.2496743,-0.4260613,0.198329,1.839658,-0.3079978,3.041239,1.871081,0.08402598,1.41834,0.8817022,0.01734686,1.102014,1.368152,-0.9618586,-0.5185895,-0.3652435,-0.9412099,0.05582014,2.995806,2.303444,-0.3239298,-1.420864,-0.297735,0.5194318,-1.112715
3.3314,1.594457,0.9612607,1.141098,0.3034815,-0.3002605,-0.5331996,-0.6863102,-0.1471215,0.9916202,-0.2205624,2.985088,1.747525,-0.5400326,1.618499,-0.1512693,0.1717267,-0.1718177,0.4805286,-0.8339276,-0.81123,-0.4694801,-0.7261856,1.518207,3.140863,1.338326,0.09426031,-0.5317307,0.1157224,0.7333403,-1.196576
3.398028,-0.2380327,-0.8867704,0.6679939,-0.005159284,-0.3667115,-0.3619783,0.02833427,0.08684582,1.176534,-0.7938844,2.022468,2.05941,-0.669295,0.9624514,0.2697662,-1.408462,-0.9837712,0.6613533,-1.019268,-0.3425313,-0.562344,-0.9464833,1.001793,2.876512,1.086681,0.03896626,-0.1672705,0.2994821,1.46131,-1.101473
3.464656,-0.5388271,-0.5532009,1.268153,-0.4939255,-0.3707208,0.04491846,-0.9696942,0.3085816,1.110621,-0.2276065,2.167533,2.474978,-0.279405,1.873988,0.516704,0.6205974,0.2158868,1.344938,-1.117593,-1.448382,-0.7505895,-1.170468,0.863106,2.680593,1.112558,0.03563641,-0.2388024,-0.4339873,1.019166,-1.541087
3.531284,-1.216867,-1.231821,-0.1323011,-0.4022765,-0.1922643,-0.4715461,-0.353931,0.3583358,0.3334719,-0.1575358,1.918834,2.877065,-0.7857707,0.4222221,0.2145946,-0.07859315,0.6482177,0.6617882,-0.71709,-1.311111,-0.7790383,-0.4902603,0.4464267,2.598338,1.593494,0.4759082,-0.7726924,-0.2701551,2.741595,-0.9131331
3.597912,-0.4710674,0.2260643,-0.03900712,-0.1805864,-0.1716252,0.1294571,0.4270872,-0.1940267,0.6154063,-0.4400767,1.35579,2.449604,-0.0315871,0.7315525,-0.0739584,0.09194727,-0.03903844,0.2290842,-1.272098,-0.7874216,-0.5365918,-0.6296008,0.2312088,2.326059,1.340871,-0.3532632,-0.3858201,-0.5093032,3.30927,-0.8654944
3.66454,0.226217,0.03257931,0.5014036,0.1948551,-0.2098632,0.4358571,0.1686581,0.5743899,1.046565,-0.02809972,1.891801,2.425905,-0.4547597,-0.2147912,0.04025286,-0.3052078,0.245503,0.5435337,-0.5468488,-1.462781,-1.055197,-0.6726393,0.8919827,2.266315,1.098739,-0.7262693,0.04628525,-0.06738,1.824176,-1.080778
3.731168,-0.005937609,0.09616912,0.8614386,0.2455687,-0.3325151,0.1810434,-0.009326819,0.2860205,0.9960532,0.1628073,1.079627,2.56347,-0.3848369,0.9083878,-0.2609001,1.015971,0.4255066,0.4273442,-1.211036,-0.6819029,-0.4529688,-0.2008561,0.3505343,2.617819,1.16495,-0.9637179,0.6043702,-0.1109191,3.490241,-1.028432
3.797796,-1.423619,-0.4891716,-0.1312319,0.166673,-0.1726518,-0.1920985,-0.1848359,0.5768846,1.431589,-0.5938652,1.081473,2.113902,-1.002205,0.7060146,-0.1321797,1.340868,-0.8145324,0.193437,-0.694002,-1.48054,-0.5313435,0.1157092,0.3723111,2.56555,0.2857115,-0.7047009,0.3807818,-0.2657861,3.469202,-0.362929
3.864424,-0.5725931,1.041102,0.2518941,0.6026847,-0.2543724,0.2652984,-0.3986295,0.7550299,0.5520504,-0.1136293,1.716681,2.196235,-0.1616436,0.6892945,0.0481828,-0.4526227,0.487613,0.03855726,-0.8736485,-1.532954,-1.011501,-0.3292377,1.083892,2.076173,0.001542758,0.4836933,0.2842259,-0.5038941,3.33341,-1.187245
3.931052,-0.7082492,0.9765107,1.514271,-0.3441921,-0.2416721,-0.4418535,0.1336448,0.2266704,0.1988424,-0.2605582,0.9259033,2.278522,-0.5073102,0.8531539,-0.3452023,0.1775713,-0.6883115,-0.8074706,-0.6405966,-1.25707,-1.040088,-0.2564629,0.6882829,2.64245,1.315953,-0.4129967,-0.303026,-0.7031298,3.044272,-1.70885
3.99768,0.140077,-0.1970802,0.04403411,0.7616354,-0.3088309,0.3250563,-0.0424983,0.07784059,0.705383,-0.1499466,1.130955,1.685946,-0.7697012,0.000421156,0.3784569,-1.167326,-0.8151324,0.3546197,-0.8731635,-1.461408,-1.068758,-0.7279139,0.7779412,2.481835,1.675193,-0.5042654,0.2576981,-0.3226031,4.272217,-0.8802318
4.064308,0.0803138,0.09658203,0.6961321,0.03534791,-0.1390453,-0.5051512,-1.404557,0.8715258,0.6188241,-0.2487871,1.145178,1.364702,-0.001336019,0.6348627,-0.2921682,0.3599154,-0.3633964,0.8470219,-0.8294895,-1.598088,-0.5507967,0.07251427,1.17975,2.551048,1.606464,-0.6810155,-0.2770572,-0.4400361,4.395451,-1.509215
4.130936,-0.433659,-0.0493283,0.5323887,-0.5559297,-0.449747,-0.3071401,0.2228116,0.1332072,-0.08043239,-0.7522664,1.491544,1.540168,-0.02231104,0.2904513,0.02166418,1.160328,-1.547634,0.863616,-0.3986505,-1.30216,-0.4513465,-0.2130846,0.9423167,2.191051,1.754456,0.24842,-0.4507658,-0.002980261,4.444596,-1.198614
4.197564,-0.8453718,1.809507,0.9532781,0.5047016,-0.334364,0.49748,-0.04469291,0.6319802,-1.111919,-0.7771007,0.8176515,1.451597,-0.9295719,0.2458346,-0.1274744,-0.2195566,-1.269774,0.6564924,-0.1980929,-0.8605329,-1.240969,-0.7803101,1.973631,2.196717,1.456722,1.222741,0.5129852,-0.5189717,4.300157,-1.358245
4.264192,-0.7758332,0.8459942,1.378824,-0.3271849,-0.248851,1.123415,1.069887,1.091594,0.2416412,-0.9034003,1.250648,1.73096,-0.630255,0.2326377,-0.4280948,0.4569685,-1.153823,0.6901672,-0.1877045,-2.259208,-1.02091,-0.6659346,2.437455,2.09279,1.163062,0.5423093,0.3314328,-0.9051916,5.05069,-1.10195
4.33082,-0.1661168,2.005749,0.9168041,0.5640785,-0.002125422,-0.5636878,0.7211696,0.09400788,0.2485952,-0.3571319,1.263103,1.556246,-0.395366,0.5832881,0.01363093,-0.03899711,-1.842927,0.5608103,-0.4738229,-1.818469,-0.5501051,-0.1617056,2.934637,1.877022,0.4564342,0.8134019,0.4059831,-0.5005583,4.925478,-1.299629
4.397448,-0.3156195,3.639167,0.9008275,-0.1731957,0.08570277,0.9645949,0.4523399,0.7502818,-0.2057338,-0.3805481,1.466073,1.49237,-0.3182421,0.320479,0.1270162,-0.07743365,-2.796725,1.41961,-0.5311587,-1.963132,-0.797222,-0.09515626,3.410963,2.188487,-0.05908732,0.9233636,-0.05528038,0.1157996,3.770612,-1.938588
4.464076,-0.3451811,-0.2693512,0.9199705,-0.03684186,-0.08476575,-0.6039082,0.04136642,0.3737913,0.3630058,-1.376732,0.5452206,1.056156,-0.1367026,0.07693696,-0.2694095,-0.5608225,-1.642064,0.5110148,-0.7837872,-1.640178,-0.7263203,-0.3473823,3.012681,1.785993,0.8873147,0.04754618,-0.4658106,-0.01504988,3.873482,-0.4967066
4.530704,-0.9952707,1.168787,0.919022,-0.2908052,0.05402994,-1.073539,1.618224,1.450057,0.1523389,-1.165337,0.6027541,2.418297,-1.44123,-1.300461,-1.079693,-1.225229,-1.919658,2.158892,-0.467314,-2.168589,-1.328961,-0.01816729,2.71488,1.790925,0.4057134,1.414659,1.227233,0.7095513,4.47817,-0.7189044
4.597332,-0.4394501,1.363567,1.066962,0.2719253,-0.2224129,-0.4203141,0.1172872,0.3365354,0.2405277,-0.5314728,0.6649074,1.605226,-0.05143616,0.1102182,0.3440948,-0.9588456,-1.006844,0.831678,-0.4766387,-1.39763,-1.25035,-0.4138753,2.796174,1.596889,0.956623,0.6609233,0.04687078,-0.3277086,3.627759,-0.6301856
4.66396,0.2506314,1.506871,1.813773,-1.514778,-0.08233492,-0.4831746,0.0467155,0.7440872,-1.096762,-1.021865,0.2359201,1.695263,-0.4789049,0.3634607,0.03475994,-0.2241554,-1.718745,0.9684936,-0.7401151,-1.043288,-0.8638375,-0.3224339,2.547662,1.802024,0.9047155,0.6218407,-0.654144,0.04664262,3.338448,-0.2892867
4.730588,-1.23231,1.758322,1.277615,-0.01896279,-0.2126965,-0.9191995,1.689105,0.5048707,-0.678749,-1.00521,-0.2449833,2.058787,-0.7048943,0.7453607,-0.3772439,0.8916262,-0.2038175,0.2537877,-0.4868835,-1.30965,-1.399201,-0.3470489,1.697631,1.8632,0.2055074,0.3851043,-0.1457896,-0.07434554,4.745308,-0.1872291
