Name,Status,ColorR,ColorG,ColorB,CentroidX,CentroidY,NumComponents,Size,ActiveSegment0
C043,undecided,255,255,255,307,295,67,34.2053,1
C044,undecided,255,255,255,702,198,46,29.0689,1
C045,undecided,255,255,255,532,518,272,2.23607,1
C046,undecided,255,255,255,699,100,7,56.0803,1
C047,undecided,255,255,255,563,353,357,3.60555,1
C048,undecided,255,255,255,428,1,320,5.09902,1
C049,undecided,255,255,255,585,197,1,34.5398,1
C050,undecided,255,255,255,642,113,1,45.8803,1
C051,undecided,255,255,255,412,207,346,3.60555,1
C052,undecided,255,255,255,796,5,1,26.3059,1
C053,undecided,255,255,255,588,67,298,2.82843,1
C054,undecided,255,255,255,280,448,321,6.08276,1
C055,undecided,255,255,255,541,156,349,3.16228,1
C056,undecided,255,255,255,719,141,4,59.5063,1
C057,undecided,255,255,255,496,129,298,4.24264,1
C058,undecided,255,255,255,324,396,343,3.16228,1
C059,undecided,255,255,255,2,1,354,7.2111,1
C060,undecided,255,255,255,841,207,17,33.8378,1
C061,undecided,255,255,255,597,7,41,38.3275,1
C062,undecided,255,255,255,581,319,37,30.2655,1
C063,undecided,255,255,255,765,53,318,3.16228,1
C064,undecided,255,255,255,902,196,8,29.4109,1
C065,undecided,255,255,255,447,188,379,2.82843,1
C066,undecided,255,255,255,469,263,324,4.47214,1
C067,undecided,255,255,255,498,267,281,3.16228,1
C068,undecided,255,255,255,357,45,7,30.8058,1
C069,undecided,255,255,255,343,216,270,5,1
C070,undecided,255,255,255,302,725,279,2.23607,1
C071,undecided,255,255,255,329,359,285,3.16228,1
C072,undecided,255,255,255,886,185,324,4.12311,1
C073,undecided,255,255,255,365,31,32,26.9258,1
C074,undecided,255,255,255,729,381,358,2.23607,1
C075,undecided,255,255,255,513,112,305,3.16228,1
C076,undecided,255,255,255,516,203,321,6.40312,1
C077,undecided,255,255,255,352,257,13,39.1152,1
C078,undecided,255,255,255,551,341,369,3.60555,1
C079,undecided,255,255,255,698,263,334,2.82843,1
C080,undecided,255,255,255,162,495,319,3.16228,1
C081,undecided,255,255,255,1053,229,154,33.6155,1
C082,undecided,255,255,255,353,38,2,48.7545,1
C083,undecided,255,255,255,678,64,5,79.0253,1
C084,undecided,255,255,255,521,280,316,6.08276,1
C085,undecided,255,255,255,723,258,10,44.4072,1
C086,undecided,255,255,255,621,185,325,3.60555,1
C087,undecided,255,255,255,630,180,304,3.16228,1
C088,undecided,255,255,255,1008,238,355,6.08276,1
C089,undecided,255,255,255,651,33,6,62.2896,1
C090,undecided,255,255,255,251,258,345,5,1
C091,undecided,255,255,255,408,115,327,5.83095,1
C092,undecided,255,255,255,772,260,53,33.8378,1
C093,undecided,255,255,255,1002,249,28,13.0384,1
C094,undecided,255,255,255,663,141,245,3.60555,1
C095,undecided,255,255,255,507,59,283,3.16228,1
C096,undecided,255,255,255,509,226,318,5.38516,1
C097,undecided,255,255,255,359,498,351,4.12311,1
C098,undecided,255,255,255,414,360,364,2.23607,1
C099,undecided,255,255,255,291,427,307,2.82843,1
C100,undecided,255,255,255,415,474,349,4.24264,1
C101,undecided,255,255,255,605,548,321,3.16228,1
C102,undecided,255,255,255,417,148,331,4.24264,1
C103,undecided,255,255,255,605,155,284,4.12311,1
C104,undecided,255,255,255,6,487,274,2.23607,1
C105,undecided,255,255,255,616,264,291,4,1
C106,undecided,255,255,255,742,208,9,74.7329,1
C107,undecided,255,255,255,405,40,374,4.12311,1
C108,undecided,255,255,255,408,287,354,4.24264,1
C109,undecided,255,255,255,648,158,258,3.16228,1
C110,undecided,255,255,255,511,221,311,6.08276,1
C111,undecided,255,255,255,621,196,34,57.0088,1
C112,undecided,255,255,255,498,116,314,3.60555,1
C113,undecided,255,255,255,332,144,291,7.61577,1
C114,undecided,255,255,255,251,260,368,2.82843,1
C115,undecided,255,255,255,390,302,323,6.32456,1
C116,undecided,255,255,255,586,302,267,3,1
C117,undecided,255,255,255,664,134,306,3.60555,1
C118,undecided,255,255,255,594,275,268,2.82843,1
C119,undecided,255,255,255,504,228,358,2.82843,1
C120,undecided,255,255,255,426,30,373,2.82843,1
C121,undecided,255,255,255,505,1,293,5.38516,1
C122,undecided,255,255,255,527,270,331,5.09902,1
C123,undecided,255,255,255,457,311,323,5.09902,1
C124,undecided,255,255,255,833,4,265,5,1
C125,undecided,255,255,255,484,220,317,3.60555,1
C126,undecided,255,255,255,439,482,371,1.41421,1
C127,undecided,255,255,255,382,225,266,3,1
C128,undecided,255,255,255,464,244,308,4.12311,1
C129,undecided,255,255,255,338,382,319,2.82843,1
C130,undecided,255,255,255,7,762,28,42.4382,1
C131,undecided,255,255,255,700,363,41,48.2597,1
C132,undecided,255,255,255,744,212,277,3.60555,1
C133,undecided,255,255,255,341,262,346,2.23607,1
C134,undecided,255,255,255,516,44,305,2.82843,1
C135,undecided,255,255,255,327,395,344,3.16228,1
C136,undecided,255,255,255,263,269,267,3.60555,1
C137,undecided,255,255,255,482,465,275,2.23607,1
C138,undecided,255,255,255,459,279,313,3.16228,1
C139,undecided,255,255,255,347,299,321,2.82843,1
C140,undecided,255,255,255,443,292,350,3.16228,1
C141,undecided,255,255,255,804,374,316,4.12311,1
C142,undecided,255,255,255,295,465,350,2.82843,1
C143,undecided,255,255,255,384,287,339,3.60555,1
