Frame,C009,C013,C005,C028,C004,C012,C024,C008,C042,C015,C003,C019,C022,C018,C002,C014,C001,C017,C021,C016,C000,C031,C007,C011,C010,C006,C030,mouse1,mouse2,contact
1.5324209999999994,-1.588887,0.1320357,-0.1799769,-0.346455,-0.2080016,-1.649227,-0.4920014,9.648666,-0.7804275,0.3892666,-0.5883555,-1.17642,1.545451,-0.9561364,2.047412,1.372684,-0.8886065,-0.01058893,-0.3191988,1.019943,1.898024,-0.005040616,1.195047,0.4668027,-1.373487,-0.8128497,-0.1826542,s,s,c
1.5990480000000105,-1.139976,0.2331837,-0.3112436,0.09035034,0.2649629,0.1364049,0.8095207,4.961083,-0.8194998,0.6674705,-0.8666397,0.07417787,1.235484,-0.5582252,2.600653,1.066008,-0.1433289,0.1561619,0.3207111,1.622847,1.552369,-0.9251902,0.8555145,0.2970882,-0.6197615,0.04771384,0.207844,s,s,c
1.6656750000000216,-0.24267,-0.5026783,-0.02748239,0.3532302,0.1665086,0.0407383,1.128751,5.466433,-1.245745,-0.4693596,-0.3675503,0.2252639,0.952247,-1.063876,1.978799,0.559655,-0.08219846,0.2160299,0.9619642,1.521578,2.180861,-0.559158,-0.3563027,-0.1975796,-0.0782667,0.4699565,-0.8002613,s,s,c
1.7323020000000042,-1.397771,-0.1973473,-0.5254015,0.3451574,-1.023292,-0.4145184,0.2552488,8.791392,-1.354666,-0.5514008,-0.2218246,0.4139082,1.113478,-1.351481,2.988257,2.061708,-1.299842,1.223136,1.56468,1.590937,0.533348,-0.6865212,0.9290759,0.1561337,0.08220503,-0.03893,0.4656453,s,s,c
1.7989290000000153,-0.03789104,-0.3195039,0.2024032,0.4648977,0.2657517,-0.4144037,-0.05030926,6.015776,-1.347353,0.1007108,-0.5824753,-0.272613,1.740476,-0.69658,1.882839,1.617681,-0.1683196,0.6612676,1.553921,1.856199,1.111089,0.5910669,-0.3050238,-0.07026231,0.1756244,-0.05750124,-0.360828,s,s,c
1.865555999999998,0.2969092,-0.5559998,-0.06247031,0.1528255,-0.117534,-0.1677136,0.4656771,6.529042,-1.339038,0.3180563,-0.716504,0.4918632,1.213026,-0.871696,1.473906,1.243946,-0.4522071,0.5104843,0.9668733,1.376614,1.068512,-0.04569922,-0.02302366,-0.1821032,-0.1520478,0.3884128,-0.07793661,s,s,c
1.932183000000009,0.01568294,-0.3707315,-0.08635,0.1177616,-0.3645236,-0.1521581,0.2740741,5.787431,-1.309786,0.05599744,-0.5475677,-0.44422,1.015917,-0.3892224,1.32404,1.594815,-0.09071108,0.4702464,-0.243506,1.425945,0.8192512,-0.03449728,0.6803333,-0.3588225,-0.1923619,0.2084147,-0.8956112,s,s,c
1.9988100000000202,-0.3868393,-0.4006117,0.1242207,0.005451555,0.5628226,-0.0778145,-0.2114818,6.442167,-1.468856,-0.5396104,-0.7689336,-0.1912278,2.200745,-0.2199486,1.456018,1.553108,-0.3247283,0.6127284,0.5577009,1.961175,0.8977607,0.7435888,0.340023,0.2043192,0.04455294,-0.4033492,-0.2957249,s,s,c
2.065437000000003,0.5275552,-0.4585467,-0.6229326,-0.01509831,-0.1431534,1.155775,0.7815461,7.236313,-1.537738,0.0717601,0.5178127,0.12254,1.253875,-2.479542,1.063853,1.385591,0.2708346,0.2775771,0.8920918,1.531141,0.7389832,0.5734039,-0.7209785,-0.1198231,0.5636235,-0.506399,-1.787185,s,s,c
2.132064000000014,-0.2674455,-0.8954704,-0.2556035,-0.4762535,0.1733978,-0.06160217,0.06255807,5.363473,-1.248084,-0.6626904,-0.4068342,0.1919581,1.670747,-1.31104,1.116001,1.208653,-0.08253676,-0.002491746,0.8114911,0.7046009,0.2728163,-0.1388487,0.02416748,-0.5151678,-0.0277144,0.173708,-0.9327816,s,s,c
2.1986909999999966,-0.8854672,0.1105159,-0.3875608,-0.4522284,-0.8975721,-0.8242859,0.4946881,8.826686,-1.493057,0.8537968,-0.4792636,0.3846133,1.875716,-0.9606335,1.699537,2.599217,-0.2788969,0.8223447,0.2527236,0.840948,-1.629703,-0.2992504,-0.06096335,0.2975416,0.03229851,-0.2805266,1.759084,s,s,c
2.2653180000000077,1.221659,-0.3838816,0.1139123,0.1529023,0.5668841,-1.065504,-1.029958,5.922026,-1.588186,-0.8761439,-0.2595898,0.5040743,1.479123,-0.3518266,0.5484236,2.183911,-0.2925504,0.4550781,0.6615005,1.080361,-0.381055,1.137768,-0.3560068,-0.3923641,-0.005167606,-0.2138208,-0.2667572,s,s,c
2.331945000000019,2.288784,-1.007881,-0.2619302,-0.6638224,-0.4378401,-0.08748622,2.287427,8.282105,-1.452971,-0.4655974,-1.211923,0.6151769,1.5512,-0.9119079,-0.1430669,0.7340016,-0.06008001,-0.477775,0.06897066,-0.08788795,-2.596667,-1.246664,0.1463241,0.3749543,0.02932917,0.40802,1.167253,s,s,c
2.3985720000000015,-1.057699,-0.5883113,-0.03436585,-0.2208987,-0.08034151,-0.3900824,0.93547,4.783192,-1.062219,-0.6807179,0.1551237,0.07911445,0.9706193,-0.4787048,0.2932705,1.731413,-0.6294555,0.4563105,0.4814925,0.9580938,1.256619,0.2134089,0.546611,-0.07832249,-0.4254451,0.8418606,0.3170299,s,s,c
2.4651990000000126,-0.07000517,-0.007487931,-0.1344069,-0.240191,-0.2261069,-1.118736,0.14673,4.101118,-0.9975142,-0.6465439,0.05944022,0.3138938,0.4935682,-0.9329607,0.2945703,1.189811,0.1039616,-0.2316006,-0.584635,0.7874748,0.8718646,-0.732969,-0.04911387,-0.9787771,-0.943477,1.095259,-0.3786664,s,s,c
2.5318259999999952,-0.1903267,-0.2748463,-0.5114635,-0.5275295,0.1740224,-0.135103,0.7368066,4.426528,-0.7100459,0.7975909,-0.3109868,0.09740125,0.5494179,-0.1209423,-0.2581045,1.345906,-0.6910983,0.05376476,-0.3099973,0.5032985,0.3706955,-0.8639318,-0.1104092,-1.157043,-1.929579,1.110523,0.1391671,s,s,c
2.5984530000000063,-0.7333032,-0.478825,-0.2962776,-0.520365,0.3540542,-0.29054,-0.1355797,4.275632,-0.8039798,-0.5920041,0.1833019,0.04363367,0.8071282,-0.7350527,0.08144675,1.549029,-0.7355654,-0.03412461,-0.3486283,-0.7849319,0.6954091,-1.017207,0.01465823,-1.025045,-1.744694,1.57124,0.1435739,s,s,c
2.6650800000000174,-1.118728,-0.1981259,-0.2337054,-0.3224095,-0.1231369,0.6880029,0.1559369,3.911202,-1.338841,-0.4796183,0.3200505,0.06032096,-0.118201,-0.1611866,1.18629,1.440554,-0.2117686,0.1129373,0.1599298,0.5593062,0.2312707,-0.529471,-0.7771748,-0.02963238,-0.2221692,1.540895,0.5423855,s,s,c
2.731707,-0.2901602,0.4666791,-0.153534,-0.01866353,-0.61981,-0.7133222,0.906893,4.297962,-1.262831,0.6637741,1.208106,-0.2313592,0.183098,-0.354116,0.2862231,1.790778,-0.1423208,1.266207,0.3029818,0.4530371,-0.3806508,-1.489228,-0.2888713,-0.706305,0.1567754,1.619127,-0.2112068,s,s,c
2.798334000000011,-1.417107,-1.336758,-0.07399742,0.05444307,-0.3197658,-0.7449434,1.306829,5.192686,-0.8470327,0.03972704,1.155651,0.1315186,0.5517073,0.1645837,0.02647438,2.237487,-0.5632544,0.9865479,-1.274771,1.205695,0.2654003,-1.575038,-0.2543636,-1.762339,-0.4087525,2.325545,0.2074195,s,s,c
2.8649610000000223,-0.5862565,-0.9360248,-0.1456304,-0.1956066,0.06331023,-1.134069,0.5688648,3.707562,-1.177902,-0.1963457,1.656798,0.3392585,0.3798495,-1.014584,0.5947936,1.484753,-0.18982,0.2858579,-1.382422,0.1465311,1.035406,-1.131283,-0.8369713,-0.6534216,-0.3756335,1.559191,1.462161,s,s,c
2.931588000000005,-0.4505655,-0.9882413,0.01006239,0.03858532,0.2697996,-0.2932301,0.492808,3.054881,-0.9146858,-0.6822888,1.164372,0.1791921,0.731995,-0.5049278,0.2689436,0.6421383,-0.2462784,-0.6323676,0.150987,0.5881028,0.08098523,-0.5974337,-0.0575492,-0.5426616,-0.9135578,0.8926051,0.4759151,s,s,c
2.998215000000016,-0.3802406,0.05577835,-0.1766528,-0.2938381,0.177798,0.258525,0.3995224,2.995137,-1.092741,-0.3464562,1.821731,0.2247792,0.8475797,-0.9321796,0.2491799,0.7292781,-0.4843239,-0.3755272,-0.4152147,0.4996591,-0.08067958,0.06356408,-0.294491,-0.6363857,-0.934561,0.5228889,0.3787879,s,s,c
3.0648419999999987,-0.7798333,-0.7231032,-0.542989,-0.7145388,0.06603424,0.1893594,0.3453383,4.821295,-1.073376,-0.7528431,3.248527,0.4222477,1.103228,-1.463374,-0.3742846,1.269434,-0.3632421,-0.8329199,0.4617033,-0.3119952,-1.235549,-0.8599827,-0.3291422,-0.931686,-1.318708,0.981243,1.725324,s,s,c
3.13146900000001,-1.042148,-0.6896529,-0.1329689,0.1129964,0.7562759,-0.161788,0.04853265,2.897472,-0.8052245,-0.2325191,4.273099,-0.5665364,0.7069613,0.1351517,0.4366489,1.59212,-0.335089,-0.6280267,0.7880604,0.3023331,-0.02576646,-0.1592057,-0.3902364,-0.3890444,-1.211414,-0.006338234,0.347367,s,s,c
3.198096000000021,-1.382579,-0.7302779,0.1400816,-0.2376666,-0.3046812,-0.210668,1.074922,2.592464,-1.108637,-0.4669762,5.774487,-0.2359674,1.391715,-0.4795823,0.212958,1.661516,-0.1323745,-0.3518965,0.3880183,0.579971,-0.01983927,-0.7337627,-0.001001591,-1.155934,-1.58147,0.4152995,-0.7418768,s,s,c
3.2647230000000036,-1.109681,-0.5820001,-0.3319785,-0.7648917,-0.8657707,-0.8655292,0.5694818,2.49365,-0.9965505,-0.07185286,6.803005,-0.427035,1.580471,-0.6995077,0.5388811,1.280189,-0.6280981,-0.2409808,0.6242499,-0.1899285,-0.1972484,-0.9093572,-0.1765983,-1.513538,-2.074548,-0.1580684,-0.6942428,s,s,c
3.3313500000000147,-1.607526,-0.8449383,-0.3548372,-0.4858573,-0.712755,-0.435195,0.4073372,2.213962,-0.6557152,-0.3741884,6.984589,-0.2910572,0.9034957,-0.8748585,-0.118996,1.046642,-0.5483439,-0.2360372,0.39784,-0.2999318,-0.3631466,-1.045237,-0.2995159,0.1179444,-1.365949,-0.05635183,0.3460293,s,s,c
3.3979769999999974,-0.7584085,-0.378472,-0.16379,-0.4714304,-0.2214676,-0.3691228,0.7923456,1.732097,-1.26675,-0.3113858,7.773957,-0.2552869,1.838828,-1.302154,-0.09425851,1.57347,-0.006404135,-0.313692,-0.1874513,0.8780479,-0.4608265,-0.07877409,0.5182932,0.07212684,0.02598468,-0.8753484,-0.6261723,s,s,c
3.4646040000000085,-1.926394,-0.5697947,-0.4202107,-0.4748287,-0.1509816,-0.485343,0.9971763,3.436055,-1.210083,0.3190368,6.818841,0.1362308,1.991822,-1.134835,0.6512475,1.427068,-0.2055952,0.08945508,0.2912707,0.9036524,-0.9146423,-0.9843245,0.2581165,0.08182715,-0.830277,-0.5515102,0.3699789,s,s,c
3.5312310000000195,-1.305408,-0.5918867,-0.1961189,-0.8168586,-0.02498358,-0.347904,1.661701,3.378402,-1.258131,0.4189706,6.274998,-0.7779545,1.504046,-0.3954014,-0.4610485,1.060587,-0.400218,-0.7339938,-0.7551504,0.6089652,-1.537692,-2.056484,-0.4854607,-0.4204916,-1.420657,-0.8850963,-1.930695,s,s,c
3.597858000000002,-1.160211,-0.6025593,-0.1583447,-0.6166802,-0.1839675,0.4769588,1.471896,2.800862,-1.149125,-0.2234986,6.8159,0.366289,0.8939105,-0.8070334,0.05002005,1.740289,-0.02053862,-0.1396274,-0.4820293,0.3187408,-0.8811278,-0.4029793,-0.7353426,-0.2056782,-1.167863,-0.1909899,0.1519581,s,s,c
3.6644850000000133,-1.856417,-0.5361912,0.267887,-0.7184753,0.1541278,1.339962,0.1536985,2.638435,-1.411629,0.1624377,8.800776,-1.405247,0.9266947,-0.6426457,-0.09695142,2.187823,0.5236121,0.179768,0.8481569,0.3298145,-0.8637818,1.380764,1.840452,1.780579,0.3951487,-1.425939,-0.279448,s,s,c
3.731111999999996,-0.9524599,-0.01712777,0.09749685,-0.5325259,-0.4624505,-0.1050068,0.5198596,1.95482,-1.209599,-0.2443303,5.456801,0.3801923,1.430241,-0.4406281,0.5121312,1.86924,-0.6006328,0.4602143,0.4221137,0.670721,0.05013813,-0.8122047,-0.3206583,-0.2638597,-0.303516,-0.2658134,-0.3620384,s,s,c
3.797739000000007,-0.6806326,0.2541193,-0.1470472,-0.1295809,0.1972356,-0.3095837,0.3890432,2.460477,-1.028645,-0.3216686,5.811069,-0.3473109,0.9282977,-0.3164684,0.9830351,1.217256,0.208802,1.125632,0.696319,0.7820286,-0.1572011,-1.46921,0.171391,-0.9307419,0.1442042,0.5880151,0.7936307,s,s,c
3.864366000000018,-0.2236909,-0.2399937,-0.08614007,0.1522976,0.3325787,-0.7623511,-0.9781362,2.388311,-1.223275,-0.05183698,4.645107,-0.02740018,1.401758,0.1740215,1.176936,1.898379,-0.4082091,0.7699712,0.4082737,0.2903823,-0.3809445,-0.324762,0.4507921,-0.7159061,0.1532468,-0.1206854,-0.4047351,s,s,c
3.930993000000001,-0.4250899,-0.2482332,-0.08072568,0.04877067,-0.4148235,0.3952858,0.69474,1.669044,-1.177505,-0.1852507,4.718565,0.05857592,1.662446,0.007887808,1.549957,1.363348,-0.06557284,0.5178728,0.5298544,0.1270384,0.1054856,-1.033147,0.03880846,-0.5828783,0.1320886,0.2309709,0.4078174,s,s,c
3.997620000000012,-0.9568806,-0.0321704,0.2006866,-0.3145397,-0.6275647,-0.1927328,-0.5356264,1.927243,-1.150195,-0.6784688,5.196158,0.1794668,1.39532,-0.833011,2.174908,1.244,0.4355274,0.7670122,0.05504704,0.05682547,0.6740679,0.1953558,0.396059,-0.7418,-0.3748399,-0.2368682,0.6989983,s,s,c
4.064247000000023,-0.02951004,0.2032273,0.2788624,-0.4064235,-0.08895442,0.7166832,-0.4591099,2.752826,-1.541629,0.1681625,4.343462,0.2722352,0.7397739,-0.3177038,2.197458,1.306149,0.2059175,0.2462886,0.70565,-0.5259697,-0.8255229,-0.05416812,0.260288,-0.09296143,-0.2001777,-0.6384036,-0.310937,s,s,c
4.130874000000006,-0.4094287,-0.4354515,-0.1716956,-0.1025561,-0.01431893,-0.5349715,-0.2159799,1.520564,-1.198249,-0.3846268,4.023409,-0.247446,1.473314,-0.5817415,1.311634,1.427729,0.0661569,-0.484027,-0.2542889,0.6374295,-0.1803226,-0.7926142,-0.1485827,0.2033355,-0.561397,-0.1414318,0.1516852,s,s,c
4.197501000000017,-0.6940451,-1.021364,0.4574522,-0.4922661,-0.283831,-0.7527281,0.6340555,1.516537,-1.114988,0.4771772,4.832196,-0.2252577,1.453854,-1.126376,0.9005165,0.4220413,-0.4609696,-0.6684193,-1.30295,-0.3053083,-0.8321971,-1.125713,-0.9432958,0.03640779,-1.529911,-1.085438,1.050168,s,s,c
4.2641279999999995,-0.2355617,-0.2138202,0.3573528,-0.4808986,0.8474331,-0.9166705,-0.5811898,0.5869391,-0.8557233,0.5691218,4.419008,-0.5141355,2.098503,-0.05549285,2.330492,1.300812,0.4778093,-0.3948992,0.4272615,0.1182739,-0.5548736,0.2850973,-0.3484381,0.4445626,-1.357319,-0.9324461,-0.5090658,s,s,c
4.330755000000011,-0.8911356,-0.2871473,-0.4084499,-0.09556133,-0.4701085,0.8171059,0.03441692,2.340192,-0.7385696,-0.192881,5.34478,0.4033527,0.1822385,0.1076696,0.6976536,0.3123021,-0.7852107,-0.2927373,1.715129,-0.781726,-1.514738,-0.09129064,-0.2250027,-0.9573807,-1.767542,-1.058609,1.742133,s,s,c
4.397382000000022,-0.5446309,-0.5284511,-0.279147,-0.03946611,-0.02633876,0.3190665,-0.02661038,1.362249,-0.838967,-0.5638994,7.436572,-0.3167095,1.448183,-0.9905245,0.9687342,-0.153341,-0.2586235,-0.4577784,-0.0550776,-0.4664586,-1.004948,0.3149005,0.5279804,-0.2060184,-1.036927,-1.623296,0.3796185,s,s,c
4.464009000000004,-2.187172,-0.7004421,0.6501179,-0.06635623,0.594547,-1.018952,1.243243,-0.02949774,-0.9341393,-0.8063668,8.36492,-0.1705327,2.270675,-1.59258,2.101826,0.1975277,0.7694695,0.01889239,0.6166531,-0.7396492,-1.414913,-0.4331695,-0.04891336,-0.5035871,-0.4434611,-0.4362353,1.780633,s,s,c
4.530636000000015,-0.3734379,-0.5906624,-0.07860119,-0.02581048,-0.5752416,-0.03933298,0.06255443,1.460338,-0.7670734,-0.2423153,5.929455,0.08723829,0.1367862,0.06222805,1.624469,0.01004547,-0.2825052,-0.3503482,0.7942228,-0.5895974,-0.7375999,-0.7991743,0.0178013,-1.336204,-1.599018,-0.5496942,0.3163742,s,s,c
4.597262999999998,-1.665435,-0.4629534,-0.3103141,0.3248067,-0.7691208,0.09346953,0.107039,1.459845,-0.6880924,0.4315877,8.407614,1.051598,0.09416311,-0.6651786,1.661086,1.05889,0.1437587,-0.6115235,0.7933953,-1.012089,-1.271171,2.353575,-0.6424664,0.2574747,-1.772358,-1.699857,-0.201491,s,s,c
4.663890000000009,-0.6094301,-0.3509122,0.3085694,0.5271869,0.5869372,-1.124921,0.6305169,-0.273035,-0.4841616,0.4180805,5.527616,0.2806185,1.090361,0.5670592,2.402285,0.8977823,0.002792394,-0.07737616,0.6361943,-0.1600395,-1.030897,0.06962494,0.5104158,-1.057739,-1.781044,-1.159255,-0.1566428,s,s,c
4.73051700000002,-0.6758046,-0.2312161,0.3297568,0.2839485,-0.5320719,-0.6099127,1.085663,0.4118105,-0.401083,1.139129,5.902411,-0.1257452,0.3906857,1.067899,1.479955,1.511238,-0.5472705,-0.1119772,0.7420842,0.08417258,-0.003068672,0.1595259,0.4358208,-0.8008024,-1.80544,-1.391764,0.3585674,s,s,c
4.797144000000003,-1.448608,0.05520156,0.1345945,0.1595814,-0.8148464,-0.4091584,1.699678,-0.7409534,-0.4488961,0.0735219,5.559699,-0.4188856,1.230242,-0.05546206,2.736188,0.5124171,0.2935065,0.4641702,-0.3745768,-0.02234119,-0.06961142,0.4907687,1.094296,-0.6880178,-1.563312,-1.231749,0.3754706,s,s,c
4.863771000000014,-0.9808884,-0.4577038,0.0253517,-0.1203153,0.3263878,-0.2178993,-0.06487805,-0.3202289,-0.5184199,0.2959754,4.367926,-0.5280832,0.9885898,0.1284864,2.155838,0.15796,0.09210502,0.3492076,0.6758379,-0.1990037,0.4322614,-0.6020226,0.1094343,-1.097592,-1.860195,-0.2850364,0.4251611,s,s,c
4.930397999999997,-1.853048,-0.7784224,-0.3425303,-0.01574168,-0.4876159,0.2705041,-0.5954489,0.9484122,-0.6417568,-0.7327697,4.984806,-0.8645619,0.7333494,-1.068375,2.138417,0.8962572,-0.33876,0.05549153,0.3490164,-0.6060785,-1.842761,1.169774,0.7788337,-0.875172,-1.68927,-0.9010684,1.16474,s,s,c
4.997025000000008,-0.6011811,0.7265977,-0.03950413,0.1322886,-0.6286485,-0.5215577,-0.6487014,0.4442095,-0.8334035,0.4800844,4.577138,-0.06625327,0.6258885,-0.1847387,1.593674,0.706634,-0.2428449,-0.1509294,-0.02302165,1.195603,-1.012823,0.9474368,-0.2459719,-0.6562507,-0.6903054,-1.448828,-0.4681459,s,s,c
