Frame,C009,C013,C005,C028,C004,C012,C024,C008,C042,C015,C003,C019,C022,C018,C002,C014,C001,C017,C021,C016,C000,C031,C007,C011,C010,C006,C030
0.732897,0.2718827,-0.07236517,0.109691,-1.359847,-1.559457,1.017338,0.1460381,-0.00337889,0.7815741,0.09323584,1.124727,-0.9579233,0.1317488,2.201902,0.113671,0.1208767,0.6709791,1.677799,0.6311054,-0.04236761,0.3810054,0.2070108,-0.1716674,0.01306893,0.1416745,-0.02004696,0.2621668
0.799524,-0.09476597,-0.3175628,0.07804412,-1.683438,-0.8783138,0.5016602,0.9112275,-0.6223549,0.7612819,2.123283,-0.2149009,-0.6774009,0.6282676,2.418447,-0.5480084,0.3772516,0.3804497,1.478628,1.924317,1.280627,-0.2236092,-0.888358,-0.4903015,-0.1834125,-0.02616035,0.9413633,-0.3177465
0.866151,-1.177254,-0.02428508,-0.394103,-1.343217,-0.03199957,-0.2885478,-1.056578,-0.2092728,1.24902,0.5591064,0.599237,0.1836688,0.322822,1.961852,0.2195535,0.05399141,-0.1494741,0.9056789,0.5142478,-0.279541,-0.377807,0.6510852,-0.2613795,-0.8601547,-0.1774179,0.06301112,0.779952
0.932778,-0.1248256,0.1483882,-0.03658821,-1.175271,-0.1971944,0.3727122,1.09861,0.5890647,1.379334,-0.9844038,-0.2755809,1.332031,0.1511343,1.237406,0.07845618,-1.051467,0.2899557,0.6766884,0.01715691,-1.01164,-0.3706505,-1.078446,0.201884,-0.7578342,-0.4069608,1.164878,1.245409
0.999405,0.003483695,-0.1318074,-0.260557,-0.9794131,-0.6349949,0.9448021,-0.0163964,0.8571177,1.782436,0.5611615,0.9198843,1.207854,-0.3268546,2.184863,-0.3139394,-0.6482565,0.2067396,1.04172,-0.1792683,-0.3958394,0.3081565,0.4323109,-0.2264473,-0.5805476,0.1527087,0.8029941,0.06915276
1.066032,-0.5070726,0.1884587,-0.2038505,-1.136194,-0.9042286,-0.3819631,-0.8951476,0.1657418,1.818771,0.1757642,1.184434,1.688738,0.1074071,2.013299,0.3312203,-0.5630237,-0.5552257,1.28,-0.600136,-1.488498,1.53598,0.7617526,-0.2184824,-0.8833004,0.1241534,0.4815696,3.143866
1.132659,0.2260665,1.052526,-0.3084613,-1.230158,0.1918722,-0.9414893,-0.2861741,-0.1525243,1.728892,1.816788,0.5050538,1.344754,0.3679425,2.506294,0.2824048,0.5816484,-0.419349,1.030212,-0.9194765,-0.4700323,0.625789,-0.7968115,-1.286915,0.06680267,0.18336,0.07184923,-0.3270503
1.199286,-0.1327317,0.2335177,0.1040687,-0.8994046,-0.4096361,-0.168734,-0.33862,0.6610947,1.471882,0.7536534,0.5233519,1.745463,-0.5109904,1.807969,0.1359412,0.03625598,-0.1375136,0.9522324,0.3071234,-0.2416409,0.169219,0.3157701,-0.7668331,0.5604303,-0.2823099,-0.350753,0.8368559
1.265913,0.4345244,0.6906034,-0.5494164,-0.7407197,-0.07414871,-0.07408548,-0.1680561,0.6202899,1.139234,-0.0300988,0.634024,0.8942854,0.5095784,1.113387,0.0763303,-0.5225262,-0.3079866,-0.03235359,0.03168095,-0.2949088,-0.343291,0.4037068,-0.1546467,0.4328859,-0.2809254,-0.3384149,0.372158
1.33254,-0.1404778,-0.04402139,-0.5288631,-1.147317,-0.5271304,0.3080267,0.7205929,0.5371302,0.8537191,-0.190916,0.1978475,2.034898,-0.09331884,1.168342,-0.04690284,-0.3866033,-0.1932545,0.7777367,0.5180703,-0.5126972,-0.5911296,-0.288183,-0.2937566,-0.4589733,0.02687801,0.6719186,0.6235495
1.399167,0.508537,0.4903169,0.410462,-1.187505,-0.337632,-0.4904126,-0.6000815,-0.349272,0.3915932,0.9828447,0.9587995,1.973393,-0.246541,1.910151,-0.2847326,0.8117096,-0.6307495,-0.2398163,0.5887628,-0.1831532,-0.2953131,-0.5779361,-0.1846904,-0.3797157,-0.2635246,-0.3801008,0.4430995
1.465794,-0.04349139,1.01968,-0.02215169,-0.5569654,-0.6122729,-0.8667581,-0.6929207,0.518195,0.6492825,2.133782,0.219187,2.046273,-0.005804183,1.079811,0.0886585,-0.3170389,0.1503141,0.1310147,-0.3698687,-0.4336972,-0.1704178,0.1671443,0.1225691,-1.4956,0.03272485,-0.05358704,0.5524983
1.532421,0.06207663,0.7083283,-0.3378677,-0.3301746,-0.3971819,0.09956371,0.5520346,0.9973906,0.9467353,0.4879682,0.7667187,1.406863,0.06748234,1.402534,0.851155,0.2656459,0.3413925,0.9581246,-0.6314228,0.1210257,0.6175133,-0.5419896,-0.7048171,0.3084006,-0.2717664,0.04531223,-0.0860726
1.599048,0.798901,0.4739318,0.01468431,0.07263809,0.03866031,-0.5564146,-0.6112425,0.4341442,1.191169,0.1813103,0.08541148,1.795804,0.08727445,1.177672,-0.008076986,0.2172709,0.08571952,0.9466163,-0.1318114,0.4963807,0.5411936,-0.03802275,-0.9304398,-0.5327412,-0.4304203,0.142763,-0.3237528
1.665675,0.8523441,-0.07363621,-0.3381922,0.8896981,-0.5611907,1.0643,0.05661263,0.5328533,1.435508,0.1298638,0.2864818,2.071387,-0.4824149,1.657788,-0.397424,-0.4127644,-0.2120326,0.7532418,0.1046641,-0.07607472,1.346216,-0.943351,-0.6230277,-0.1086452,0.06447886,0.6012146,-0.009204069
1.732302,0.4907145,0.4392195,-0.4481268,0.575947,-0.2423484,0.4685692,0.6524252,0.783762,1.647745,-0.4329835,0.4746718,1.330815,-0.08008552,0.8432257,-0.1136418,-0.03984274,0.06244115,0.4057203,0.1027128,-0.05457747,-0.5000566,0.0973428,-0.9981325,0.3432801,-0.5047681,0.1568248,-0.06694441
1.798929,0.7781477,0.7890436,-1.034104,0.3409364,0.02867145,0.04102795,0.3161308,1.346867,2.03436,-0.0347973,0.3333011,2.24238,-0.4812524,1.493551,-0.1045159,0.2901631,-0.7210149,0.4397117,-0.9594413,0.3659084,-0.2791284,-0.1278546,-1.04096,-0.1778313,-0.3063699,0.0861641,-0.6375907
1.865556,0.7408071,0.6154497,-0.6684666,-0.3311318,-0.5475637,-0.2916112,0.07408374,0.7925974,2.658209,-0.8742152,1.137129,2.079753,-0.2785376,0.08833774,0.3824618,-0.110962,-0.6148947,0.2690958,-0.8986416,-0.01996133,-0.0876931,-0.1671643,-1.582199,0.001962889,-0.555887,0.1086968,-0.05743362
1.932183,1.312177,0.4633343,0.219795,0.399335,-0.4711594,-0.4714164,-0.8115746,1.125819,2.527847,0.1268363,0.6038952,1.213722,-0.4242864,0.9374308,0.26638,0.2372974,-0.2012773,0.2397867,-1.145424,0.5358987,0.2554201,0.5698473,-1.381009,0.9102109,-0.2079586,0.2953131,0.676062
1.99881,-0.2957866,0.4546968,-0.3111258,0.2760972,0.111567,0.1583364,-0.5612216,1.527477,2.800084,-0.07361352,1.310867,1.364723,-1.499913,0.4553524,0.4202733,-1.158524,0.1855773,-0.4754696,-1.002927,-0.1422188,0.008783444,0.06234836,-0.7701902,-0.2822969,-0.6598346,0.3822246,0.7348326
2.065437,-0.635712,1.009832,-1.006319,0.160289,0.2154319,0.9155292,-0.5557057,1.30287,2.792953,0.5516165,1.80164,1.526045,-1.144772,0.9728717,0.1328591,-0.6600015,-0.6191943,-0.852722,-0.8908362,-0.6870313,-0.4565738,-0.02493081,-1.244789,-0.5701124,-0.2649239,0.3196373,0.03405076
2.132064,-0.3709874,0.5536605,-0.6881219,0.2879328,-0.6663246,-0.5991351,-1.159431,0.2562889,2.577268,0.3226769,0.2532776,1.384053,-0.3223045,1.098023,0.4468471,-0.2419807,-0.7921712,-0.2334835,-0.5309793,0.1580493,-1.111362,-0.3508146,-0.7751349,0.2818849,-0.2940351,0.5250707,0.21707
2.198691,0.4676125,2.747663,-1.347555,0.04273441,-0.7783493,-0.421935,-0.9136299,1.51546,2.504441,0.4144609,1.319749,1.260897,-0.2656325,1.879464,0.6148959,-0.1348595,-0.7687868,1.100884,-0.6303603,-0.5072808,-0.1000393,-0.811371,-0.5757319,0.2940406,-0.0536576,0.1650493,-0.777462
2.265318,-0.7270227,1.56813,-0.4537142,0.2146838,-0.6474027,-0.1114541,-0.4838752,0.9687917,2.344242,-0.4305931,0.9919513,0.8285709,0.092389,1.16376,0.5563521,0.1688725,0.3684624,1.269654,-0.8606612,0.1392995,0.1845088,0.1503326,-0.1996863,0.5867914,-0.05467219,0.4577239,0.482474
2.331945,0.6385525,1.948887,-0.4882735,0.4671377,0.4460447,0.007792599,0.3170131,0.5880479,2.059882,0.1514236,1.153181,1.108792,-0.8479612,0.6211193,0.7659672,-0.2612244,0.3108972,0.1990083,0.1411483,-0.4378276,0.06680052,-0.2600909,-0.6756706,0.5283888,-0.3484402,0.04098651,-0.6171302
2.398572,-0.07725663,1.518092,-0.7278379,-0.07893996,-0.7884778,-0.4993345,0.8615349,1.660834,1.95549,0.3214454,0.8540303,0.4894785,-0.9060953,1.457437,0.7535444,-0.3586072,0.1429292,0.3333267,0.1897783,0.08557057,-0.1963695,-2.101868,-1.107168,0.164708,-0.3494747,0.2905649,-0.3615954
2.465199,-0.4345982,1.663588,-0.5219868,-0.5407627,-0.4281552,-0.5656015,-0.7099092,1.685102,1.877217,0.6647565,1.101747,0.3530998,-0.8832816,1.349414,0.4207743,-0.2868907,0.4319808,-0.1002394,-0.09653451,0.9690111,-0.649332,-1.371873,-2.182485,0.445988,-0.3495633,0.3978534,-0.1908317
2.531826,-0.336627,2.190239,-1.196611,-0.5891446,-0.4567527,-0.765763,0.5989959,0.8425457,1.571074,0.2782485,1.672252,0.4100778,-0.4042576,0.5313549,0.3182454,0.1092841,-0.1625358,0.8264925,0.1897525,-0.02169569,0.3455943,-0.7647696,-0.7598123,0.2251454,-0.1344532,0.3160344,-0.5640531
2.598453,-0.804233,1.773498,-0.281164,-0.2704423,-0.07991892,-1.555867,-0.5385023,0.227908,1.468072,0.206165,1.194287,0.2708023,0.1506918,0.9346464,0.8331748,0.6865678,-0.2125365,0.4060389,-0.07312965,0.7834167,-0.1616785,-1.484905,-0.9576063,0.514426,-0.3006253,-0.01152161,-0.08647516
2.66508,-0.3962622,0.8675767,-0.2115575,-0.4106636,-0.706004,-0.4657195,-1.097816,0.2716677,1.429249,-1.296823,1.372627,0.5122936,-0.3108403,1.686664,0.9010501,-0.1786947,-0.5174859,1.050021,0.2258795,-0.3535815,0.4773168,-0.03266117,-0.8492041,-0.4357086,-0.3842945,0.09970978,-0.6637743
2.731707,-0.5949917,1.813207,-0.1656395,-0.5252466,-0.3029953,-0.6906012,-0.3767274,0.845539,0.9545998,0.7018517,-0.00503554,0.4967349,-0.3079966,0.8844113,1.346264,0.6301957,0.2582362,1.451646,0.1015091,0.7577122,-0.2821341,-0.9330073,-1.464148,-0.5500692,-0.2882612,0.247527,-0.7165323
2.798334,0.4577453,1.531989,-0.7080076,-0.493836,-0.2332677,-0.8837118,-0.6460276,0.4469621,0.9939637,-0.4520992,1.420884,0.05516129,-0.7108243,1.156532,0.6069166,-0.284116,0.238057,0.4806576,0.4681943,-0.1462398,-0.06136176,-0.3214763,-1.891163,0.5473416,-0.537018,-0.1109396,0.1553729
2.864961,0.2501597,2.060232,-0.3524611,0.6467512,-0.2420151,-0.92293,0.3678099,0.2788135,0.6338063,-0.4585609,0.5864254,0.1312525,-0.4328733,1.533753,0.8062395,0.5255746,0.3104062,0.7356198,0.7244685,-0.5171728,-0.1947338,-0.7482097,-1.002314,0.02136908,0.1439051,-0.4791306,0.798607
2.931588,0.2538204,0.8460062,-0.1642389,0.9472676,-0.9169181,-0.3866254,-0.1047181,-0.2128385,0.5933459,-0.4678162,1.116975,0.5749243,-0.408584,1.398502,0.4718607,0.5431483,-0.3268084,0.3413254,0.5974766,0.2242478,0.4111914,0.1545431,-0.7214862,0.1444192,-0.2550401,0.1168556,0.338743
2.998215,-0.9685429,0.4679609,-0.1330899,0.8289177,-0.6088338,-0.3162478,-0.1391503,0.5911516,0.7115359,-0.7069606,0.5098377,0.2265207,-0.490807,0.4023942,0.5589086,-0.03013592,0.003016595,0.01662513,0.9139695,0.4073697,-0.532515,-0.1719701,-1.150723,-0.1106781,-0.3789656,-0.01678703,0.4475453
3.064842,-0.1771179,1.376202,-0.2465659,0.4004267,0.08671645,0.2726219,0.5570824,0.4000991,0.6759261,0.04649092,0.5613962,0.0496947,-0.4596024,0.5845562,0.9048241,-0.1591118,0.8909167,0.02469342,0.2913275,0.7875784,0.6191317,-1.32829,-1.839454,-0.705471,-0.2193039,0.2903924,-0.564228
3.131469,0.2811039,0.2700966,-0.01736995,0.9059129,-0.3430952,0.2793939,-0.4054194,1.29333,0.478365,0.3613115,0.4709695,0.6661485,-0.1671497,0.6418904,0.2671088,-0.178298,0.4825752,-0.1763375,0.05149784,0.1178426,-0.5985017,0.02529877,-1.505254,-0.3724325,-0.3529923,-0.3252919,1.017916
3.198096,-1.595549,0.8176138,-0.5343838,1.448653,-0.6017723,-0.42414,-0.1144092,1.80121,0.2141781,-0.4633746,0.1726799,0.3834829,-0.8234165,0.9139662,0.6869745,0.9817767,-0.1964094,-0.08484474,0.7396585,0.4288587,-1.650962,0.3453007,-2.333967,0.1298151,-0.5060735,-0.8734776,-0.504979
3.264723,0.5242632,0.5169697,-0.03863429,0.8311639,0.359399,-0.4040062,0.4848155,1.767527,0.4897301,-0.02096555,0.2941229,0.9073888,-0.6579552,-0.2015668,0.06924972,0.01179483,0.4762978,0.0756146,-0.1875175,-0.1469337,-0.8432416,-0.2490458,-1.808406,0.2626233,-0.5577177,0.02555181,-0.5026837
3.33135,0.4689336,0.214158,-0.1377909,0.5811613,0.1134429,0.2978357,0.1315675,1.491435,0.3558569,-0.3818115,-0.4953333,0.9833508,-0.05244819,0.6480889,0.04046305,-0.6165218,0.4398938,-0.1306381,0.7755713,-0.2909578,0.1143704,0.1402778,-0.7665759,0.3629025,-1.007513,0.2017926,0.2578764
3.397977,0.01580885,0.3587581,-0.6497692,0.1731506,-0.4341965,0.3707723,-0.4708203,0.3617144,0.7132167,-0.1419089,1.162354,0.5142935,-0.6898553,0.01878973,0.8276984,-0.148356,0.4625523,0.1668749,0.4784663,0.5227723,0.486068,0.5325868,-0.8740986,-0.3269249,-0.2384039,0.02985427,0.08632819
3.464604,0.212763,1.181352,-0.4608172,0.1001942,-0.4219089,-0.481093,0.01904642,0.8649597,1.010555,-0.4448151,0.2608199,0.5231344,-0.7438999,0.160822,0.8116018,-0.7696594,0.163634,-0.09448216,-0.1429833,-0.0973416,0.2147959,0.1371575,-0.5356022,0.03951139,-0.5372943,-0.1123843,-0.512005
3.531231,-0.4905774,0.25406,-0.1645194,-0.09665623,-0.2764669,-0.5226411,-0.3961139,-0.09836512,0.9785665,-0.2444461,0.0977155,0.913446,-0.008526413,0.735751,1.121804,0.3401729,-0.02366619,1.250719,-0.7999811,-0.5688483,0.2139664,0.4052012,-0.8907894,0.05231931,-0.8479024,-0.2006748,-0.105062
3.597858,0.7423725,1.501525,-0.4396545,-0.265062,-0.3647993,-0.2997751,1.076041,0.1868593,0.9127908,-0.5724746,0.5726213,0.8687874,-0.1367988,0.5701396,0.2698243,0.1011298,0.2313284,2.305417,0.0843393,0.3831698,0.06414728,-0.4656777,-1.432344,-0.1755173,-0.6591902,0.5305959,0.8182675
3.664485,0.1559408,1.417792,-0.3297499,0.09242216,-0.2249933,-1.268949,-0.3972358,1.218268,0.755194,-0.6656753,0.12624,1.276278,0.8199296,0.7603384,-0.4741374,-0.3535879,-0.569735,1.999733,-0.3804149,-0.5753353,0.43694,0.02428717,-1.522477,0.8939378,-0.7298888,-0.330607,0.1941459
3.731112,0.1974032,1.539431,-0.09843914,0.6893477,-0.2765189,-0.4105755,0.3108834,0.7571641,0.6999986,-0.7956022,0.5865725,1.309368,0.09711655,0.3639807,-0.06060032,0.1708942,0.2170785,1.732337,0.3649982,-0.7256168,-0.4571837,0.2167052,-0.7445398,0.4486879,-0.1397703,-0.1308192,0.05491617
3.797739,0.1809236,1.046003,0.4066814,1.027472,-0.1469166,0.1387969,-0.8969386,0.8836188,0.723452,-0.308443,-0.2575586,1.51567,-0.2785138,0.590916,0.1552102,-0.0525484,0.420877,1.78548,0.7752338,0.1682584,-0.5992339,0.2262351,-0.8958372,1.059225,-0.5301152,0.2378832,0.1933052
3.864366,-1.175367,0.6119502,-0.03291586,0.7859812,0.3688656,-0.1199502,-0.5388752,-0.3287592,0.6594372,-1.013435,-0.6501534,1.889758,0.0350682,0.5141135,0.7201318,-0.3210941,0.2001654,1.489139,0.9831964,0.1760453,-0.5755192,0.5980657,-1.084994,-0.09369262,-0.1866446,-0.05415235,0.6489477
3.930993,0.6257045,1.081213,-0.4226964,0.5477437,-0.3111469,0.2755215,0.1863694,0.1657491,0.6791608,-0.4100814,-0.4159712,1.510609,-0.1829313,1.014979,0.366303,0.1398569,0.06806269,1.377078,0.5475857,0.6759299,-0.5472535,-0.09229162,-1.521701,-0.2417361,-0.3621663,0.2701153,-0.7183506
3.99762,-0.2685371,0.1675802,0.1273624,0.2316174,-0.2536044,-0.9640439,-1.082826,0.3975049,0.6553665,-0.5793853,-0.00218337,1.079221,0.1169883,-0.03982021,-0.6020859,-0.2049373,0.1436159,0.5099782,1.346471,0.7881249,0.07975258,-0.700389,-1.282336,-0.5106198,-0.7005876,0.4501761,0.1363463
4.064247,0.7087948,1.29068,0.2123311,-0.01627406,-0.7135113,0.09901395,-1.00933,0.8165962,0.5390655,0.3389116,0.2394294,0.6505817,-0.4104494,0.4841991,-0.4468639,0.2424792,0.6361964,1.325027,0.500894,0.778002,-0.5344076,0.1010515,-1.016484,0.2839765,-0.3059217,0.3103826,0.05166972
4.130874,-0.6166237,0.8343509,-0.3750637,-0.7763044,0.2702317,0.1252945,0.239709,0.3642217,0.5486603,-0.2191925,0.3723021,0.0576399,1.171005,0.5197994,0.3077638,0.2396853,-0.04585507,2.138523,0.7351873,0.4556265,0.1451988,-0.4417357,-0.4556684,1.165765,-0.5824843,-0.2426949,0.0006070046
4.197501,-0.06422663,0.6546382,-0.004353783,-0.4387509,-0.8546873,-0.35002,0.3701694,0.7549722,0.6048056,-0.7647393,0.09498654,1.284595,0.03791523,0.5466107,-0.009880252,-0.03270797,-0.2226018,1.932979,0.3815171,0.300093,-0.2239719,-0.383852,-1.108911,-0.3368087,-0.70295,0.04600598,-0.184878
4.264128,-0.6871909,0.6979984,-0.2336235,0.3193314,-0.3281051,0.1479064,-0.5283988,0.3138942,1.112693,-0.2657381,-0.1963998,1.02939,-0.1077979,0.4067473,0.4501259,-0.0219734,-0.9052985,2.028352,-1.119656,-0.2325378,0.24945,-0.4081833,-0.9794775,0.1102656,-0.7176052,0.09799968,0.9152412
4.330755,0.1910718,1.268068,-0.1812662,1.41068,-0.8948025,-0.3402234,-0.08836315,-0.08467551,1.680053,-0.9910694,0.5794435,0.9485862,-0.2000325,0.8939395,0.0159355,-0.1281776,-0.4574306,3.082175,0.239307,0.6536623,0.2539478,0.1334455,-0.464009,-0.2078252,-0.3365182,-0.5484638,-0.3638162
4.397382,0.5871644,0.9953663,-0.1371602,2.032799,-0.593228,0.5747017,-0.5028949,0.08099605,2.117325,-0.5750625,0.08337189,1.519515,-0.4896093,0.6772634,0.4286906,-0.0480216,0.3374492,2.895045,-0.4245801,1.14765,-0.001638901,0.2885172,-0.700524,-0.2007455,-0.5508862,0.1137041,-0.006188497
4.464009,0.6332721,1.258378,-0.2656128,1.95624,-0.536285,0.2173781,-0.2418577,0.1252609,1.679632,-0.3413025,0.2796258,2.032585,-0.2753348,1.376826,0.1326688,-0.01375859,-0.3828172,3.152547,-0.1525423,-0.04926066,0.3470361,0.4143688,-0.2720629,0.02617283,-0.3724966,-0.03576828,0.04056981
4.530636,-0.3421757,0.83937,-0.02454066,1.612439,0.1810236,0.3095398,0.2828805,0.3900353,1.795726,-0.2358743,0.2649318,1.627969,0.460381,0.6757172,-0.1518531,0.6339979,-0.3716891,2.754624,0.04793925,0.6602933,-0.03798164,0.6918859,-0.2249719,0.2205969,-0.4902462,-0.4358626,-0.504057
4.597263,-0.4594145,1.10265,0.07498052,1.305858,-0.420936,-0.6894194,-0.1429437,0.3811938,1.725937,-0.5709919,-0.2254837,2.119992,0.4405353,0.162129,0.03859742,-0.2324519,0.08673816,2.578662,0.1588587,0.5095846,0.3683955,0.4541934,0.5534448,-0.6253818,-0.449556,0.3649799,0.5763524
4.66389,-0.03384904,0.3452349,-0.2594491,1.162807,-0.2603981,-0.1548456,0.7573175,0.311693,1.492891,0.4729757,0.503632,1.885467,0.1150158,0.1855831,0.172627,0.5532929,0.2666278,1.940618,1.287566,1.025478,-0.6204535,1.140153,0.2469961,-0.2481693,-0.3060223,0.03226256,-0.2786217
4.730517,-1.169882,1.785262,-0.6835543,0.744347,-0.8596797,0.3879519,0.1480239,0.4398507,1.073957,-0.3415031,0.6571317,1.787894,-1.145053,1.228631,0.2910469,-0.1159912,0.04711309,1.65404,0.4028577,0.4767035,0.481835,-0.373948,-0.1854362,-0.928943,-0.6186439,-0.5381382,0.6205806
4.797144,-0.4396905,0.7145351,-0.2552179,0.4296364,-0.1785657,-0.2023419,0.3908128,1.357645,0.9282423,0.332262,-0.5243893,2.697793,-0.3550529,0.7600697,0.4697219,0.1403693,-0.9614051,1.026015,0.8083839,0.07282065,-1.009003,0.1027592,-1.226015,-0.9577817,-0.302894,-0.2769412,0.1013994
4.863771,0.6646898,1.148564,-0.09389849,0.5864198,0.4501946,0.1338115,0.3028619,0.2286717,1.002288,0.2292055,0.6832321,2.204933,-0.1728762,0.01695612,-0.08796118,-1.124325,0.4726858,0.7529057,0.2798473,-0.2973806,-0.17866,0.06003713,-0.9741213,-0.7321693,-0.2191152,-0.4999761,-0.2288256
4.930398,0.2678234,0.4340855,-0.3491113,0.3456903,-0.5634129,-0.2831891,-0.3130527,0.7531622,0.7966965,0.01211951,0.8318754,1.132072,-0.807767,0.5789764,-0.4847979,-0.1454659,-0.1504775,1.323876,0.5759767,0.2780189,-0.3419998,-0.6295505,-1.132914,-0.7105211,-0.5422211,-0.2065198,0.9257705
4.997025,-0.3229742,0.8318334,-0.2137087,-0.2674544,0.1230347,0.176245,-0.1187505,0.5968261,0.8979899,0.1055265,1.185617,2.057433,-0.04999175,0.9376761,-0.5775943,0.009940155,-0.4097042,1.962576,0.2363385,0.4787314,-0.5543907,0.5533593,-0.9538368,-0.9848054,-0.5223528,-0.09924994,-0.5435728
5.063652,-0.4362787,0.7019806,-0.1123157,-0.09919384,-0.3662793,0.08292443,0.7642026,0.1256772,0.9391485,-0.3205305,0.06009568,1.785394,0.09637924,0.6559805,0.133004,0.3448579,0.008053898,1.951084,0.6409177,-0.06706417,0.0765553,-0.9326366,-0.2784129,-0.588671,-0.4628416,0.660551,1.150614
5.130279,0.5031845,1.136765,-0.0532909,-0.2878554,-0.4794175,-0.3687245,-0.2126765,0.07132247,1.098929,-0.02137383,0.5146616,2.276322,0.3603045,1.008171,-0.2790213,-0.3097646,-0.3034339,1.014326,0.4164955,0.1729185,-0.01271886,-0.1904252,-0.3366771,-0.5590593,-0.6800463,-0.3422663,-0.2365193
5.196906,0.7259709,-0.4804516,0.1728434,-0.7358436,-0.100338,-0.06101295,0.05486782,0.4639191,2.008169,0.5621836,0.4007666,2.431381,-0.2108819,-0.3352579,0.02934888,-0.2199776,-0.07030495,0.6577427,0.05966388,0.01709638,0.2156443,-0.6958769,-0.2271753,-0.384388,-1.112968,0.3594325,0.3408576
5.263533,0.172951,-0.08264892,0.06657463,-0.4880682,0.4246865,-0.5422189,-0.1171211,0.4463756,2.307882,0.09655888,-0.06776793,2.866954,0.119571,-0.8656995,-0.08200334,0.07002208,-0.5298256,0.8819081,-0.03634297,-0.1422219,0.299545,0.210503,-0.0001609169,-0.5336777,-0.701713,-0.3559331,0.2615084
