Frame,C009,C013,C005,C028,C004,C012,C024,C008,C042,C015,C003,C019,C022,C018,C002,C014,C001,C017,C021,C016,C000,C031,C007,C011,C010,C006,C030
13.99167,-0.4124161,-0.9192479,0.4815297,1.243673,-0.329018,-0.05947351,0.6101351,0.2877483,-0.01584447,-0.6100591,-0.9606544,-0.8362482,0.05799027,-0.1107492,0.01666427,-0.4944035,1.966168,-0.2468022,0.9019701,-0.723855,-0.8365188,-1.486958,1.488807,0.3030079,0.4075094,0.3388006,-0.02651273
14.058297,-2.150247,-0.3041552,-0.4210885,0.7844044,0.2954068,-0.05706919,0.6676611,0.8330287,-0.05267288,-0.5739846,-0.436605,-0.5065625,0.9788182,1.564013,0.05567378,0.008582724,0.5472807,0.4294554,-0.410453,0.2580149,-0.1588185,0.3518155,0.9493119,-1.300722,0.078885,-0.5355539,0.6451495
14.124924,-0.1966765,0.689396,-0.006001049,1.105726,-0.6889481,0.9423817,0.2974056,1.431233,-0.3684489,-0.009537491,-0.3400852,0.2516526,-0.4039587,1.01544,-0.17924,-0.2825422,0.8602602,-0.2196241,-0.9213152,-0.5542142,-0.7262181,-0.2433709,0.1694153,0.3924603,0.4163215,-0.4400714,0.4055698
14.191551,0.8686627,0.003820201,-0.3048614,1.172816,-1.241821,0.6231689,0.5947777,1.518047,-0.2142372,-0.876645,-0.2807774,0.9747698,0.1564969,1.22577,-0.6072717,-0.294725,0.5063224,0.3293399,1.17939,-0.1736574,-0.1859005,0.8207071,-0.08265309,-0.3513398,0.3572443,-0.2196401,0.8283435
14.258178,0.134813,0.1029075,1.115595,0.85938,1.120718,-1.532401,0.2770295,-0.9335344,-0.3257351,0.8414051,-0.8391383,1.756688,1.701651,0.2209255,0.2619527,0.7385296,1.416846,0.3379004,-0.3694589,0.3916136,-0.9922658,1.410458,1.303942,-0.4921978,0.2899236,-0.2149615,1.43989
14.324805,0.3439803,-0.2763398,0.3370529,0.3615156,0.137416,-0.1147424,0.6403142,0.4312628,-0.2202764,1.092328,0.6043983,2.617606,-0.08819493,0.1600592,-0.4152403,0.01583133,1.432489,-0.1748959,-0.06066658,0.3609198,-1.160436,-0.1039041,-0.4532349,0.2541271,0.3155946,-0.3653433,1.17744
14.391432,-0.4658156,-0.9279538,0.3226763,0.1604155,-0.114929,-0.4650916,-0.3381451,-0.7624283,-0.3073574,-1.606818,0.5187096,2.359634,0.1231248,-0.05408199,0.09886535,-0.5672662,1.034323,-0.3242985,-0.1133299,-0.1685832,0.5156339,0.451733,-0.5291092,-0.1449755,-0.1358503,-0.2346457,0.3966984
14.458059,-0.2939485,-0.4808991,0.5179542,0.1757159,-0.9644913,-0.6294864,1.074483,-0.2848674,-0.07889774,-0.3856728,0.03796645,2.054104,0.2111146,-0.1111556,0.7128621,0.4306261,1.007792,0.2220115,0.2139416,0.5249898,-0.3983336,-0.1302309,-0.3002658,0.4383988,-0.1702891,0.442436,1.112432
14.524686,0.2211019,0.6093547,0.1058905,0.3922289,-0.03714868,-0.9923091,1.329163,-0.04008484,-0.4033758,-0.3261839,0.5581206,3.555754,-0.1166254,-0.4229823,-0.08374062,0.1621827,0.7513189,0.3287309,0.3527327,-0.5082099,-0.6938815,-0.05343475,-1.033516,-0.1063542,-0.1510796,-0.4195428,-0.174204
14.591313,-0.8495969,0.3836073,-0.3186356,1.264365,0.03736657,-0.05448568,1.360126,0.04547153,-0.4132523,-0.3983425,-0.2435519,1.415101,-0.3617931,0.3884012,-0.1333562,0.1417372,1.136364,0.2765348,-0.4072061,-0.1134051,-0.03949703,0.2295105,-0.270302,-1.349198,0.07403737,0.07658321,-1.358728
14.65794,0.376288,-0.3912241,-0.3981586,2.098582,0.5057294,1.074811,0.4261495,0.9291134,-0.7327852,-0.06906726,0.003417709,2.801252,-1.55613,-0.6467542,0.06285421,0.3814495,1.562281,-0.4312848,-1.690558,-0.5230055,-0.3691618,0.971754,-0.3442358,2.392051,0.2983687,-0.7021121,-0.3012352
14.724567,0.3118529,0.3903224,-0.6134786,1.718898,0.5237886,0.6663271,-0.2396224,-0.6699904,-0.1009679,-0.4356616,0.8908504,1.55915,-0.3751667,-0.9241,0.0439125,-0.5408937,0.8344322,0.09271389,-0.2188718,0.8116388,0.6755899,0.6999283,-0.7885096,-0.2383072,0.07364471,0.0132087,-0.3773384
14.791194,0.3822103,0.4065717,-0.1445669,1.775255,-0.01473098,0.8149196,0.6211504,0.3362591,0.4201991,-0.8448046,0.4305661,2.091328,-1.143235,-0.4757396,0.4114477,-0.122289,0.4069142,-0.1071672,-1.759489,0.01707853,0.08483297,0.3218801,0.09808503,-0.01413577,-0.2375562,-0.001785779,0.3700759
14.857821,0.7595895,0.1757824,-0.3391154,1.407183,0.5739865,0.2324722,-0.6440857,-0.3606534,0.2770069,-0.7917139,0.05672268,1.018322,-0.5909928,-0.2029745,0.3744322,-0.4989379,0.1821365,-0.2011487,-0.802896,0.3535122,-0.1757842,0.756108,0.8660613,-0.6092585,-0.1842087,-0.5919686,0.4203632
14.924448,-0.2939997,-0.6348157,0.01063265,1.323314,-0.4812828,-0.8264669,1.423643,-0.2472481,0.3750881,1.003386,-1.074074,3.704449,-0.06430378,-0.7486337,-0.7598886,0.914463,-0.2012308,-1.331334,-2.328978,0.582262,-1.886045,0.2339854,-1.170782,-1.690026,-0.05596246,0.6835455,-1.756687
14.991075,2.067718,-0.409407,-0.1385961,1.91083,0.7163903,0.2724065,0.7831957,0.229248,1.156509,0.7209277,-0.2923861,1.397704,-0.1711142,0.39586,0.1098486,0.4580384,0.2161924,0.1344672,-2.785972,0.4894281,-1.488903,1.378201,-0.8840796,0.4686315,0.1065362,-1.144816,-1.026035
15.057702,-0.1332258,-0.7945566,0.4335665,2.189729,-0.3551108,0.01702432,0.794068,-0.1974375,1.496907,-0.6788266,-0.9709172,1.05421,-0.5007768,-0.3513003,-0.1868251,-0.2545154,-0.06620269,0.9716613,-1.987295,0.125652,-0.02594252,1.177442,0.1323152,-0.9435276,-0.4252661,-0.6443633,0.2078841
15.124329,0.3392474,-0.905108,-0.05682856,1.999403,-0.5288305,0.9415795,0.6293499,0.5172867,1.439059,-0.4553096,-0.06005379,1.318707,-0.8088475,-0.6529852,0.1153529,0.1994783,0.07867317,1.283206,-0.6830549,-0.2521315,-0.5922751,0.8099508,0.2012781,0.04282734,-0.2665711,0.3066525,1.292026
15.190956,-0.9212722,0.2719322,-0.07834769,2.46246,0.03832946,-0.03377971,0.1702767,-0.1381603,1.14696,-0.4480972,-0.5521852,1.654425,-0.2060622,-0.3991683,-0.02318238,-0.1754865,0.1862185,1.462518,-0.6132692,0.4021645,-0.140616,0.5993961,-0.6868699,-0.3920136,-0.195183,0.2433793,-0.3309684
15.257583,-0.5822221,-0.796624,0.1935029,2.319413,-0.01953923,1.258675,0.09863851,-0.4604532,1.056203,-0.6770837,0.4551335,1.780466,-1.096758,-0.589124,-0.04054627,0.3421186,0.1558106,1.847561,-0.4563518,1.049003,0.2016131,2.16787,-0.4786511,-0.5755646,-0.4368992,0.1086419,-0.5774584
15.32421,-0.7337147,-0.7073244,-0.3748928,2.341286,0.5823519,1.221619,-1.140875,-1.066911,1.062957,-2.261391,-1.128556,0.7979613,-0.1403741,-1.368903,-0.3766752,-1.933433,0.6019108,2.681105,1.567947,1.003665,-0.4064117,1.572955,-1.213779,-0.6223879,-0.09577785,1.210984,2.81496
15.390837,1.013635,0.0658137,0.6282613,2.65375,-0.4670702,-0.2442128,-0.1016315,-1.168512,0.890128,-0.6014863,-0.1732704,0.6094264,0.4722562,0.07571674,-0.1017467,-0.1100835,0.4302936,2.502026,0.03303836,-0.0780791,-0.2505561,0.5700169,-1.238807,-0.02772402,-0.4061602,0.04753648,-0.9082975
15.457464,-0.01299845,0.04666876,0.8345769,2.578787,-0.764149,-0.418372,-0.5140608,-0.5783107,0.6943357,-0.9294032,-0.4770821,0.5217438,0.1116569,-0.3597128,-0.181621,-0.2567316,0.7117907,2.479278,0.05257715,-0.2229221,0.2413091,0.891253,-0.63634,0.2548333,0.3059077,-0.6462809,0.956443
15.524091,0.2234177,-0.1655658,0.7928506,2.467224,-0.3323295,-0.4640972,0.2635097,-0.165555,0.5149232,-0.9951978,-0.6517983,1.001692,0.1692342,-0.6497943,-0.1294069,-0.4503768,0.1045958,1.858315,-0.1758824,-0.1633315,0.003025962,0.627858,-0.0707112,0.7622272,-0.2589309,-0.4733259,0.1519134
15.590718,-0.5507495,-0.2868349,0.2104988,2.063915,-0.0168443,1.114644,2.505554,-0.2179686,0.301756,0.1512288,-0.8994034,0.9157729,-0.07594635,1.378355,0.1909871,-0.2388626,-0.02620177,1.834047,0.04686996,1.433007,-0.5869746,-1.072695,-1.747396,-0.5012149,0.4810796,0.521536,-1.214662
15.657345,0.0752838,-0.1435529,0.6017216,1.50248,0.02309124,-0.1302531,1.442183,0.04705391,0.5750881,0.2133864,0.2679149,1.258072,0.01010764,-0.04084698,0.1288127,0.004059576,0.936113,1.120092,-0.8591591,-0.6644152,-0.5490473,0.4591457,-0.3451551,0.13739,0.3012566,-0.2817789,-0.6126898
15.723972,-0.09775187,0.5845393,0.2082875,1.0793,0.185588,-0.4814132,0.02272293,0.2086524,0.3836302,-0.1186479,0.1017527,1.303301,0.0890839,0.1580407,0.1369492,-0.02456165,-0.006504372,0.6971639,0.03473709,0.2285927,-0.8552053,0.558541,-0.9279538,0.4173898,-0.1761113,-0.3340342,-0.7235115
15.790599,-0.1579825,0.2879914,0.3646588,0.6559403,-0.3689058,-0.03810446,1.183663,0.4123613,0.418622,-0.2431462,0.08008255,1.156753,-0.359472,0.6557999,-0.154741,0.4896442,0.3923891,1.626426,0.03820475,0.5007193,0.04567326,0.1661717,0.08073504,-0.08592136,-0.2179985,-0.9990233,-0.6880565
15.857226,-0.3209556,-0.04732203,0.3850459,0.8107253,-0.7232428,0.03067656,0.09522631,0.4109552,0.1040237,-0.7532601,-0.4930653,1.934724,0.1186502,0.7631063,0.02630011,0.07154805,0.3975317,1.730508,-0.08402336,0.1951172,-0.237891,-0.05205624,0.7532281,-0.4928103,0.1794607,0.2979362,0.5037845
15.923853,-0.01787271,-0.5953324,0.490205,0.694548,-1.378661,-0.3893411,0.3419702,1.055919,0.01602084,-1.22138,-0.5608599,1.917449,0.1172824,-0.9780547,-0.4603802,-0.1124129,-0.06206822,0.6201119,0.3293707,0.2379477,-1.145196,0.3207226,-0.6039165,-0.6997353,-0.1987468,-0.916019,-1.037882
15.99048,-0.2154227,-0.1976236,-0.0543722,0.6146218,-0.459626,0.02226156,0.9670163,0.7254766,0.03300694,-0.5086506,-0.1395339,1.603413,0.03588017,-0.7429045,-0.4730631,-0.2545316,0.672456,1.248125,-0.2719137,-0.1311437,-0.3363904,0.2759914,-0.01999903,-0.5613573,-0.3622618,-0.4280938,0.6346143
16.057107,0.06051549,-0.1549338,0.04347004,0.3850777,-0.7087611,-0.9692688,1.016933,-0.4053024,-0.1383315,-0.067142,-0.2005512,0.996731,-0.1404324,0.5926339,-0.2951289,-0.3705544,0.2924633,1.117012,-0.3212402,0.1288232,-0.01380319,-0.198971,-0.3883992,-0.1223085,-0.5866344,-0.2877368,0.1710982
16.123734,0.4092094,-0.1463905,-0.3396316,0.8944562,-0.03326391,0.8127416,0.6562082,0.4710947,-0.06112729,-0.1401485,-0.2517287,1.36307,-0.626405,-0.2253155,-0.5096495,-0.6353793,-0.2936848,1.039776,0.1142744,0.07443053,0.4489227,0.276579,-0.3828161,0.5636916,-0.4837539,-0.7008601,0.664143
16.190361,-0.5672803,0.3514231,-0.1147959,1.248354,-0.6170995,-0.6459453,0.4667709,0.2745906,0.344953,0.03063888,-0.3719033,0.8107059,-0.2039001,0.628903,-0.222422,-0.4089089,-0.1222169,0.5234094,-0.4484302,0.6849623,-0.8371726,0.224116,0.08041934,-0.4418503,-0.3404296,-0.2430037,0.5925835
16.256988,-0.3477427,0.5304098,0.315242,1.070121,-0.005772271,-0.4187595,0.9933273,1.253828,0.1292168,-0.06095328,-0.1536795,1.397298,0.03460483,-0.6351666,0.007582726,0.2246839,-0.1024793,-0.0898851,-1.473163,-0.2377064,-1.090845,-0.5022593,-0.4101655,-0.2619681,0.05413166,-0.330992,0.6192918
16.323615,-0.1088045,0.3241416,0.3294223,1.933642,-0.5583062,0.1263853,-0.6114914,0.4600305,-0.03855437,-0.6590082,-0.07871047,0.3904864,-0.1586152,-0.3858657,0.1189673,-0.4761828,0.4312148,0.3539,0.06894042,0.1778021,-0.3032737,0.146207,-0.4902112,0.03248722,0.2298864,-0.1703542,0.6385926
16.390242,0.297101,-0.02299803,-0.06620318,1.391822,-0.1874378,0.8614374,1.186468,0.8384476,0.018066,-0.5139014,0.5716108,0.3862203,-0.4490112,-1.644276,-0.3192397,-0.805035,1.113822,0.1133338,0.4580888,0.04643108,-0.3747813,0.5468665,0.7998511,0.4094954,-0.3843934,-0.7226819,0.9855616
16.456869,-0.3285634,-0.2066472,0.5159596,2.006851,0.1958013,-0.9967033,1.30263,0.4368101,-0.5695491,0.1837053,-0.2769991,0.9138381,0.1873704,-0.01046552,0.1995549,-0.04862761,0.4070971,-0.4100718,-0.9659787,0.009853446,-0.6630345,-0.3867384,0.1314106,0.2153146,0.255476,-0.5369801,0.4549907
16.523496,-0.08986074,-0.1591403,0.2892831,2.360657,-0.2028098,-0.2028025,1.245772,-0.3129423,-0.3287943,-0.09836517,-0.2600668,1.313814,0.4598868,0.09982992,-0.2486863,-0.2090896,0.2425337,-0.2519723,0.3205325,0.563264,-0.3492706,-0.3039502,-0.8512156,-0.1162349,-0.1422573,-0.5477151,0.7137566
16.590123,0.7239741,0.4719813,0.3276388,2.873595,-0.4919546,-0.3751628,0.9537984,0.3210006,0.1138881,-0.525579,0.2754394,0.7092332,-0.2362106,-0.213945,-0.3493284,0.09105,0.009427574,0.7602661,-1.03286,0.2021485,0.09892146,-0.3065649,0.01608745,0.213856,-0.08664954,-0.6339085,-0.4085317
16.65675,0.6227699,0.2421623,0.5104395,3.000254,0.2214594,0.2202964,1.305399,0.5713288,0.2104781,0.4082676,0.1384712,0.4668089,0.1707142,0.595948,0.06114269,-0.04032169,0.2022553,0.7360578,-1.512418,1.107992,0.5394282,0.02173911,-0.0801607,-0.6145808,-0.06920081,-0.511343,-0.4887468
16.723377,0.3707441,1.07005,0.3160225,2.668304,0.1572374,-0.2157317,0.3272501,-0.1687364,0.08920673,0.3425217,0.504755,0.3371902,-0.163138,0.003498477,0.264306,-0.07930522,0.2996377,0.4819089,-0.5440152,0.3831121,0.1873785,0.6890219,-0.234322,0.4455173,0.1006013,-0.8273001,-0.9262594
16.790004,0.07137771,0.1813935,0.2089001,2.528615,-0.3111345,-0.4251007,1.193157,0.5036772,0.02632855,-0.0784922,0.3051183,0.5033292,-0.1801017,-0.2297516,0.03427057,-0.182334,0.06776127,0.4794271,-0.5472451,0.4302479,0.1689333,-0.364814,-0.4441796,-0.6637136,-0.09998186,-0.396331,0.6588469
16.856631,-0.9812179,0.2709778,0.2151869,2.587836,-0.1243151,0.60726,0.9822427,1.533671,-0.04490241,0.4367979,0.1835987,-0.3663033,-0.5405561,0.1356644,-0.05836655,0.1960288,0.5863661,0.4233741,-0.9059648,0.3604537,-0.7151655,0.1502948,-0.1164023,0.3922792,0.3796336,-0.3594026,0.01881626
16.923258,-0.06164894,-0.2186397,0.2148781,2.462516,0.2944475,0.3864983,-0.03942503,-0.09134048,-0.1111233,-0.0562498,0.04089233,-0.2309158,-0.1021202,0.4631396,0.4901689,-0.1165547,0.2823183,0.8113875,-0.9215179,0.3909505,-0.3242535,0.9946887,0.1912374,0.6408739,0.076908,-0.4490605,0.3394664
16.989885,-0.2348869,0.04842172,0.4376827,2.03559,-0.03773133,-0.04213346,0.3100303,0.2243322,-0.3748041,-0.1999049,-0.007986516,0.1641021,0.02693454,0.3822167,-0.120464,-0.8859064,0.1218445,0.2727768,-0.6920983,0.6609786,0.8371819,-0.3877434,0.2200579,-0.3280703,-0.04716447,-0.2883547,1.096674
17.056512,0.5228628,0.2546813,0.217852,1.556359,0.2580507,0.6355747,0.5617699,0.2757066,-0.3861178,-0.3590644,-0.282806,-0.2089223,-0.1341368,-0.08439464,-0.2782359,-0.1639603,0.3776673,-0.1145652,-0.4368463,-0.2676749,0.202047,-0.7946555,-0.06447595,0.06098855,-0.1520861,-0.7310604,-0.4846576
17.123139,0.3574021,0.3312175,0.02306258,1.842761,-0.6935264,0.2728313,0.7021126,1.076808,-0.6458083,0.1829683,0.4175749,0.6635869,-0.9924288,0.4641043,-0.1005659,-0.2307054,0.139895,0.3117577,-0.4308537,0.4728066,-0.9437909,0.3590773,-0.2408097,-0.4767993,-0.1980295,-1.089316,-0.05279617
17.189766,-0.2471961,0.6928321,0.1596566,1.994643,0.09161374,-0.4536879,0.1319656,0.8704474,-0.543596,-1.034951,-0.1461141,-0.1335547,-0.04603449,-0.003135293,0.3702053,-0.5096202,-0.267466,0.1898354,-0.05803533,0.3146492,-0.5338683,-0.1152415,-0.4828189,-0.1182197,-0.1972695,-0.6823348,0.5436187
17.256393,0.06161173,0.8449819,0.08637682,1.84167,0.4420184,0.02377232,1.802238,0.3434957,-0.6187148,0.2478316,-0.6625658,-0.6340488,-0.2198684,-0.652768,0.8028458,-0.2911522,0.7502934,0.3539424,-0.1200861,1.391356,-0.1903025,-1.194297,0.5235758,0.1307527,0.02437551,-0.2587514,1.792802
17.32302,0.8150425,-0.134857,0.3009202,1.74001,0.5641555,0.0316289,2.081235,-0.2442311,-0.7040703,0.3662352,-0.2360341,-0.03645884,-0.4687178,-0.3279309,-0.299369,-0.7892134,0.2360136,-0.5524931,-0.6225436,-0.5337861,0.7651923,-0.5538413,-0.3777937,1.051143,-0.5315407,-1.037619,-0.7638087
17.389647,-0.6962283,-0.2893345,0.2489429,1.620654,-0.08067556,0.4737149,-0.03817828,1.351801,-0.3887852,-0.8241593,0.2852029,0.4106036,-0.4936627,-0.7819745,-0.479364,-0.9932455,0.3230624,-0.3821745,0.241675,0.1518977,-0.3181877,-0.1230721,-0.5347625,-0.5159721,0.1192719,-0.4046251,-0.3569156
17.456274,0.2501254,-0.1707395,0.07059342,1.619456,0.3234674,0.4615062,0.05527166,0.2471844,-0.1947508,-0.3300599,-0.1812876,0.3486043,-0.3193142,-0.02298587,-0.117815,-0.226213,-0.2237411,-0.5219413,-0.5932692,-0.1428812,-0.2536697,0.81042,-0.4048216,0.050731,-0.1968669,-0.3731487,0.4681979
17.522901,-0.2131258,7.151889e-05,-0.08131283,2.247815,0.4434625,0.4076402,-0.2722854,0.6768603,-0.3504374,-1.079497,-0.2609697,0.3174173,-1.02733,-0.1133279,-0.1783718,-0.3807175,-0.01632057,-0.2420139,0.9227569,-0.09015609,-0.9224967,0.7350675,-0.4884196,-0.09560419,-0.1574599,-0.2311344,0.5064775
17.589528,0.5779832,0.5087032,-0.3625505,1.535274,0.03757343,-0.4883198,0.08687475,0.6591297,-0.2277972,-0.1269837,0.2050648,-0.01201043,-0.304011,-0.1633468,-0.1245779,0.0438282,-0.2114128,-0.4746979,-0.2125185,-0.9628571,-0.3496448,0.3896421,-0.9967479,-0.03312792,0.1791141,-0.7923124,-0.4176249
17.656155,0.6121384,-0.4558055,0.06451929,1.469917,0.1834413,0.1283494,0.8595653,0.8090557,-0.06245395,-0.2385401,-0.5729265,0.8990791,-0.2157894,-0.04512171,-0.05394833,-0.8312724,-0.1449511,0.5484874,0.1664892,-1.004761,-0.4583692,0.1172206,-0.5946,-0.6500362,-0.2286292,0.2416125,1.474093
17.722782,0.683877,0.02831523,-0.1102437,1.208954,0.08979533,0.2867359,-0.743069,0.4104597,0.4714878,-0.4364662,0.1743724,-0.3807815,-0.1166108,0.04503918,0.2883053,0.1138004,-0.3388346,0.05919306,-0.7269154,-0.4179501,-0.5083253,0.1642664,-0.7103887,0.7237583,-0.04588575,-0.1212094,0.1942859
17.789409,0.2189611,-0.2632806,0.05112385,0.7864991,-0.125894,-0.9278995,-0.7086975,0.09790725,0.6248676,-0.03440038,-0.8453546,-0.2089967,0.09084055,0.3520811,-0.02779529,0.02800005,0.2075338,0.7606364,-0.7138987,0.5965596,-0.6378834,0.4824348,-0.004698469,-0.02647555,-0.3650911,0.1811503,-0.2002138
17.856036,-0.8397137,0.3753861,-0.207033,0.4762964,-0.1744999,0.5483912,-0.5642755,-0.1356143,0.2414098,-1.224222,0.08000531,0.06686522,-0.1519271,-0.3309722,0.1685752,0.0710867,-0.001865659,1.155343,-0.3375462,0.4585325,-1.140759,0.5453088,0.1459649,-0.0555695,-0.3856067,-0.7889362,0.8292542
17.922663,-0.0842726,-0.3229767,0.02924855,0.3182203,-0.5700551,-0.6856717,0.2500311,0.8561594,0.3592808,0.7300579,-0.3718581,0.3308012,0.1708579,0.4304935,0.239641,-0.9021293,0.02910747,1.069185,-0.7129095,0.05667206,-0.2153399,-0.353559,0.06235461,-0.4822714,-0.3635007,-0.09064216,1.448286
17.98929,-0.9773184,-0.4153593,0.4314674,0.2556282,-0.3056957,-1.599848,-0.3731397,-0.09589671,0.3388078,-0.2972963,-0.8424377,-0.5468999,0.2378355,0.2124017,0.3763582,-0.04825371,-0.5655416,0.7570481,-0.3716415,0.07267061,-0.7308258,-0.2401487,0.414713,-0.1757407,-0.2809618,-0.2722276,0.7670712
18.055917,0.3396685,-0.3079636,-0.4865821,0.1096001,-0.5930701,0.1303354,-0.3743775,0.7232985,0.1993591,-0.5469748,0.3548617,-0.4824186,0.0757305,-0.1178288,-0.7380059,-0.3934531,0.1299828,1.277673,0.5343844,0.6444623,-0.5013328,0.7133631,0.3000651,-0.2763482,-0.3430944,-0.3092346,0.2355376
18.122544,0.04164364,-0.7387836,-0.2081918,-0.302404,-0.03891099,-0.0917299,0.9859328,0.877534,0.4234716,-0.5111161,-0.4446062,-0.1546899,-0.5745653,-0.9684696,-0.7735509,-1.535895,-0.3413817,1.307328,-0.4232395,0.1536755,-1.370765,-0.2323288,-0.1833925,-1.752471,-0.6875894,-0.4521034,-0.3014241
18.189171,-1.14061,0.2697056,-0.3264709,-0.66199,-0.3708222,-0.08156917,0.1702366,-0.1107077,0.4783719,0.2341622,0.1317483,0.4868625,-0.331732,-0.4334456,0.3163212,0.1085722,-0.3369257,1.464434,-0.2400266,-0.1855748,-0.7114012,-0.9849018,0.7125099,-0.7197677,-0.6488922,-0.2337763,0.562498
18.255798,-0.9674673,0.6205851,-0.4022794,-0.3358757,0.08949205,-0.7781735,-1.306842,-0.1822725,0.3679507,1.052638,-0.3696053,-0.2481134,0.4494932,0.5994653,0.8854074,0.3737877,-0.6428282,2.066289,0.3482595,1.463971,-0.2972653,0.1952597,0.8377363,-0.6293465,-0.5163834,-0.1722518,-1.259468
18.322425,0.5193655,1.093185,-0.06026658,-0.6170948,-0.7670762,-1.612466,-1.414365,-0.3669539,0.301977,-0.1593563,0.1851606,-0.3145164,0.6505964,-0.188883,0.05984478,-0.3693555,-1.468319,1.79777,0.4527892,1.255148,1.10331,-1.420922,-0.3922928,-0.2642136,-0.2219496,-1.147435,0.2948345
18.389052,-0.3275906,-0.1137112,0.005164938,-1.033283,0.4150377,-0.3795723,-0.8610941,0.4029543,0.9897755,1.145048,0.6496998,-0.3165993,-0.03417883,-0.1704086,-0.284266,1.00786,0.0196538,1.758087,-1.260624,0.3280737,0.250679,-0.2457036,0.913595,0.2492685,-0.4521253,-0.2109524,-0.7527021
18.455679,0.2200844,0.3454458,0.09537558,-0.5270637,-0.3469386,-0.02511602,1.441835,0.181386,0.780414,-0.7093393,0.2274943,-1.112439,0.8261305,0.3303303,0.2035052,0.2695816,0.2097886,2.488933,-0.4234491,0.3258674,0.8583941,-1.838032,0.8360003,0.8412123,-0.01755571,0.5114748,-0.4586339
18.522306,0.6702961,0.2287076,0.3073088,0.2764179,-0.13993,0.1392014,0.03074297,-0.5637265,0.6228308,0.1862539,-0.2029915,-1.162582,0.33699,0.1165283,0.3196769,0.1778502,0.1268514,2.317266,-1.44822,0.7268519,0.1075151,-0.4290301,0.905689,0.9344322,-0.2719965,-0.344913,-0.5800915
18.588933,0.08612333,-0.904222,0.440879,0.4542013,-1.145669,-0.09977578,0.2533028,-0.1269911,0.4355593,-0.7529098,-0.2957841,-0.6851691,-0.4190392,0.4881739,0.09099117,-0.8051259,0.5392383,2.116822,-0.1802976,-0.9303253,0.22645,0.9338591,0.2331406,1.094234,-0.23116,-0.07385892,0.9379631
18.65556,-0.4371746,0.3330056,0.1852538,0.8960286,-0.4661325,0.5091131,-0.2769989,0.05767696,0.2508911,0.04164147,0.1757587,-0.7108747,-0.547547,0.9161484,0.1216147,-0.2004997,-0.5241998,1.797444,0.1791888,0.6051643,0.9364538,-0.2899457,0.9778795,-0.3507513,-0.6633893,0.2398842,0.4334421
18.722187,0.3094065,-0.6668232,0.4160642,0.8297162,-0.8685591,0.5859389,0.4009577,-0.3590252,0.3519511,-0.9893738,0.216522,-1.035241,-0.3820283,-0.5737281,-0.3523755,-0.004051122,-0.1708959,1.273241,0.7999154,0.01224435,0.1113033,-0.7240481,0.3754931,0.05726517,-0.2341878,0.6954359,0.9816929
18.788814,-0.6605119,-0.1581996,0.4172411,0.4546645,-0.2997262,-0.000301807,0.4123048,0.377722,0.4118614,0.05058366,-0.5810742,-1.257343,0.1152208,0.319376,0.272616,-0.07846334,0.008774649,0.9465771,-0.08661503,-0.02434148,-0.7343063,-0.5271649,0.6934985,0.5797849,-0.2623235,-0.01384046,0.3568219
18.855441,-1.348588,-0.6775109,0.2591065,0.5760819,-0.3950545,-0.05318279,-0.08467657,0.9862508,0.02253802,-0.7575039,0.1007841,-0.2061184,-0.466314,-0.447979,-0.09498148,-0.1435836,0.5341641,0.1096875,-0.4303734,-0.3670364,-0.6356386,0.6531142,0.8822876,-0.4780237,-0.1564099,0.04612156,0.5778527
18.922068,0.06546532,-0.04930629,0.3321585,-0.02600433,-0.9436511,-0.8916261,0.4173727,1.042891,0.2401084,0.7591738,0.7179526,-0.8963507,0.1757437,0.4871151,0.05215817,0.1714099,0.5758473,0.7820597,-0.9298868,0.4197551,-0.3072853,-0.5165129,1.756689,-0.2013646,-0.2364418,0.4933924,-0.2693614
18.988695,-1.041547,-0.1456852,0.8269494,-0.07174334,-1.16523,-0.9274257,0.5659263,1.737596,0.2374547,0.9531612,-0.6138608,-0.7436354,0.3034429,-0.2151869,-0.3019294,0.7454612,0.3922215,0.925026,0.09366472,-0.4252571,-1.39677,-0.4049114,1.603947,0.7600022,-0.518212,-0.4659938,-0.003364196
19.055322,0.6773461,-0.2304711,0.6925812,0.5722332,-0.1307711,0.09548479,-0.6061805,0.7632025,0.2085464,0.53552,-0.3768652,-0.4969194,0.2486158,0.9263961,-0.1791726,-0.001709128,0.5327615,1.354527,-1.692123,1.117708,0.387124,0.3153896,1.116888,0.02474051,-0.5484818,-0.2495744,-0.7206451
19.121949,0.2218241,-0.3556891,0.5597122,0.9016796,0.05001234,1.272302,0.6546074,0.2464118,0.7625508,-0.04455641,-0.2496194,-0.8057768,0.007839928,-0.01068519,0.3846997,-0.7749587,0.5780488,1.61154,-0.2099395,-0.3061926,-0.2330718,0.431284,0.531523,0.2253017,-0.4842067,-0.0006208076,0.3769315
19.188576,-0.1129395,-0.4239153,0.20717,0.6553703,-0.428789,0.09434368,0.7107821,0.2533084,0.851741,-1.196646,0.05997809,-0.08808357,-0.2498278,0.8923516,0.5531402,-0.6053803,-0.1633102,2.024944,-0.1860284,0.5038123,0.2541983,0.08714794,0.5342412,-0.6984855,-0.3216002,0.392409,-0.2378535
