Name,Status,ColorR,ColorG,ColorB,CentroidX,CentroidY,NumComponents,Size,ActiveSegment0
C050,undecided,255,255,255,263,399,360,3.60555,1
C051,undecided,255,255,255,535,139,279,3.16228,1
C052,undecided,255,255,255,435,235,20,61.6604,1
C053,undecided,255,255,255,795,412,291,6.40312,1
C054,undecided,255,255,255,615,222,321,5,1
C055,undecided,255,255,255,707,361,241,10.8167,1
C056,undecided,255,255,255,487,119,277,3.16228,1
C057,undecided,255,255,255,709,349,259,7.28011,1
C058,undecided,255,255,255,675,283,353,5,1
C059,undecided,255,255,255,612,371,343,5.65685,1
C060,undecided,255,255,255,688,16,52,38.9487,1
C061,undecided,255,255,255,504,220,347,5,1
C062,undecided,255,255,255,374,420,321,3.16228,1
C063,undecided,255,255,255,525,252,291,3.60555,1
C064,undecided,255,255,255,705,359,344,4.24264,1
C065,undecided,255,255,255,632,182,317,5.09902,1
C066,undecided,255,255,255,715,337,328,7.28011,1
C067,undecided,255,255,255,511,356,293,3.16228,1
C068,undecided,255,255,255,322,364,331,4.12311,1
C069,undecided,255,255,255,431,360,318,3,1
C070,undecided,255,255,255,744,211,319,3.16228,1
C071,undecided,255,255,255,281,246,339,3.60555,1
C072,undecided,255,255,255,581,150,1,42.8019,1
C073,undecided,255,255,255,420,391,348,4.47214,1
C074,undecided,255,255,255,255,403,298,5.83095,1
C075,undecided,255,255,255,106,433,290,3.16228,1
C076,undecided,255,255,255,347,6,17,21.4009,1
C077,undecided,255,255,255,761,599,10,65.0692,1
C078,undecided,255,255,255,441,398,343,4.47214,1
C079,undecided,255,255,255,509,339,321,3.60555,1
C080,undecided,255,255,255,572,267,296,5.38516,1
C081,undecided,255,255,255,307,466,355,3.60555,1
C082,undecided,255,255,255,626,222,289,3.60555,1
C083,undecided,255,255,255,701,381,350,2.82843,1
C084,undecided,255,255,255,372,39,324,4.24264,1
C085,undecided,255,255,255,418,108,255,4.12311,1
C086,undecided,255,255,255,8,9,74,31.6228,1
C087,undecided,255,255,255,685,95,88,47.7074,1
C088,undecided,255,255,255,908,222,13,35.9026,1
C089,undecided,255,255,255,434,268,314,3.16228,1
C090,undecided,255,255,255,311,227,330,3.60555,1
C091,undecided,255,255,255,393,406,320,3.16228,1
C092,undecided,255,255,255,465,279,30,61,1
C093,undecided,255,255,255,152,397,334,4.12311,1
C094,undecided,255,255,255,376,538,359,2.82843,1
C095,undecided,255,255,255,405,310,276,3.60555,1
C096,undecided,255,255,255,454,357,306,5.83095,1
C097,undecided,255,255,255,499,84,352,3.60555,1
C098,undecided,255,255,255,731,282,45,26.6833,1
C099,undecided,255,255,255,270,358,351,4.47214,1
C100,undecided,255,255,255,569,250,324,4.47214,1
C101,undecided,255,255,255,525,262,258,4.12311,1
C102,undecided,255,255,255,647,497,263,2.82843,1
C103,undecided,255,255,255,445,379,312,4.47214,1
C104,undecided,255,255,255,618,199,289,8.48528,1
C105,undecided,255,255,255,342,463,319,4.47214,1
C106,undecided,255,255,255,452,138,354,5,1
C107,undecided,255,255,255,599,103,316,3.60555,1
C108,undecided,255,255,255,598,281,337,2.82843,1
C109,undecided,255,255,255,399,238,293,4.12311,1
C110,undecided,255,255,255,565,13,319,3.16228,1
C111,undecided,255,255,255,377,153,359,4.47214,1
C112,undecided,255,255,255,595,147,343,8.06226,1
C113,undecided,255,255,255,193,407,358,2.82843,1
C114,undecided,255,255,255,427,189,22,64.7765,1
C115,undecided,255,255,255,694,395,385,3.16228,1
C116,undecided,255,255,255,383,183,330,3.60555,1
C117,undecided,255,255,255,316,541,310,4.24264,1
C118,undecided,255,255,255,728,343,208,9.48683,1
C119,undecided,255,255,255,806,396,220,13.4164,1
C120,undecided,255,255,255,415,258,283,3.60555,1
C121,undecided,255,255,255,567,348,298,4.12311,1
C122,undecided,255,255,255,705,358,310,5.09902,1
C123,undecided,255,255,255,954,274,330,5.38516,1
C124,undecided,255,255,255,417,233,334,8.48528,1
C125,undecided,255,255,255,496,205,265,5,1
C126,undecided,255,255,255,835,355,279,2.82843,1
C127,undecided,255,255,255,709,354,229,3.16228,1
C128,undecided,255,255,255,498,71,311,2.82843,1
C129,undecided,255,255,255,300,363,326,4.12311,1
C130,undecided,255,255,255,330,398,261,3.60555,1
C131,undecided,255,255,255,588,194,362,5,1
C132,undecided,255,255,255,307,327,292,4.12311,1
C133,undecided,255,255,255,459,234,358,3.60555,1
C134,undecided,255,255,255,889,163,34,70.214,1
C135,undecided,255,255,255,701,390,32,64.2806,1
C136,undecided,255,255,255,402,345,348,5.09902,1
C137,undecided,255,255,255,664,64,317,4.47214,1
C138,undecided,255,255,255,322,476,287,5,1
C139,undecided,255,255,255,486,467,318,5.09902,1
C140,undecided,255,255,255,538,280,334,2.23607,1
C141,undecided,255,255,255,739,214,311,3.60555,1
C142,undecided,255,255,255,561,261,357,5.09902,1
C143,undecided,255,255,255,461,106,251,3.60555,1
C144,undecided,255,255,255,483,166,300,3.60555,1
C145,undecided,255,255,255,509,325,327,3.60555,1
C146,undecided,255,255,255,260,391,278,3.16228,1
C147,undecided,255,255,255,357,557,293,3.16228,1
C148,undecided,255,255,255,7,773,336,2.23607,1
C149,undecided,255,255,255,9,772,94,39.6611,1
