Frame,C009,C005,C004,C008,C003,C019,C002,C001,C000,C007,C011,C010,C006
41.908383,-0.3799208,-0.544028,0.16476,-0.1856787,0.3728427,-0.01091816,-0.2445762,-0.3515299,0.5348907,-1.028373,1.157082,0.7362385,-0.01646293
41.97501,0.6102346,-0.5296903,-0.1344476,-0.4316159,-0.7116182,0.2856121,0.7428983,-0.3307658,0.1448581,-0.3936795,-0.3228176,-0.2142913,-0.7386363
42.041637,0.2980284,-0.6926959,0.1052213,-0.1519584,0.1177033,-0.2548524,-0.2777036,-0.3037302,0.8334653,-0.2093542,0.3427257,0.5085552,0.3905987
42.108264,0.2797098,-0.1231028,0.1526389,-0.4455835,-0.120743,-0.4454586,-0.217058,0.3706282,-0.06371583,-0.6758559,0.09420671,1.300211,0.2677253
42.174891,0.09791777,-0.6581773,0.195636,-0.1844257,-0.2110457,-0.2095555,1.602428,0.430229,0.3658641,-1.148059,0.1153478,0.1330578,-0.09919733
42.241518,0.3305984,-0.3135833,0.05319544,-0.2491314,0.2771111,-0.982957,0.2835548,0.03852694,-0.1861987,-0.04793585,-0.8770332,-0.5755675,-0.1216826
42.308145,0.09926654,-0.3046598,-0.1859625,-0.6021528,-0.1899149,-0.8284771,-0.3371083,0.1602142,-0.02540135,0.3061139,0.3252217,0.3433209,0.2211207
42.374772,0.03197812,-0.547367,-0.1789696,-0.9225894,0.8263689,-1.26195,-0.6787207,-0.2350279,0.3356326,-0.7143182,-1.560714,0.4314691,-0.4770876
42.441399,0.3883651,0.1436649,-0.09410018,-0.6726896,1.212213,-0.5278828,-0.03219999,-0.7806698,-0.2407624,0.6591192,-0.930362,-1.1142,0.2175322
42.508026,-0.2818239,-0.6939035,-0.1535231,-0.2289272,-0.3580143,-0.6173627,0.06798632,-0.3677033,0.1476917,-0.3155489,-0.6266935,-0.6852822,0.2666719
42.574653,0.1357659,0.05392292,-0.2869411,0.3053166,-0.1855903,-0.1030931,-0.5506174,0.03011119,0.01697601,0.478594,-0.44281,0.04760589,-0.005900438
42.64128,0.3638714,-0.5193084,-0.2755066,-0.1572117,-0.6340376,1.038146,0.03791967,-0.6001132,-0.2298485,1.824692,0.7509207,-1.339414,-0.2321035
42.707907,0.2059332,-0.1199848,0.03011327,-0.4506184,-0.1496143,-0.4992101,-0.6558698,-0.08655767,-0.2553504,-0.4054978,1.451745,0.4141733,0.4837335
42.774534,-0.4135748,-0.7081245,-0.06079081,-0.3370681,0.6430557,-0.3473114,0.02620159,-0.9868087,-0.2098032,0.2957942,1.242114,-1.374214,-0.4647433
42.841161,0.4848462,0.07671259,0.1505908,0.6168196,-0.2135808,-1.242482,-2.155516,-0.4160449,-0.4570389,1.7139,-1.405511,-2.343087,0.3172525
42.907788,-0.4479783,-0.4479887,-0.1455945,-0.2640475,-0.5129861,0.2466481,0.02462115,-0.1890496,-0.3206344,-1.635505,-0.04157348,0.8297638,-0.3117965
42.974415,-0.1809956,-0.2638478,0.1680377,-0.3862991,0.1677198,-0.4659007,-0.6547958,-0.04189881,0.09066934,-0.09403072,0.01038677,0.02451768,-0.5661364
43.041042,0.0124805,-0.4195355,0.006681352,0.2693939,0.2094623,0.1717754,-1.05265,0.5961613,0.1095094,-0.4865975,-0.6513108,0.692236,0.4691519
43.107669,0.4566439,-1.037814,-0.3364224,0.2350017,-0.5414716,0.5856878,-0.764147,0.2521095,0.2701948,-0.8100554,-3.075459,-0.06726078,0.0273232
43.174296,0.6124181,-0.4428345,-0.05978015,-1.48247,0.09038971,-0.4805801,0.3670155,0.01588318,-0.005446874,-0.5676684,-0.2991259,0.5544825,-0.2869419
43.240923,0.4137967,0.2655455,0.05795731,0.2875753,-0.2498053,0.2255604,0.6422638,0.06099805,-0.2829828,-1.420968,-1.381204,0.7317567,0.05482313
43.30755,0.393538,0.07798586,-0.05566413,-0.3310925,0.1163006,0.926005,-0.08812169,-0.2971858,0.3742049,-0.125117,-0.337514,1.427005,-0.3810031
43.374177,0.3340305,0.2220898,-0.1096704,0.3338242,0.2567611,0.6638288,-2.052262,-0.5798569,-0.4349755,-1.911542,2.895075,0.7176167,0.04869825
43.440804,0.3147026,-0.5489136,0.02190821,-0.4009355,0.06525607,0.2707175,0.7378959,0.3581434,-0.5178152,-0.8515517,-1.570435,-0.1405461,-1.127304
43.507431,-0.6156269,-0.01825381,-0.2919963,-0.6003059,0.3128414,0.7029614,0.3813336,-0.2482459,0.295798,-1.943674,-0.1635713,1.605699,-0.6900963
43.574058,0.1816764,-0.06471664,-0.02491076,0.3298787,-0.08324388,0.2471246,0.316124,-0.8640676,0.6205544,0.3104059,-0.5791795,-0.08448465,0.4377216
43.640685,0.3540771,-0.8123245,-0.1618151,0.09339782,0.9176788,-0.4696354,-1.317952,-1.81534,-0.4576364,2.308059,-2.088774,-1.122312,0.01583337
43.707312,0.320434,-0.2156612,0.02273937,0.01843682,-1.204179,0.7370033,0.7793394,0.6035771,-0.1150544,-0.3877158,-0.2335965,-0.4420869,0.05863801
43.773939,0.07449675,-0.3549446,0.1459395,0.3073247,0.4457864,-0.382378,-1.306542,0.5382897,-0.07469734,0.1527975,0.09497494,-0.5441453,0.07982359
43.840566,0.4805466,-0.3539349,-0.216527,0.1169494,0.312847,-0.2447425,-0.6775908,-0.143953,-0.3330978,0.3084518,-0.7842308,-0.4591395,-0.2614056
43.907193,0.2095119,-0.001994535,-0.1591828,-0.05913992,0.5217838,1.132724,-1.397316,0.534278,0.1816769,-2.750374,-2.356108,1.094627,-0.3666951
43.97382,0.4525588,0.09713946,-0.4791518,-0.4913154,-0.09043863,-0.02738883,-0.6660689,-0.1363904,0.1508295,0.133591,-0.1337751,-0.5321203,-0.140645
44.040447,0.02659547,-0.09344752,-0.147547,-0.5624319,0.2326998,0.2244411,0.006512452,0.6651633,-0.323483,-1.200253,0.4068291,1.257329,-0.6945542
44.107074,0.04019548,-0.02871976,-0.06139796,-0.5436944,0.2710442,0.7794233,0.3680322,0.5037594,-0.08248745,-0.8638988,-0.5610161,1.161425,-0.06836395
44.173701,0.4800386,0.03821833,-0.1836683,0.06830379,-0.4767053,-0.1102173,-0.193457,0.349141,0.2137514,0.03702968,-0.1889994,-0.03940719,-0.4536048
44.240328,0.09388155,0.08193053,-0.006464255,-0.04804832,0.8479094,0.2827244,-0.2729537,-0.2518113,-0.2029492,-0.3012131,-0.3147808,0.5578994,0.2564901
44.306955,0.07208294,-0.3871853,-0.3966673,-0.278171,-0.2837386,0.4804434,0.1808026,0.08871133,0.00633969,-0.2519381,-0.7426066,-0.1354004,-0.6482306
44.373582,0.226252,-0.3047924,-0.4213681,-0.6828955,0.01673462,0.612009,-0.9379686,0.179837,-0.2627793,-0.1830775,-0.3703997,-0.1514423,-0.02246626
44.440209,0.04801489,-0.5482787,-0.2375371,0.4114838,-1.045786,0.5135095,-0.6677582,-0.1746663,0.2479545,-0.7676518,-0.1984822,0.1543282,0.08552281
44.506836,0.2086526,0.7266833,-0.3388145,-0.4223357,-1.372746,1.024136,-0.8017281,0.3035189,0.001533702,-0.361235,-0.1657998,0.1470058,-0.2175453
44.573463,-0.2095882,-0.02715675,0.007486185,-0.4497617,-0.4274709,0.5366209,-0.1192141,-0.1717019,-0.05839679,-0.336424,2.044791,0.6332852,-0.1608789
44.64009,-0.2295033,0.7970065,0.1265527,-0.4635977,-1.021416,-1.363746,0.6661449,-0.8185944,-0.464772,1.273963,2.09269,-0.9459634,-0.004987852
44.706717,-0.5544019,-0.57246,0.108096,0.03005869,-1.270709,1.10632,0.3859343,0.3270471,0.3678538,1.761839,1.204045,-1.245425,-0.06636479
44.773344,-0.3640621,-0.2826833,-0.3388972,-1.385614,0.3817066,0.05173929,0.7157968,-0.4911033,-0.08148086,-0.3214805,0.6804743,-0.7066376,-0.2807029
44.839971,-0.009213236,0.1292437,-0.2108496,-0.06507394,-0.7510472,0.6622375,1.010392,-0.5081388,-0.0646229,0.8693837,0.2273245,-1.225061,-0.00723524
44.906598,-0.5800915,-0.05888279,0.2821475,-0.5913122,-0.195465,-0.6441082,-0.005246874,-0.5221546,0.2439328,-0.2599328,0.2942671,-0.694823,0.1301171
44.973225,-0.351666,0.00464367,0.06787635,-0.7656358,0.8325188,0.7130277,0.432686,0.07407086,0.3983147,-0.9413894,0.4057324,0.5262478,0.2652047
45.039852,-0.4022636,0.04091261,0.1189035,-0.1178352,-0.5752664,0.3288657,-0.2984444,-0.4091241,-0.281031,0.1599686,-0.4751909,-2.089091,0.8430845
45.106479,-0.04570416,0.406277,-0.0876497,-0.3947161,-0.5472186,0.9786158,-0.7636455,-0.9190973,0.2426949,0.6520711,0.4634763,0.5313438,-0.2963803
45.173106,-0.3952686,-0.3154278,0.07801251,-0.483548,-1.205373,0.01241087,0.197386,-1.076841,-0.03820764,0.2429503,1.340302,-0.722316,0.1977809
45.239733,0.2795823,0.09661539,-0.07393026,0.1241104,-0.06472228,0.02033163,0.5642476,-0.5191526,0.4594769,-1.206501,-0.9502714,-0.8385357,-0.03116912
45.30636,-0.3331299,0.4566117,0.178216,-0.1543243,0.2356296,0.4008439,0.3534285,0.0771572,-0.2442164,-0.885865,0.496007,-0.1715204,0.4785063
45.372987,-0.1920102,-0.05094214,-0.2959826,-0.7563975,-0.3519506,0.7214295,-0.4694382,-0.05071209,-0.03654657,-1.033261,-0.6526873,0.3883263,-0.05706258
45.439614,-0.6128562,0.5529758,0.02868048,-0.350799,-0.7134801,-0.6547444,-0.5486254,-1.103838,0.4864053,-0.3677987,0.5158201,1.051612,-0.8304293
45.506241,-0.5118208,0.297238,-0.3789445,-0.07969175,-0.5725981,0.8058836,0.5985831,-0.05452405,-0.0139914,0.3311079,-0.9185985,0.01239734,-0.2097326
45.572868,-0.4900011,0.1476363,-0.2694352,-0.8934945,-1.041354,0.6043326,-0.5543303,-0.4277403,-0.06662182,-0.7419583,-0.2830473,0.1839095,-0.1412041
45.639495,-0.3092369,-0.02749227,-0.09254871,-0.3630658,-0.1510887,1.894708,-0.001018336,-0.4954723,-0.08395659,0.5573497,-0.584626,-0.6675942,-0.1492732
45.706122,-0.6529689,-0.4842172,-0.5662119,-0.5104023,-0.1993326,-0.1540932,-0.4184548,-0.3163259,-0.1561938,-0.675583,-0.2531698,0.1856172,-0.181593
45.772749,-0.3010886,-0.0710803,-0.07210482,-0.2258519,-0.04535791,0.4433942,0.7457364,-0.3529981,-0.208578,-0.4338317,-0.3101707,-0.8556157,-0.3730614
45.839376,-0.2248654,0.05245313,0.02635596,-0.3590434,0.8585678,-0.2582906,0.1311956,-0.6730529,0.2003055,0.08679133,0.1018959,-0.4155836,-0.4949687
45.906003,-0.4625587,-0.1957838,-0.1978855,-0.634802,-1.094101,0.7635821,0.2379659,-0.1353136,0.07628735,-0.171335,-0.1159487,0.5436111,-0.2159332
45.97263,-0.4222971,-0.2931617,-0.2934968,-0.6589026,-0.4154476,0.6048712,-0.1348551,-0.3134066,-0.06773907,-0.1506397,0.3778348,-0.1210919,-0.4729705
46.039257,-0.3960937,0.0345028,-0.1671874,-0.4554338,-0.6975526,1.10884,-1.228279,-0.5365534,0.334155,-0.6255944,-1.280928,1.206367,-0.5661019
46.105884,-0.7161549,0.3614414,-0.273307,-0.4194943,-1.217864,2.375769,0.7737575,-0.2896004,-0.1221793,0.3584689,0.00617445,-0.05624434,-0.634937
46.172511,-0.5065621,0.2251145,-0.3103768,-0.5294185,-0.1975988,0.7022016,-0.3899079,-0.08202472,0.1631374,-0.07888128,0.1995072,-0.1893053,-0.2320262
46.239138,-0.6503359,-0.09190877,-0.000303344,-0.1830686,-0.3975326,0.1974525,-0.4242277,-0.3855379,0.2640702,0.1950797,0.7859226,-0.7139727,-0.305081
46.305765,-0.8089666,0.2049883,-0.03243907,0.05611208,-0.4085126,0.6891237,-0.5022648,0.611403,0.1371228,-2.01158,-1.125479,0.7437633,-0.1099956
46.372392,0.03058253,0.0882716,-0.009088151,0.3805456,-0.9822652,1.105187,-0.1266703,0.2981638,-0.3854552,-0.2459562,-0.7832938,-0.03415909,-0.8046537
46.439019,-0.7079299,-0.1397644,0.003425741,-0.7002093,-0.1265072,0.1814512,0.5548981,-0.465618,-0.4027304,1.180019,1.002055,-0.2759104,0.1314599
46.505646,-0.48298,0.1485011,0.1262375,0.01467046,-0.8012963,-0.05399795,-0.6016969,0.1121333,0.1304099,0.1706612,0.4059108,0.00342888,-0.3196745
46.572273,-0.09874402,0.5295964,-0.2834363,-0.1861338,-0.4527627,1.015678,0.6025175,-0.2809079,0.412369,0.7976483,0.6941444,0.4318925,0.2148851
46.6389,0.04865142,0.4816167,0.008992343,-0.2257842,0.0698327,0.3003611,-0.4799954,-0.7520862,-0.1874285,-0.1461088,-1.183124,-0.1042901,-0.15445
46.705527,-0.3044892,0.1235409,-0.2676343,-0.1655615,-0.2211316,0.3708191,-0.09341444,-0.1181752,0.4761775,-0.04136622,-1.336246,-0.07009835,-0.6644971
46.772154,-0.5992256,-0.1206214,-0.2449273,-0.2746852,-0.2300998,1.253125,0.03033637,-0.09551588,-0.07345763,-0.578116,-0.2992022,-0.3267764,-0.5062043
46.838781,-0.757549,-0.09229665,-0.3545772,-0.5933964,-0.3207752,1.086334,0.8419736,0.3864359,0.1341736,0.01294228,0.7387182,0.9285212,-0.1034066
46.905408,-0.3441212,0.2752827,-0.01176054,-0.1924863,-0.7189292,1.24803,0.3374318,-0.4245171,-0.4212217,-0.802038,0.1660435,-0.4676717,-0.8336564
46.972035,-0.5362558,0.4570921,-0.1862817,0.5813236,-0.958408,1.855951,-1.154326,-0.5382804,-0.2299045,-0.5200692,-0.4039515,-0.49027,-0.2868166
47.038662,-0.4826845,0.05250971,-0.2069395,-0.201013,-1.066223,0.898643,0.8726578,0.02568912,-0.2297145,-1.596282,0.5772464,0.4154989,0.06172279
47.105289,-0.2408168,0.03141238,-0.09006621,-0.03755714,-1.117168,1.397006,0.5641398,0.04551395,0.02101325,-0.2678719,0.3593613,-0.6342552,0.08925158
47.171916,-0.5982833,-0.2899225,-0.2205604,-0.1005228,-0.2744699,0.575766,0.3501569,0.2410868,0.02594744,0.2359119,0.5309137,-0.06036409,0.3495984
47.238543,0.4620064,-0.2714018,-0.2599995,-0.2113831,0.12735,0.3314576,1.08455,0.006981603,0.1528514,-0.3947808,0.1526166,-0.06541987,0.3571164
47.30517,0.1389111,-0.5385469,-0.3215829,0.5177684,-0.02504198,0.6838193,0.6884114,0.05835901,-0.3737271,0.1786875,0.7062923,-0.349923,0.4314159
47.371797,-0.1320704,-0.1677735,-0.2509465,1.043973,-0.4953131,0.8789061,0.2069835,0.8745929,0.2713252,-1.675922,0.7795545,2.175617,0.06689557
47.438424,-0.3197804,-0.07337533,-0.02221261,0.5257489,0.8543411,1.194988,-0.1931884,0.5702663,0.1981629,-0.6253366,-0.9895998,1.47578,0.8266001
47.505051,0.08791357,0.4154798,-0.1597613,0.7569236,-0.09120897,0.2801736,0.5260079,-0.07310551,-0.1148646,0.2642935,1.159557,-0.1299308,0.5282368
47.571678,0.0934802,0.1340862,-0.3104319,1.266665,-1.571227,1.826486,0.8668329,0.3342258,0.02320503,0.0688963,-0.6546955,-0.1884022,-0.5696935
47.638305,0.07433782,0.11742,-0.314094,0.8838554,-0.3887733,0.9930434,-0.2838353,0.1857579,0.4116206,-0.05596901,-0.9899652,0.6210197,0.187134
47.704932,-0.07079707,-0.1276599,-0.3063436,0.9045707,0.3757025,0.984637,1.356007,0.8475751,0.05042407,-1.990431,0.3481862,1.806274,0.26758
47.771559,0.1453855,0.3837848,-0.2650924,1.059816,-0.920018,1.46602,0.03561303,-0.1424958,0.201328,1.18281,0.3503618,-0.3329278,0.7847034
47.838186,0.1061444,0.2604735,0.01341476,0.409228,0.03943772,0.519567,0.6275777,0.5158872,0.2861992,-0.2481876,-0.594932,1.063606,0.3392024
47.904813,-0.1480512,-0.5264156,-0.6300605,-0.1861418,0.3271751,0.3041218,0.5566508,0.1802305,0.2640614,0.303363,-0.3470713,0.07386815,-0.1236776
47.97144,-0.4489748,0.09587876,-0.2256384,0.4410116,-0.1801466,0.9204899,0.9492219,0.2216004,0.2595913,0.6566753,0.6371583,0.477607,0.1677303
48.038067,-0.4154819,-0.1630641,-0.5050676,-0.01528641,0.0998161,1.141708,0.3347762,0.4312279,0.2469912,-0.02410622,-1.275342,-0.04271625,-0.4873633
48.104694,-0.1965489,-0.02492361,-0.2554857,-0.1889234,-0.0777819,0.4416325,0.3770099,0.01128343,-0.2129025,0.6175712,0.6018302,0.02037339,0.247159
48.171321,-0.4923971,0.3267995,-0.1885109,0.2364268,-0.08870447,0.6768422,0.1513477,0.2230447,-0.1952048,0.2057519,-0.6648238,-0.4809999,0.4815611
48.237948,0.03078653,0.3009542,-0.2083516,0.2355059,-1.003195,0.9928468,0.3896436,0.4043558,0.4052914,1.140248,-0.1556988,-0.6885014,-0.03822801
48.304575,-0.3133748,-0.5671588,-0.1388398,-0.6590416,-1.439978,0.08905656,-0.1148191,0.05080448,0.09674872,-0.2098887,-0.1344285,1.11119,-1.090602
48.371202,-0.8612974,-0.1213963,-0.2629079,-0.2296972,-0.5528483,0.4014087,-0.189138,0.009363118,0.1426737,1.108444,0.7674577,0.2445006,-0.1999474
48.437829,-0.3843273,0.2777025,-0.3376277,0.2791534,-0.9577301,0.2002186,-1.387577,0.06990068,0.1623468,-0.2776125,0.08580672,0.3207842,0.2976639
48.504456,-0.5670496,0.1172625,0.2589608,-0.2922628,1.145507,0.7053286,-0.1827523,0.1362271,-0.04551679,-0.6263338,-1.132346,1.020006,0.465402
48.571083,-0.2699137,0.02270013,-0.1868439,-0.2128428,-0.2638601,0.9808819,-0.320461,0.05990346,0.1404776,0.4981866,-0.5029426,0.1340237,-0.1222999
48.63771,0.08856928,-0.2883067,-0.2393331,0.1812576,-0.711693,1.197712,-0.9867442,0.2087563,0.4208754,-1.232752,-0.06690679,1.059559,-0.1919658
48.704337,-0.4010692,0.379284,-0.2348734,-0.3171375,-0.6262875,1.220734,1.730386,-0.06153532,-0.2113774,-1.273267,-0.6697985,-0.3794098,-0.2154471
48.770964,-0.07138585,-0.2963676,-0.4533021,-0.09092721,-0.4093466,0.9843205,0.4654947,-0.1155831,0.32831,0.2395957,0.2815202,-0.1449545,0.3818402
48.837591,-0.4176224,-0.3273263,-0.2251346,-0.4463628,0.05622359,1.312366,0.6568652,0.2036039,-0.03681656,0.4920048,0.780232,0.1826508,0.2183067
48.904218,-0.3011712,-0.02735899,-0.293707,0.2563229,-0.4781151,-0.7002485,-0.8966148,-0.04432813,-0.01156186,-0.7024688,0.3805628,-0.4569857,0.3651817
48.970845,0.2493736,0.01953819,-0.0552079,0.08752304,-0.01714339,0.2640604,0.8402626,0.5612639,-0.1207948,0.0302534,-1.358758,-0.1110348,-0.4514914
49.037472,-0.1341907,0.4760024,-0.117913,-0.455521,-0.5882889,1.177521,0.2054335,0.07816877,-0.3155947,0.9860131,-0.06654929,0.2089366,0.4684573
49.104099,-0.1474942,0.05692751,-0.3216505,0.1913093,-0.6989135,0.4134409,-0.3436064,0.3740879,0.05846404,-0.07898656,0.1924141,-0.5012008,1.112823
49.170726,-0.6600277,-0.2774907,-0.3229387,-0.5823095,0.4086447,0.3923999,-0.6538533,0.07127945,0.3838846,0.1938667,0.7189593,-0.06880955,0.2648537
49.237353,-0.4689434,-0.04384518,-0.1531419,0.0004645241,1.072671,-0.3426451,-1.001948,0.7606035,-0.001072043,-1.041753,2.222474,0.550436,0.4300938
49.30398,-0.1470882,0.262246,0.003702919,-0.3410502,-0.2749163,0.7163795,-0.1969205,-0.1451388,0.4269539,0.7614351,-0.255773,-0.2761188,0.2284002
49.370607,-0.969383,-0.5028774,0.03410011,-1.220251,0.1461424,-0.0608196,-0.6830755,0.3464864,-0.2594914,-1.2508,0.810859,1.022215,-0.1621422
49.437234,-0.4433199,-0.04088732,-0.1609891,-0.4190031,-0.469181,0.2663596,0.3869208,-0.119036,-0.1092152,-0.1895057,1.600524,0.188289,-0.81865
49.503861,-0.3632112,-0.3785036,-0.08413296,0.03511165,-0.4550848,-0.2919371,-1.071177,-0.08297387,0.0809079,-0.7164492,-0.555204,-0.3292508,0.02025214
49.570488,-0.5628543,0.1489121,-0.03451709,-0.3003195,-0.5337423,0.4334647,0.1244808,-0.4202089,0.3713311,0.3997718,0.3747897,0.07971355,-0.4592737
49.637115,-0.9661211,0.1254082,0.1052288,-0.7633432,-0.852688,-0.0611722,-1.560504,0.2684658,0.4977951,-0.8527381,-1.924451,0.7004257,0.5664544
49.703742,-0.4447281,0.165547,-0.1954832,0.4496557,-0.7235348,0.8770833,-0.2586518,-0.116814,-0.6457411,0.4961252,0.1551329,-0.9834841,0.1273341
49.770369,-0.7098715,0.352493,-0.003223624,-0.2507499,-0.9707908,1.008873,0.5848137,0.4808153,-0.2337505,-1.347765,0.9465393,0.8173451,0.8070309
49.836996,-0.7230346,-0.3949808,-0.09266731,-0.131914,-0.3624269,0.5156469,0.0769574,-0.3251529,-0.1942158,-0.2942306,1.125823,-0.3366959,-0.4722978
49.903623,-0.3346317,-0.270003,-0.1011099,-0.01119972,-0.09459523,0.4830582,0.2205193,0.127027,-0.1624423,-0.8946866,0.8164524,1.113887,-0.1347318
49.97025,-0.428712,-0.464072,0.05898934,0.1926787,-0.4798259,0.0415676,-0.2618428,0.1355512,0.02774478,-1.015456,-0.2211924,0.04309235,0.0436471
50.036877,-0.002394991,-0.4679151,-0.1715904,0.471273,-0.1985044,-0.06049805,-0.2951496,0.2562311,0.3510698,-0.3177409,-0.00927503,0.9147491,-0.7074193
50.103504,0.02067165,0.159182,-0.01471729,0.4630951,-0.2568206,-0.5699884,-0.3040051,-0.3850452,0.068968,0.06084613,0.6624902,0.05139896,-0.2203848
50.170131,-0.1688209,-0.08559445,0.04959017,0.0507529,-0.3068427,-0.3669012,-0.2812565,-0.7356914,-0.05330146,-0.8673208,0.0271789,0.3791776,-0.07452303
50.236758,0.6150498,-0.1587791,-0.4637291,0.05188584,-0.8863971,0.6795918,-0.4258868,0.7383328,-0.3523556,0.4892033,-0.4840683,1.262892,0.3880188
50.303385,-0.5384227,0.08560128,0.1346682,-0.3679013,-0.4943338,-0.2328499,-1.094944,-0.2259792,0.4470827,0.7108706,1.928253,0.8791334,0.05331319
50.370012,-0.04292862,-0.5732533,-0.2216906,-0.2177396,-0.3711419,0.6814406,0.2327408,0.02369601,0.03393088,-0.6487442,0.3936381,0.4150207,-0.5848544
50.436639,0.1926587,-0.06739169,-0.3287575,1.163819,-1.097281,0.7128537,-0.3818008,0.7500852,0.4376042,-1.860819,-0.03543224,1.586052,0.07733965
50.503266,0.172826,0.2752862,-0.4183378,0.9791502,-0.4354353,0.8771634,-0.07126597,0.9082918,-0.05044779,0.1475252,-0.1325964,-0.3160911,0.02895199
50.569893,0.2597506,-0.01243499,0.1026089,0.1262139,-0.7290682,0.8288186,0.4077377,0.03081284,-0.008282923,0.7190314,-0.4365172,0.1853147,0.07346181
50.63652,0.1618218,-0.2673397,-0.1157783,0.1375669,-0.220364,0.5002591,-0.5076846,0.095975,0.07208,-0.5913606,1.341955,-0.4497529,-0.157991
50.703147,0.02526317,0.2203116,-0.4521405,0.02888983,-0.005627897,-0.01899418,-0.5145791,0.4445546,-0.01197521,0.4033669,-0.1557749,0.2120892,-0.2574295
50.769774,0.4156458,0.5255969,-0.7186728,0.8518307,0.05202885,0.905134,-0.1966854,-0.05886901,0.2708935,-0.3176394,-0.8802616,0.6595644,-0.1245224
50.836401,0.7257012,0.2520957,-0.3042518,0.7447995,-0.2376967,0.8824092,0.1998522,0.6956286,-0.02270064,-0.2206619,-1.50095,-0.7823119,-0.4727867
50.903028,-0.00890444,0.09772793,-0.1795648,1.217745,-1.286485,0.433396,-0.5383793,0.1580068,-0.10862,0.8699637,-1.390742,0.02993561,-0.3132592
50.969655,-0.7823797,-0.5803597,-0.1645719,-0.4680883,-0.4768313,-1.384155,0.08517462,-0.3431326,0.366921,0.9230788,2.02406,0.1219779,-0.5680681
51.036282,-0.3796969,0.1565395,0.115981,-0.2917882,-0.8777239,-0.1769672,0.6687224,-0.4602424,0.04701139,1.20925,2.490985,0.254424,-0.2164393
51.102909,-0.7643217,-0.05717314,-0.02462056,0.1168809,0.2688527,0.4636604,-0.5859813,0.2830694,-0.3842451,-1.246125,0.4515973,1.421802,-0.1149722
51.169536,-0.4454466,-0.5228112,0.02673404,-0.2376446,0.8417151,-0.4799686,-0.07434916,0.4527357,-0.1031353,-1.932514,-0.4888999,0.9673653,-0.2057246
51.236163,-0.4994574,0.08017731,-0.09314567,-0.4691037,-0.2077718,1.30387,-0.2106467,0.2897424,0.05250665,0.7535177,-1.266235,0.2543234,0.059806
51.30279,-0.2809483,0.0158681,-0.1628782,0.3889025,-0.955081,-0.02153491,-0.6611939,-0.9920958,-0.4234902,0.2813864,-0.3824142,-0.2810788,-0.6786447
51.369417,-0.2991997,-0.273532,-0.2593886,-0.2016441,-0.4097292,0.2171577,0.8841848,-0.2909909,-0.3707489,0.5481669,0.2292925,-0.2754704,-0.0945685
51.436044,-0.4716542,-0.3500194,-0.2620126,-0.5839853,-0.3085622,-0.3199676,1.062244,-0.5199732,-0.2827051,0.645201,-0.7280895,0.3503115,-1.079219
51.502671,-0.1363226,-0.5842113,-0.07356259,0.1700899,-0.3554923,0.01336469,0.4735642,0.5899625,-0.1901132,-0.3929546,-0.7420844,1.779115,-0.2664801
51.569298,0.1308979,-0.1603981,-0.1807359,0.1185554,-0.1635444,0.5717772,-0.3812735,-0.09657913,0.4133264,1.230297,1.745135,0.6015239,-0.6314791
51.635925,-0.2635493,0.1351541,-0.2025964,0.6909137,-0.02459904,1.397133,-0.07946055,0.5829215,-0.2947809,-1.19381,-0.9574323,2.23754,-0.1104578
51.702552,0.2745725,-0.2821371,-0.2919148,-0.3512175,0.9012968,0.731957,0.519277,0.05442843,0.08382493,-0.5551959,0.2380521,1.538032,0.1003702
51.769179,0.5341151,-0.04791326,-0.4989091,-0.1938695,-1.034578,2.548604,0.3675653,0.6523588,-0.2656036,-0.2845434,-0.07503171,1.255114,-0.5588059
51.835806,0.4101754,-0.01123963,-0.5347794,0.3671032,-0.596694,-0.07324613,-0.04082276,-0.1724033,-0.1686125,-0.2974413,-0.8673884,-0.3370092,-0.6543967
51.902433,-0.5710489,-0.3670169,-0.5268993,0.09529476,-0.5420336,2.064876,0.1328627,0.8422174,-0.03591672,-0.6432397,0.8019399,1.859512,-0.5558608
51.96906,-0.03413114,0.06776928,0.2376172,-0.1468367,0.9409679,-0.7967333,-0.3217708,0.07491893,0.5233035,0.5566314,-0.1519311,1.339047,-0.2429328
52.035687,-0.1004085,-0.3197523,-0.2056104,0.4691586,-0.6592968,0.8901786,0.597499,-0.1895024,0.445195,-0.2853635,0.5450896,-0.3359964,0.07351641
52.102314,0.3566652,0.02469292,0.002779771,-0.1763135,-1.134828,-0.001502875,0.4813128,0.06279843,0.3852426,0.8305671,0.4117816,-0.6805516,-0.1261071
52.168941,-0.4945654,-0.7356963,0.2950319,0.3506135,0.3688976,0.3681723,0.8797794,0.1495381,-0.7000433,-0.5339864,-1.137861,-0.4053871,0.05753439
52.235568,-0.4562335,-0.3955062,-0.2490429,-0.4532913,-0.9105803,-0.660928,-0.633747,-0.5893087,0.06996801,1.756451,-0.0368023,-0.6873352,-0.9091717
52.302195,-0.108292,-0.3926457,-0.2770714,0.4936283,-1.078731,0.573066,-0.05757996,-0.1095633,0.2505516,-1.002869,-0.1888017,-0.6100953,-0.3767601
52.368822,-0.1922147,-0.5020896,-0.3594134,0.02318646,1.024794,-0.5336865,-1.559268,0.4319139,0.1507062,0.577417,0.4297555,0.09755602,-0.04045175
