Frame,C009,C005,C004,C008,C003,C019,C002,C001,C000,C007,C011,C010,C006,mouse1,mouse2,contact
2.1986909999999966,-0.2706848,0.4329133,1.635055,0.285951,-0.1896215,-1.112531,0.336021,-0.2580425,0.08591107,-0.6152576,0.3509537,-0.4427798,0.3367148,,,
2.2653180000000077,-0.3477955,0.1339167,1.223619,-0.02977334,-0.5825556,-0.6058048,-0.3368858,-0.2785943,0.02595788,-0.6723604,0.235968,-0.1491564,-0.09694756,,,
2.331945000000019,-0.1025098,0.06487468,1.233427,-0.0139875,0.0599992,-0.588416,-0.5615487,-0.1820318,-0.06375922,-0.6597813,-0.6208953,-0.6498356,-0.08174028,,,
2.3985720000000015,-0.2982199,-0.3024183,1.250466,0.2187074,0.2220725,-0.9042945,-0.06584521,-0.08303174,0.2503594,0.1632809,0.1969715,-0.03345637,0.2353758,,,
2.4651990000000126,-0.05566764,-0.1373118,1.081994,0.1602255,-0.2023855,-0.2596951,-0.03705133,-0.2060897,-0.194085,0.08808323,1.097796,-1.023634,0.262043,,,
2.5318259999999952,0.01205402,-0.3691345,1.039868,-0.2335513,-0.4427252,-0.3758321,-0.3065755,-0.1661315,-0.2228612,0.1141244,0.4336922,-0.4587398,-0.2043697,,,
2.5984530000000063,-0.4780162,-0.3734829,1.15549,0.5422308,0.4177545,-1.02439,-1.085805,-0.3111126,-0.1672567,-0.4454009,-0.1691755,-1.371495,0.1362508,,,
2.6650800000000174,-1.208799,-0.5814613,1.348647,0.831158,0.4649081,-0.8714354,-2.086645,-0.3865344,0.7907342,-0.7098571,0.6710024,-0.3815854,-0.8314473,,,
2.731707,-0.7104842,-0.4107864,0.9835311,-0.3904327,-0.2253967,-1.336179,-0.981917,-0.9944715,0.2995553,0.3566643,0.9703386,-1.149174,0.3104503,,,
2.798334000000011,-0.3615628,-0.6961811,0.7327051,-0.387649,0.0861736,-0.9658551,-0.4478745,-0.2026084,0.04177879,0.007701921,0.3949273,-0.4715135,-0.60282,,,
2.8649610000000223,-0.5099941,-0.31843,0.7714713,-0.09487464,-0.04050587,-0.4277225,-0.6648307,-0.8004465,0.02607667,-0.2449647,-0.007716944,-1.152452,-0.1507258,,,
2.931588000000005,-0.6239724,-0.2811465,0.971919,0.05749928,-0.07455465,-0.8524242,-0.7459957,-0.003279435,0.1874604,-0.5929025,0.1168557,1.039485,0.3649504,,,
2.998215000000016,-0.9133474,-0.5413237,0.7643223,-0.2227085,-0.4131505,-0.7456266,-0.0446184,-0.2733265,0.04537686,-1.342254,1.21669,-0.2742045,-0.3774203,,,
3.0648419999999987,-0.651711,-0.1089559,0.6372762,-0.2328632,0.03031405,-0.3283707,-0.4174252,-0.8944741,-0.1499067,-0.1537664,0.4312367,-0.2992357,-0.4242143,,,
3.13146900000001,-0.6075433,-0.2991602,0.310777,0.04799252,0.05420365,0.1569106,-0.07958864,-0.01003999,0.05344258,-0.9634462,0.4709985,-0.2140885,0.01084129,,,
3.198096000000021,-0.7068646,0.6313853,0.4262152,-0.28471,0.02105519,-0.3971788,-0.5820035,-0.2558502,-0.08967519,-0.001139414,0.5936686,0.4451596,-0.1912848,,,
3.2647230000000036,-0.5021049,0.08627811,0.3265731,-0.1017769,-0.3783246,-0.5503479,-0.6176959,-0.6808951,0.319206,0.6394469,0.2706655,-0.6509988,0.2003839,,,
3.3313500000000147,-0.3335418,0.877257,0.7657788,0.3935005,0.9929742,-1.253781,-1.107842,-0.3367679,0.3319871,-1.222891,-0.766818,0.6825271,0.04549983,,,
3.3979769999999974,-0.3101763,0.06627965,0.391738,-0.3958668,0.8601811,-1.193635,-0.4990075,-0.03994136,-0.2527179,-1.201643,0.2955004,0.6670417,0.1568221,,,
3.4646040000000085,0.1163654,0.3145544,0.230932,0.1062447,-0.6721504,-1.395625,0.08952966,-0.3391945,-0.236871,0.6516067,1.378457,-0.8821175,0.03775621,,,
3.5312310000000195,-0.2087037,0.7200744,0.2530279,0.01597617,-0.01617013,-0.8835972,0.2370906,-0.2801595,0.2630613,-1.018314,0.1460967,0.1261878,0.8798468,,,
3.597858000000002,-0.5088931,0.3308344,0.6280095,-0.2378209,0.9249765,-0.2599294,-0.3167531,-0.556866,0.2690448,-2.407073,1.741989,0.3193207,0.6569283,,,
3.6644850000000133,-0.9728855,-0.6013245,0.4800369,-0.678485,-0.5066406,-1.869518,-0.4162679,-0.3040787,-0.1529493,-0.2710738,1.017446,-0.3444532,0.01380034,,,
3.731111999999996,-0.1138685,0.4643902,-0.06312679,-0.3121198,0.879221,-1.160142,-1.584676,0.09288277,0.1800675,0.4008006,1.538067,-0.7658266,-0.08649709,,,
3.797739000000007,-0.3769356,0.2174347,0.02573981,0.2589121,-0.3050212,-0.6785811,-0.1254029,-0.7004611,-0.08431061,0.5564877,0.09599565,-0.2161438,-0.4334416,,,
3.864366000000018,-0.3007925,1.032662,0.009366832,-0.3363209,0.1087429,-1.212583,-0.362451,-0.2029638,0.3487614,0.4472803,0.454526,-0.1961223,-0.2963407,,,
3.930993000000001,-0.4200741,1.336879,0.5482501,0.2484879,0.5842078,-1.315461,-0.09232128,-0.8287454,0.3457893,0.8046073,-0.6017298,-0.7911723,-0.2101509,,,
3.997620000000012,-0.2983111,1.421183,0.4121895,-0.07398861,-0.234335,-1.417043,-0.6498547,-0.71777,0.2397571,5.549045,0.8225672,-1.627938,-0.0527562,,,
4.064247000000023,-0.2975055,1.747498,0.02443501,-0.5974932,-0.3363926,0.160075,0.9596873,0.2068,0.1652782,1.622416,2.645729,-0.4225333,0.02258765,,,
4.130874000000006,-0.05298299,2.412988,0.2011559,-0.02416392,-0.9460719,1.300843,0.6029356,0.2142506,-0.422514,0.3413579,1.162568,1.474058,0.4312697,,,
4.197501000000017,0.063554,1.79443,0.1731512,-0.06004625,-0.2210852,0.3876856,-0.1056786,-0.3350572,0.2468811,0.4634227,-1.171392,-0.01475501,-0.05581538,,,
4.2641279999999995,-0.3133101,1.649047,-0.191021,0.2033891,-0.1973802,0.2516007,-1.791729,-0.5255477,0.3597306,0.04708689,-0.1145442,0.5683524,-0.1649348,,,
4.330755000000011,-0.0489116,1.780692,0.3566084,0.6187832,-0.6806987,0.1136279,-0.1701499,-0.4204426,0.4267453,0.3962344,-1.342971,0.2014754,0.08789523,,,
4.397382000000022,-0.6909948,1.278017,-0.04992035,-0.01340783,0.4356807,-0.6189592,0.1728878,-0.5169385,0.5870281,-0.2141896,0.793101,-0.7283494,-0.5510842,,,
4.464009000000004,-0.4100257,0.7530972,0.1971216,0.3288717,0.2680444,-0.0517016,0.5630665,-0.1146188,-0.5631748,0.9681855,-0.2367043,-1.565066,-0.2534653,,,
4.530636000000015,-0.5194696,1.218197,0.1670847,0.3233401,-0.5923056,0.38223,-0.1996645,-0.2442781,0.07319868,0.2323108,-1.842889,-0.02732429,0.08396099,,,
4.597262999999998,-0.5310907,0.6303576,0.0865903,-0.1063088,-0.6657698,-0.1339312,-0.5615354,-0.7589799,-0.09771194,0.7163802,0.4912898,-0.1575179,0.7306522,,,
4.663890000000009,-0.4850765,0.6840548,0.03153507,0.3501914,1.389121,-0.274846,-0.2831247,0.02537471,-0.05652656,-0.4911574,0.8776678,0.01165651,-0.1272708,,,
4.73051700000002,-0.2430932,0.9579133,-0.1958878,0.1080273,0.1306081,0.2614749,0.3817243,0.249218,-0.1066128,-0.2802682,-0.2376496,0.05337453,0.01930515,,,
4.797144000000003,-0.3192532,0.6648701,-0.3618496,0.1814143,-0.4156285,0.3653727,-0.4584666,-0.2413848,0.09186012,0.2278995,-0.2537591,-0.9529514,-0.9971568,,,
4.863771000000014,-0.5232395,1.475017,-0.09601908,-0.005788235,0.003996934,-0.3406893,1.105849,-0.1704762,0.04588691,0.4222748,-0.5090216,-0.15899,-0.2838022,,,
4.930397999999997,-0.6806413,0.5428689,-0.657801,-0.4334179,0.4282732,-0.6755524,-0.529878,0.03264285,0.1221049,0.5540153,-0.09355278,0.06100122,-0.6646149,,,
4.997025000000008,-0.6173908,0.1654065,-0.4754147,-0.2625644,0.1192801,-0.08434082,0.02877438,0.5967431,-0.5346081,0.6873745,0.4792207,0.189895,-0.3728114,,,
5.063652000000019,-0.09205567,0.7866163,-0.2397271,0.5852827,0.4056113,0.1950657,0.466809,0.01399221,0.2478931,0.4469443,-1.061482,-0.06444676,-0.1271987,,,
5.130279000000002,-0.3583758,1.226871,-0.4640414,-0.04845369,-0.1008902,-0.09360485,-0.2385873,-0.4575152,0.007364069,1.332055,-0.3648708,0.05382359,-0.5035266,,,
5.196906000000013,-0.3898739,0.7615247,-0.1525043,0.05553649,-0.04357805,-0.1521364,-0.2543221,-0.8255483,0.1225438,1.475488,1.689257,0.5611972,0.2210009,,,
5.263532999999995,-0.4214088,0.1637408,-0.2700778,0.1897996,0.2390625,0.3848911,-0.1452308,-0.1104575,-0.2033506,0.4711236,-0.2305493,0.3188602,-0.5975458,,,
5.3301600000000064,-0.01851627,0.9163467,-0.1050818,0.5050108,-0.1214985,0.04880552,-0.6112208,0.01820013,0.425888,0.4763312,0.7420849,-0.4642027,-0.7423262,,,
5.3967870000000175,-0.6000566,0.4535344,-0.3132863,-0.1423793,0.1102415,-0.5002772,-0.830406,0.1380879,-0.2022551,-0.2801739,0.1162385,1.446608,-1.180974,,,
5.463414,-0.3333506,-0.02039931,-0.2813645,0.142567,0.3565994,-0.8522322,-0.2744248,-0.1078364,0.5388407,0.4517362,-0.2102315,-0.5354763,-0.520517,,,
5.530041000000011,-0.06821452,0.4373379,-0.2093065,0.4093567,-0.3707198,-0.5566004,0.4776228,0.09389167,-0.02664052,1.216438,0.1490944,0.555047,-1.171623,,,
5.596668000000022,-0.2308073,0.5313998,-0.5125245,0.4471977,-0.7687939,0.8201532,-0.1813294,0.4237816,-0.3968652,0.7846855,0.04472777,0.5865356,-1.250359,,,
5.663295000000005,-0.6343839,0.140412,-0.03212578,0.2339703,-0.6032866,0.2131658,-0.2376886,-0.3228544,-0.2009165,-0.9696672,1.324063,0.9281444,-0.966257,,,
5.729922000000016,0.1354877,0.3654369,-0.1027103,-0.01116241,-0.5795013,-0.404875,0.7675249,-0.142818,-0.4954878,1.167873,-0.7188133,0.07463778,-0.6775427,,,
5.796548999999999,-0.07894027,-0.1662106,-0.4922833,0.3694444,0.1621948,-0.08586282,0.4176316,0.3588022,0.03662627,0.2171655,0.329423,0.2441284,-0.5886405,,,
5.86317600000001,-0.1643297,-0.1871172,-0.4752857,-0.01035255,-0.2440686,0.4893713,0.3119136,-0.1441807,-0.1925224,0.9646629,0.7946563,0.08476299,-0.6041542,,,
5.929803000000021,0.1476857,0.3594892,-0.1410644,0.2118796,0.09520039,-0.4262353,-0.8231027,-0.4439344,0.171629,1.359293,-2.137805,-1.267505,-0.4966924,,,
5.996430000000004,-0.6963223,-0.2804614,0.08542895,-0.2394806,-0.258914,0.2955642,-0.2061438,-0.1681947,0.6206499,-0.4740678,0.6240972,1.482649,-1.131296,,,
6.063057000000015,-0.4223374,0.05249116,-0.2494769,-0.1064794,-0.5539938,-0.3160075,-0.02289991,-0.3086479,0.1076826,-0.5330557,0.9518894,-0.6181598,-0.3183145,,,
6.1296839999999975,-0.3632987,0.03419524,-0.6103281,0.2522689,0.5000964,-0.005226566,-1.87583,0.2806067,0.2005792,0.2422499,-1.673726,1.351302,-0.3014626,,,
6.196311000000009,-0.5695327,0.2726957,-0.001453653,0.6200388,0.5731462,-0.4074105,0.6733866,0.2530834,0.0543343,-1.428378,-1.496398,1.031873,-0.4566248,,,
6.26293800000002,-0.6604272,-0.5901026,-0.4013003,-0.772363,0.1374329,-0.1347156,-0.4718135,0.174894,0.1505741,-0.3459626,1.677655,0.1203871,-1.157088,,,
6.329565000000002,0.0559371,-0.7024851,-0.5127752,0.09166899,0.2140435,-0.4144945,0.1172005,0.03092868,0.06209677,1.484975,-0.1802169,-0.3909692,-0.6808977,,,
6.396192000000013,-0.406158,-0.7634895,-0.4142693,0.06278518,-0.2912371,0.1404457,-0.4575946,0.2151062,0.482291,0.8560857,0.549557,1.375046,-0.5808688,,,
6.462818999999996,-0.09390935,-0.4283443,-0.3877309,-0.1486519,0.1245917,0.2740403,-0.1434571,0.126662,0.1479274,0.9065421,0.4120211,0.1081076,-0.06555562,,,
6.529446000000007,-0.4609182,-0.9261874,-0.5332893,0.5854931,-0.3155121,-0.1611113,0.1713039,0.2196629,0.2061794,-0.06743917,0.429221,-0.1102994,-0.3192935,,,
6.596073000000018,-0.5263519,-0.3359536,-0.4304265,-0.008478079,-0.1998714,-0.3015238,-0.7013962,-0.5495008,-0.7661434,0.4342181,1.049801,-0.3983945,-0.650547,,,
6.662700000000001,-0.4117581,-1.064207,-0.1931092,0.2513997,0.001671173,-0.485876,-0.09534586,0.4865535,-0.09485872,0.4190983,-0.5523259,0.12113,-0.3887159,,,
6.729327000000012,-0.4801064,-0.4147875,-0.3575719,-0.002829782,0.2738815,-0.5914606,0.4066614,0.3045062,-0.1306534,0.8010824,-0.6684271,0.642212,-0.7475968,,,
6.795953999999995,-0.1562268,-0.1388882,0.05691455,0.01373646,0.4984615,-0.9236394,0.2366428,-0.620365,0.1297607,0.737027,0.4600812,-0.3708932,0.04568491,,,
6.862581000000006,-0.01515604,-0.1305015,-0.2565939,0.7335886,0.1620202,-0.4918626,-1.29157,-0.1353214,0.1172284,0.1960235,-0.7166462,-0.8823799,0.2671968,,,
6.929208000000017,-0.08309171,-0.5049955,-0.02308726,-0.08295565,-0.5677356,-0.5624282,0.1903498,-0.1694165,0.2721082,0.8982356,-0.7553304,-0.2253669,-0.4241271,,,
6.995835,-0.5314419,-0.2592252,0.312101,0.6582025,-0.5967338,-1.116954,-0.3508888,-0.4058539,0.2759331,-1.07602,-0.08409072,1.266856,-0.803045,,,
7.062462000000011,-0.4565893,-0.5058625,0.02310348,0.5910611,-0.2929931,-1.060806,0.1706113,-0.9427817,-0.1634858,1.47651,1.053991,0.07798814,-0.3360701,,,
7.129089000000022,-1.215443,-0.388264,0.07335797,-0.9453768,0.1478786,-1.15856,0.747066,-0.09889481,-0.1080505,-0.6199761,-0.7844123,1.4718,-0.4418522,,,
7.195716000000004,-0.3554296,-0.09080677,-0.08649058,-0.2614105,0.01298219,-0.6416143,-1.223487,0.5297889,0.1609767,-0.5356495,-0.368908,0.6158655,-0.08940654,,,
7.2623430000000155,-0.5982099,-0.4166116,0.08883597,-0.2212418,0.9292469,-1.285624,-0.5591949,0.2234444,0.9261258,0.4559614,-0.7368069,0.8233303,-0.3071084,,,
7.328969999999998,-0.07038442,0.05513105,-0.1182212,0.8053748,-0.2490895,-0.7662116,-0.3976978,-0.5274408,-0.5964522,0.5970532,-2.76605,-0.9550122,-0.453075,,,
7.395597000000009,-0.3995945,0.1845348,0.04309456,-0.3807224,0.1221375,-0.3436462,0.8403935,-0.1811486,-0.5045307,-1.38251,0.0290716,-0.1080288,-0.5582439,,,
7.46222400000002,-0.6998265,-0.305108,-0.03349268,-0.07771521,-0.1317431,-0.1747087,-0.5099317,-0.07769927,0.1036378,-0.2972961,0.3955346,0.9772604,-0.9432395,,,
7.528851000000003,-0.6718739,-0.6311646,0.1133638,-0.0439096,-0.2515222,-1.246415,-1.036827,-0.9815472,-0.07144302,0.3554675,0.2109605,-0.4835377,-0.8783756,,,
7.595478000000014,-0.7298017,-0.46836,0.3707506,0.5269573,0.06686185,-1.241439,-0.5932577,-0.2567882,0.09624969,-0.2065865,-0.4717215,0.7176093,0.2006504,,,
7.662104999999997,-0.6752656,-0.362486,0.125544,-0.5745932,0.2747453,-1.075883,-1.006484,-0.04786981,0.3971628,-1.28614,-1.403628,1.021212,-0.9446824,,,
7.728732000000008,-0.7193117,-0.6491243,-0.06667213,-0.3642945,0.1745843,-1.094322,-0.2250599,-0.3102607,-0.09722201,0.3769161,0.6568441,0.0140004,-0.8207294,,,
7.795359000000019,-0.2827401,-0.2715436,0.04899336,0.376204,-0.07907394,-1.39236,0.7571423,-0.7286265,-0.08104113,0.6662133,-1.223071,-0.9971001,-0.6805535,,,
7.861986000000002,-0.6928399,-0.4144067,0.4667393,0.4256946,-0.1377581,-0.389719,0.047116,-0.2492115,-0.08861698,-1.788095,2.181494,0.6342242,-0.5403345,,,
7.928613000000013,-0.6803563,-0.4619997,0.2884844,0.02092325,-0.2513033,-0.4093321,-1.036267,-0.1283657,0.02314704,-0.8120735,-1.9566,0.8757281,-0.3205408,,,
7.9952399999999955,-0.1853068,-0.6192077,-0.09307497,0.1739148,-0.1219744,-0.4536788,-0.2305333,-0.6431916,-0.09318125,-0.7343436,-0.6004702,-0.572781,-0.6101227,,,
8.061867000000007,-0.04257393,-0.4299519,0.1598354,0.002912854,0.7262247,-0.6541994,-0.4669888,0.2830843,-0.1589522,0.5590618,0.2767375,-0.2793186,-0.4231909,,,
8.128494000000018,0.1072688,-0.985682,-0.3481322,-0.09002413,0.1543432,-0.3176414,-0.7851915,0.354113,0.0114949,-0.5347563,-0.6327511,0.7191731,-0.8957337,,,
8.195121,-0.5549015,-0.9506547,0.174089,0.04559172,0.226853,-0.8679698,-0.1045023,-0.1247638,-0.3137333,0.2342694,-0.2132754,1.06802,-1.254021,,,
8.261748000000011,0.156054,-0.6946356,-0.2681795,0.1382441,0.8698116,-1.392926,-1.605747,-0.06649753,0.2677164,0.2714561,-1.122875,-0.459452,-0.0173273,,,
8.328375000000023,-0.6630293,-0.1934183,-0.02624416,0.523078,-0.8716331,-0.09988736,-0.08272891,-0.3022881,-0.2851467,0.2403568,-0.3039115,0.4562831,-0.9491789,,,
8.395002000000005,-0.2063539,-1.036187,0.3421917,0.9914933,-0.3068536,-1.361982,0.9579116,0.4360887,0.4038175,-0.530784,-0.8668973,-0.3686198,-0.231123,,,
8.461629000000016,-0.8471581,-0.6920146,0.05483653,-0.1827282,0.5732005,-1.373671,-2.121395,-0.3728421,0.1197641,-1.246853,1.244994,0.751286,-0.9542132,,,
8.528255999999999,-1.758853,-1.295407,-0.01241125,0.3534204,1.033221,-1.635852,-2.413909,-0.4418565,0.402104,-1.365426,1.665737,1.492211,-0.4343192,,,
8.59488300000001,-0.168235,-0.2444469,0.266292,0.3645157,1.651025,-0.2668191,0.7202698,0.5125971,-0.1407713,-0.7947097,-0.3651102,0.8678852,-0.6826342,,,
8.661510000000021,-0.1717268,-0.5870677,0.16749,0.9548876,0.7310606,-0.6423162,-0.9044658,0.2488561,-0.2333676,-0.6082624,-1.505386,-0.3188793,-0.4913304,,,
8.728137000000004,-0.7794805,-0.9492568,-0.2264226,1.300472,0.8812293,-1.410772,-0.5602801,-0.3555761,0.3070953,-0.7056572,-2.044976,0.1366134,-0.6480662,,,
8.794764000000015,-0.7707386,-0.5190045,0.3392729,1.227026,0.3099571,-0.7333825,-1.48593,-0.03011953,0.2192051,-0.6556123,-2.194264,1.011134,-0.2380422,,,
8.861390999999998,-0.7431663,-0.5251069,0.2634824,0.6334468,1.821238,-1.235987,-0.9029083,-0.2890911,-0.1525532,1.895634,-0.2889069,-1.316283,-0.6006968,,,
8.928018000000009,-1.056129,-0.8116802,0.3411849,0.3210612,-0.2828227,-1.450363,-0.570125,-0.4519802,-0.2126205,-1.003276,0.1744256,1.133865,-0.6184268,,,
8.99464500000002,-0.3696968,-1.102585,0.3676943,0.5236484,0.3453424,-1.452146,-1.332357,0.1333302,0.285131,-1.488712,-1.19394,0.9265177,-0.5176938,,,
9.061272000000002,-0.8017685,-0.4154,0.1603739,1.05979,0.5611094,-0.6420293,-1.380929,0.6135643,-0.4722608,-1.132075,-0.7048681,1.533412,0.001809736,,,
9.127899000000014,-0.333172,-0.7573904,-0.01745631,1.194173,0.3271533,-1.07984,-1.179496,-1.232725,0.5254087,-0.02572005,-0.4091571,-0.6360438,-0.4019318,,,
9.194525999999996,-0.6162038,-0.3593562,0.05839483,0.9169506,0.7637814,-1.290697,-0.6167246,-0.387789,0.5337073,-0.925017,-0.9012088,0.6739626,-0.2254322,,,
9.261153000000007,-0.8124636,-0.2276112,0.2848123,1.04337,-0.1466298,-1.422956,0.3099027,-0.6375976,-0.1264552,0.5166373,-1.163907,-0.2283823,-0.3786033,,,
9.327780000000018,-0.1530518,-1.004155,0.1878701,1.069033,1.35607,-1.945084,-1.103597,-1.025597,-0.1326365,1.115957,-0.01233781,-0.9915211,-0.1780607,,,
9.394407000000001,-0.2804994,-1.021639,0.4063642,0.8341404,0.646013,-1.595732,-0.9223173,-0.411323,0.08154564,1.283212,-1.58102,0.08826742,-0.5687643,,,
9.461034000000012,-0.788525,-0.7671524,0.02108428,2.361251,1.73964,-2.067933,-1.814103,0.3503588,0.4434216,-0.3925303,-1.822587,0.3417183,-1.162565,,,
9.527660999999995,-0.1583813,-0.1052715,-0.07404589,3.882858,1.26697,-1.00935,-1.179828,-0.95517,0.5711059,0.6842666,-1.343645,-0.3247336,-0.3060494,,,
9.594288000000006,0.04553579,-0.4676978,-0.3060773,3.565996,1.775897,-1.1649,-0.1172269,0.116592,0.4097374,-0.3979814,-0.555938,0.933619,-0.283969,,,
9.660915000000017,-0.9118309,-1.143432,-0.2448238,3.745706,2.446218,-1.642365,-1.68551,0.4635457,0.6426999,0.5336258,-2.081561,0.1538156,-0.187466,,,
9.727542,-0.6120762,-1.439789,-0.04090587,3.448956,2.142848,-0.461487,-1.266784,0.2091649,0.3127484,-0.4783657,-3.17605,0.389466,-0.2882658,,,
9.79416900000001,0.1364173,-0.4707488,-0.1241221,3.906436,2.578277,-0.8705779,0.3395627,0.1636697,0.4197622,0.2052851,-2.662018,0.9485562,-0.1648248,,,
