Name,Status,ColorR,ColorG,ColorB,CentroidX,CentroidY,NumComponents,Size,ActiveSegment0
C113,undecided,255,255,255,383,513,5,54.5711,1
C114,undecided,255,255,255,401,317,16,49.5782,1
C115,undecided,255,255,255,343,222,4,56.4624,1
C116,undecided,255,255,255,508,260,1,62.3699,1
C117,undecided,255,255,255,540,55,22,38.9487,1
C118,undecided,255,255,255,504,379,42,38.0789,1
C119,undecided,255,255,255,638,641,79,34.1321,1
C120,undecided,255,255,255,321,481,74,32.6956,1
C121,undecided,255,255,255,573,360,40,33.1361,1
C122,undecided,255,255,255,783,205,7,72.4707,1
C123,undecided,255,255,255,475,380,2,69.1158,1
C124,undecided,255,255,255,743,427,23,33.541,1
C125,undecided,255,255,255,476,225,4,47.0106,1
C126,undecided,255,255,255,569,302,20,56.3205,1
C127,undecided,255,255,255,567,507,25,46.0435,1
C128,undecided,255,255,255,312,154,72,28.3019,1
C129,undecided,255,255,255,424,304,26,47.0106,1
C130,undecided,255,255,255,647,31,84,25.5539,1
C131,undecided,255,255,255,460,198,6,46.3249,1
C132,undecided,255,255,255,680,202,11,55.4437,1
C133,undecided,255,255,255,672,305,9,64.8845,1
C134,undecided,255,255,255,347,206,1,45.1885,1
C135,undecided,255,255,255,482,106,48,52.345,1
C136,undecided,255,255,255,629,740,6,34.5254,1
C137,undecided,255,255,255,446,110,2,62.2415,1
C138,undecided,255,255,255,718,263,7,49.6488,1
C139,undecided,255,255,255,1070,281,18,76.0592,1
C140,undecided,255,255,255,358,457,3,59.0593,1
C141,undecided,255,255,255,639,16,6,46.4866,1
C142,undecided,255,255,255,439,231,3,51.3517,1
C143,undecided,255,255,255,517,40,9,66.4078,1
C144,undecided,255,255,255,406,237,2,49.366,1
C145,undecided,255,255,255,503,464,9,45.607,1
C146,undecided,255,255,255,336,693,202,16.9706,1
C147,undecided,255,255,255,836,112,12,53.7122,1
C148,undecided,255,255,255,342,697,13,42.0119,1
C149,undecided,255,255,255,381,680,33,42.2019,1
