Frame,C009,C025,C013,C005,C029,C004,C045,C024,C008,C015,C003,C039,C019,C023,C035,C018,C038,C002,C014,C001,C017,C040,C037,C021,C036,C016,C000,C031,C027,C007,C011,C010,C006,C026,C030
1.265932,0.1163587,0.7635235,-0.7079657,1.459991,-0.4790273,-2.747131,0.259198,0.1119667,-0.3513786,-0.2391763,-0.05914353,0.1815878,0.3432106,-0.5041659,1.703974,1.412354,-0.8159406,-0.7428353,0.1714215,-0.4605448,-0.7411703,1.188816,-0.8587166,-0.6191031,-0.8187995,-0.4492672,0.7843159,1.499414,-0.5975157,-1.004162,-0.6623994,0.3680246,-0.5960358,-1.545366,-0.6362613
1.33256,0.6872481,-0.6320109,-1.536056,1.676334,-0.5102209,-1.619049,0.2060273,-0.007415779,-0.8334504,-0.06176589,-0.02676571,0.8651791,-0.8376635,-0.7690652,1.489237,0.7211776,-1.097494,-0.0330721,-0.5483472,-0.4591709,0.8323254,1.371097,-0.9499759,-0.5339484,-1.890942,-0.5854928,-0.383628,0.5420527,0.05749743,0.123282,-0.839877,-0.9691585,-2.125194,-1.602346,-0.665188
1.399188,0.5837902,-0.07719282,-1.748987,0.8262689,-0.818867,-1.579966,-0.01668106,-0.8418301,-0.7793561,-0.1224329,-0.4740919,0.2378669,-0.09742277,-0.4598139,1.156777,0.8003523,-1.100061,-0.04893207,-0.1766711,-0.3444438,-1.949812,0.8155493,-2.222793,-0.4713182,-0.4409592,-0.308248,0.452473,0.3425844,-0.4558384,-0.3352603,-0.8843942,-0.5784496,-1.711593,-0.551131,-1.516683
1.465816,0.3481423,0.1312138,-1.515759,0.8897821,-0.1029226,3.369823,0.06471322,-0.2062514,1.053277,-0.04757357,-0.3675738,0.1632163,-0.117697,-0.2735756,0.4046256,-0.8635163,0.8607333,0.3446029,0.9561985,-0.4753984,-0.1340591,0.9426701,-0.1543521,-0.8783639,0.5684544,0.2697951,0.1647793,1.185845,-0.4369123,-0.2532743,-0.6427261,-0.5216188,-0.7643335,-0.8114794,-0.814984
1.532444,-0.1940153,0.4737653,-2.091764,0.7218881,0.05752357,5.468353,0.1045157,0.796035,1.87382,0.135822,-0.08266512,0.9288499,0.6201133,0.07187624,1.205823,0.3847178,-1.347477,0.7195196,0.782415,-0.1399579,0.5122516,0.7245175,-0.9886461,-1.118502,-1.213172,-0.6026762,-0.1016809,0.4063225,-0.008985073,-0.6807667,-0.3867506,-0.7203088,-1.203022,-1.564856,-0.793152
1.599072,-0.8247241,1.310275,-1.155075,0.06163205,-0.03337191,7.473288,-0.05211993,-0.05270968,0.5228615,-0.4143968,-0.08765932,0.1033474,1.9049,-0.8744733,1.922127,0.8728222,-2.042402,0.1159724,0.1341207,-0.2499246,-0.09514074,1.151923,-2.204644,-1.209327,-0.4983407,-0.657653,-0.6047871,1.696101,-0.178517,0.6443509,-0.0435204,-0.02851066,0.1086157,-0.5094575,-1.274197
1.6657,0.5683693,1.60295,-1.067129,-0.2191419,-0.6523517,8.780256,0.06241155,-0.4390097,1.889159,0.0343463,0.03469993,-0.3110578,0.06877398,0.05034921,2.18306,-0.08982182,-1.86361,0.1924154,0.1747145,-0.3302687,-0.01169688,0.8344815,-2.15253,-2.070049,0.2692979,-0.7203559,-0.04644576,1.053183,-0.437871,-0.6766477,-1.476342,-1.197449,-1.551199,1.88542,-0.644419
1.732328,0.1822451,-0.8540848,-1.342077,-0.2992059,-0.004595025,9.428143,0.003575633,-0.298039,2.308034,0.2869498,-0.0899656,-0.02508883,0.1954855,0.2665126,2.623716,-0.09882654,-1.463869,0.614949,0.748419,-0.1653959,0.4425752,0.3165496,-1.707214,-1.237759,-0.05586963,-0.8023515,0.4826794,-0.1566118,-0.1972971,0.1509082,-1.17124,-1.80526,-2.111065,3.152044,-0.03433238
1.798956,0.0833745,0.6690386,-1.806369,-0.5860515,1.218423,9.843277,-0.0800147,-0.1446758,1.220715,-0.2025314,-0.6450778,-0.2845505,-0.04843365,0.3431772,2.124979,0.5207047,-0.1380996,-0.4347249,0.05056854,0.2244099,-0.5255398,0.6171847,-2.447491,-2.807319,0.1922722,-0.6185836,-0.7403627,0.1270287,-0.5474868,0.8331754,-0.9947979,-1.43346,-1.118875,3.317779,-0.08347916
1.865584,-0.4302358,-0.5846722,-1.118626,-0.4401215,0.004933028,7.033989,0.009046763,0.2791912,-0.1305244,-0.1102946,-0.484124,0.1666367,0.8339051,-0.7626688,1.953758,0.6136731,-0.1278797,0.05896523,0.1183899,-0.3521416,-0.9840239,0.6753299,-0.8105246,-1.771535,1.320442,-0.4699782,-0.2538264,1.523012,-0.5076288,-0.3105213,-1.455621,-0.6684738,0.04929917,4.177526,-0.03710097
1.932212,0.1366136,0.6306248,-2.286705,-0.3841485,0.01267316,7.507304,-0.1367651,-0.1982294,1.252763,-0.1604459,-0.8572299,-0.499724,0.1443172,-0.3698448,1.311669,-0.7691058,2.434076,0.3028363,0.3564306,-0.2534505,0.5219367,0.3867935,-0.5411324,-1.97925,1.019652,-0.4786161,-0.484838,0.9775683,-0.598659,0.7986076,-1.872108,-0.4369932,-1.86218,2.995058,-0.1679602
1.99884,-0.678616,2.040727,-1.770904,-0.1521561,0.5076936,6.255346,-0.08124544,0.9614936,0.4917819,-0.6021624,-0.6782775,-1.168218,-0.5951936,0.3388779,1.441381,0.1177345,2.536998,1.45813,0.3175667,-0.5352929,0.1836105,0.5092982,-0.1468056,-1.784176,2.17624,-1.12666,-0.4711459,1.563209,-0.479375,0.04978088,-1.272807,-0.3381871,-0.02803746,2.591352,0.8047919
2.065468,-0.3999434,0.3688052,-0.7619221,-0.267748,-0.7706045,6.132987,-0.06539093,-0.6845271,-0.4593233,-0.345474,-0.2087695,-0.5135198,0.4050125,-0.9781021,0.8107479,0.2086563,1.983836,0.6625476,0.2712527,-0.3195255,-1.547971,0.1494621,-2.007819,-1.465784,-0.02600178,-1.080217,-0.002105064,0.07816235,0.04775856,0.1321742,-1.647101,0.4965826,-0.3043941,3.336927,-0.5479271
2.132096,-0.165076,1.3954,-1.470006,-0.1403969,0.713388,5.530322,-0.1254008,-2.784441,2.137992,-0.3856496,-0.3964968,-0.1580954,-1.479587,-0.1846731,0.5206646,1.76183,1.150884,0.01622056,-0.5643405,-0.2179047,-2.390433,0.175945,-0.9182273,-2.852273,2.332259,-1.31881,-0.9971042,0.4310784,-0.1279943,-0.06762625,-1.245843,-0.09891414,-0.8581275,1.335339,-0.3671387
2.198724,-0.3606602,-0.2952934,-1.626448,0.2444797,0.4328567,3.078532,-0.0391308,-1.226404,0.1281022,-0.8817471,0.2196684,0.4882441,1.490637,-0.1274216,0.6097947,1.412465,0.4412251,0.538413,0.1495554,-0.3613706,-0.27302,0.03857201,0.7330175,-1.769139,-0.1733346,-0.7268915,-0.0453963,0.08673158,-0.1302158,0.1657368,-0.6035337,0.4312966,0.123319,2.079144,0.3631653
2.265352,-0.5614381,1.005968,-1.3565,-0.3337791,0.377639,4.431813,-0.02693298,-0.1729805,-0.5704166,-0.8910047,-0.2121833,0.2042466,1.47264,-0.7282764,-0.5848028,0.4037293,0.517108,0.8746607,0.3944666,-0.2537739,-0.8733893,0.1241337,2.313056,-2.503005,-0.7070745,-0.9441199,-0.6800461,0.6510071,-0.1936905,0.6126915,-1.350254,-0.006310818,0.8901511,0.4596538,-0.4826669
2.33198,-1.085266,0.2992935,-0.9259681,-0.2215089,-0.02825437,2.944538,0.08988152,0.7187133,-0.7686331,-0.3680349,-0.01756068,1.008541,0.9320351,-0.6938392,-0.03044201,-0.2916291,0.3222997,0.5605929,0.1819104,-0.3303616,-0.8575202,0.3109553,3.719902,-1.635278,-0.7680691,-1.204766,0.2655131,0.1268281,-0.06516719,-0.3359389,-1.063217,-0.02249418,0.6966332,0.3299839,-0.256259
2.398608,-0.1910632,0.1489977,-1.809493,-0.5594543,-0.05884481,1.793178,0.1627211,-0.7826825,-0.2606745,-0.509993,0.484832,-0.2152131,0.2212119,0.454632,0.7773857,-1.038141,0.3795884,0.3208904,0.3065959,-0.3535446,-1.221302,0.2999441,3.432365,-0.5982887,-0.1953812,-0.7969164,0.2004712,0.00835563,-0.199239,-0.1703681,-1.04957,-0.3478515,-0.3194077,0.3603694,0.2616274
2.465236,-0.6441717,2.758464,-2.009818,-0.0769816,0.2968361,1.651377,-0.09979427,-1.007141,1.937588,-0.6536099,-0.4716737,0.1034677,0.01329227,0.1641349,0.06870943,0.4592196,1.306665,1.040398,1.138324,-0.5541313,-0.2904012,0.5814047,3.359802,-0.838963,0.7932474,-1.610329,-0.4273606,0.5077616,-0.09415946,-0.06136717,-2.030886,0.6490044,0.4262354,0.9109222,0.04847944
2.531864,-0.8854207,0.8944532,-1.84609,-0.5273885,0.5073221,0.1506213,0.2114548,-1.368359,-0.435033,-0.1938025,-0.2822979,0.5249562,0.8423692,-0.6487781,0.1046813,0.1665903,0.2620079,0.4586148,-1.812623,-0.5299758,-0.2870237,0.2419808,3.154949,-0.7420747,-0.2866738,-0.9093302,0.6509922,0.6259953,-0.05662505,0.6098122,-0.765983,-0.1831672,-0.1019569,-0.003880988,0.6098693
2.598492,-1.09391,0.1285842,-1.627432,-0.2411168,0.6439342,1.391525,-0.2067396,-1.876385,0.5325891,-0.7749027,-0.6366252,0.9779027,1.299038,-0.2751309,1.27747,1.248137,0.192083,-0.1684307,-0.3989902,-0.1106023,0.8340933,0.2906725,2.424369,-1.692884,0.62256,-2.129316,-1.19988,-1.108097,-0.4685485,0.06861199,-1.689008,0.173615,-0.1203894,1.083838,1.164091
2.66512,-1.179393,0.793041,-1.075014,0.1139434,0.02355135,0.8331648,0.1850635,-0.4491484,-0.857345,-0.426192,-0.4735708,0.6821852,0.261648,0.5972021,1.873075,0.7879714,0.4484303,0.5758362,-0.3276826,-0.40141,-0.1114446,0.3553673,4.564198,-0.8483057,-1.454726,-0.8870197,0.386841,0.3314751,-0.2371496,0.2087533,-1.25299,-0.4919723,0.8239805,-1.608352,0.1710033
2.731748,-0.7492926,-0.1073393,-0.525665,-0.04151009,0.03372118,1.033922,-0.04559774,-1.935227,1.430861,-0.008494999,-0.6905951,0.03825313,0.3312512,-0.4589943,2.78117,-1.593335,-0.9228278,0.5270061,-0.1185909,-0.3644043,-0.0924669,-0.3559484,3.266127,-0.1606252,-0.006811477,0.1166898,0.1705305,1.936525,-0.4028176,-0.2355109,-1.175931,0.2862823,0.3950177,-0.5029105,0.406409
2.798376,0.3524431,0.685827,-1.563707,-0.4357378,-0.07091555,0.8672843,-0.1188545,-0.588161,0.9063603,-0.174773,-0.3214611,-0.1691718,-0.3033823,-0.5059567,2.276902,0.8580047,0.5528255,-0.6982788,-1.114675,-0.3793955,-0.2274659,-0.9973703,2.183906,-0.3493802,0.4019989,-0.6055198,0.4900702,0.01859447,-0.09054619,-0.02148113,-0.8787042,-0.4380496,-0.5781471,-0.01165169,-0.5988588
2.865004,-0.8322468,1.311852,-0.8650723,-0.2083548,-0.1481494,0.4695251,-0.1075893,0.1285432,1.029348,-0.209798,-0.5292238,0.5179951,-0.3871263,0.1926936,1.189525,-0.5357109,-0.3743924,-0.9588488,-1.393739,-0.2772887,0.3768477,-0.2597878,2.451392,-1.145302,-0.1977772,-0.2612188,0.2927512,1.131206,0.2311585,0.6949389,-0.3985159,-1.646725,-0.04382692,0.2305481,0.403254
2.931632,-0.2647341,0.07238216,-0.9038582,-0.7886568,0.2161645,0.1950265,-0.1675101,-0.4128878,-0.9075527,0.4153599,-0.2467147,-0.1640984,1.818471,-0.0195311,1.642634,0.1644551,-0.4018381,0.1612673,-0.6292505,-0.3482728,-1.095095,-0.6825415,2.230505,0.3499494,-0.4680818,0.1175574,1.159446,0.06489233,-0.158603,-0.1208454,-0.2599679,-0.4623405,-0.002849756,-0.7894104,0.005912269
2.99826,-0.3168939,-1.016625,-1.329962,-0.2342311,0.2559611,0.9360089,-0.2359442,0.1049192,-0.3334567,0.7522625,-0.4561182,0.8770406,0.1123088,-0.524341,0.8793626,-0.5682706,-0.003059931,-0.1271096,0.01208129,-0.6521551,-0.5922997,-0.8842459,1.904146,2.004716,-0.7895562,-0.2563287,-0.1824021,1.154918,0.3397591,0.1328748,0.2418708,-2.103373,-0.9760501,-2.413972,0.349128
3.064888,-0.8268219,0.4108611,-0.8034598,-0.5041769,-0.3026937,0.005340469,-0.268602,-1.498955,-0.1120137,0.7302887,-0.3171449,0.6946915,1.054575,-0.07637149,0.9683446,-1.163199,-1.170132,0.7580897,-1.660192,-0.3647911,-0.5043362,-0.6179786,3.16124,0.002126362,-0.7836919,-0.7961304,-0.09864391,-1.249129,0.3428037,-0.748025,-1.257465,0.1505523,0.02898587,0.4265598,-0.3957821
3.131516,-0.3459784,0.8358384,-1.312935,0.05661427,-0.2138371,0.3983186,0.0497113,-0.1618288,-0.2872985,0.6686679,-0.5881009,-0.04218789,-0.3490531,-0.754797,0.2267353,-1.026646,-0.830168,-0.9042682,-1.143183,-0.4900404,-1.092934,-0.7016469,1.837864,-0.2154454,1.018196,0.2783519,-0.3559788,-0.3605462,0.2532819,0.07721982,-0.4312429,-0.2910964,-0.8938045,-0.3730968,-1.479256
3.198144,-0.8766345,-1.752928,-1.536634,-0.4198754,0.1090524,0.8675218,-0.1187217,0.1402518,0.7248646,0.8416978,-0.5655271,0.9905385,0.6010431,0.3471032,1.104477,-0.7822801,-0.291155,-0.007816014,-0.9570424,-0.3318925,0.2702523,-0.4157211,2.180643,0.1472708,-0.3513269,-0.02356193,-0.5759418,-0.7328089,0.2922551,-0.8364264,-1.23882,-1.298954,-1.211535,-0.04701637,-0.6722715
3.264772,-0.6037604,0.4287435,-1.365446,-0.0636876,-0.3046135,0.3787924,-0.1827526,-0.5406175,0.04361806,0.3840492,-0.9456366,1.254151,-0.9291514,0.3770427,1.252023,0.6494099,-1.57552,0.2845821,-1.047717,-0.2251363,0.3305664,-0.4461202,1.504798,-0.4571936,-0.1730342,-0.3007035,0.3817603,-0.9577332,-0.1888224,0.138573,-0.8807393,-0.4648755,0.1220055,0.5773594,-0.7793688
3.3314,-0.2448554,-0.9453953,-2.356023,-0.4710397,-0.007326747,0.9905843,-0.05972807,-1.24163,0.06845919,0.4108339,-0.8989002,0.6452592,-0.7255709,0.5451973,2.228775,2.437432,-1.278606,-0.6962665,-1.112093,-0.3914678,-1.403668,-0.8326427,0.6903824,-0.734975,-0.2721601,-0.04314518,0.2703001,-0.7747994,-0.34041,-0.7271476,-0.07429402,-0.1161842,-1.216684,0.3601216,-1.39707
3.398028,-0.3816664,-1.174084,-1.671955,1.494771,-0.1211272,0.8797423,-0.1739073,-0.7723083,0.4779531,0.210118,-0.6036148,1.617577,0.9552045,0.05587551,0.7712988,2.194986,-0.3007014,0.6046042,0.05507716,-0.2455281,-0.2623535,-0.7872974,-0.8092554,-1.663675,-0.8356018,-0.6411445,0.8266854,-0.4118946,-0.05848059,0.6753069,-0.5365402,-0.1946583,-0.1615193,-0.2429716,-0.2557221
3.464656,0.5786976,1.155475,-1.999695,3.506193,-0.8090621,0.0732255,0.1094405,-1.135259,0.6022813,0.418602,-0.006212969,0.5725415,-0.108221,-0.9623436,0.8493398,1.49664,-1.814054,-0.9523669,-0.5562776,-0.4159161,-2.241458,-0.7701635,0.6386772,-0.5368801,-0.2796818,-0.5485148,0.3463867,-2.013663,-0.07363224,-0.03107868,-1.012812,-0.05835853,-2.234844,-0.9831158,-0.5815919
3.531284,0.09355183,1.070723,-1.390318,4.177777,-0.6162962,0.9632105,0.08318845,-1.578187,0.1893004,0.6185842,-0.8189331,-0.6439496,-2.019001,-0.6833953,0.4580729,1.108169,-0.8101155,0.0897921,-0.2146644,-0.5846009,-1.192573,-0.8866514,-1.842224,-1.854828,1.38107,0.2314227,0.6136886,-3.460259,-0.1586957,0.1104022,-0.4363888,-0.8374092,-2.59697,-0.03177633,-0.2882771
3.597912,-0.2466367,-0.05507769,-1.14377,3.944762,0.1157383,1.146654,-0.04029732,-1.605002,1.174888,0.3034494,-0.5346837,0.05197792,-2.191685,-0.3798279,0.6001336,0.8253472,-3.963719,0.354643,0.4669874,-0.6778798,-1.92885,-0.6704475,-0.2951924,-1.763083,1.345442,-0.8564091,-0.01847437,-2.516239,-0.2669096,0.4550645,-0.4555255,-0.9859295,-2.008682,-0.004371063,0.1507612
3.66454,-0.4271271,0.2078653,-1.241007,3.339211,0.1582091,-0.6677716,0.1135145,-0.5665616,-0.4724524,0.4117888,-0.1757838,0.1554635,-0.7364245,-0.5721538,0.9928915,1.189906,-2.516098,-0.2959264,-1.123829,-0.7477959,0.3313787,-0.4806636,1.492836,-0.8274369,0.795373,0.2775857,0.4381154,-0.2388352,-0.3786054,0.4833249,-0.5211236,-0.6830851,-1.046028,-1.902613,-0.6492828
3.731168,-0.7612445,-1.207001,-0.6468148,3.405773,0.3082949,-0.5078549,0.09659223,-1.064651,-0.5278803,-0.02780624,0.04236196,0.2082937,0.3700391,0.02751565,0.455425,3.318655,-4.560667,-1.271511,0.4160856,-0.7723436,-0.6184477,-0.6996058,-2.170053,0.6756799,0.1434166,-0.3355076,0.6456264,-0.6118537,-0.7076402,1.436632,-0.6377122,0.07155649,-1.576337,-1.222291,-0.30049
3.797796,-1.017625,0.8464742,-1.704886,2.907789,-0.309003,-1.324443,0.1559384,-0.1621615,-0.2603161,0.2589149,-0.316775,0.1177787,-1.075565,-0.4404748,0.5955786,-1.131769,-3.038813,0.8219315,1.668537,-0.8858153,-1.106194,-0.6674201,0.1119078,-0.1997289,1.475568,-0.5600766,-0.04196458,0.09954598,-0.1935808,0.3041944,-0.9378429,-0.6940845,0.0007503594,-0.9333222,-0.2788649
3.864424,-0.8036488,2.115844,-1.43103,3.427256,-0.3620232,-2.223239,0.06668381,-0.2249102,-0.8333069,0.2947394,-0.1763707,-0.08108497,0.8652498,-0.4251881,0.668096,-0.2844773,-2.858899,-0.1817905,-0.8895144,-0.7997615,-0.9193836,-0.5798596,0.2955653,-0.7794271,2.087941,-1.606597,0.6101134,-1.214584,-0.6796044,-0.3421694,-0.08148782,-0.4238428,-0.2355236,-0.3181997,-0.6086563
3.931052,-1.422495,-0.7383856,-1.467862,2.384032,-0.03057176,-1.852239,-0.02442729,-1.516057,-0.1250047,0.5868051,-0.206748,0.08757599,-0.2796873,-0.4842124,-0.07603358,1.713198,-3.905603,0.07320372,-0.8175638,-0.602752,-1.844637,-0.5817329,-2.483645,-0.8092046,2.422995,-0.7507281,0.6997367,-1.187856,-0.2040705,0.7573862,-1.977273,0.2395772,1.136416,-1.346859,-1.108057
3.99768,-0.01581314,-0.2651796,-0.7254882,2.085353,-0.847534,-1.502142,-0.1087024,-1.826391,-0.5705041,0.1891971,-0.2905787,0.2451299,-1.553464,-0.3727593,-0.4286461,0.4728072,-1.729999,-0.4563074,-0.377434,-0.6062273,-0.3159646,-1.009855,-1.507783,-0.4545226,0.4370761,0.7747869,-0.005515524,-1.142336,-0.2066452,0.8297132,-0.3932821,-0.3370685,-1.939551,-0.08160416,-0.09289775
