Frame,C009,C025,C013,C005,C029,C004,C045,C024,C008,C015,C003,C039,C019,C023,C035,C018,C038,C002,C014,C001,C017,C040,C037,C021,C036,C016,C000,C031,C027,C007,C011,C010,C006,C026,C030
24.385848,0.7244807,0.5151221,0.6659324,-0.635437,0.367304,-0.6236014,-0.3073568,0.04814716,-0.5411747,0.2984342,0.932535,0.6764605,-0.851756,0.2370639,2.678711,0.4252859,0.1631364,0.2733461,-0.05364193,-0.3341674,0.1019499,0.4065704,0.3104857,0.2268458,1.633353,-0.1254151,-0.4937479,0.009546326,0.5244393,1.185442,-0.6054088,-0.1634635,-0.1772821,-0.3500894,-0.3889693
24.452476,-0.2077285,-0.7878381,0.04671054,-0.3851445,0.02998621,0.7890469,-0.3109097,-0.419294,-0.2699495,0.1578182,0.7826301,0.0787627,0.1863738,-0.2192668,1.998416,0.9314106,-0.2088758,-0.658431,-0.4528882,-0.4541694,0.104266,0.4317051,0.0008473111,0.7371376,1.285082,-0.6290833,-0.2536281,-0.1158271,-0.2570522,0.657007,0.3567285,-0.2396039,0.7851986,-0.5290787,-0.8638526
24.519104,-0.5218522,-0.05148254,1.733858,-0.6421729,0.1088379,0.7788741,-0.4959258,0.1183159,0.6374644,0.0770652,1.049856,0.3912417,0.3530986,0.6589696,2.110999,0.1168777,1.054225,-0.5098919,0.4542302,-0.06742367,-0.6898292,0.4534258,-1.171644,-1.051238,1.648402,-0.5515131,0.05225429,-1.400028,0.2311821,-0.06844974,0.2611598,-0.09683236,0.24694,0.9353791,0.4141738
24.585732,-0.2555106,-0.4599352,1.59577,-0.3974896,-0.8961045,-0.7745759,-0.3366995,-1.064665,0.4873028,0.1581056,1.583081,0.02778341,0.6057993,0.3905667,1.035052,0.6920534,0.7797863,0.1117078,0.1107172,-0.5912282,1.020175,0.6988965,-0.4325441,-0.4662067,0.9369577,0.06866863,0.09429714,0.0985403,-0.2676924,0.3603115,0.7628872,0.8356922,0.8370718,2.282737,-0.08694638
24.65236,-0.2175657,-0.6903616,0.8928238,-0.7319224,0.37171,-0.9831492,-0.3701353,-0.1939156,-0.8852627,0.411871,0.337283,0.2880769,-0.2484345,0.2563995,0.9878619,0.2906334,-0.09649048,-0.5125648,-0.03409973,-0.4100138,0.4341978,0.8754134,-1.218694,0.3133972,0.6080661,0.7655787,0.0792703,0.2475122,-0.1678049,-0.09520479,0.9960954,0.4034246,0.6253239,3.280886,-0.1524578
24.718988,0.4957906,-0.05992621,0.3606042,-0.02096801,0.7679189,-0.604655,0.008121458,-0.1928319,-0.6073902,0.09359476,0.6033568,0.1939921,0.05275452,1.119827,1.173458,0.8060743,-0.6414008,-0.6844788,-0.6402541,-0.4263514,-0.06164854,0.8780933,-0.5717037,0.2709609,1.043996,1.048075,0.1610659,0.2760332,-0.2231149,0.4742349,-0.2821757,0.7271736,0.2620909,4.014969,0.3139243
24.785616,-0.1650645,0.8130726,0.4520723,0.2158357,0.4112844,-1.926181,-0.147135,-0.620637,-0.2484499,0.1217903,1.043855,0.163536,0.179239,1.251745,1.566234,0.3823733,-0.3196281,-0.3442818,0.8650514,-0.6927007,-0.4591783,1.405503,0.2387174,-0.2803817,-0.6109418,0.2263446,-0.6668086,-0.1184171,-0.08602848,0.04656265,-0.5154142,0.9686322,0.1498377,3.802198,-0.7652474
24.852244,-0.7073008,0.8007016,0.701759,-0.05476591,0.5587708,-1.119051,0.02731192,-0.3664716,-0.1829559,0.5712258,0.5369644,0.5486063,-0.03240424,-0.5912502,0.5529658,0.7420134,0.2442092,0.2659792,-0.2754664,-0.3578764,-0.326857,0.9922835,0.6390949,0.06328936,-0.1719159,-0.1458522,0.3562378,-1.691835,-0.1082544,0.3567644,-0.3354697,0.3156694,0.3517083,5.319481,-0.8706914
24.918872,0.006618799,-0.08549739,0.3539971,-0.6377276,0.5663404,-1.027554,-0.140469,0.04691002,-0.4600265,0.1136491,0.5168269,1.011641,0.9369951,-0.9325332,0.1015638,1.22623,0.1213249,-0.1233835,0.2437381,0.06129302,-0.5929693,0.9016277,-0.6864488,-0.6365477,0.6259854,0.3189634,0.1967523,-0.1635464,-0.1234264,-0.1744329,-0.1380078,-0.1215583,-0.5447152,4.4486,-0.2774184
24.9855,-0.4294809,-0.4989833,0.7311796,-0.182304,1.313539,-1.08127,-0.1463234,-1.479426,1.021226,0.002141894,0.3786899,0.2971017,-0.4302126,0.4985998,0.3065934,-0.2886048,0.5104303,1.349652,1.226632,-0.1321016,-0.5959327,0.7739448,0.01840271,0.4103481,1.018113,-0.5582497,-0.1803929,-0.5958154,0.4127601,-0.4832598,-0.3292856,0.7301925,0.7183792,3.518836,-0.2483484
25.052128,0.5375903,-0.3019794,0.5405179,-0.2251154,-0.4526421,-0.451844,-0.2885987,0.4287977,0.893836,0.2163702,0.5855849,-0.5448726,0.4454851,0.2195991,-0.2495781,-0.4897986,1.731399,0.0732073,1.775285,-0.3213216,0.51357,0.2957807,0.5765045,1.760076,0.4026508,-0.4679697,-0.01100149,0.814236,0.217622,0.8003993,-0.9956031,-0.005169637,0.09144481,3.936197,-0.08421678
25.118756,0.3841448,-0.2614305,0.5327526,-0.4174795,0.1556847,-1.458683,-0.2890066,-0.7320716,-0.03997742,0.1146974,0.5115875,0.1086917,1.274254,0.8883973,0.3587618,0.7856768,2.273466,-0.4646189,0.9530639,-0.361282,0.2126778,0.07669125,0.6062731,1.392212,0.05847275,0.6251777,-0.193094,0.03752432,0.1328455,-0.05160309,-0.6008475,0.1678489,0.9561133,2.340033,-0.1091429
25.185384,-0.3881017,0.2767123,0.7809336,-0.1749504,0.4380548,-2.018106,-0.1631031,-0.7104384,-0.8805743,0.1548046,0.2668237,0.009889089,-0.9785104,0.2490595,-0.310017,-0.3085189,1.59247,0.4206408,-0.5221611,-0.2433515,-0.3789936,0.4815583,-0.5606228,-0.64091,0.9104803,-0.338166,-0.2546991,-1.186939,0.004769988,0.3609689,-0.6925811,0.4332443,1.204359,3.304197,0.1812233
25.252012,0.145755,-0.03948452,0.5264503,-0.2864861,-0.6734245,-1.57444,0.06853697,-0.5376722,-0.09180627,-0.06815048,0.5079413,-0.4360693,0.7193742,0.435262,-0.4032568,-0.6062467,1.795666,-0.3090272,0.06561586,-0.2470353,-0.6124259,0.1027376,0.6091119,0.4053559,1.042046,0.1721761,-0.4840185,-1.241903,0.1053875,-0.5334763,-1.053455,0.2514015,0.1128482,1.591695,-0.5447889
25.31864,0.3712512,1.770023,0.4148686,-0.1532504,0.3345937,-1.409498,-0.07164174,-0.6149426,-0.7109819,-0.1899335,0.4166638,-0.5818861,-1.162178,0.3083357,0.1349872,-0.9128121,4.170837,-0.424517,0.09782418,-0.3657655,0.1659794,0.5413256,0.2576844,0.3260728,1.519706,-0.4179081,-0.1274525,-0.3352295,0.003259102,-0.3332726,-1.042166,-0.03468697,-0.1286055,1.967019,-0.2837551
25.385268,-0.2113671,0.634978,0.4541823,0.1255141,0.4810704,-2.140186,-0.2199572,-0.4755682,0.1106236,-0.1186123,0.5266584,-0.3333122,-0.1443065,-0.4642436,0.228038,0.7335411,2.506056,-0.324479,-0.2937132,-0.381881,0.7576767,0.4390553,-0.04938132,0.5976498,2.050272,-1.453055,-0.0701822,-0.1295355,-8.996858e-06,0.02409082,-1.139448,0.4084923,0.9538076,2.009164,-0.4095041
25.451896,-0.2020648,1.019589,0.6534736,0.3412561,-0.3612398,-1.322518,-0.2442981,-0.7852399,0.8438721,-0.445461,-0.09927985,-0.1837532,-0.8782654,0.1175389,-0.7038317,0.7245862,3.212189,-1.424134,-0.2301653,-0.2782283,0.6117316,0.4714895,-0.08021969,0.8675957,0.3697607,-0.5179254,-0.520501,-0.4017107,0.04968693,0.08055943,-0.6779465,0.2858727,0.4589497,2.633754,-0.7454891
25.518524,-0.2988468,0.2109592,-0.8325729,-0.384041,0.5075981,-1.135026,-0.181127,-0.420039,0.7770897,0.178656,0.342757,-0.9632672,-0.1116006,0.5413558,-1.152887,-0.3607171,4.09098,-0.2842882,0.1352631,-0.3303493,1.361766,0.5754172,-1.675326,0.4062477,2.22718,-0.6253023,-0.02772257,0.3886929,-0.04526923,0.06612823,-0.3431067,0.0857873,-0.02492431,1.516142,-0.4750118
25.585152,-0.6154372,1.342167,-0.820384,-0.0919681,-0.1087716,-1.393889,-0.1622832,-0.343504,0.04177871,-0.4249439,-0.2679729,-0.08168823,1.215088,0.2688504,-1.006367,0.0624555,3.097137,0.06718586,-0.4331242,-0.5897427,-0.6386313,0.5383255,-0.359742,0.8954294,1.095583,0.3215209,-0.3047969,1.982489,0.2115007,0.2516305,-0.5102084,0.7553632,1.068369,1.362151,-0.2274727
25.65178,-0.6512665,0.4059094,-1.18145,0.05499149,-0.06169819,-0.6638882,-0.312623,-0.3002285,0.03306494,-0.3657314,0.0298748,0.03468376,0.3404589,0.633045,-1.072521,-0.6809109,2.550984,-0.5825666,1.616275,-0.2466702,0.01965009,0.4728225,0.3065146,1.02612,-0.713342,-0.05671922,-0.2325188,1.858889,0.3768107,0.4704701,-1.105891,0.1914234,1.522874,1.080502,-0.4998269
25.718408,-0.5669774,0.9331715,-0.7224743,-0.2725729,0.4793861,-0.6992397,-0.099787,-0.7758452,0.422267,0.0005538618,-0.1751545,-0.05563646,0.6681217,0.1856623,-0.9412638,-0.5637234,3.038172,-0.25475,-0.261105,-0.2507328,-0.557984,0.4028104,0.2004288,2.064159,1.019846,-0.4122542,0.01388315,0.175043,-0.006599226,0.3734348,-0.6165985,0.6498966,0.2468263,0.4901038,-0.7421412
25.785036,-0.3090021,0.6137866,-0.4981796,0.6670811,0.9399521,-1.392046,0.0226218,-1.113695,-0.001094732,-0.06097255,0.1851529,-0.3939366,0.1410373,-0.2556931,-0.6438434,0.6597819,3.25113,-1.114828,-0.007463733,-0.2013914,-0.7956588,0.3293559,0.1882544,1.645196,0.2844582,0.07096684,-0.3925227,0.3424132,0.09261698,0.7090091,-0.923515,0.6465536,-0.3656875,0.8658127,-0.1758493
25.851664,-0.7705716,1.250808,-0.6449445,0.3337238,-0.3713137,-1.045977,-0.1357159,-0.8315365,0.05673391,-0.5493384,-0.1429113,-0.2093787,-0.5623037,-0.3244764,-0.4136438,0.4618949,1.323867,-0.1889388,-0.4843552,-0.2068219,-0.5717576,0.3268692,-0.2180281,1.020589,1.528522,-1.026476,-0.02831817,0.5584387,0.1536314,-0.1829556,-1.038081,-0.0452258,0.6113178,0.7152029,-0.2348714
25.918292,-0.5458867,1.310717,0.2160656,0.6052502,0.2085299,-1.480634,-0.1430615,-0.2778574,-1.02971,-0.5613982,-0.3461163,-0.2614866,-0.02070497,0.06310965,-0.4442089,-0.5158418,1.597685,0.01239991,-0.4157806,-0.2526441,-1.065647,0.6837462,-0.8379257,0.1348566,0.7581304,-0.7119439,-0.4597566,0.04550722,-0.2042992,-0.1256745,-1.027762,-0.1833018,0.08322742,1.178276,-0.2365527
25.98492,0.293162,-0.3074934,-0.03919597,-0.003884302,-0.3349615,-0.05517804,-0.04336928,-0.3493011,-0.08340468,-0.5129015,-0.4757143,-0.03515276,0.7048262,0.5010265,0.5776893,0.4694555,1.195767,0.34902,0.02029813,-0.1027057,0.0485882,0.3734512,-0.2972385,1.315143,0.01507037,-0.1978385,0.09004135,-0.8710312,-0.1755281,-0.5044976,-1.991793,0.1987304,-0.3070778,0.5573824,-0.4855916
26.051548,-0.6194994,1.28091,-0.5418497,0.2779416,0.9183257,-0.995831,-0.03429432,-0.2191647,-0.3544509,-0.8037116,-0.2679203,0.3091066,0.3245928,0.4027868,0.8803023,0.8483379,1.188653,-0.7400452,-0.470638,-0.270776,-0.8841705,0.4803176,-1.527744,1.329536,1.12677,-1.494015,-0.06982485,0.1895955,-0.125968,-0.1112398,-1.513731,0.07069068,0.742561,0.6909525,-0.1784485
26.118176,-0.6664515,-0.1640323,-0.1654225,-0.1544036,0.02023493,-1.360244,-0.09046981,-0.4863658,-0.1463826,-0.587972,-0.4117232,0.08867385,0.5261878,0.7906888,2.434083,0.799916,1.32788,0.4885382,0.09400312,-0.5449146,0.05907405,0.5036008,0.390613,-0.03531718,0.6407294,-1.307894,-0.4954678,0.2085078,-0.4547851,-0.06624417,-0.4598157,0.2319338,0.0325741,-1.24551,-0.7128367
26.184804,-0.7063615,0.4972273,0.8077314,-0.1979592,-0.04835832,-0.8138595,0.01939002,0.1373862,0.3563908,-0.4519625,0.02410914,0.3291118,-1.096296,1.208634,2.245743,0.3012684,1.968269,-0.3253939,-0.3753323,-0.2802527,-0.7990999,0.3152246,-0.5088484,1.973186,0.7148044,-0.2363004,-0.1986296,-0.03976187,-0.1574962,-0.7372614,0.4341991,-0.5771828,-0.6136343,-0.1090669,0.4042868
26.251432,-0.6503518,0.4184523,0.1949341,0.1044799,0.1204561,-0.6933362,0.2752721,-0.8212487,-0.270464,0.3259928,0.1909384,0.06207841,-1.195431,0.1182269,2.16793,0.3228894,3.368872,-1.098907,0.2498999,-0.1716464,0.04572023,0.1183398,0.3942512,0.9769556,0.09287798,-0.02898567,0.3434743,0.3834117,-0.0398756,-0.4652854,0.3742743,-0.1287357,-0.4896806,-0.8561067,-0.03836248
26.31806,0.2681205,0.6554775,0.2616174,-0.09931057,-0.4469087,-1.367304,0.2433368,-0.8787261,0.301394,0.2734697,-0.3275687,0.08765554,-0.272473,0.6510265,1.882083,1.816834,0.7702175,-0.3885739,-0.4474973,-0.6127328,1.029782,0.09715201,-0.5315362,2.388844,-0.5056477,-0.4650135,0.05511219,0.3265683,-0.2448881,0.08095915,-1.089889,0.212663,-0.9550558,0.7092032,0.1809942
26.384688,-0.5250876,0.4178136,-0.4821121,-1.028914,-0.7315835,-0.9987261,-0.1291461,-0.1242104,-0.9416578,-0.3454924,-0.3843827,-0.2047125,0.1490142,0.4251779,1.640471,1.498882,3.030255,0.955742,0.1806459,-0.4322897,0.07317752,0.2784734,-0.316664,0.8380916,0.08165192,-0.1070792,0.01198075,-1.43271,-0.6862271,-0.4742512,-0.8650257,0.1715963,0.1591996,0.8470618,-0.1746822
26.451316,-0.7029466,-0.1534959,0.5532804,-0.279792,0.6650285,-2.106529,-0.3997661,-0.3767117,-0.1179267,-0.3195422,-0.6264689,-0.01819948,0.1020152,0.8935893,1.48262,0.6387999,1.573323,0.5518557,-0.005372731,-0.4119786,-0.2347076,0.07366671,-0.825179,1.367797,-0.04203004,-0.5568609,-0.4118526,0.7962663,-0.4063331,0.2042392,0.7644156,-0.36739,-0.317661,-0.2478507,-0.3632207
26.517944,-0.4526223,0.1022207,1.436829,0.0007111653,0.01495779,-1.787446,-0.2470729,-1.094863,-0.7831198,-0.05604512,-0.7800684,-0.1641166,-0.165844,0.2595722,0.9943485,0.4398888,1.401557,0.488887,0.271735,-0.4255452,-0.1955054,0.2613853,-0.1617085,0.6778107,-0.3329049,-0.7829779,1.009223,0.6593263,-0.2763515,-0.09898878,1.604082,0.1217801,0.1778619,1.805087,0.3761408
26.584572,-1.101254,0.2809867,1.755759,-0.4120409,-0.4703207,-2.076954,-0.1715807,-0.1373507,-0.6159284,-0.2638817,-0.3808655,-0.5261962,1.492174,-1.09128,1.073995,0.7307951,2.345851,0.2681592,-0.09491725,-0.4268849,-0.07238974,0.03575081,-0.9296415,0.7206088,0.1996689,-0.7535122,0.5583961,-0.4189514,-0.2757236,-0.2794948,1.039434,0.4802654,0.5872653,3.161083,0.0915745
26.6512,-0.4059134,0.4367405,1.572191,-0.1782853,-0.3707565,-1.415195,-0.04583205,-1.902135,-0.07772233,-0.48221,-0.4257844,-0.4450306,0.983384,-0.1878508,-0.05772665,1.272364,1.983407,-0.5227764,0.2146245,-0.3744999,-0.03389598,-0.09805836,-1.094129,1.275695,-1.165342,-0.8314284,0.5081756,-1.771713,-0.1861277,0.06449609,1.396394,0.7523522,0.3807795,2.800136,-0.02529329
26.717828,-0.8253338,1.599873,1.380166,-0.08395703,-0.0547902,-2.624351,0.149803,-0.6382067,-1.130726,-0.08398474,-0.02996124,-0.87261,0.03325086,0.1962153,0.9311094,1.188074,4.842925,-0.6300148,-0.6464909,-0.4007691,-0.5149233,-0.2131461,-0.1676245,1.210097,0.1704291,-0.4888773,0.2900418,0.05224048,-0.38381,0.03083208,0.6736236,0.1518828,-0.2321816,3.592658,0.9541584
26.784456,-0.5726178,0.1468511,1.089101,0.02012272,0.1718135,-2.48736,-0.07291174,-0.6117659,-0.798916,-0.2398064,-0.9475027,-0.958695,0.9368239,0.3417268,0.4327857,1.550322,4.418141,-0.1914354,-0.5761584,-0.5435839,-0.9019822,0.07701981,-0.6148986,0.7025684,0.6083542,-0.6403126,0.5607325,0.08501967,-0.416626,0.7245035,0.7454753,0.4133313,0.6123028,2.404939,0.5679673
26.851084,-0.2899291,-0.8487256,0.9332311,-0.7282916,0.04401831,-2.078913,-0.2982672,-0.2534244,-1.411247,-0.337625,-0.6152843,-0.6902496,-0.07844404,-0.3183644,-0.0173112,0.4867803,9.441256,0.6204101,-0.7525828,-0.4442816,0.4847588,-0.1611673,-1.269621,0.6865623,0.5132259,-0.4586036,0.0180958,0.02720331,-0.02170619,-0.01097341,-0.2035367,0.4328399,0.1752056,1.870419,0.6872912
26.917712,0.02218848,-0.747402,0.3699119,-0.08000207,-0.8938133,-2.226169,-0.4037065,-1.399468,0.03704627,-0.1910014,-0.1741134,-0.5165686,-0.8902991,-0.04950586,-0.1524668,1.464379,8.298781,0.2689031,0.2574791,-0.2684056,1.457646,-0.3696079,-0.4354628,0.03141374,0.5500866,-0.9930179,1.298404,-1.461168,-0.1941596,0.5325814,-0.2795387,0.3335498,1.010045,2.172324,-0.2774259
26.98434,-0.05275568,0.6884892,-0.4517265,-0.03648302,0.01843496,-2.497923,-0.4145685,-0.4314722,0.6531527,-0.3795202,-0.7404875,-0.9423372,0.1067678,0.7536883,-0.8260551,0.9541733,8.052915,-0.02871567,0.1116636,-0.5166627,0.3465597,-0.3064142,-0.9649443,1.767534,1.700031,-1.359178,0.3842197,-0.2211935,-0.2026456,0.137638,0.2346683,-0.9558515,0.2539169,2.319277,0.7817586
27.050968,-0.1316798,1.914458,-0.5947887,0.08914807,0.08409797,-2.220543,-0.1725882,-0.02002061,-1.277034,-0.3268303,-0.6934626,-1.573505,0.7786251,0.7548779,-1.219484,0.6300923,9.565802,-0.08562037,0.7842574,-0.6163358,-0.3749028,-0.1157066,0.9928702,1.686721,0.09489415,-1.479356,-0.3870025,0.02615676,-0.1474779,-0.9426981,-0.438809,-0.4046489,-0.03491509,1.570755,-0.1755677
27.117596,-0.2576295,1.45172,0.2986879,0.05312793,-0.3487206,-2.337004,-0.1032116,-0.1572208,0.3946461,-0.4472525,-0.760839,-0.5106845,-0.1839303,-1.187508,-0.7854616,-0.8793139,8.636839,0.1127955,-0.1184581,-0.6398701,-0.1296569,-0.3722168,1.69175,0.7210221,0.1756991,-0.3847482,-0.5042087,0.001416914,-0.4447926,-0.03002954,-0.2931035,0.5392447,-0.002733746,1.341763,0.2644478
27.184224,-0.2298846,0.3295342,0.1341788,0.236429,-0.04035579,-1.480751,-0.140247,-0.3495134,0.4311055,-0.1131406,-0.4755238,-0.6257392,-1.070385,-1.170344,-1.501267,-0.8007101,6.959548,0.1875933,0.4414024,-0.6289085,0.02039728,-0.3195169,4.590228,-0.05459543,-0.6027569,-0.7760162,0.5060287,-0.5117406,0.04047564,-0.2926406,-0.8664523,-0.2193025,0.3663809,0.4155295,0.2690645
27.250852,0.0291971,0.2962621,-0.3881431,0.5056534,-0.03874313,-1.455341,-0.01992777,0.2815486,0.8520341,-0.3296399,-0.3064893,-0.01840235,1.396522,-0.4328083,-0.7357498,0.4197702,5.517386,-0.8114033,-0.1569057,-0.6932046,-0.6495342,-0.2707653,5.371551,0.195417,-1.032136,-0.1282347,0.2180707,-1.313601,-0.2966083,-0.6248727,-1.034835,-0.2079073,-0.8910798,0.9428831,0.7783907
27.31748,-0.4075725,0.6058167,-0.6430863,0.3775764,-0.5953675,-0.4730023,-0.2196834,1.006922,0.5747436,-0.3498566,-0.09024756,-0.2197591,-0.3301357,0.1529815,-0.723076,-0.4444653,4.795813,-0.1919791,0.7437759,-0.5605227,-1.027936,-0.2828706,5.45776,0.3246471,-0.1411939,-0.01851487,-0.3839819,-1.371681,-0.1141789,-0.09430306,-1.077099,0.0848172,-0.4444271,0.1829464,-0.3497142
27.384108,-0.4759514,0.4236874,-0.4606359,0.2710326,-0.5269177,1.351379,-0.1882457,-1.566628,-0.1415931,-0.007627519,-0.05848163,-0.1452171,-0.009029179,0.4768679,-0.6713548,0.3327535,5.836751,-0.4726249,-0.1274657,-0.6088912,-0.4158778,-0.154354,5.70579,0.3908509,0.3625324,-0.2743764,-0.3528375,-0.7542699,-0.4347403,0.1824037,-0.6239289,-0.1081118,-0.4543436,0.5153304,1.041571
27.450736,-0.2824874,0.966485,-0.1495059,-0.1739065,0.3719073,4.450242,-0.03029333,-0.875021,0.1744602,-0.113996,-0.00139605,0.7198951,-0.09886964,-1.491386,0.9391095,1.208066,4.689291,-0.7510301,0.3506283,-0.4576072,0.5194711,-0.3828084,5.825135,-0.4393623,-0.5827506,-0.3540052,-0.4362632,-0.9979699,-0.1202717,0.6643901,-0.5181966,0.5917353,0.551633,0.5451373,-0.4371258
27.517364,0.2220221,-0.0269479,-1.272703,-0.7491378,-0.1627303,6.188062,-0.159525,-0.3647752,-0.2839735,-0.177419,0.08437778,-0.1235307,-0.4880792,-0.8740872,1.210473,0.3825631,3.142354,-0.2646068,0.4254369,-0.4937927,0.05972389,-0.324169,4.315792,-0.1659017,-0.3154109,0.9806154,0.4321256,-1.308302,-0.3967427,0.7644063,-0.3520195,-0.04434692,-0.1738075,-0.2654853,0.4188614
27.583992,0.5408757,0.9201133,-1.343738,-0.8395773,-0.6075148,8.235924,-0.1698608,-1.129172,-0.1503383,-0.151193,0.1486605,-0.6687131,0.1119869,-0.1928242,1.913707,0.2976505,5.717493,-0.4357545,0.5085689,-0.5461557,0.4221124,-0.2069972,5.799738,1.33009,-0.0925803,-0.1360996,0.4915864,-0.7970784,0.003887943,-0.4300051,-0.22029,-0.4232472,-1.818044,-0.8898041,0.6410458
27.65062,-0.7506621,-0.129693,-1.673177,-0.7220214,-0.4399346,8.63195,-0.4020168,-0.6653838,-1.078404,-0.09772875,0.001683054,0.4098998,0.1007233,-0.4348257,1.441925,0.4143007,4.391606,-0.1707656,0.172537,-0.4296606,-0.3836164,-0.07373785,4.252334,-0.2688363,-0.2171329,0.3730242,-0.6906154,-0.981199,-0.3185946,0.9189136,0.04461697,-0.2040251,0.06858718,-0.5269833,-0.1509725
27.717248,0.3550403,-0.1595367,-0.4331488,-0.8942224,0.2759849,7.930162,-0.05760392,-1.199943,0.2176714,0.2916201,-0.2095435,-0.2247107,-0.9515637,0.0756417,1.139095,-0.0287845,3.948453,0.4153289,0.5975311,-0.3699219,1.709035,-0.5038675,4.093872,-0.02789116,0.8719246,-0.2560087,-0.3542633,-0.07658192,-0.1863586,-0.1247418,-0.5966509,-0.2485339,-1.089465,-0.4844714,-0.101646
27.783876,-0.3038192,0.3090125,-1.253572,-0.5261199,-0.477431,8.063848,-0.09808168,0.04765474,-0.7934612,-0.1654651,0.0002494396,-0.435379,-0.312465,-0.6669791,0.5717512,1.814205,3.007108,0.09344612,-0.1360913,-0.4911449,0.2833708,0.02317903,4.323137,1.296623,-0.5494241,0.968119,-0.09560034,-1.165386,-0.2075429,0.8272457,-1.432902,0.08705091,-0.5957562,0.2119936,-0.08640394
27.850504,-0.09114156,0.361138,-0.4258191,-0.3067166,-0.3265555,5.87808,-0.2369124,-0.8082923,-1.435323,-0.2838658,-0.393953,-0.1710152,-0.7881187,-0.06764214,0.1654086,0.7516314,1.494787,0.01294071,0.2820323,-0.2683497,0.3675644,-0.1166735,2.741009,-0.1415455,-0.5665447,-0.05860325,0.1606367,0.2092733,-0.2821843,0.1209992,-0.3016669,0.3556601,0.02261519,-0.4491404,0.3632276
27.917132,0.147829,0.6306739,-0.762103,-0.04211182,0.08753167,6.280582,-0.1200081,-0.4848223,0.114307,-0.3214113,-0.1185052,-0.02851843,-0.3496065,0.4921203,-0.1063703,1.357867,1.265111,-0.2884784,-0.4494671,-0.1627341,-0.5066338,-0.3734705,3.975677,0.9692518,-0.2330444,-0.002845458,-0.2096541,-0.07850467,0.07419736,-0.2602682,-1.297519,-0.6582523,-0.8479218,0.6427147,-0.3885145
27.98376,-0.3975927,1.381656,-0.1888138,0.04933945,0.461858,4.770201,0.1185214,-1.92432,-0.3792864,-0.5088577,-0.2279858,-0.04316242,-1.661282,-0.4330436,-0.3720999,1.772227,2.533682,0.1401884,-0.6397375,-0.465444,0.04500975,-0.216133,3.093602,1.07399,-0.738708,0.06137127,-0.1240663,-0.2185425,0.1440157,0.08570009,-1.412295,0.894155,-0.1788083,-1.36275,0.4342521
28.050388,-0.2115365,1.105721,-0.08520045,-0.196387,-0.1767212,3.974108,-0.008020152,-0.4152812,0.2339495,0.01335564,-0.2841409,-0.5868442,1.147425,-0.1822528,-0.9578911,0.2437038,2.008413,-0.5781602,0.3951065,-0.6316064,-0.4358924,-0.5218245,2.321937,1.838901,0.3799734,-0.4691394,0.006500823,0.02121024,0.1489897,-0.5226556,-1.238599,-0.814281,-0.4310376,-0.008737243,-0.6700161
28.117016,0.00108362,0.4568855,-0.7192183,-0.08356545,-0.3323529,3.665427,0.0002803469,-0.8799717,0.2861641,-0.1819215,-0.234293,-0.6016756,-1.458646,0.06589084,-0.7858959,-0.691468,2.015688,0.3859439,0.6346049,-0.6566398,-0.7056265,-0.5788408,1.17668,1.880378,-0.06089246,0.5322177,0.2460298,-0.9022267,-0.2850815,-0.3295699,-0.9204714,-0.09821473,-0.8996305,-0.8691161,-0.2391828
28.183644,0.1320713,1.015958,-0.5109091,0.07542969,-0.7500463,2.918811,-0.07330058,-0.7334477,-0.01572047,-0.00277081,-0.5531606,-0.1575958,-1.001821,0.07538291,-0.1273501,-0.09173663,2.384892,-0.3630481,0.8491316,-0.52537,-1.689292,-0.3232903,3.146436,0.4701804,0.331214,0.7668114,-0.1471017,0.1851857,0.06017773,-0.2511183,-0.6803997,-0.2518731,-0.5437828,-0.2636115,0.169873
28.250272,-0.3958743,0.6120833,-0.2617414,0.03221661,-0.5123791,2.342587,-0.09626479,-0.9904709,-0.5225638,-0.2765682,-0.1209095,0.03744642,0.1824297,0.3009348,-0.5101955,0.0007488501,2.546144,0.5633589,1.191053,-0.6717819,-0.5817733,-0.007162711,1.170148,1.686292,-0.6399407,-0.4319009,0.5254328,-1.271979,0.09004434,-0.1025814,-0.1920402,-0.02899121,0.2013303,-1.005466,-0.8363875
28.3169,-0.4338116,-0.6433945,-0.6230693,-0.2719309,0.1911642,2.223034,-0.2665413,-0.3701359,0.06467151,-0.2674505,-0.5886068,0.492974,1.005509,-0.6188326,-0.07549122,0.8989204,1.604442,-0.5322541,-0.03972288,-0.2123844,-0.6100102,-0.02717707,1.481608,0.3319396,-0.5377444,0.3937829,-0.5952256,0.509593,0.2279769,0.2581882,0.4008489,-0.3263566,-0.1215331,-0.8103433,-0.3336567
28.383528,-0.2013153,0.2691162,-0.04652045,-0.09838386,0.17193,2.001888,-0.1779981,-0.8499157,0.8613884,0.1174564,-0.3960927,0.9395143,-1.579605,0.1696099,-0.6137922,0.5401974,2.031352,-0.2196826,1.91557,-0.711885,0.1352834,-0.2962648,2.174697,2.255985,-0.5954772,0.02095239,0.2920498,0.2568001,0.210621,-0.4208337,1.366489,0.7885334,0.3070452,-0.0002773069,-0.5619282
