Frame,C009,C013,C005,C004,C012,C008,C015,C003,C018,C002,C014,C001,C000,C007,C011,C010,C006
33.3135,-0.1085202,-0.2095825,-0.2238289,0.06917933,0.05733005,-0.7274104,-0.7210703,-0.3321039,-0.7821566,0.1221958,0.3790583,0.1754815,-0.01145824,0.02697358,-0.9031531,-1.018803,0.1271791
33.380127,-0.1087602,0.0412813,-0.3370931,-0.0815419,0.1372324,0.2327299,0.3300506,-0.3720756,-1.303604,-0.161654,-0.3391787,-0.4955005,0.3770058,-0.03246805,-0.3133812,-0.216479,-0.0958732
33.446754,-0.7459902,-0.278028,-0.7026209,0.6355772,0.03405404,-0.9043484,-0.3510832,-0.6402447,0.310489,0.2581822,0.5421042,-0.2607946,0.120118,-0.8382563,0.5500056,-1.049536,-0.01725645
33.513381,1.031703,-0.1131328,-0.3371399,0.3274328,-0.1276171,-0.475242,0.03027985,-0.007660541,-0.6279843,0.1634787,0.335732,-0.7200477,0.0131427,-0.07689644,-0.6727307,-0.8464283,-0.1177939
33.580008,1.712254,0.003419837,-0.3039741,-0.4168482,-0.2002499,-0.2538416,-0.1679699,0.2881541,1.705299,-0.6473956,-0.05288455,0.287987,0.1186103,0.1444498,-0.7631392,-0.2118914,0.4448985
33.646635,-0.0152506,-0.02574858,-0.5238619,-0.02609139,-0.0648235,-0.6766952,1.433688,-0.4294767,-1.097505,0.3532957,0.611477,0.2459567,-0.4224358,0.4943349,-0.4091383,-0.8114637,0.6715949
33.713262,-0.5302724,-0.3938813,-0.566589,-0.7958993,-0.1858094,-0.9649401,0.178223,-0.2866967,-0.4278583,-0.04169116,-0.3288283,-1.019073,0.02062584,-0.1628698,0.8075886,-1.216963,0.1021466
33.779889,0.2326017,-0.2154087,-0.4547727,0.8252547,0.1704134,-0.7454598,0.1736585,-0.4341655,1.691194,-0.01618114,0.7477787,0.5414897,0.2729734,0.5139353,-1.665331,-1.130171,0.4859969
33.846516,0.08664551,0.05333946,-0.2101285,-0.5376508,-0.202783,-0.5128205,-0.3428001,-0.6362683,-0.4359961,0.08972447,0.3737706,-0.5092841,0.3205271,-0.3414051,0.3143464,-1.026402,0.2224279
33.913143,0.1170462,0.1013219,-0.5296218,-0.6627892,-0.2494562,-0.6348354,-0.3633544,0.1128166,-0.2556618,0.01002058,-0.7110882,0.2371143,0.155939,0.2475432,-0.527813,-0.7276187,0.4382473
33.97977,-0.4083363,0.2033648,-0.2958001,-1.289146,-0.177938,-1.27332,-0.2736208,-0.3807658,0.02149157,-0.1466052,-0.007438902,0.2484499,0.237784,0.5730544,0.5097616,-1.058515,-0.4041742
34.046397,0.8088805,0.7699426,-0.09233899,-0.3838077,-0.01709777,-0.6105304,0.8148146,-0.5021733,0.03441585,0.1432881,-0.978375,0.1221778,0.1479155,0.02021422,-0.3541692,-0.8316923,0.2676468
34.113024,-0.9678028,-0.1117581,-0.1695182,0.6275612,-0.3200151,-1.141376,0.2926217,-0.6211526,1.536013,-0.5179461,-0.1795047,0.4613431,-0.07048401,-0.1205077,0.2628283,-0.9948199,0.4602965
34.179651,-0.724618,-0.1749234,-0.4141062,1.094496,-0.130839,-0.5731285,-1.70342,-0.5391259,1.999066,-0.408015,0.5647808,0.4338081,0.2132465,-0.07279128,0.107917,-0.5257478,-0.916952
34.246278,0.3354674,-0.02298315,-0.5125875,-0.03536811,-0.1374983,-0.7742751,-0.8499773,-0.3161967,1.322939,-0.5572931,0.1447487,0.01457521,1.209992,-0.8373135,-0.509881,-0.5987519,-0.6655865
34.312905,-0.4827446,-0.1117315,-0.4253505,-0.8655255,-0.4527945,-0.8817367,-0.5903317,-0.168919,0.2190761,-0.1514708,0.1807433,0.1837804,0.15557,0.1093612,-0.1847295,-0.2015179,0.6400017
34.379532,-0.7270346,-0.1913138,-0.2094527,-0.6558588,-0.1464277,-1.249416,-0.4508536,-1.029619,0.1734088,0.07372151,0.3127183,-1.395202,-0.2564628,0.598447,-0.06416716,-0.09025342,0.4915284
34.446159,-0.2334892,-0.6544504,-0.3601934,0.09328941,-0.2339664,0.5731053,-0.9900092,-0.1766004,0.4703805,-0.1744305,0.2563471,-0.5420954,0.2694772,0.4034153,0.4580784,-0.633212,-0.5517479
34.512786,-1.256501,-0.1183134,-0.2753667,-0.2246312,-0.5677299,-0.4589098,0.08685465,-0.5567395,-0.8521245,-0.4275973,0.189039,0.01979042,0.1776035,-0.5836824,-0.2667047,-0.2657702,-0.5175459
34.579413,0.6567538,-0.02055444,-0.6234815,-0.4134885,-0.5329204,-0.637704,-0.5051669,-0.301783,0.5440966,0.01333703,-0.1890642,-0.6432323,-0.3758141,0.1277859,-0.6834753,-1.15513,0.4960831
34.64604,-0.2524027,0.02590295,0.0009724819,1.018187,-0.2529432,-1.082102,-0.1994861,-0.891119,0.2674924,-0.1079387,-0.3620727,-0.1898972,-0.2040084,0.4122907,0.6700398,-0.2089337,0.1395341
34.712667,0.6498525,-0.06065294,-0.1213855,1.253268,-0.1804334,-0.9253906,-0.02486243,-0.71305,-0.950264,0.4129971,-0.7876788,-0.5251995,-0.1304445,-0.05489286,-0.4220161,-0.5830731,0.7455812
34.779294,-0.9993142,0.3699069,-0.4238796,0.2977948,-0.4001502,-0.3663748,-2.3816,-0.7685313,-0.4284818,0.06763299,-0.371105,-0.9026719,0.1356231,-0.4155653,-0.4576714,-0.4547558,-0.20393
34.845921,0.2627468,0.03240039,-0.3720789,-0.4412052,-0.4695068,-1.032969,0.7532985,-0.07947882,-2.561959,-0.0998528,-1.021237,-0.944132,-0.004260317,-0.7958296,-0.35671,0.2432526,0.03712135
34.912548,-0.9935166,0.4286998,-0.3866402,-0.2794767,0.03411301,-0.7895446,0.07329351,-0.6982187,-0.1057538,0.0748355,-1.070751,0.8957184,0.04242153,-0.4753785,0.1108598,-1.52604,0.5568655
34.979175,-0.9633557,0.2881832,-0.3929195,-1.234787,-0.1804437,-0.8349784,-0.3560252,-0.3857204,-0.07722673,-0.6695481,-0.8940486,-0.1833398,0.3417149,-0.2152236,0.1373728,-0.8001522,0.6398014
35.045802,0.3940644,0.06908153,-0.1662301,0.9771227,-0.2385769,-0.3923052,-1.984209,-0.8602135,0.2938684,0.1874528,-0.7450613,-0.8100891,-0.08058337,-0.06995174,0.1381946,-0.9206131,-0.3659739
35.112429,3.716816,-0.4554851,-0.06150361,1.50085,-0.3903793,-0.765166,-0.2248925,-0.6393909,-0.06970119,-0.5521076,-0.7368972,2.043218,-0.3566872,-0.5661491,0.5401574,-0.4058146,-1.173895
35.179056,3.85998,-0.3274406,-0.3458231,-0.2432602,-0.4014522,-0.6230674,-2.043752,-0.8715785,0.8433855,-0.2713352,-0.6369495,-0.3837004,0.09744418,-0.06241805,-0.4236658,-0.4628776,0.09744091
35.245683,2.203395,-0.1510804,-0.2102906,0.552967,-0.4107752,-1.391542,-1.542996,-0.8200309,0.7167647,0.3628591,-0.5774419,0.2649322,0.1470681,-0.497486,0.4310636,-0.2318079,-0.5060264
35.31231,2.614173,-0.1370752,-0.3755894,1.281255,-0.2262197,-0.9520479,0.1482145,-0.5537905,1.175611,-0.350303,-0.6925593,0.2574398,0.3952019,-1.640029,0.07835728,-1.223963,0.6202314
35.378937,3.91627,-0.4857824,-0.4441754,0.03393528,-0.1644716,-0.8874142,-0.4673804,-0.7593755,0.09035684,0.02662098,-0.6044749,-1.650878,0.270385,-0.6270863,-0.007800331,-0.7985957,-0.09038983
35.445564,2.517108,-0.3014268,-0.546131,-0.7313083,-0.2850694,-1.177829,-0.4927476,-0.1983812,0.09178919,0.2276989,-0.6754355,0.2310506,-0.3120061,-0.3978365,0.1773315,0.2170923,0.3009381
35.512191,3.368895,0.2075689,-0.2897578,-0.5370644,0.2743146,-0.6231428,0.4810321,-0.07350838,1.228158,0.1586984,-1.24964,0.7671767,-0.2603296,0.0476808,-0.50612,0.2969077,0.3949333
35.578818,3.292501,-0.3054677,-0.4209644,-0.0742463,-0.1065179,-0.9850615,0.1687462,-0.9898676,-0.6444455,-0.1653369,-0.9686631,0.5449632,0.01165202,-0.5994219,0.2191123,-0.6840692,-0.04512414
35.645445,1.523306,-0.3466974,-0.1914656,0.4962684,-0.1518174,-0.2004875,-3.191314,-0.1298748,0.1644843,-0.2623349,-1.210328,-0.862554,0.03278172,-0.3810824,0.5608403,-0.7149872,0.7106977
35.712072,1.797937,0.03927022,-0.142257,0.2116723,0.1417713,-0.6714286,0.3142989,-0.1442761,-1.799061,0.05158661,-0.3189087,0.1151489,0.3796001,-0.7937807,-1.023218,-1.235771,0.5748867
35.778699,1.242145,-0.1431742,-0.7254353,0.7549633,0.01836953,-0.3287116,-1.127827,-0.5697976,-0.353447,0.4518896,-0.06577172,-1.930855,0.2664461,-0.6206281,-0.1865784,0.1412356,0.02109056
35.845326,1.672377,-0.4326377,-0.2160991,1.865012,0.1855766,-1.000049,-0.4399678,-0.7463774,-0.8182446,0.3224774,-0.6304889,-0.7560292,0.1795707,-0.7438556,0.9718063,-0.867537,0.1455339
35.911953,2.447957,-0.02047905,-0.2951511,1.023135,0.1119324,-0.9143164,-0.08219448,-0.1558992,0.6661695,0.3104976,-1.483867,0.6545515,-0.1617864,-0.2707399,0.418508,-1.143504,-0.3161967
35.97858,2.226345,-0.6758232,-0.08730451,-0.3563359,0.01817287,-1.424725,-0.7853954,0.1017193,-0.02567371,0.2490555,-0.3215957,-0.4773812,0.253289,-0.4793022,-0.1400135,-0.5900887,0.05568638
36.045207,1.115127,-0.897791,0.1239542,0.3212461,0.4712589,-0.8727639,0.52403,0.2837389,0.6963118,0.07936602,-0.6924106,-0.2130558,0.2141493,-0.6177431,-0.214936,-0.02618299,0.9143741
36.111834,2.354175,-0.5085385,-0.3908522,1.744678,0.5253391,-0.5788326,-0.4302762,-0.185169,0.2538012,0.129264,1.335279,0.9745567,-0.4106765,0.4239493,-0.7272666,-0.6927531,0.04187487
36.178461,0.163242,-0.09936141,-0.6015552,0.3621424,0.4559579,0.1281871,2.360111,-0.007410343,1.709272,-0.2131396,1.748413,0.2724514,-0.5884281,-0.1256938,-0.7079197,-0.637647,1.213727
36.245088,2.058787,-0.3244929,-0.01847659,-0.2978698,0.1255043,-0.9722328,-0.09323823,-0.07382974,0.9188942,-0.4419828,-0.04082187,0.6807036,0.4038989,-0.5066155,0.1073936,0.2301923,0.776895
36.311715,1.86365,-0.2138743,0.1765244,-0.1899952,0.3222552,-0.7755526,-0.1541296,-0.6206218,1.171139,0.03286111,0.4736757,0.8588953,0.06748711,-0.5612301,-0.04890867,-0.008628978,-0.09377693
36.378342,2.639744,-0.2821403,0.02533657,1.690312,0.0723155,-1.165981,-0.1771921,-1.000734,1.077608,0.8557681,1.292114,-0.03517311,0.228617,-0.4503729,-0.2574768,-0.08900901,-0.6377371
36.444969,1.84555,-0.6576333,0.2175854,0.02057736,0.06559953,-0.6054654,-0.6809685,-0.7465166,-0.3306045,0.09536854,1.974881,-0.5697091,0.00559049,-1.013019,-0.05137005,-0.7043957,-1.160703
36.511596,1.033007,-0.3728032,-0.2664374,-0.4005979,-0.02102872,-0.8696787,-0.7142399,-0.07868389,-0.1670932,0.4879636,0.8573697,0.3202493,0.3494478,-0.3063416,0.09999543,-0.3462708,0.1883817
36.578223,-0.2861709,0.1025143,-0.1624056,0.8774517,-0.140314,-0.7457537,-0.1244055,-1.299075,-0.4685766,0.247729,0.0703601,-0.08800274,0.1367563,-0.8594546,0.7752779,-0.731684,0.3212958
36.64485,0.9303125,-0.4095794,-0.1740709,-0.1808086,0.01328898,-0.741358,-0.0154651,-0.9445318,-0.4548381,0.424435,1.582534,-0.8689512,-0.1450627,-0.3604332,0.5220886,-0.9964525,-0.3352839
36.711477,2.730742,0.4962515,-0.6105648,0.986542,-0.364117,-0.5686035,0.2075887,-0.1546039,-0.1096591,0.2855762,0.9244691,-0.2893919,0.4459334,-1.01294,-0.9559637,-0.1566166,0.3204197
36.778104,1.658121,0.9561309,-0.5246298,-0.6870447,-0.3903896,-1.685753,-0.3647989,-1.002558,0.6729666,-0.2281527,-0.3397735,-0.2020814,-0.5783694,0.002755483,-0.4608104,0.233146,-0.7993016
36.844731,0.755937,0.6499466,-0.1950619,-0.4568041,-0.5569471,-0.3751801,0.3604913,-0.9277151,-0.3465874,-0.4766743,-0.2944979,-0.7486216,-0.09552208,0.07223384,0.1412704,0.6879529,-0.5646937
36.911358,0.2513758,0.1875717,-0.3280499,0.002960311,-0.3271488,-0.460493,-0.7288377,-0.944247,-0.288057,0.1247522,0.1953162,0.6262822,-0.205408,0.4410836,0.4303282,-0.4239941,0.3142248
36.977985,1.239923,-0.02233744,-0.1984373,-0.4365685,-0.1535796,-0.808188,1.405105,-1.350798,0.08545366,0.424687,-0.2765129,-0.9359744,-0.08719074,-0.2997803,0.2802828,-0.6287492,0.4944405
37.044612,1.706078,0.3879004,-0.3753382,-0.9022851,-0.2755324,-1.302224,-0.9336435,-0.952486,0.2037795,-0.0221836,-0.3815445,-0.5444684,-0.1747851,0.1908296,-0.9908363,-0.2132283,0.6482822
37.111239,2.608632,-0.03713144,-0.6318555,0.3652918,0.006648122,-0.3715376,0.6344788,-0.5387255,-0.376799,-0.1584394,-0.08613014,-0.7504793,-0.231574,0.3343275,-0.8393906,-0.3934185,-0.9982973
37.177866,1.098655,-0.2259807,-0.08941004,0.5278998,0.1850597,-0.5828566,0.8157336,-0.6655147,-0.2107479,0.05770148,0.3994313,0.4883704,-0.6098211,0.2175652,-0.3698293,-0.1360393,0.1025801
37.244493,1.258457,-0.2336434,-0.1541594,0.4225333,-0.07932088,-0.2856337,0.4513441,-0.613853,0.1461335,0.4857624,1.469972,-0.4205245,0.1244575,0.007543279,-0.6150204,-0.3667946,-0.7551804
37.31112,-0.06050543,-0.1863099,-0.4161245,0.1095609,-0.05975718,-0.7026075,0.01580516,-0.3172137,-0.7101988,0.1411526,1.156581,0.9563708,0.1813484,-0.6082371,-0.07203989,-0.01340712,0.1944676
37.377747,0.7626891,-0.009030773,-0.3258393,-1.716753,0.01307068,-0.5343945,-0.9342725,-0.3911322,0.08741829,-0.08200319,2.043649,0.335401,-0.1514979,0.1197614,-0.223957,-0.3258722,-0.4236755
37.444374,0.5974324,0.3815051,-0.5199338,-0.6451173,0.07868912,-0.004408947,-0.6267762,-1.171903,0.6133172,-0.2014108,2.212318,-0.8002085,-0.4140979,0.9141605,-0.3005981,-0.3863286,0.5272091
37.511001,0.3632828,0.003147919,-0.153811,-0.1187424,-0.005052793,-1.115331,0.4281155,-0.4835633,0.07337105,-0.2033571,0.8839102,0.5441934,-0.05686252,-0.1372609,-0.3772913,-1.026086,0.2298393
37.577628,0.5660518,0.237816,-0.04129496,-0.392647,-0.3075249,-0.9474666,-0.04808849,-0.5387399,1.202387,-0.2781069,1.307205,0.2610085,-0.08458081,0.3096061,-0.2223284,-0.4124799,-0.0144256
37.644255,0.6696426,0.8302414,-0.3775859,-0.6149617,-0.1554119,-0.8694512,-0.7182251,-0.4078566,-0.9078078,-0.03121915,0.9631212,0.4570287,0.1221653,0.3396931,-0.1636671,-0.6775343,0.1410898
37.710882,1.220537,0.6835263,-0.3569895,-0.01527005,-0.1414942,-0.5972808,-1.472316,-0.7292402,0.4327712,0.03986028,0.4782926,0.152244,0.1031849,0.1226204,-0.107458,-1.088868,-0.01225426
37.777509,0.8150314,0.691532,0.06993037,-0.5514532,-0.03510188,-0.3140124,-2.261503,-0.3055619,0.5450488,-0.03903415,0.6544105,-0.457595,0.5001675,-0.2226073,-0.5216479,-0.1619739,0.2270545
37.844136,0.03405226,0.6553957,-0.09566452,-0.530091,0.2251584,-0.4064446,-1.440249,-0.984994,0.7054955,0.2603805,0.8684745,0.01141416,-0.1945132,1.257042,-0.2093,-0.8119981,-0.4757131
37.910763,1.242625,0.2721184,-0.7040164,-0.4563378,0.2105941,-0.3212621,-1.851898,-0.1501843,0.0173602,-0.3601592,0.1898948,-0.2263797,0.3168886,0.2414708,-0.2275121,-0.6538847,0.713395
37.97739,0.8515704,0.5220743,-0.144055,-0.5389219,0.2232256,-0.8166391,-1.889975,-0.7473124,-0.3418382,-0.1858345,-0.7800717,-0.1491363,0.4272824,0.1499328,-0.5065811,-1.044801,-0.3363606
38.044017,0.9153679,0.166935,-0.2033426,-0.5054198,0.2983645,-0.3807518,-0.7381446,-0.888712,-2.217881,-0.2066331,1.098656,0.5524424,0.2811334,-0.1051579,0.8136268,-0.7640937,-0.5358477
38.110644,0.2204328,-0.04392327,-0.4707188,-0.6583363,0.06603375,-0.08248837,-0.1048199,-0.3954287,1.385316,0.1867589,-0.4375988,0.06959149,0.001777272,-0.7814504,0.0831213,-0.2146026,0.7208323
38.177271,-0.03709296,0.1148152,-0.51237,-0.6771949,0.1285135,-0.6729762,-2.020692,-0.6404276,1.115372,-0.01690965,-0.1700901,-0.3271248,0.1140486,0.1674648,0.2732974,-0.81116,-0.1524035
38.243898,1.803045,0.7817377,-0.5631985,-0.4350056,0.3887635,-0.04319603,-1.634362,-0.713966,-0.4328038,-0.1180567,-1.390284,0.727003,-0.1152214,0.7132735,-0.4101606,-0.3903718,-0.002715401
38.310525,0.7756387,-0.02840469,-0.4888254,-0.7042764,0.249725,-0.1777659,-0.9270194,-1.334951,-0.4201306,0.1750799,-0.8485382,-0.7141678,-0.07816512,0.5315803,0.6520292,-0.6408335,-0.2439782
38.377152,1.378335,-0.00717826,-0.4153925,-0.06574075,0.3800711,-0.9002135,-0.7136201,-0.6379607,-0.01784657,-0.7425959,-1.071051,0.2748674,0.006863463,-0.04349839,-1.116399,-0.9470312,0.1718621
38.443779,-0.2838088,-0.220838,-0.4428695,0.5200698,0.2488961,-1.122798,-2.015724,-0.6711546,0.04304715,0.1343165,-0.7704425,-0.5137179,0.323445,-0.028756,-0.2904842,-0.3229451,0.01673646
38.510406,0.65279,-0.2563512,-0.8679575,0.5526157,0.2972316,-0.3786465,0.4445368,-0.7430453,0.5406294,-0.2841025,-0.3507417,-0.8079544,0.3254472,-0.4698089,-0.2732109,-0.4489205,0.04712504
38.577033,0.716143,-0.4420493,-0.5563914,0.0789444,0.4739256,-0.5887282,0.0285298,-0.5052534,1.549875,-0.03837053,-0.5769694,-1.051045,0.4837092,-0.9355652,-0.4148086,-0.3692429,-0.006401266
38.64366,0.3481441,-0.2065511,-0.4978447,-1.381597,0.2848729,-0.7175413,-0.1283093,-0.6313565,-0.5352991,-0.08987226,-0.2607341,-0.1012083,0.6758726,0.1453654,0.04482837,0.5420204,0.5260649
38.710287,1.464863,-0.2806024,-0.5989236,-0.7891644,0.2847724,-1.024883,-2.042019,-0.2727665,0.9659418,0.255369,0.4319577,-0.3854701,0.3260167,0.1892593,-0.5983631,-0.0292878,0.7860035
38.776914,1.834089,0.2566735,-0.5638027,0.1828532,0.3206211,-0.4897171,-1.581516,-1.208359,-0.2077308,0.09708179,-0.05730361,-0.3611161,0.6519724,0.09999374,-0.3208556,-0.13204,-0.371926
38.843541,1.113494,0.03923805,-0.478283,-0.5301217,0.2125802,-0.8734021,0.007027736,-0.3590745,-1.924646,-0.04002083,-0.6047359,-0.2700185,0.4969749,-0.5369645,0.4633194,-0.3488379,0.02593474
38.910168,0.2461942,0.2194128,-0.6307045,0.06529858,-0.1685463,-1.103565,-1.453045,-0.880384,0.3316018,-0.0990888,-1.058087,0.7711065,0.162258,-0.1186013,-0.2768489,-0.2519734,0.9473749
38.976795,-0.2211728,0.5505631,-0.720547,0.3740919,-0.08974379,-0.7419891,-0.8593379,-0.7468402,-1.229079,-0.2400783,-0.9570898,-0.1348776,0.09841555,-0.3212596,0.8519988,-0.6058899,-0.2828675
39.043422,-0.6165303,0.6729333,-0.5733232,1.395549,0.03005978,-0.4766444,-0.2050711,-1.392432,0.7604453,-0.05182744,-0.5741392,1.847343,-0.1261221,1.336094,-0.1576912,0.2153621,0.5640046
39.110049,0.7195172,0.398789,-0.2103724,0.1854362,-0.06279903,-1.08518,-1.046376,-1.147873,-0.5572584,-0.09703903,-1.47807,0.5251975,0.1330466,0.1274974,-0.05326496,-0.5757899,0.5353194
39.176676,0.8336422,0.5982077,-0.6018004,-0.4226232,-0.3507502,-0.6082982,-0.9724569,-1.15237,-0.4154681,-0.4898854,-0.8258809,0.1776342,0.5314639,-0.2108444,0.6201325,-1.000242,-0.3264445
39.243303,1.798526,0.1241205,-0.6369721,-0.08554893,0.4457978,-0.854686,-1.92993,-0.9111041,1.701303,0.2350413,-0.5052536,-0.3055768,-0.1003899,0.37272,-0.1092381,-0.2480713,0.2583224
39.30993,-0.1462925,0.7221298,-0.2397024,-1.06188,-0.1369579,-1.117014,-0.3251972,-1.271246,-1.600363,-0.3234891,-0.5201322,-0.2554819,-0.2295984,-0.1281449,0.5040972,-0.8445604,0.2203973
39.376557,0.03670548,0.4835201,-0.5555981,0.7161602,0.05265941,-0.7016506,-1.696088,-1.164364,-0.268695,-0.1488374,-0.08269645,1.210031,0.04068149,0.2715947,1.021801,-0.9719049,0.2899123
39.443184,1.498505,1.45321,-0.5505181,1.189932,-0.2790734,-0.438492,-1.017471,-1.190842,-1.061,0.04016917,-1.857814,0.1973925,0.07118982,-0.4454238,-0.9419261,-0.7059233,-1.114051
39.509811,2.312093,2.086957,-0.5197826,-0.92792,-0.0414226,-0.4968111,0.6422677,-1.077552,-1.073674,0.1576748,-1.689534,0.3968237,-0.01048597,-0.3306924,-0.6418403,-0.4217754,0.1999813
39.576438,2.001868,1.978739,-0.5047031,-0.4996345,-0.3128848,-0.718099,0.5072725,-0.6023899,-0.1321398,-0.1938266,-1.112823,-0.4663533,-0.07847147,-0.005739647,0.02767524,-1.355046,0.363117
39.643065,0.6732742,1.770308,-0.4713112,1.253392,0.258595,-1.030725,-1.037316,-0.8030471,1.399602,0.2680002,-0.6778914,0.5644754,0.4551042,0.3496539,-0.202082,-1.045827,-0.8840925
39.709692,1.240394,1.306276,-0.1568543,0.298856,0.2336813,-0.5300254,-1.219764,-0.591634,0.9397031,0.1641009,0.2538043,0.8226873,-0.627588,1.004346,0.264634,-0.6218652,-0.6619314
39.776319,0.5141831,1.516612,-0.2606268,-1.128983,0.0558103,-1.491481,-0.942476,-0.004277789,-0.8914517,0.02165918,0.8186296,0.5539038,0.8254399,-0.8412277,0.2737291,-0.6374706,-0.001051547
39.842946,1.176061,0.6204377,-0.203416,-0.2701721,0.3116176,-1.244101,1.800682,-0.403363,-0.5481962,0.5034109,-0.6020774,0.5629232,0.02013847,-0.5239771,-0.6888584,-0.09811933,-0.6201493
39.909573,1.206061,0.6678091,-0.3442436,-0.3345308,0.005875367,-1.54212,1.799426,-1.025177,0.9199605,-0.05395521,-0.5002439,0.05584297,-0.5136494,0.1959235,-0.388064,-0.9252455,0.2982164
39.9762,1.60284,0.8701757,0.09991553,-0.4389364,0.1007147,-0.9960974,2.032331,-0.9488814,-0.3702352,-0.3246867,-0.8586611,0.8153468,-0.5420443,0.5903667,-1.060974,-0.7497976,-1.156368
40.042827,0.4430862,0.8117896,-0.5677598,0.5340319,0.1568791,-1.135273,1.750981,-1.20922,-0.6301706,-0.3684256,-1.126773,-1.021522,-0.05617192,0.1694711,0.3416993,-0.3183953,-0.0361284
40.109454,-0.1221083,0.6563514,-0.2854663,-1.132356,-0.1109229,-0.6187215,1.651916,-0.5063834,-0.3184094,-0.07382203,-0.5406609,-0.4353912,0.1292859,-0.4425468,-0.2321214,-0.4218973,-0.07117599
40.176081,1.540545,0.8667944,-0.4852519,-0.9565833,0.141007,-0.9784424,1.760583,-0.3362156,-1.534952,-0.3103863,-0.4733072,0.5988271,0.2163081,-0.539088,-0.8714864,-0.496361,-0.5740007
40.242708,0.9605975,0.9049993,-0.03608583,-1.168853,-0.1192385,-0.4884959,0.3206892,-1.424888,-0.9030047,-0.3954174,-0.9204338,-1.345883,0.07777657,-1.063593,0.4068767,-0.5735997,-0.4465358
40.309335,0.5316843,0.4579405,-0.1806017,0.0932721,0.3294191,-0.4014251,2.300223,-0.7398108,-0.1010698,-0.1236383,-0.3310026,0.276181,-0.2369946,-0.7087197,0.3374396,-0.2203861,-0.8295875
40.375962,-0.4203344,0.6739671,-0.159273,-0.05070144,0.3542624,-0.5240868,0.7031376,-0.662116,0.07870572,-0.09822854,-0.2894091,-0.97034,0.1132502,0.0488589,-0.1503204,-0.1117519,0.02544956
40.442589,-0.5414091,0.1068531,-0.03898432,0.2896575,0.118043,-0.7668332,0.8246071,-0.8179672,0.358192,0.07500201,-0.6443961,-1.11662,-0.05700109,-0.3303307,0.8932675,0.05353326,-0.5050699
40.509216,2.513306,0.1331074,-0.2766601,-0.1652515,-0.1870319,-1.270346,1.373839,-0.5768039,0.1737757,-0.100844,0.4014772,0.6646854,0.4717816,-0.7682663,0.1175549,-0.2928432,0.3008685
40.575843,2.760066,-0.3631333,-0.1221741,-0.3859262,0.7597871,-0.4119165,1.225397,-0.7043701,-2.420513,-0.4555325,1.066366,-0.06551555,0.7479748,-0.2633084,0.2432951,-0.2872542,0.2721413
40.64247,0.8830183,-0.1618836,-0.2820828,-0.7454381,0.2407131,-0.9314029,0.9500011,-0.2449772,0.5140353,0.1732575,0.2920538,0.3032416,0.4327922,-1.610438,-0.2712122,-0.594923,-0.7331567
40.709097,0.7227469,-0.2284845,-0.2969825,-1.024409,0.4602916,-0.8734663,0.3304693,-0.6420984,0.1011733,-0.03091726,-0.1017067,-0.2074359,-0.1395976,-0.6386054,0.6209293,-0.1956096,-0.8140041
40.775724,1.047991,-0.2864391,0.03433583,-0.1390925,0.3230935,-0.6254005,0.4618427,-0.9738458,-0.4221792,-0.02829427,0.1878351,-0.8715478,0.5215969,-0.9322567,0.01209341,-0.2812967,-0.4752871
40.842351,1.485834,-0.2513407,-0.0637088,-0.7475098,0.3793123,-0.2974489,0.059454,-1.188308,1.295794,-0.2408859,0.6445517,-0.315004,0.5061635,-0.5058501,0.5033754,-0.292672,-0.5185121
40.908978,0.8710966,-0.8471646,-0.4056559,0.2991589,0.6275083,-1.327682,0.1498263,-0.9023402,1.491014,0.1716686,0.1356066,-1.096548,0.3800158,-0.6495304,-0.9303849,-0.09034932,0.5575546
40.975605,2.208557,0.0999893,-0.5490215,-0.3561298,0.2457455,-0.6352698,-1.267144,-1.377358,0.3443146,0.09095669,-0.1462391,0.7250437,0.007073211,0.421253,0.186366,0.08231387,0.2327808
41.042232,0.4292841,-0.3190134,-0.6818935,0.1412039,0.4682496,-1.062295,0.6324296,-0.7861206,1.141163,-0.02282433,0.09699954,-0.2459565,0.7372499,-0.2874475,0.01758533,-0.06390551,0.03362402
41.108859,0.251272,-0.2797996,-0.5429945,-0.2045531,0.5284035,-1.007274,0.9460534,-1.392474,0.2307139,0.5159514,0.1505454,0.1604161,0.2122344,0.11306,0.1411778,0.03555046,-0.05774951
41.175486,0.5323332,-0.6973573,-0.2719949,-0.7152904,0.3420731,-0.5486289,-1.044644,-0.724071,0.331972,-0.1897292,-0.1796676,-0.03517792,-0.1477927,-0.160154,1.093272,0.3243044,-0.1364929
41.242113,1.690186,-0.4675754,-0.2588156,-0.1575971,0.7346151,-0.3597383,0.5450819,-0.4767229,0.3103836,-0.4701009,-0.5448507,-0.1082824,0.3099351,0.522287,0.3452899,0.314096,-0.6056007
41.30874,0.824905,-0.05402115,-0.5049274,-0.8216276,-0.1448702,0.02134909,0.2382537,-1.274262,-0.344237,-0.18665,-0.2120115,-0.6057321,0.04015394,0.2261877,-0.7946099,0.02961702,0.05333175
41.375367,1.329817,-0.2093193,-0.6763644,0.3623173,-0.03984682,-0.4641528,-0.3742505,-0.8723492,0.6956514,0.2268351,-1.897151,1.081074,0.280652,-1.015364,-0.5612386,0.1876109,-0.4900352
