Frame,C009,C013,C005,C004,C012,C008,C015,C003,C018,C002,C014,C001,C000,C007,C011,C010,C006,mouse1,mouse2,contact
0.9327780000000132,-0.003679215,-0.3930571,-0.3075058,-0.3818963,-0.4741426,-1.228134,0.1260255,4.076124,-1.681289,-0.3688098,3.046816,-0.6099302,-0.3143335,0.03101699,-1.442484,0.6763213,0.1386115,,,
0.9994049999999959,0.4633692,-0.4935305,-0.4632661,0.3742318,-0.1381905,-1.072783,-1.288212,4.060722,0.3401193,0.01764317,3.330343,-0.7513282,0.2083664,-0.7001683,-1.084141,0.4844384,-0.1838376,,,
1.066032000000007,-0.9702441,-0.6409992,-0.1923104,0.4257347,-0.2623921,-1.069676,0.3771223,4.061359,-1.257671,-0.3609385,3.136002,-0.3528892,-0.08375645,-0.2580531,-0.6515256,0.2006229,-1.427013,,,
1.132659000000018,-1.193283,-0.7045914,-0.2955029,0.02276318,-0.2898803,-0.9479665,-0.5090127,3.560669,-0.7601801,-0.8589181,2.893617,-1.759574,0.2398646,-0.05458772,-0.5885994,0.7557588,0.1007983,,,
1.1992860000000007,-0.05157116,-0.8086483,-0.2405597,-0.6810134,-0.1402036,-1.092395,-0.3317301,4.01697,-0.6905468,-0.492052,2.06796,-1.301855,-0.3231294,0.067151,-0.3086373,0.1524552,-0.05296583,,,
1.2659130000000118,-0.9096754,-0.5559542,-0.3615159,0.8138686,0.1183444,-0.618762,-0.7102858,4.5427,-0.04243283,-0.4777554,2.795475,-0.4217316,0.06168275,-0.4008411,-1.067246,0.04839008,-0.8417729,,,
1.332540000000023,0.2012399,-0.4553348,-0.4967616,0.2853909,0.000577196,-1.05389,0.3844848,5.516946,-1.169463,-0.5057326,1.007174,-0.1498952,-0.0222607,-0.406355,-0.5276541,0.3398398,-0.6389096,,,
1.3991670000000056,0.6937641,-0.6003991,-0.4462609,0.4204919,-0.224248,-0.8128756,-0.03962997,5.526303,-1.170071,-0.3303944,1.121432,-0.03557023,0.02589589,-1.026411,0.321355,-0.3298166,-0.2926195,,,
1.4657940000000167,-0.5254894,-0.2571928,-0.2856708,0.1426906,-0.5346431,-1.062028,-0.7404485,4.974931,-1.337867,-0.821927,1.301987,0.8103769,-0.2129998,-0.3603344,-0.3862574,0.1387759,-0.654421,,,
1.5324209999999994,-1.547025,0.01730506,-0.3990765,0.07722092,-0.1885615,-0.7029212,0.2079031,5.529943,-0.5926467,-0.5722639,1.285466,-0.7620691,0.1680008,-0.382049,-0.9649107,0.7565323,0.07579768,,,
1.5990480000000105,-0.08478659,-0.5281639,-0.2388214,0.5795078,-0.05766436,-1.757247,-1.070052,5.573929,-0.2764416,-0.216059,1.094327,0.2555184,-0.3859197,-0.4645938,-1.26606,-0.1494364,0.6776398,,,
1.6656750000000216,-0.7729604,-0.3808611,-0.3496698,0.4204735,-0.4111436,-1.25331,-0.365464,4.993957,-0.1237619,-0.1061901,1.050391,-0.3339305,-0.1533477,0.4855111,-0.08049698,0.06680518,-0.5634899,,,
1.7323020000000042,-0.3543332,-0.1235843,-0.2512251,0.8702766,-0.8279887,-1.391558,0.06067898,3.938421,-0.3131775,-0.3163871,0.3618874,0.06353925,-0.6373553,-0.01956065,0.3562435,0.2490115,-0.5390828,,,
1.7989290000000153,0.2995663,-0.2861857,-0.4496338,0.9550396,-0.2453754,-0.7252786,-0.762328,4.11474,0.6467283,-0.9618958,1.845164,-0.08314329,0.1475715,0.07945332,-0.6525875,-0.3645105,-0.2186239,,,
1.865555999999998,-0.3998387,-0.2825849,-0.191705,-0.9959684,-0.4143353,-1.161249,-0.4889964,3.946299,-0.1854416,-0.1319853,4.877933,0.5734099,-0.3505502,0.01844896,0.02483304,-0.2485585,-0.7325659,,,
1.932183000000009,-0.521571,-0.2886854,-0.08809055,0.7044716,-0.3349173,-1.135857,0.9347747,3.515977,-0.4985852,-0.7246262,5.674191,0.03820282,-0.4196013,0.9796441,0.5237044,-0.6362022,-0.5647724,,,
1.9988100000000202,-0.1964362,-0.6001636,-0.4942615,-1.044094,-0.4241291,-0.02588132,1.375645,3.223147,-3.256503,-0.916707,5.856229,-1.584345,-0.9213755,-0.9531036,-1.157231,-0.0807682,-0.4714017,,,
2.065437000000003,0.363194,0.2987207,-0.5299135,-1.793184,-0.8715335,-1.29082,-1.952474,2.408019,-0.9955427,-0.8468106,4.388394,-0.4786237,-0.166916,0.8268809,-0.968134,-0.1939915,-1.172954,a,s,nc
2.132064000000014,-0.2393025,0.2966347,-0.3199905,-0.7955471,-0.8834174,-1.004956,-0.3856447,1.637628,-0.03644944,-0.9948919,3.763157,-0.3517027,-0.5898235,1.292066,-0.4088194,-1.326271,0.06844067,a,s,nc
2.1986909999999966,-0.09755263,0.6998515,-0.6094279,-0.2278994,-1.250425,-1.236709,-2.328448,1.158229,-0.7884334,-0.2348222,3.308946,-1.365394,0.3172137,0.279906,0.09955122,-1.171824,-0.6094182,a,s,nc
2.2653180000000077,0.7360769,0.5317211,-0.5658752,0.2105544,-0.8479633,-0.794012,0.03601089,1.583078,-1.027349,-0.1205149,2.175904,-0.3286738,0.4338601,0.03643426,-0.6714635,0.03941867,-2.192334,a,s,nc
2.331945000000019,0.3156028,0.8463168,-0.1529441,0.9085889,-0.9684542,-0.4911785,-1.045073,1.256958,-1.769463,-0.3947852,2.594646,-0.4235497,-0.5393784,0.2329243,-0.7177075,-0.2679299,-0.415529,a,s,nc
2.3985720000000015,1.558407,0.4721877,-0.8026068,2.20412,-1.173966,-1.018396,-2.422218,0.8875278,-0.7500505,-0.7431645,2.432709,-0.6004778,-0.5368795,0.778188,-0.8910119,-0.5411682,-0.4254391,a,s,nc
2.4651990000000126,-0.2084297,0.333369,-0.3464803,0.8266224,-0.7281529,-1.033788,-5.047494,0.8640609,-1.374313,-0.4433466,1.22852,0.8753314,0.7235022,1.360575,1.477999,-0.7625493,-1.183424,a,s,nc
2.5318259999999952,0.3025974,1.121256,-0.1841651,0.1195207,-1.167492,-0.9485659,-1.747647,1.239862,0.8513553,-0.1686908,1.619388,0.841791,0.8111031,2.871204,4.385463,-1.144136,-1.023324,a,s,nc
2.5984530000000063,-0.761982,0.3934009,-0.1798285,-0.7891725,-1.01756,-1.4265,-2.395558,0.5859497,-0.4060992,-0.7053995,1.48828,-0.2249809,1.438508,2.685706,3.746246,-0.9773229,-1.164667,a,s,nc
2.6650800000000174,-0.871756,0.3486358,-0.05701201,-0.5346095,-1.48295,-1.217507,-2.148025,0.9847226,-0.1931372,-0.2910027,0.4884403,-0.3432085,2.066742,3.058163,5.459148,-1.256569,-0.1928033,a,s,nc
2.731707,-0.3295202,0.3203055,-0.1153024,0.3850231,-1.726828,-1.099576,-1.347475,0.2454426,-1.471929,-0.9727365,1.199404,-0.4018545,1.753139,3.649632,5.432289,-1.604145,-0.05598603,a,s,nc
2.798334000000011,-1.092017,0.2509284,-0.2339917,-0.04350043,-1.746546,-1.265867,-2.485025,-0.5720203,0.4236389,-0.6252121,1.050459,-0.1452798,1.698053,2.782601,3.812896,-0.9283926,-0.5978419,a,s,nc
2.8649610000000223,-0.2824656,0.07890099,0.1757747,-1.468495,-1.449798,-0.4348691,-1.458115,0.3643121,0.4040136,-1.514646,0.5341644,-0.4681358,2.992403,1.984574,3.518859,-1.00265,-0.9499129,a,s,nc
2.931588000000005,-0.005706195,0.4940476,-0.09833209,-1.525836,-1.456418,-0.694384,-1.77858,0.6205613,0.5282125,-0.3917345,0.05845653,-0.3088876,3.457091,2.911455,3.245658,-0.5264446,-1.679084,a,s,nc
2.998215000000016,-0.8853518,-0.2011908,0.07473341,0.8918284,-1.227147,-0.2419195,-1.562515,0.3634038,-1.31051,-0.2807939,1.199831,-0.8422197,4.441353,2.664772,2.612909,-0.42121,-0.4255318,a,s,nc
3.0648419999999987,-0.2686276,-0.1648307,-0.007644483,0.386526,-1.425666,-0.9008005,-1.343078,0.2927266,0.9442327,-0.6953238,-0.02453306,0.1535935,4.202592,2.658028,2.153939,-0.7186271,-0.2010126,a,s,nc
3.13146900000001,-1.117773,0.1439673,0.06419817,1.828812,-0.8811157,-0.2200139,-4.178153,-0.5365921,-3.121364,-0.2706948,1.170954,-2.084957,3.547107,4.86202,2.115337,-0.9086803,-1.676479,a,s,nc
3.198096000000021,-0.5911888,-0.2513777,-0.1582744,-0.2747336,-1.008039,-1.141617,-0.411718,-0.3732196,0.7751601,-0.05396249,-0.1660593,-0.1793864,5.67839,2.842842,1.461839,-1.353178,-1.095809,a,s,nc
3.2647230000000036,0.3931479,0.03259359,0.2239,-0.7148492,-1.114931,-0.9774417,-2.136854,-0.09215302,0.6485397,-0.5280297,0.1913035,0.6067061,6.784339,3.859321,2.631808,-1.087423,-0.9640703,a,s,nc
3.3313500000000147,-0.282569,0.2560527,0.2618385,0.05479387,-0.996249,-0.2141489,-2.216991,-0.6451932,-2.782234,-0.3453985,1.133654,0.4247197,8.161695,4.104158,2.144411,-2.083792,0.4379893,a,s,nc
3.3979769999999974,-0.8280231,-0.5015427,0.6984257,0.1564355,-1.306177,-0.2722028,-1.410622,0.3068353,0.02104043,-0.4887187,0.0275274,-0.005533239,9.130692,3.061813,2.44771,-1.417598,-0.4127505,a,s,nc
3.4646040000000085,-0.6288933,-0.8757057,0.7250388,0.1110068,-1.043047,-0.9270549,0.1267584,-0.4237801,0.1581094,-0.6965945,0.8279588,0.4309043,9.915205,3.708294,2.093028,-1.752312,-0.1610368,a,s,nc
3.5312310000000195,0.517338,-0.6707229,0.3199383,0.7797874,-1.297104,-0.2293193,-1.346394,-0.3566487,-0.8027356,-0.4745708,0.9324855,-0.6225267,11.85484,3.278466,2.201509,-1.735242,-1.197169,a,s,nc
3.597858000000002,0.6165566,-0.2262782,0.09583297,-0.3363989,-1.039484,-0.7876159,4.9746,-0.6168559,0.2495253,0.2415052,0.006306008,0.5573924,13.92582,3.073575,2.44968,-1.397028,0.09091386,a,s,nc
3.6644850000000133,-1.400512,-0.4903436,0.3283348,-0.2013808,-0.6921359,-0.3066384,4.14371,0.1202421,0.337005,-0.3053547,0.246403,-1.251981,13.69659,2.461791,1.474128,-1.451079,-0.5964172,a,s,nc
3.731111999999996,0.7543685,-0.9915289,0.1935509,0.1130713,-1.04598,-0.269038,6.339445,0.07904919,1.17757,-0.2966283,0.4567501,0.4692314,14.48635,1.754197,0.7524306,-1.735947,0.9293417,a,s,nc
3.797739000000007,-0.4614391,-0.7806318,0.7384191,0.8782402,-0.8729781,-0.3443053,6.251691,-0.1730578,1.241331,-0.6817488,-0.6070949,-0.7246263,13.68941,2.172502,0.6247383,-1.533331,-0.4551635,a,s,nc
3.864366000000018,0.07230685,-0.3599025,0.03221719,0.4353727,-0.9291826,-0.5228454,8.16895,0.02192833,3.681801,-1.289295,-0.1596906,-0.119238,15.8252,0.1273924,-0.6454486,-1.45553,1.20742,a,s,nc
3.930993000000001,-0.4865844,-0.3074909,0.1046235,-0.8480774,-0.9593458,-0.3117985,2.246969,0.3539885,-0.8888733,-0.5312745,0.2232401,-1.40123,14.69065,2.669246,1.172136,-0.409361,-0.5986994,a,s,nc
3.997620000000012,-2.159987,0.02551024,0.3850548,-0.2413727,-0.6021945,0.05199102,3.252109,0.2815892,0.8973262,-0.1076063,-0.3270169,-0.6857833,15.03541,2.695787,0.05126168,-0.4645501,-0.3102627,a,s,nc
4.064247000000023,-0.2950111,-0.2972108,0.081733,0.7781636,-0.3713267,-0.4382593,2.828838,-0.2350936,0.104246,-0.1762769,0.9327689,-0.1473974,14.57044,2.491802,-0.2555252,-0.945636,0.04761744,,,
4.130874000000006,-0.3436007,-0.01069681,0.1986031,0.9500171,-0.7949207,-0.6426854,1.918604,-0.4156501,-0.6525037,0.2818306,0.215935,-1.972264,14.42241,1.9579,-0.8130623,-0.907307,-0.2790601,s,s,nc
4.197501000000017,0.2229586,-0.1369908,0.3013663,1.59087,-0.564558,-0.2083411,5.578126,-0.3319258,-1.753389,0.5179811,0.4914083,-0.3787737,14.78843,2.796955,-0.2040207,-1.181772,-0.3898167,s,s,nc
4.2641279999999995,-0.5761383,-0.2284602,0.1297737,0.04731826,-0.6995738,-0.5761995,2.216394,-0.7028019,0.2528198,-0.04118203,0.1519002,-0.7442939,13.58175,1.690634,-0.3268526,-0.6640756,-0.09475609,s,s,nc
4.330755000000011,1.79269,0.3609672,0.1574779,-0.5507147,-0.5961877,-0.4935539,1.901999,-0.6048205,-0.07519553,-0.4568936,-0.7427531,-0.6578672,13.65951,2.233266,-0.6496676,-0.7484558,-0.003275738,s,s,nc
4.397382000000022,-0.5629432,-0.0383713,0.4806392,-0.08566534,-0.9402438,-0.4623983,1.964324,-0.4025872,-0.987231,-0.8026692,-1.320122,-1.631495,14.00146,1.60321,0.28164,-0.9032193,-0.1789713,s,s,nc
4.464009000000004,0.1000075,0.02689293,0.1185503,-0.2933965,-0.7527663,-0.3908166,1.485566,-0.3932986,0.2703609,-0.3932682,-0.7006207,-0.6993896,13.76442,1.513942,-0.3326968,-0.8221169,0.08351734,a,s,nc
4.530636000000015,0.303055,0.1303599,0.09258594,0.5044871,-0.8151031,-0.674388,1.722775,-0.5820743,-0.3876821,-0.3685227,-1.009886,-1.473071,13.79217,1.330476,0.6640113,-1.318843,-0.6683702,a,s,nc
4.597262999999998,0.1454201,0.05543272,0.4619003,1.101585,-1.183992,0.09317184,-0.6704193,-0.630755,-0.2707274,-0.6919516,0.0299978,-0.6360165,13.30477,1.214139,-0.5895807,-1.077255,-0.8066878,a,s,nc
4.663890000000009,-0.1579677,0.4927174,-0.1611842,0.08450635,-0.6209404,-0.02414633,-0.1664634,-0.5357599,1.429749,-0.1134663,-0.9861262,-0.4419232,13.51614,2.283956,-1.174182,-0.6877514,0.7905914,a,s,nc
4.73051700000002,0.1031621,0.1920764,0.07143512,-0.772666,-0.8380574,-0.04899024,0.3416898,-1.490635,-0.1643208,-0.1272333,-0.7194561,-1.878076,12.52191,2.215527,-0.5984469,-0.3825866,-0.4098483,a,s,nc
4.797144000000003,0.5342036,-0.4826805,0.1721467,-0.2588136,-0.7846147,-0.3252874,-0.2079708,-0.8660308,0.2874528,-0.5834506,-0.6703956,-1.208746,12.33173,1.945007,0.2071641,-0.203989,0.2604667,a,s,nc
4.863771000000014,1.041411,0.04724191,0.04625158,-0.07379125,-1.279806,0.1457008,0.06508366,-1.077878,0.131621,-0.5572789,-0.5044872,-0.4816523,11.67631,2.03578,0.02478091,-0.4016859,-0.09086941,a,s,nc
4.930397999999997,0.847679,-0.3266209,-0.3079607,0.5213239,-0.8225865,0.3481333,-0.07966273,-0.1790025,1.094884,-0.3473728,-0.7621171,-1.04914,12.69897,1.293753,-0.2759221,-0.3264831,1.774588,a,s,nc
4.997025000000008,1.065889,0.04087347,0.0807148,-0.4228382,-0.8127919,-0.2431734,-0.3291683,-1.329132,0.9314803,-0.5074984,-0.141346,-2.812278,13.54353,2.185893,-0.8580519,-0.1215132,-1.463685,a,s,nc
5.063652000000019,-0.5590739,0.01725263,0.2081898,-0.9163783,-0.8034533,-0.2346079,0.8426964,-0.7812081,2.328876,-0.3387322,-0.6332757,-0.3864967,12.81817,3.578466,-0.2852375,-0.5149828,-1.464546,a,s,nc
5.130279000000002,-0.4067742,-0.742622,-0.06146466,0.3158849,-1.038175,-0.4806971,0.616214,-0.0636084,-0.3419499,-0.2499437,-0.3755459,-2.797024,12.8526,1.941804,0.2242543,-0.387482,-0.5915605,a,s,nc
5.196906000000013,0.7087066,-0.5847677,-0.2850686,0.679724,-0.5867534,-0.2584832,-0.6033475,-0.2974747,1.186428,0.0001841861,-0.1784753,-1.33704,12.37309,1.894407,-0.3130622,0.218703,0.2746911,a,s,nc
5.263532999999995,-0.9909393,-1.068137,0.07954042,0.6398587,-0.3888484,-0.3377237,0.7864032,-0.396165,-0.1887714,0.1903679,-0.2077561,-1.5473,11.6804,2.181878,0.02738124,-0.7323817,-0.1968416,s,s,nc
5.3301600000000064,-0.9732888,-0.2700053,0.4532963,-0.01899238,-1.359401,-0.8256921,-0.7382774,-0.3395865,0.04989848,-0.2625348,-0.6595423,-1.136075,11.88864,1.887252,0.6963471,-1.455843,-0.3709827,s,s,nc
5.3967870000000175,0.2812134,-0.4779218,0.3510522,0.03785301,-0.5301924,0.1584663,0.1351211,-0.4759378,-0.8197614,-0.04384556,-1.023186,-1.449533,11.47895,1.85412,-0.2001877,-1.015306,-0.9146999,s,s,nc
5.463414,-0.9803995,-0.7450143,0.08130702,0.4614585,-0.4162161,-1.082718,-0.4870386,-0.7057176,0.007440867,-0.2086786,-0.8784877,-0.4133685,10.40989,2.007166,0.05431088,-0.5375813,-0.101224,s,s,nc
5.530041000000011,-0.437849,-0.4912603,0.1479216,0.2636553,-0.9036337,-0.1633111,-0.351844,-0.4424344,-0.4120761,-0.09048153,-0.3811969,-0.4363423,10.17865,1.903959,-0.4858984,0.04669321,0.5079142,s,s,nc
5.596668000000022,-0.5911472,-0.1493209,-0.1135007,0.1590701,-1.306862,-0.5707402,-0.4933697,-0.6898451,1.964494,-0.5560372,-0.4660935,-0.9838792,10.1661,1.142866,-2.206299,-0.1601748,-0.4893589,s,s,nc
5.663295000000005,-1.055332,-0.4477184,0.06515961,-0.4808187,-1.111173,-0.9667738,-1.551309,-0.8571153,1.131527,-0.5544085,-0.8360375,-0.8033342,8.474523,1.413974,-1.158382,-0.580107,0.2538676,s,s,nc
5.729922000000016,-1.196172,-0.7912127,0.0833999,0.8572352,-1.050905,0.1999775,-2.070646,-0.4084782,-0.8682728,-0.5134552,-0.9211903,-1.595683,8.708967,3.018708,-1.569161,0.04047807,0.1180775,a,s,nc
5.796548999999999,-0.6712723,-0.7318185,0.4520715,0.8270119,-1.506238,-0.9272566,-2.712939,-0.7501683,-0.2378322,-0.1705188,-0.9178415,-0.3080605,9.07024,1.789511,-0.6528354,-0.2404372,-0.4564112,a,s,nc
5.86317600000001,-0.7880574,-0.1980232,0.5526589,-0.8972177,-1.236961,-0.2077518,-2.645026,-1.056743,1.220852,-0.5157819,-0.5866694,-1.178547,10.0213,2.143977,-0.2992931,-0.4626189,-0.04465047,a,s,nc
5.929803000000021,0.4671748,-0.6303309,0.1656677,0.4142628,-1.149122,0.006085868,-1.486846,-0.8178345,0.3044682,-0.5694148,-0.2176332,0.2279123,9.857821,2.83495,-0.9772391,-0.7162712,-0.8356065,a,s,nc
5.996430000000004,0.5683546,-0.3398994,0.4203338,-0.5767902,-1.279875,0.2757605,-0.1482108,-0.8786206,0.8893493,-0.2777918,-0.7276059,-0.91496,9.419104,2.614588,-0.436338,-0.2930223,-0.280992,a,s,nc
6.063057000000015,-0.6880437,-0.5185326,0.3094476,-0.8381557,-1.359999,-0.4977949,-0.9212275,-0.6676644,1.547727,-0.5108911,-0.5712526,-1.051981,8.771591,2.294775,-0.07414033,0.3699424,-0.03920665,a,s,nc
6.1296839999999975,0.5420343,-0.5555352,0.2221824,-0.2141903,-1.060835,-0.2610723,-1.541141,-0.6442109,1.513349,0.2027846,-1.620543,-0.994435,8.383249,2.998565,-0.3149644,0.4715566,-0.4693443,a,s,nc
6.196311000000009,-0.5510679,-0.6263427,0.1824572,-0.3749349,-1.508497,0.1865466,-1.200767,-0.8878412,-0.7026201,-0.7699241,-1.029418,0.1811682,7.701191,3.573155,0.9479751,0.5000429,-0.474124,a,s,nc
6.26293800000002,-1.429763,-0.6807976,0.12985,-0.8485142,-1.497386,-0.3347493,-1.808846,-0.9875438,1.147678,-0.7101227,0.4852632,-3.085256,9.052448,3.552428,-0.1582991,-0.4389935,-1.069698,a,s,nc
6.329565000000002,-2.42692,-0.2357726,0.1882567,0.3550822,-0.7069517,-0.6067575,-4.213794,0.2996033,0.8463916,0.5233778,-1.782919,-1.283349,9.608104,1.432087,0.6451463,0.3410291,0.3379734,a,s,nc
6.396192000000013,0.3436451,0.132056,-0.1102995,0.09182463,-1.202088,0.3103647,-2.275824,-0.2344693,0.3815182,0.106341,-0.3286349,-0.07146527,8.993848,3.619557,0.1337311,0.3604246,-0.5687625,a,s,nc
6.462818999999996,-0.1016667,-0.4871996,0.2198677,0.1779603,-0.7813759,0.2281072,-2.695815,-0.8551059,-0.6760291,0.1649393,-0.8098015,0.4919285,7.914357,3.182921,-0.5881416,-0.4802618,0.193014,a,s,nc
6.529446000000007,0.3451146,-0.4837192,0.2153758,-0.7095655,-1.227809,0.2488413,-1.006152,-0.4862052,0.3487047,-0.2730104,-0.2826018,1.350783,7.566206,2.354208,-1.201245,0.1031824,-0.5067698,a,s,nc
6.596073000000018,-0.3319517,-0.917812,0.1236133,0.4126354,-1.115248,-0.09130197,-1.977889,0.1157371,0.5976727,-0.1159041,-0.4479708,2.770644,7.674702,1.487831,-0.8407379,-0.04529071,-0.5037553,,,
6.662700000000001,0.1166054,-1.721868,-0.1918056,-0.2465217,-0.7995341,0.1288874,-1.219162,-0.2150518,0.6331639,0.2943228,-0.300087,2.589324,7.187013,0.3797072,-0.7497529,0.8965622,-1.754164,s,s,c
6.729327000000012,-0.649425,-0.8083501,-0.3356891,0.5009454,-1.440226,-0.01562189,-1.90236,0.7501945,-1.139182,-0.04498432,-0.2166379,4.224093,7.72026,-0.2317678,-0.2487948,0.4667106,0.6970161,s,s,c
6.795953999999995,-0.1561749,-1.036629,-0.1141411,-0.3815012,-1.094334,0.1804589,-2.209883,1.011189,0.9663572,0.06480325,-1.35798,4.662608,7.501569,-0.4195207,-0.5665056,0.9209809,1.065951,s,s,c
6.862581000000006,-0.7640879,-1.156188,0.2843459,-0.4732639,-0.9451349,0.1450899,-2.130875,0.2432525,0.3397758,-0.07911484,-0.6535344,5.502579,7.040847,-0.2573543,0.2423235,0.6716835,0.1916294,s,s,c
6.929208000000017,-1.566537,-1.320192,0.2218131,-0.3434406,-1.207002,0.4152531,-2.613872,0.4260305,-0.1798361,-0.1974795,0.4786803,3.149428,7.037106,-0.3374048,-0.7822011,2.715304,-0.1730483,s,s,c
6.995835,-0.6928301,-0.936675,-0.0692974,-0.3618077,-0.9150078,0.2871933,-3.992899,0.5214504,-0.1693329,-0.138498,-0.9313317,6.000525,6.940366,-1.079997,-0.6416613,3.413206,-0.8973398,s,s,c
7.062462000000011,-0.1302522,-0.5224851,0.248975,0.08371603,-1.286072,-0.03595969,-2.40546,0.5144767,-0.3686794,-0.01068049,-2.452295,4.264378,6.329792,-1.384362,0.04334753,3.935439,0.7791225,s,s,c
7.129089000000022,0.1916351,-0.937215,0.1699286,0.007669662,-0.9831128,-0.01483374,-2.65972,0.5214065,-0.1218943,-0.06868971,-1.422665,3.757314,5.992677,-0.5519416,-1.711485,4.823938,-1.037372,s,s,c
7.195716000000004,-0.4477838,-1.479761,0.3470462,-0.1524828,-0.9846634,0.1789788,-1.681881,1.015008,-0.1171202,0.09498984,-0.6769339,3.137244,5.585786,-0.6582218,-0.6195362,5.090403,-1.097924,s,s,c
7.2623430000000155,-0.04889974,-1.246989,0.3089373,1.325534,-0.3504955,-0.2037776,-0.4809837,0.8621535,-0.678269,0.06195624,-1.240054,2.177116,6.256219,-0.9177727,-2.277412,5.515181,0.5737481,s,s,c
7.328969999999998,-0.3841805,-1.086272,0.1338731,1.896998,-1.023899,-0.6709418,-2.405401,-0.418028,-1.028388,0.08957377,-1.828866,2.434204,5.006554,-1.227869,-0.4138993,4.517637,-0.4383893,s,s,c
7.395597000000009,-0.942619,-1.355928,0.3864613,0.693117,-1.075309,-0.1410193,-3.790714,1.125443,4.990028,0.5312858,-1.792372,1.423319,6.151837,-1.982008,-2.285473,5.372597,-0.3425685,s,s,c
7.46222400000002,-0.4727691,-0.5763161,0.08046577,-0.1216498,-1.037977,-0.5087911,-1.294143,0.5972144,-1.072051,0.1507945,-1.172524,2.343777,4.263581,-0.5172591,-1.096261,5.637901,-0.6789907,s,s,c
7.528851000000003,0.112915,-0.1458955,-0.2038626,0.02734627,-1.348349,-0.2826162,-0.3667642,0.5067647,-1.025191,-0.3582197,-0.7315609,1.171822,3.452384,0.2596292,-1.069326,5.588029,0.6321924,s,s,c
7.595478000000014,0.7312071,-0.05357176,0.1520228,0.556697,-1.153408,-0.3695543,-2.367967,0.6474443,-0.07861105,-0.3017195,-1.408735,1.405438,3.399832,-0.2782891,-0.4368428,5.980744,-0.3558911,s,s,c
