Name,Status,ColorR,ColorG,ColorB,CentroidX,CentroidY,NumComponents,Size,ActiveSegment0
C039,undecided,255,255,255,1205,454,3,51.6236,1
C040,undecided,255,255,255,629,317,287,3.60555,1
C041,undecided,255,255,255,309,260,75,18.0278,1
C042,undecided,255,255,255,498,140,300,3.16228,1
C043,undecided,255,255,255,118,565,312,4.12311,1
C044,undecided,255,255,255,353,49,2,61.7414,1
C045,undecided,255,255,255,782,157,3,45.2769,1
C046,undecided,255,255,255,353,55,4,47.0106,1
C047,undecided,255,255,255,634,207,7,65.215,1
C048,undecided,255,255,255,679,38,264,3.16228,1
C049,undecided,255,255,255,656,28,4,69.527,1
C050,undecided,255,255,255,577,232,293,7.2111,1
C051,undecided,255,255,255,848,204,24,38.2753,1
C052,undecided,255,255,255,357,775,307,5,1
C053,undecided,255,255,255,307,278,306,6.32456,1
C054,undecided,255,255,255,738,175,4,64.195,1
C055,undecided,255,255,255,362,97,95,29.0172,1
C056,undecided,255,255,255,1268,9,97,28.2312,1
C057,undecided,255,255,255,718,61,10,56.7539,1
C058,undecided,255,255,255,580,346,264,4.12311,1
C059,undecided,255,255,255,636,92,302,4.12311,1
C060,undecided,255,255,255,493,229,270,4.12311,1
C061,undecided,255,255,255,1015,238,15,16.4924,1
C062,undecided,255,255,255,776,260,6,37.054,1
C063,undecided,255,255,255,7,414,339,5.83095,1
C064,undecided,255,255,255,300,410,240,3.60555,1
C065,undecided,255,255,255,456,243,23,39.4588,1
C066,undecided,255,255,255,139,491,347,2.82843,1
C067,undecided,255,255,255,629,160,28,55.0364,1
C068,undecided,255,255,255,395,633,260,3.16228,1
C069,undecided,255,255,255,756,221,3,66.7308,1
C070,undecided,255,255,255,315,118,59,32.3883,1
C071,undecided,255,255,255,726,21,5,53.1601,1
C072,undecided,255,255,255,561,315,320,5.83095,1
C073,undecided,255,255,255,718,109,234,4.12311,1
C074,undecided,255,255,255,590,270,312,5,1
C075,undecided,255,255,255,408,386,39,41.9762,1
C076,undecided,255,255,255,552,350,23,29.1548,1
C077,undecided,255,255,255,313,305,294,3.16228,1
C078,undecided,255,255,255,647,16,312,2.82843,1
C079,undecided,255,255,255,775,288,322,2.23607,1
C080,undecided,255,255,255,473,784,300,10.4403,1
C081,undecided,255,255,255,393,324,110,33.9559,1
C082,undecided,255,255,255,626,419,312,4.47214,1
C083,undecided,255,255,255,535,105,287,3.60555,1
C084,undecided,255,255,255,155,553,243,3.60555,1
C085,undecided,255,255,255,474,60,50,41.6773,1
C086,undecided,255,255,255,407,122,362,3.16228,1
C087,undecided,255,255,255,292,214,249,3.16228,1
C088,undecided,255,255,255,626,155,313,5.38516,1
C089,undecided,255,255,255,536,345,258,3.16228,1
C090,undecided,255,255,255,721,263,9,64.405,1
C091,undecided,255,255,255,1016,245,56,14.2127,1
C092,undecided,255,255,255,1269,786,240,19.6977,1
C093,undecided,255,255,255,428,183,280,3.60555,1
C094,undecided,255,255,255,418,366,317,3.60555,1
C095,undecided,255,255,255,462,15,336,6.7082,1
C096,undecided,255,255,255,633,121,246,7.07107,1
C097,undecided,255,255,255,323,404,274,4.12311,1
C098,undecided,255,255,255,467,318,263,3.60555,1
C099,undecided,255,255,255,503,258,104,24.0832,1
C100,undecided,255,255,255,714,279,14,41.7612,1
C101,undecided,255,255,255,535,251,354,5.38516,1
C102,undecided,255,255,255,609,8,15,63.7887,1
C103,undecided,255,255,255,696,4,163,15.2971,1
C104,undecided,255,255,255,503,105,253,4.12311,1
C105,undecided,255,255,255,196,420,342,3.60555,1
C106,undecided,255,255,255,533,202,329,4,1
C107,undecided,255,255,255,281,292,268,5.38516,1
C108,undecided,255,255,255,402,6,53,52.6118,1
C109,undecided,255,255,255,220,790,116,17.4642,1
C110,undecided,255,255,255,313,126,300,2.82843,1
C111,undecided,255,255,255,541,7,306,5.65685,1
C112,undecided,255,255,255,127,710,317,3.60555,1
C113,undecided,255,255,255,711,365,321,4.12311,1
C114,undecided,255,255,255,708,375,17,93.3435,1
C115,undecided,255,255,255,314,339,326,4.12311,1
C116,undecided,255,255,255,585,121,1,37.5366,1
C117,undecided,255,255,255,694,5,265,10.2956,1
C118,undecided,255,255,255,384,220,340,3.16228,1
C119,undecided,255,255,255,394,108,277,4,1
C120,undecided,255,255,255,1063,228,240,3.60555,1
C121,undecided,255,255,255,712,477,64,31.7805,1
C122,undecided,255,255,255,298,457,276,4.24264,1
C123,undecided,255,255,255,656,215,314,9.48683,1
C124,undecided,255,255,255,361,38,2,27.8568,1
C125,undecided,255,255,255,11,11,10,44.8219,1
C126,undecided,255,255,255,12,780,7,48.9183,1
C127,undecided,255,255,255,358,54,2,59.9333,1
C128,undecided,255,255,255,302,468,235,5.83095,1
C129,undecided,255,255,255,410,497,214,4.12311,1
C130,undecided,255,255,255,305,118,242,5.09902,1
C131,undecided,255,255,255,476,480,310,3.60555,1
C132,undecided,255,255,255,682,146,313,3.60555,1
C133,undecided,255,255,255,5,507,303,2.82843,1
C134,undecided,255,255,255,390,502,300,5.38516,1
C135,undecided,255,255,255,345,614,314,5,1
C136,undecided,255,255,255,615,345,266,4.47214,1
C137,undecided,255,255,255,687,101,277,4.12311,1
C138,undecided,255,255,255,882,108,62,26.6271,1
C139,undecided,255,255,255,471,306,287,4.47214,1
C140,undecided,255,255,255,1009,245,17,15.2971,1
C141,undecided,255,255,255,642,274,238,5.38516,1
C142,undecided,255,255,255,545,5,264,4.47214,1
C143,undecided,255,255,255,808,246,314,3.16228,1
C144,undecided,255,255,255,738,270,254,12.083,1
C145,undecided,255,255,255,269,396,296,3.60555,1
C146,undecided,255,255,255,310,776,313,3.16228,1
C147,undecided,255,255,255,-9223372036854775808,-9223372036854775808,417,0,1
C148,undecided,255,255,255,58,479,286,4.12311,1
C149,undecided,255,255,255,474,773,333,1.41421,1
